ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,VOTES,POSITION
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,KRIPANATH MALLAH,M,SC,40,BJP,53975,1
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,AKHIL RANJAN TALUKDAR,M,SC,60,INC,29449,2
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,RAJIB BISWAS,M,SC,37,AIUDF,23926,3
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,SETUL CHANDRA NAMASUDRA,M,SC,66,IND,908,4
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,None of the Above,NULL,NULL,NULL,NOTA,889,5
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,NIRMAL MALLICK,M,SC,42,SP,542,6
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,PRABIR BARDHAN,M,SC,36,IND,487,7
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,SANJOY KUMAR MALLAH,M,SC,39,IND,419,8
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,KALIPADA BISWAS,M,SC,40,IND,380,9
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,MANILAL RABIDAS,M,SC,67,IND,370,10
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,SATYENDRA NAMASUDRA,M,SC,40,SUCI,354,11
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,NIRANJAN MALLAH,M,SC,58,IND,267,12
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,RANJU ROY,M,SC,51,IND,247,13
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,UMESH MALAH,M,SC,29,IND,204,14
S03,Assam,5,2016,Karimganj,1,Ratabari,SC,AMULYA NAMASUDRA,M,SC,56,IND,191,15
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,KRISHNENDU PAUL,M,GEN,42,BJP,46544,1
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,DEBENDRA KUMAR SINHA,M,GEN,62,AIUDF,37276,2
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,MONI LAL GOWALA,M,GEN,73,INC,32048,3
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,KRIPESH RANJAN DASGUPTA,M,GEN,65,CPM,1638,4
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,None of the Above,NULL,NULL,NULL,NOTA,1030,5
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,KABIR AHMED,M,GEN,34,IND,892,6
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,RAHIM UDDIN AHMED,M,GEN,46,IND,743,7
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,MISBAQUE UDDIN,M,GEN,42,SP,599,8
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,DEBANGSHU NATH,M,GEN,47,SUCI,509,9
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,ASAD UDDIN AHMED,M,GEN,34,IND,501,10
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,NITAI DEY,M,GEN,46,IND,495,11
S03,Assam,5,2016,Karimganj,2,Patharkandi,GEN,NIHAR RANJAN DEB NATH,M,GEN,44,IND,419,12
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,KAMALAKHYA DEY PURKAYASTHA,M,GEN,38,INC,45289,1
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,MISSION RANJAN DAS,M,GEN,54,BJP,44821,2
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,SAHABUL ISLAM CHOUDHURY,M,GEN,47,AIUDF,34207,3
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,NAZRUL ISLAM CHOUDHURY,M,GEN,55,IND,1704,4
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,ABDUL AHAD CHOUDHURY,M,GEN,40,IND,1052,5
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,MOIN UDDIN,M,GEN,44,IND,708,6
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,None of the Above,NULL,NULL,NULL,NOTA,674,7
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,ARUNANGSHU BHATTACHARJEE,M,GEN,57,SUCI,468,8
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,MUHAMMAD MUHSIN ALAM,M,GEN,29,IND,420,9
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,SIBIR AHMED,M,GEN,34,IND,265,10
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,BIKASH KANTI ROY,M,GEN,57,BGanP,253,11
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,DEEPAN NATH,M,GEN,35,IND,241,12
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,KAYSAR AHMED CHOUDHURY,M,GEN,35,IND,237,13
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,AMJAD HUSSAIN,M,GEN,47,IND,161,14
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,TAJ UDDIN CHOUDHURY,M,GEN,43,IND,144,15
S03,Assam,5,2016,Karimganj,3,Karimganj North,GEN,ARUN KUMAR DAS,M,GEN,64,IND,137,16
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,AZIZ AHMED KHAN,M,GEN,38,AIUDF,58060,1
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SIDDEQUE AHMED,M,GEN,53,INC,53644,2
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SIPRA GOON,F,GEN,47,BJP,11861,3
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,MONARUL HAQUE,M,GEN,28,IND,815,4
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,MOSUD AHMED,M,GEN,41,IND,592,5
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,AZIR UDDIN,M,GEN,43,IND,391,6
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,MOIN UDDIN,M,GEN,44,IND,366,7
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,MAYNUL HAQUE,M,GEN,40,IND,265,8
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SUFIAN AHMED,M,GEN,44,IND,264,9
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,BILAL UDDIN,M,GEN,41,IND,242,10
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,TAJ MD KAMAL UDDIN KHAN,M,GEN,33,IND,212,11
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,JAMAL AHMED,M,GEN,35,IND,199,12
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,None of the Above,NULL,NULL,NULL,NOTA,173,13
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,ABDUL HAMID,M,GEN,42,IND,159,14
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,AHMED ALI,M,GEN,33,IND,157,15
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,ABU BARKAT NIZAM UDDIN AHMED,M,GEN,50,IND,150,16
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,MUKTAR HUSSAIN,M,GEN,25,IND,122,17
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SAD UDDIN,M,GEN,53,IND,106,18
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SAHAJAN AHMED,M,GEN,38,IND,105,19
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,QUAMRUL ISLAM,M,GEN,35,IND,98,20
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SARIF UDDIN,M,GEN,36,IND,97,21
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,FAIZUL HAQUE,M,GEN,25,IND,95,22
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,KABIR UDDIN,M,GEN,39,IND,90,23
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SALIM UDDIN,M,GEN,30,IND,80,24
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,SABIR AHMED,M,GEN,27,IND,56,25
S03,Assam,5,2016,Karimganj,4,Karimganj South,GEN,RAJIB DAS,M,GEN,34,IND,43,26
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,JAMAL UDDIN AHMED,M,GEN,61,INC,38266,1
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,ABDUL AZIZ,M,GEN,48,AIUDF,36178,2
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,DIPAK DEB,M,GEN,50,BJP,35694,3
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,None of the Above,NULL,NULL,NULL,NOTA,596,4
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,SAZIDUL HOQUE,M,GEN,31,IND,418,5
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,KAMRUL ISLAM,M,GEN,29,SP,303,6
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,SUBODH SUKLABAIDYA,M,SC,50,IND,295,7
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,OLIOUR RAHAMAN TAPADAR,M,GEN,43,IND,168,8
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,SOLMON SHAIKH,M,GEN,33,IND,147,9
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,ABDUS SUKKUR BEIG,M,GEN,41,IND,142,10
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,KHASRUZZAMAN TALUKDAR,M,GEN,26,IND,132,11
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,ANAM UDDIN,M,GEN,36,IND,101,12
S03,Assam,5,2016,Karimganj,5,Badarpur,GEN,BINOY NAMASUDRA,M,GEN,54,IND,79,13
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ANWAR HUSSAIN LASKAR,M,GEN,45,AIUDF,41647,1
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,SOUMYAJIT DUTTA CHOUDHURY,M,GEN,38,BJP,39039,2
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ZAKIR HUSSAIN LASKAR,M,GEN,45,IND,15633,3
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ANAM UDDIN LASKAR,M,GEN,45,INC,9287,4
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,HAJI SALIM UDDIN BARBHUIYA,M,GEN,58,IND,1119,5
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,PREMRAJ GOALA,M,GEN,49,IND,1104,6
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,SAMIR UDDIN LASKAR,M,GEN,63,SP,602,7
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,FAKRUL ALAM MAZARBHUIYA,M,GEN,32,IND,579,8
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ALI HUSSAIN  MIRA,M,GEN,33,IND,430,9
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,NIREN DAS,M,SC,36,IND,376,10
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,AJIT KUMAR PAUL,M,GEN,73,NCP,372,11
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,LUTFUR RAHMAN LASKAR,M,GEN,42,IND,366,12
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,AMIT KUMAR DEB,M,GEN,28,IND,363,13
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,None of the Above,NULL,NULL,NULL,NOTA,281,14
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,MITUZZAMAN LASKAR,M,GEN,36,IND,244,15
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,PARBEJ KHASRU LASKAR,M,GEN,37,IND,228,16
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,AMAR CHAND BHOWMIK,M,GEN,52,IND,211,17
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,BURHAN UDDIN BARBHUIYA,M,GEN,32,IND,199,18
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,SAHARUZZAMAN LASKAR,M,GEN,40,IND,180,19
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ABUL HUSSAIN BARBHUIYA,M,GEN,28,IND,176,20
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,SUSHIL PAUL,M,GEN,55,SUCI,163,21
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,ADHIR CHANDA,M,GEN,48,IND,158,22
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,AJAY KUMAR ROY,M,SC,34,IND,122,23
S03,Assam,5,2016,Hailakandi,6,Hailakandi,GEN,SANKAR CHAKROBARTY,M,GEN,39,IND,114,24
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,SUZAM UDDIN LASKAR,M,GEN,49,AIUDF,50676,1
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,GAUTAM ROY,M,GEN,68,INC,35592,2
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,RAJ KUMAR DAS,M,GEN,51,BJP,32164,3
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,None of the Above,NULL,NULL,NULL,NOTA,931,4
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,MULNEILAL HRANGKHOL,M,GEN,40,NCP,898,5
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,SUZAM UDDIN LASKAR,M,GEN,26,IND,782,6
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,ANIL NATH,M,GEN,55,SP,755,7
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,BHASKAR DEB,M,GEN,35,IND,661,8
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,BACHCHU PAUL,M,GEN,38,IND,567,9
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,MINNOTULLA CHOUDHURY,M,GEN,28,IND,429,10
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,MOHAN DEB,M,GEN,26,IND,383,11
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,ASHIK AHMED LASKAR,M,GEN,26,IND,364,12
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,BAPPA PURKAYASTHA,M,SC,38,IND,329,13
S03,Assam,5,2016,Hailakandi,7,Katlichera,GEN,NOROKANTO DAS,M,GEN,46,IND,300,14
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,NIZAM UDDIN CHOUDHURY,M,GEN,43,AIUDF,50531,1
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,KAUSHIK RAI,M,GEN,39,BJP,32777,2
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,RAHUL ROY,M,GEN,41,INC,25927,3
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,MEHNAZ SAHID CHOUDHURY,F,GEN,26,AGP,5822,4
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,None of the Above,NULL,NULL,NULL,NOTA,768,5
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,SAHIDUL ISLAM LASKAR,M,GEN,32,SP,585,6
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,AHMED HUSSAIN LASKAR,M,GEN,25,IND,509,7
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,RUPU DEB,M,GEN,34,IND,475,8
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,RAJU DAS,M,GEN,40,IND,475,9
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,SAMIN AHMED CHOUDHURY,M,GEN,34,IND,461,10
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,AHMED KARIM BARBHUIYA,M,GEN,38,IND,260,11
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,IMADUL ISLAM LASKAR,M,GEN,42,IND,229,12
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,BINAYAK DEB,M,GEN,27,IND,222,13
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,KAZI MUZAKKIR HUSSAIN,M,GEN,33,IND,179,14
S03,Assam,5,2016,Hailakandi,8,Algapur,GEN,SALEH AHMED MAZUMDER,M,GEN,30,IND,173,15
S03,Assam,5,2016,Cachar,9,Silchar,GEN,DILIP KUMAR PAUL,M,GEN,60,BJP,94787,1
S03,Assam,5,2016,Cachar,9,Silchar,GEN,BITHIKA DEV,F,GEN,80,INC,54867,2
S03,Assam,5,2016,Cachar,9,Silchar,GEN,SUPRIYA BHATTACHARJEE,M,GEN,57,CPM,1961,3
S03,Assam,5,2016,Cachar,9,Silchar,GEN,None of the Above,NULL,NULL,NULL,NOTA,1143,4
S03,Assam,5,2016,Cachar,9,Silchar,GEN,SHUVADIP DATTA,M,GEN,50,IND,657,5
S03,Assam,5,2016,Cachar,9,Silchar,GEN,RITA MAZUMDER,F,GEN,41,IND,526,6
S03,Assam,5,2016,Cachar,9,Silchar,GEN,IMDAD HUSSAIN LASKAR,M,GEN,42,IND,512,7
S03,Assam,5,2016,Cachar,9,Silchar,GEN,SAHIN AHMED CHOUDHURY,M,GEN,38,SP,332,8
S03,Assam,5,2016,Cachar,9,Silchar,GEN,PRADIP KUMAR DEB,M,GEN,62,SUCI,324,9
S03,Assam,5,2016,Cachar,9,Silchar,GEN,BIJU CHANDA,M,GEN,35,IND,318,10
S03,Assam,5,2016,Cachar,9,Silchar,GEN,KHAIRUL ALAM BARBHUIYA,M,GEN,61,IND,270,11
S03,Assam,5,2016,Cachar,9,Silchar,GEN,BROJALAL DAS,M,SC,38,IND,232,12
S03,Assam,5,2016,Cachar,9,Silchar,GEN,ASCHAM UDDIN LASKAR,M,GEN,45,IND,211,13
S03,Assam,5,2016,Cachar,9,Silchar,GEN,NILOM SANJIB SARMAH,M,GEN,32,BGanP,199,14
S03,Assam,5,2016,Cachar,9,Silchar,GEN,MONILAL DAS,M,SC,40,IND,158,15
S03,Assam,5,2016,Cachar,9,Silchar,GEN,ASHIM KUMAR DAS,M,SC,31,IND,97,16
S03,Assam,5,2016,Cachar,10,Sonai,GEN,AMINUL HAQUE LASKAR,M,GEN,50,BJP,44236,1
S03,Assam,5,2016,Cachar,10,Sonai,GEN,ANAMUL HAQUE,M,GEN,66,INC,36683,2
S03,Assam,5,2016,Cachar,10,Sonai,GEN,KARIM UDDIN BARBHUIYA,M,GEN,46,AIUDF,32109,3
S03,Assam,5,2016,Cachar,10,Sonai,GEN,IBUNGOBI SINGHA,M,GEN,42,IND,2987,4
S03,Assam,5,2016,Cachar,10,Sonai,GEN,ANWAR HUSSAIN LASKAR,M,GEN,54,IND,2408,5
S03,Assam,5,2016,Cachar,10,Sonai,GEN,None of the Above,NULL,NULL,NULL,NOTA,1292,6
S03,Assam,5,2016,Cachar,10,Sonai,GEN,SANJIB KUMAR DAS,M,GEN,39,IND,943,7
S03,Assam,5,2016,Cachar,10,Sonai,GEN,SANTOSH DAS,M,SC,38,IND,598,8
S03,Assam,5,2016,Cachar,10,Sonai,GEN,REJAUL ISLAM BARBHUIYA,M,GEN,32,IND,579,9
S03,Assam,5,2016,Cachar,10,Sonai,GEN,PRANESH NATH,M,GEN,46,LJP,522,10
S03,Assam,5,2016,Cachar,10,Sonai,GEN,JAWAHAR LAL GOALA,M,GEN,67,IND,401,11
S03,Assam,5,2016,Cachar,10,Sonai,GEN,MANINDRA CHANDRA DAS,M,SC,62,SP,401,12
S03,Assam,5,2016,Cachar,10,Sonai,GEN,MAKSUS AHMED LASKAR,M,GEN,34,IND,306,13
S03,Assam,5,2016,Cachar,11,Dholai,SC,PARIMAL SUKLABAIDYA,M,SC,58,BJP,68694,1
S03,Assam,5,2016,Cachar,11,Dholai,SC,GIRINDRA MALLIK,M,SC,77,INC,41857,2
S03,Assam,5,2016,Cachar,11,Dholai,SC,LALTA PROSAD MALA,M,SC,61,AIUDF,13382,3
S03,Assam,5,2016,Cachar,11,Dholai,SC,None of the Above,NULL,NULL,NULL,NOTA,2110,4
S03,Assam,5,2016,Cachar,11,Dholai,SC,GOUR CHANDRA DAS,M,SC,31,SUCI,1146,5
S03,Assam,5,2016,Cachar,11,Dholai,SC,NIHAR RANJAN DAS,M,SC,43,IND,1114,6
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,MIHIR KANTI SHOME,M,GEN,49,BJP,54204,1
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,AJIT SINGH,M,GEN,55,INC,45598,2
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,LIAKAT ALI LASKAR,M,GEN,56,AIUDF,8715,3
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,None of the Above,NULL,NULL,NULL,NOTA,1745,4
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,SADIK HUSSAIN BARLASKAR,M,GEN,41,IND,882,5
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,APARNA TEWARI,F,GEN,48,SP,542,6
S03,Assam,5,2016,Cachar,12,Udharbond,GEN,MOINUL HOQUE LASKAR,M,GEN,47,IND,474,7
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,RAJDEEP GOALA,M,GEN,31,INC,60135,1
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,THOIBA SINGHA,M,GEN,41,BJP,35768,2
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,LALTHOMLIEN HMAR,M,GEN,37,JD(U),8923,3
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,JOY SINGH CHATRI,M,GEN,56,SUCI,1346,4
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1309,5
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,SANJAY KUMAR THAKUR,M,GEN,42,IND,741,6
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,AJMUL HUSSAIN LASKAR,M,GEN,48,IND,660,7
S03,Assam,5,2016,Cachar,13,Lakhipur,GEN,UJJAL DHUBI,M,SC,29,IND,456,8
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,KISHOR NATH,M,GEN,51,BJP,36482,1
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,MISBAHUL ISLAM LASKAR,M,GEN,60,IND,36440,2
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,DR. RUMI NATH,F,GEN,36,INC,21946,3
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,JAHURUL ISLAM BARBHUIYA,M,GEN,33,AIUDF,4051,4
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,CHUNILAL BHATTACHARJEE,M,GEN,74,CPM,2438,5
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,None of the Above,NULL,NULL,NULL,NOTA,1621,6
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,BADRUL ISLAM MAZUMDER,M,GEN,40,IND,619,7
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,ANAM UDDIN MAZUMDER,M,GEN,40,IND,473,8
S03,Assam,5,2016,Cachar,14,Barkhola,GEN,NAZMUL HOQUE LASKAR,M,GEN,45,IND,464,9
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,AMAR CHAND JAIN,M,GEN,59,BJP,59764,1
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,KHALIL UDDIN MAZUMDER,M,GEN,37,AIUDF,50956,2
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,ATAUR RAHMAN MAZARBHUIYA,M,GEN,63,INC,16418,3
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,TRAYABASHI DAS,M,SC,41,IND,1949,4
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,MOINUL HOQUE,M,GEN,61,CPI,1372,5
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,None of the Above,NULL,NULL,NULL,NOTA,906,6
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,SAMUJJAL DAS,M,GEN,25,IND,906,7
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,HANIF ALOM MAZARBHUIYA,M,GEN,32,IND,826,8
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,ALA UDDIN CHOUDHURY,M,GEN,64,SP,552,9
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,SALEH AHMED TALUKDAR,M,GEN,28,IND,541,10
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,ARUN KARMAKAR,M,GEN,48,IND,425,11
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,RAFIQUE UZZAMAN LASKAR,M,GEN,51,IND,356,12
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,MAHENDRA SINHA,M,GEN,46,IND,284,13
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,SUJATA SINHA,F,GEN,37,JnCP,273,14
S03,Assam,5,2016,Cachar,15,Katigorah,GEN,DIPAK LAL DAS,M,SC,58,IND,184,15
S03,Assam,5,2016,Dima Hasao ,16,Haflong ,ST,BIR BHADRA HAGJER,M,ST,65,BJP,52037,1
S03,Assam,5,2016,Dima Hasao ,16,Haflong ,ST,NIRMAL LANGTHASA,M,ST,42,INC,43731,2
S03,Assam,5,2016,Dima Hasao ,16,Haflong ,ST,MAYASING DAULAGUPU,M,ST,62,IND,2893,3
S03,Assam,5,2016,Dima Hasao ,16,Haflong ,ST,NEIKHOL HAOLAI CHANGSAN,F,ST,42,AIUDF,2723,4
S03,Assam,5,2016,Dima Hasao ,16,Haflong ,ST,None of the Above,NULL,NULL,NULL,NOTA,1111,5
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,NUMAL MOMIN,M,ST,43,BJP,40170,1
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,KLENGDOON ENGTI,M,ST,35,INC,35426,2
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,JAGAT SING ENGTI,M,ST,46,IND,25388,3
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,None of the Above,NULL,NULL,NULL,NOTA,2144,4
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,DANIEL MOMIN,M,ST,31,NPEP,1628,5
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,SANJAY KEMPRAI,M,ST,35,IND,1441,6
S03,Assam,5,2016,Bokajan,17,Bokajan,ST,BIKHA TOKBI,M,ST,35,JnCP,959,7
S03,Assam,5,2016,Diphu,18,Howraghat,ST,JOY RAM ENGLENG,M,ST,56,BJP,43378,1
S03,Assam,5,2016,Diphu,18,Howraghat,ST,KHORSING ENGTI,M,ST,65,INC,36987,2
S03,Assam,5,2016,Diphu,18,Howraghat,ST,CHOMANG KRO,M,ST,50,IND,15899,3
S03,Assam,5,2016,Diphu,18,Howraghat,ST,None of the Above,NULL,NULL,NULL,NOTA,1906,4
S03,Assam,5,2016,Diphu,19,Diphu,ST,SUM RONGHANG,M,ST,53,BJP,64421,1
S03,Assam,5,2016,Diphu,19,Diphu,ST,BIDYA SING ENGLENG,M,ST,61,INC,36185,2
S03,Assam,5,2016,Diphu,19,Diphu,ST,DR. JAYANTA RONGPI,M,ST,59,IND,31647,3
S03,Assam,5,2016,Diphu,19,Diphu,ST,None of the Above,NULL,NULL,NULL,NOTA,2803,4
S03,Assam,5,2016,Diphu,19,Diphu,ST,DIPENDRA RONGPI,M,ST,54,LJP,1975,5
S03,Assam,5,2016,Diphu,19,Diphu,ST,MARY KRAMSAPI,F,ST,53,JnCP,1231,6
S03,Assam,5,2016,Hamren,20,Baithalangso,ST,DR.MANSING RONGPI,M,ST,57,INC,62596,1
S03,Assam,5,2016,Hamren,20,Baithalangso,ST,ARUN TERANG,M,ST,62,BJP,53077,2
S03,Assam,5,2016,Hamren,20,Baithalangso,ST,HOLIRAM TERANG,M,ST,57,IND,25171,3
