ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,VOTES,POSITION
S22,Tamil Nadu,5,2016,NAMAKKAL,96,Tiruchengodu,GEN,KABILANAND M,M,GEN,32,IND,140,21
S22,Tamil Nadu,5,2016,NAMAKKAL,96,Tiruchengodu,GEN,ELANGO S,M,GEN,45,IND,108,22
S22,Tamil Nadu,5,2016,NAMAKKAL,96,Tiruchengodu,GEN,DEVARASU M,M,GEN,26,IND,91,23
S22,Tamil Nadu,5,2016,NAMAKKAL,96,Tiruchengodu,GEN,NAGARAJAN J,M,GEN,47,IND,85,24
S22,Tamil Nadu,5,2016,NAMAKKAL,96,Tiruchengodu,GEN,BALUSAMY M,M,GEN,40,IND,73,25
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,THANGAMANI P,M,GEN,56,ADMK,103032,1
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,YUVARAJ P,M,GEN,41,DMK,55703,2
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,MADESHWARAN  P A,M,GEN,44,DMDK,9784,3
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,None of the Above,NULL,NULL,NULL,NOTA,2994,4
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,ARUNKUMAR G,M,GEN,27,ntk,2908,5
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,PONNUSAMY  R,M,GEN,62,KMDK,2813,6
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,MURTHY S,M,GEN,41,PMK,2773,7
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,EASWARAN K,M,GEN,37,BJP,1981,8
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,LOGANATHAN K,M,GEN,37,IND,777,9
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,SELVARAJ  K,M,GEN,54,IND,566,10
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,KANCHANA  N,F,GEN,35,IND,389,11
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,KOKILA R,F,GEN,40,BSP,367,12
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,KARTHI N,M,GEN,26,IND,354,13
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,RAVICHANDRAN P,M,GEN,33,GMI,279,14
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,GOVINDARAJ A,M,GEN,55,CPI(ML)(L),246,15
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,AMIRTHALINGAM T V R,M,GEN,44,IND,234,16
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,SARAVANAN C,M,GEN,38,IND,208,17
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,PRABHAKARAN S,M,GEN,31,IND,196,18
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,SELVARAJ  P,M,GEN,55,IND,190,19
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,AYYAM PERUMAL,M,GEN,31,IND,179,20
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,GANDHI RAMESH  P,M,GEN,38,IND,163,21
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,PONGIYANNAN S,M,GEN,48,IND,153,22
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,MURUGAVEL S,M,GEN,45,IND,108,23
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,SELVAKUMAR G V,M,GEN,48,UCPI,90,24
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,SURESH M,M,GEN,34,IND,83,25
S22,Tamil Nadu,5,2016,NAMAKKAL,97,Kumarapalayam,GEN,VIJAYAKUMAR P K,M,GEN,37,IND,82,26
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,THENNARASU K S,M,GEN,65,ADMK,64879,1
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,CHANDHIRAKUMAR V C,M,GEN,49,DMK,57085,2
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,PONCHAIRMAN,M,GEN,62,DMDK,6776,3
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,RAJESHKUMAR P,M,GEN,44,BJP,5549,4
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,None of the Above,NULL,NULL,NULL,NOTA,3096,5
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,JAGANATHAN S,M,GEN,58,KMDK,2721,6
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,ALAUDEEN A,M,GEN,35,ntk,2262,7
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,SADHIK BASHA K,M,GEN,31,SDPI,2176,8
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,RAJENDRAN,M,GEN,55,PMK,2111,9
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,KANNAN R,M,GEN,48,IND,406,10
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,LOGANATHAN P T,M,GEN,48,IND,294,11
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,KRISHNAN P,M,SC,53,BSP,234,12
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,RAMESH M,M,GEN,39,SMK,220,13
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,SENTHILKUMAR K,M,GEN,41,UMK,109,14
S22,Tamil Nadu,5,2016,ERODE,98,Erode (East),GEN,PERUMALRAJ R,M,SC,40,GMI,100,15
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,RAMALINGAM K.V.,M,GEN,59,ADMK,82297,1
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,MUTHUSAMY S,M,GEN,67,DMK,77391,2
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,EASWARA MURTHY M,M,GEN,48,KMDK,7477,3
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,MURUGAN N,M,GEN,57,MDMK,6624,4
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,PALANISAMY N.P.,M,GEN,56,BJP,4177,5
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,None of the Above,NULL,NULL,NULL,NOTA,3403,6
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,ARUMUGAM P V,M,GEN,41,PMK,3000,7
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,JOTHIVEL T,M,GEN,36,ntk,2448,8
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,ARAVINDAN P,M,GEN,51,IND,644,9
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,VEERAPPAN C,M,SC,44,BSP,473,10
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,MUTHUSAMY A,M,GEN,48,IND,371,11
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,PALANISAMY  M,M,SC,32,IND,272,12
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,PERIYASAMY A P,M,GEN,35,GMI,241,13
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,VELUSAMY P,M,SC,62,IDMMK,236,14
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,VENGATESAN A,M,GEN,39,IND,227,15
S22,Tamil Nadu,5,2016,ERODE,99,Erode (West),GEN,THAMOTHARAN V,M,GEN,49,UCPI,86,16
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"SIVASUBRAMANI , V.P.",M,GEN,56,ADMK,77067,1
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"SACHIDANANDAM,  P.",M,GEN,59,DMK,74845,2
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"SURIAMOORTHI,  S.",M,GEN,44,KMDK,5607,3
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"RAMESH,  M.",M,GEN,36,DMDK,4853,4
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"CHINNAMALAI KRISHNAKUMAR, J.",M,GEN,50,BJP,4052,5
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,NACHIMUTHU,M,GEN,61,PMK,2809,6
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,None of the Above,NULL,NULL,NULL,NOTA,2715,7
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"PRAKASH,  G.",M,GEN,29,ntk,1713,8
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"PARTHIBAN,  V.",M,GEN,65,BSP,1219,9
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,LAKSHMI P,F,SC,46,IDMMK,526,10
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"BASKARAN,  G.",M,GEN,45,JD(U),439,11
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,MANI M,M,GEN,48,IND,326,12
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,SUBRAMANIAM S,M,GEN,50,IND,297,13
S22,Tamil Nadu,5,2016,ERODE,100,Modakkurichi,GEN,"SHANMUGAM , V.",M,SC,43,IND,208,14
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,KALIMUTHU. V.S,M,SC,55,INC,83538,1
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,PONNUSAMY. K,M,SC,62,ADMK,73521,2
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,SHANMUGHAM. M,M,SC,68,BJP,7753,3
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,THIRUVALLUVAN. NAGAI,M,SC,40,MDMK,7029,4
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,None of the Above,NULL,NULL,NULL,NOTA,2883,5
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,PALANIAMMAL. K,F,SC,45,KMDK,1662,6
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,MADHAVAN. K,M,SC,56,PMK,1515,7
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,PICHAIMUTHU. R,M,SC,42,ntk,1350,8
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,VANITHA. M,F,SC,38,IND,849,9
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,PALANISAMY. V,M,SC,49,IND,835,10
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,SELVARAJ. V,M,SC,46,BSP,681,11
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,MOHANRAJ. K,M,SC,61,IND,449,12
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,RAMASAMY. V,M,SC,36,IDMMK,295,13
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,SELVARAJ. S,M,SC,42,IND,285,14
S22,Tamil Nadu,5,2016,TIRUPPUR,101,Dharapuram (SC),SC,MURALIDHARAN. V,M,SC,36,TMMK,266,15
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,THANIYARASU U,M,GEN,49,ADMK,83325,1
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,GOPI P,M,GEN,41,INC,70190,2
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,MUTHUVENKATESHWARAN K G,M,GEN,36,DMDK,12108,3
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,USHADEVI M,F,GEN,57,BJP,7161,4
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,None of the Above,NULL,NULL,NULL,NOTA,3141,5
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,SHANMUGAM V P,M,GEN,42,ntk,2871,6
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,AMIRTAVALLI V,F,GEN,47,PMK,1544,7
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,THANGAVEL G,M,SC,39,BSP,1136,8
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,RAJENDRAN B,M,GEN,59,IND,759,9
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,POOVATHAL,F,SC,45,IDMMK,519,10
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,KAVINRAJA S,M,GEN,26,IND,369,11
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,RAJANDRAN P,M,GEN,46,IND,344,12
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,SENTHILKUMAR S R,M,GEN,37,IND,334,13
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,SUKUMARAN N,M,GEN,59,IND,258,14
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,ISREAL R,M,GEN,35,IND,188,15
S22,Tamil Nadu,5,2016,TIRUPPUR,102,Kangayam,GEN,SADHASIVAM K,M,SC,35,IND,181,16
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,VENKATACHALAM.N.D,M,GEN,52,ADMK,80292,1
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,SAMY.K.P (A) MOHANASUNDARAM.P,M,GEN,55,DMK,67521,2
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,BALU.K.K.C,M,GEN,54,KMDK,14545,3
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,SHANMUGAM.V.P,M,GEN,54,TMC(M),6304,4
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,CHANDRASEKARAN.A,M,GEN,57,BJP,2625,5
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,None of the Above,NULL,NULL,NULL,NOTA,1991,6
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,KUMARESAN.P,M,GEN,41,PMK,1498,7
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,LOGANATHAN,M,GEN,39,ntk,1469,8
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,SEKAR.K,M,SC,41,BSP,1306,9
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,ANTONY THOMAS,M,GEN,30,IND,791,10
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,ASHOKKUMAR R.D,M,GEN,37,UMK,627,11
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,SENTHAMIZHAN.M,M,SC,36,WPOI,547,12
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,PRABHAKARAN.D,M,GEN,41,IND,497,13
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,DEVARAJ.K,M,SC,35,IND,477,14
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,DHAKSHINAMURTHI.K.S,M,GEN,42,IND,425,15
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,KUPPAN (A) KUPPUSAMY.C,M,SC,57,IND,363,16
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,NANDHAKUMAR.C.K,M,GEN,36,GMI,227,17
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,TAMILARASU,M,GEN,40,IND,201,18
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,CHANDRASEKARAN P,M,SC,39,IND,167,19
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,MAHENDRAN A,M,GEN,40,IND,163,20
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,SUBIRAMANI.K,M,SC,52,IDMMK,138,21
S22,Tamil Nadu,5,2016,ERODE,103,Perundurai,GEN,TAMILSELVAM.V.S.K,M,GEN,35,IND,89,22
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,KARUPPANAN K C,M,GEN,58,ADMK,85748,1
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,SIVAKUMAR N,M,GEN,43,DMK,60861,2
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,RAMANATHAN K V,M,GEN,53,PMK,20727,3
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,GOPAL P,M,GEN,43,DMDK,6927,4
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,CHANDRASEKAR S,M,GEN,42,KMDK,4389,5
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,None of the Above,NULL,NULL,NULL,NOTA,2716,6
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,SHITHIVINAYAGAN K A,M,GEN,41,BJP,2480,7
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,SEETHALAKSHMI M K,F,GEN,41,ntk,1784,8
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,PONNUDURAI P,M,SC,60,INMMK,608,9
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,BALADHANDAPANI V S,M,GEN,45,BSP,560,10
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,RAMASAMY S,M,GEN,30,GMI,527,11
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,BOSSKOMANI S P,M,GEN,63,IND,407,12
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,DHASTHAKEER K R K,M,GEN,33,VTIP,367,13
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,AMMASAI K,M,GEN,40,JD(U),361,14
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,ALAKURAJ O P,M,GEN,38,IDMMK,249,15
S22,Tamil Nadu,5,2016,ERODE,104,Bhavani,GEN,KUMAR P,M,SC,36,IND,239,16
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,E.M.R.RAJA ALIAS RAJAKRISHNAN.K.R,M,GEN,47,ADMK,71575,1
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,VENKATACHALAM A G,M,GEN,55,DMK,66263,2
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,GOPAL.S.C.R,M,GEN,53,PMK,11570,3
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,RAJA D,M,GEN,39,KMDK,5995,4
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,RAJA SAMPATH M K,M,GEN,51,DMDK,5828,5
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MOHANKUMAR P G,M,GEN,45,BJP,1962,6
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1546,7
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MANIMEKALAI K,F,GEN,27,ntk,1101,8
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,RAVI C,M,SC,38,IND,630,9
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MAHENDRAN G,M,GEN,52,BSP,513,10
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,KATHIRVEL K,M,GEN,38,IND,419,11
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MURUGAN R R,M,GEN,49,JD(U),370,12
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MAYILDURAIAN R,M,SC,36,TMMK,358,13
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,CHANDRAKUMAR S,M,SC,40,IND,332,14
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,PRABHU E,M,GEN,32,VTIP,312,15
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,ANANTHAN.S,M,SC,39,IND,298,16
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,MARAPPA GOUNDER S P,M,GEN,51,IDMMK,297,17
S22,Tamil Nadu,5,2016,ERODE,105,Anthiyur,GEN,SHEIKDAVOOD A M,M,GEN,52,IND,212,18
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,SENGOTTAIYAN K.A,M,GEN,68,ADMK,96177,1
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,SARAVANAN S.V,M,GEN,51,INC,84954,2
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,MUNUSAMY M,M,GEN,61,CPM,7531,3
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,SIVARAJ N.S,M,GEN,50,KMDK,3341,4
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,GANAPATHI K,M,GEN,55,BJP,3149,5
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,None of the Above,NULL,NULL,NULL,NOTA,2751,6
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,GOWREESAN S,M,GEN,40,ntk,1677,7
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,KUPPUSAMY,M,GEN,42,PMK,1045,8
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,RAVISEKARAN,M,GEN,57,IND,1004,9
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,LINGESWARAN,M,GEN,31,IND,836,10
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,PALANISAMYRAAJ M,M,GEN,62,IND,667,11
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,KUMAR D,M,GEN,34,IND,416,12
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,RANGASAMY E.K,M,GEN,46,IDMMK,411,13
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,BALASUBRAMANIAN P,M,GEN,59,IND,366,14
S22,Tamil Nadu,5,2016,ERODE,106,Gobichettipalayam,GEN,SARAVANAN P,M,GEN,34,IND,303,15
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,ESWARAN.S,M,SC,39,ADMK,83006,1
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,SATHYA.R,F,SC,28,DMK,69902,2
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,SUNDARAM.P.L,M,SC,46,CPI,27965,3
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,PALANISWAMI.N.R,M,SC,65,BJP,3557,4
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,None of the Above,NULL,NULL,NULL,NOTA,2980,5
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,VADIVEL.N.R,M,SC,40,PMK,1485,6
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,LAKSHMI.M,F,SC,39,IND,1367,7
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,NAGARAJAN.T,M,SC,46,KMDK,1352,8
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,SANGEETHA.G,F,SC,28,ntk,1251,9
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,ARUMUGAM.S.R,M,SC,67,BSP,1151,10
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,PALANI.R,M,SC,49,IND,886,11
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,ESWARAN.R,M,SC,37,IND,672,12
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,MAHALINGAM.K,M,SC,49,JD(U),515,13
S22,Tamil Nadu,5,2016,ERODE,107,Bhavanisagar,SC,SUBBAN.P,M,SC,62,IDMMK,462,14
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"GANESH, R.",M,GEN,53,INC,67747,1
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,VINOTH,M,GEN,33,ADMK,57329,2
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,RAMAN,M,GEN,63,BJP,5818,3
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"KING NARCISSUS, K.",M,GEN,61,DMDK,3111,4
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,None of the Above,NULL,NULL,NULL,NOTA,2912,5
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"BALRAJ, M.",M,GEN,50,PMK,781,6
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"JAGAN, R.",M,SC,27,ntk,748,7
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"SUBRAMANI, N.",M,GEN,58,GMI,554,8
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"JALAL ALI, S.",M,GEN,51,IDMMK,427,9
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"MANOGARAN, B.",M,GEN,52,IND,388,10
S22,Tamil Nadu,5,2016,THE NILGIRIS,108,Udhagamandalam,GEN,"VENUGOPAL, D.",M,GEN,63,IND,340,11
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"THIRAVIDAMANI,M.",M,SC,56,DMK,62128,1
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"KALAISELVAN, S.",M,SC,47,ADMK,48749,2
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"TAMILMANI,P.",M,SC,69,CPM,9044,3
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"PARASURAMAN,P.M.",M,SC,42,BJP,5548,4
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"KARMEGAM,  S.",M,SC,37,ntk,2347,5
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,None of the Above,NULL,NULL,NULL,NOTA,1825,6
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"MURUGESAN @ MURUGESH, R.",M,SC,48,PMK,684,7
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"KAMARAJ,  G.",M,SC,42,IND,468,8
S22,Tamil Nadu,5,2016,THE NILGIRIS,109,Gudalur,SC,"CHENGUTTUVAN,R.P",M,SC,48,IND,302,9
S22,Tamil Nadu,5,2016,THE NILGIRIS,110,Coonoor,GEN,"RAMU, A.",M,GEN,52,ADMK,61650,1
S22,Tamil Nadu,5,2016,THE NILGIRIS,110,Coonoor,GEN,"MUBARAK, B. M.",M,GEN,60,DMK,57940,2
S22,Tamil Nadu,5,2016,THE NILGIRIS,110,Coonoor,GEN,"CHIDAMBARAM, V.",M,GEN,51,DMDK,3989,3
