ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
Bihar,35,Karakat,221,Nabinagar,PRIYANKA PRASAD CHOUDHARY,AIMIM,2197
Bihar,35,Karakat,221,Nabinagar,RAJESHWAR PASWAN,AHFBK,1093
Bihar,35,Karakat,221,Nabinagar,VIKASH VINAYAK,JNJWDIP,1689
Bihar,35,Karakat,221,Nabinagar,INDRA RAJ ROUSHAN,IND,1294
Bihar,35,Karakat,221,Nabinagar,PAWAN SINGH,IND,52703
Bihar,35,Karakat,221,Nabinagar,RAJA RAM SINGH FATHER-KAPIL DEV SINGH,IND,4402
Bihar,36,Jahanabad,214,Arwal,ARUN KUMAR,BSP,9227
Bihar,36,Jahanabad,214,Arwal,CHANDESHWAR PRASAD,JD(U),53182
Bihar,36,Jahanabad,214,Arwal,SURENDRA PRASAD YADAV,RJD,68912
Bihar,36,Jahanabad,214,Arwal,ASHUTOSH KUMAR,RJnJnP,1870
Bihar,36,Jahanabad,214,Arwal,ASHUTOSH VINAY KUMAR,RGD,479
Bihar,36,Jahanabad,214,Arwal,UMA SHANKAR VERMA,SUCI,373
Bihar,36,Jahanabad,214,Arwal,KAPIL CHAUHAN,JNJWDIP,359
Bihar,36,Jahanabad,214,Arwal,DEEPAK KUMAR,JRJP,2003
Bihar,36,Jahanabad,214,Arwal,PIYUSH SINGH,SSD,706
Bihar,36,Jahanabad,214,Arwal,RAJ KISHOR SHARMA,BHRTSP,464
Bihar,36,Jahanabad,214,Arwal,CHANDESHWAR PRASAD,IND,373
Bihar,36,Jahanabad,214,Arwal,NARESH KUMAR,IND,861
Bihar,36,Jahanabad,214,Arwal,BUDDHADEV SAV,IND,867
Bihar,36,Jahanabad,214,Arwal,MINTA DEVI,IND,2456
Bihar,36,Jahanabad,214,Arwal,MUNILAL YADAV,IND,2388
Bihar,36,Jahanabad,215,Kurtha,ARUN KUMAR,BSP,12919
Bihar,36,Jahanabad,215,Kurtha,CHANDESHWAR PRASAD,JD(U),47565
Bihar,36,Jahanabad,215,Kurtha,SURENDRA PRASAD YADAV,RJD,68989
Bihar,36,Jahanabad,215,Kurtha,ASHUTOSH KUMAR,RJnJnP,1695
Bihar,36,Jahanabad,215,Kurtha,ASHUTOSH VINAY KUMAR,RGD,433
Bihar,36,Jahanabad,215,Kurtha,UMA SHANKAR VERMA,SUCI,431
Bihar,36,Jahanabad,215,Kurtha,KAPIL CHAUHAN,JNJWDIP,365
Bihar,36,Jahanabad,215,Kurtha,DEEPAK KUMAR,JRJP,1287
Bihar,36,Jahanabad,215,Kurtha,PIYUSH SINGH,SSD,960
Bihar,36,Jahanabad,215,Kurtha,RAJ KISHOR SHARMA,BHRTSP,478
Bihar,36,Jahanabad,215,Kurtha,CHANDESHWAR PRASAD,IND,572
Bihar,36,Jahanabad,215,Kurtha,NARESH KUMAR,IND,812
Bihar,36,Jahanabad,215,Kurtha,BUDDHADEV SAV,IND,920
Bihar,36,Jahanabad,215,Kurtha,MINTA DEVI,IND,2337
Bihar,36,Jahanabad,215,Kurtha,MUNILAL YADAV,IND,1833
Bihar,36,Jahanabad,216,Jehanabad,ARUN KUMAR,BSP,17690
Bihar,36,Jahanabad,216,Jehanabad,CHANDESHWAR PRASAD,JD(U),55262
Bihar,36,Jahanabad,216,Jehanabad,SURENDRA PRASAD YADAV,RJD,80795
Bihar,36,Jahanabad,216,Jehanabad,ASHUTOSH KUMAR,RJnJnP,2291
Bihar,36,Jahanabad,216,Jehanabad,ASHUTOSH VINAY KUMAR,RGD,430
Bihar,36,Jahanabad,216,Jehanabad,UMA SHANKAR VERMA,SUCI,393
Bihar,36,Jahanabad,216,Jehanabad,KAPIL CHAUHAN,JNJWDIP,413
Bihar,36,Jahanabad,216,Jehanabad,DEEPAK KUMAR,JRJP,1451
Bihar,36,Jahanabad,216,Jehanabad,PIYUSH SINGH,SSD,708
Bihar,36,Jahanabad,216,Jehanabad,RAJ KISHOR SHARMA,BHRTSP,451
Bihar,36,Jahanabad,216,Jehanabad,CHANDESHWAR PRASAD,IND,537
Bihar,36,Jahanabad,216,Jehanabad,NARESH KUMAR,IND,903
Bihar,36,Jahanabad,216,Jehanabad,BUDDHADEV SAV,IND,839
Bihar,36,Jahanabad,216,Jehanabad,MINTA DEVI,IND,2404
Bihar,36,Jahanabad,216,Jehanabad,MUNILAL YADAV,IND,2068
Bihar,36,Jahanabad,217,Ghosi,ARUN KUMAR,BSP,18854
Bihar,36,Jahanabad,217,Ghosi,CHANDESHWAR PRASAD,JD(U),40170
Bihar,36,Jahanabad,217,Ghosi,SURENDRA PRASAD YADAV,RJD,72013
Bihar,36,Jahanabad,217,Ghosi,ASHUTOSH KUMAR,RJnJnP,2695
Bihar,36,Jahanabad,217,Ghosi,ASHUTOSH VINAY KUMAR,RGD,431
Bihar,36,Jahanabad,217,Ghosi,UMA SHANKAR VERMA,SUCI,379
Bihar,36,Jahanabad,217,Ghosi,KAPIL CHAUHAN,JNJWDIP,328
Bihar,36,Jahanabad,217,Ghosi,DEEPAK KUMAR,JRJP,1459
Bihar,36,Jahanabad,217,Ghosi,PIYUSH SINGH,SSD,580
Bihar,36,Jahanabad,217,Ghosi,RAJ KISHOR SHARMA,BHRTSP,558
Bihar,36,Jahanabad,217,Ghosi,CHANDESHWAR PRASAD,IND,442
Bihar,36,Jahanabad,217,Ghosi,NARESH KUMAR,IND,976
Bihar,36,Jahanabad,217,Ghosi,BUDDHADEV SAV,IND,888
Bihar,36,Jahanabad,217,Ghosi,MINTA DEVI,IND,2791
Bihar,36,Jahanabad,217,Ghosi,MUNILAL YADAV,IND,1997
Bihar,36,Jahanabad,218,Makhdumpur,ARUN KUMAR,BSP,15232
Bihar,36,Jahanabad,218,Makhdumpur,CHANDESHWAR PRASAD,JD(U),43984
Bihar,36,Jahanabad,218,Makhdumpur,SURENDRA PRASAD YADAV,RJD,71115
Bihar,36,Jahanabad,218,Makhdumpur,ASHUTOSH KUMAR,RJnJnP,1808
Bihar,36,Jahanabad,218,Makhdumpur,ASHUTOSH VINAY KUMAR,RGD,451
Bihar,36,Jahanabad,218,Makhdumpur,UMA SHANKAR VERMA,SUCI,374
Bihar,36,Jahanabad,218,Makhdumpur,KAPIL CHAUHAN,JNJWDIP,562
Bihar,36,Jahanabad,218,Makhdumpur,DEEPAK KUMAR,JRJP,1561
Bihar,36,Jahanabad,218,Makhdumpur,PIYUSH SINGH,SSD,707
Bihar,36,Jahanabad,218,Makhdumpur,RAJ KISHOR SHARMA,BHRTSP,503
Bihar,36,Jahanabad,218,Makhdumpur,CHANDESHWAR PRASAD,IND,1013
Bihar,36,Jahanabad,218,Makhdumpur,NARESH KUMAR,IND,953
Bihar,36,Jahanabad,218,Makhdumpur,BUDDHADEV SAV,IND,866
Bihar,36,Jahanabad,218,Makhdumpur,MINTA DEVI,IND,2709
Bihar,36,Jahanabad,218,Makhdumpur,MUNILAL YADAV,IND,2162
Bihar,36,Jahanabad,233,Atri,ARUN KUMAR,BSP,11774
Bihar,36,Jahanabad,233,Atri,CHANDESHWAR PRASAD,JD(U),58881
Bihar,36,Jahanabad,233,Atri,SURENDRA PRASAD YADAV,RJD,78528
Bihar,36,Jahanabad,233,Atri,ASHUTOSH KUMAR,RJnJnP,2595
Bihar,36,Jahanabad,233,Atri,ASHUTOSH VINAY KUMAR,RGD,671
Bihar,36,Jahanabad,233,Atri,UMA SHANKAR VERMA,SUCI,559
Bihar,36,Jahanabad,233,Atri,KAPIL CHAUHAN,JNJWDIP,927
Bihar,36,Jahanabad,233,Atri,DEEPAK KUMAR,JRJP,1183
Bihar,36,Jahanabad,233,Atri,PIYUSH SINGH,SSD,950
Bihar,36,Jahanabad,233,Atri,RAJ KISHOR SHARMA,BHRTSP,776
Bihar,36,Jahanabad,233,Atri,CHANDESHWAR PRASAD,IND,2419
Bihar,36,Jahanabad,233,Atri,NARESH KUMAR,IND,1204
Bihar,36,Jahanabad,233,Atri,BUDDHADEV SAV,IND,1385
Bihar,36,Jahanabad,233,Atri,MINTA DEVI,IND,3415
Bihar,36,Jahanabad,233,Atri,MUNILAL YADAV,IND,2573
Bihar,37,Aurangabad,222,Kutumba,ABHAY KUMAR SINHA,RJD,74835
Bihar,37,Aurangabad,222,Kutumba,SUNESH KUMAR,BSP,2632
Bihar,37,Aurangabad,222,Kutumba,SUSHIL KUMAR SINGH,BJP,53402
Bihar,37,Aurangabad,222,Kutumba,PRATIBHA RANI,PPID,1263
Bihar,37,Aurangabad,222,Kutumba,RAMJIT SINGH,RJBP,1097
Bihar,37,Aurangabad,222,Kutumba,SHAILESH RAHI,AHFBK,628
Bihar,37,Aurangabad,222,Kutumba,MOHAMMAD WALIULLAH KHAN,IND,719
Bihar,37,Aurangabad,222,Kutumba,RAJ BALLABH SINGH,IND,1528
Bihar,37,Aurangabad,222,Kutumba,SURESH PRASAD VERMA,IND,954
Bihar,37,Aurangabad,223,Aurangabad,ABHAY KUMAR SINHA,RJD,84741
Bihar,37,Aurangabad,223,Aurangabad,SUNESH KUMAR,BSP,3258
Bihar,37,Aurangabad,223,Aurangabad,SUSHIL KUMAR SINGH,BJP,65774
Bihar,37,Aurangabad,223,Aurangabad,PRATIBHA RANI,PPID,1119
Bihar,37,Aurangabad,223,Aurangabad,RAMJIT SINGH,RJBP,777
Bihar,37,Aurangabad,223,Aurangabad,SHAILESH RAHI,AHFBK,491
Bihar,37,Aurangabad,223,Aurangabad,MOHAMMAD WALIULLAH KHAN,IND,648
Bihar,37,Aurangabad,223,Aurangabad,RAJ BALLABH SINGH,IND,1202
Bihar,37,Aurangabad,223,Aurangabad,SURESH PRASAD VERMA,IND,910
Bihar,37,Aurangabad,224,Rafiganj,ABHAY KUMAR SINHA,RJD,85766
Bihar,37,Aurangabad,224,Rafiganj,SUNESH KUMAR,BSP,4971
Bihar,37,Aurangabad,224,Rafiganj,SUSHIL KUMAR SINGH,BJP,65980
Bihar,37,Aurangabad,224,Rafiganj,PRATIBHA RANI,PPID,1939
Bihar,37,Aurangabad,224,Rafiganj,RAMJIT SINGH,RJBP,1497
Bihar,37,Aurangabad,224,Rafiganj,SHAILESH RAHI,AHFBK,846
Bihar,37,Aurangabad,224,Rafiganj,MOHAMMAD WALIULLAH KHAN,IND,966
Bihar,37,Aurangabad,224,Rafiganj,RAJ BALLABH SINGH,IND,2088
Bihar,37,Aurangabad,224,Rafiganj,SURESH PRASAD VERMA,IND,1171
Bihar,37,Aurangabad,225,Gurua,ABHAY KUMAR SINHA,RJD,71892
Bihar,37,Aurangabad,225,Gurua,SUNESH KUMAR,BSP,3689
Bihar,37,Aurangabad,225,Gurua,SUSHIL KUMAR SINGH,BJP,64922
Bihar,37,Aurangabad,225,Gurua,PRATIBHA RANI,PPID,2647
Bihar,37,Aurangabad,225,Gurua,RAMJIT SINGH,RJBP,1546
Bihar,37,Aurangabad,225,Gurua,SHAILESH RAHI,AHFBK,830
Bihar,37,Aurangabad,225,Gurua,MOHAMMAD WALIULLAH KHAN,IND,973
Bihar,37,Aurangabad,225,Gurua,RAJ BALLABH SINGH,IND,1630
Bihar,37,Aurangabad,225,Gurua,SURESH PRASAD VERMA,IND,1020
Bihar,37,Aurangabad,227,Imamganj,ABHAY KUMAR SINHA,RJD,70899
Bihar,37,Aurangabad,227,Imamganj,SUNESH KUMAR,BSP,2547
Bihar,37,Aurangabad,227,Imamganj,SUSHIL KUMAR SINGH,BJP,68271
Bihar,37,Aurangabad,227,Imamganj,PRATIBHA RANI,PPID,3570
Bihar,37,Aurangabad,227,Imamganj,RAMJIT SINGH,RJBP,2919
Bihar,37,Aurangabad,227,Imamganj,SHAILESH RAHI,AHFBK,1423
Bihar,37,Aurangabad,227,Imamganj,MOHAMMAD WALIULLAH KHAN,IND,2433
Bihar,37,Aurangabad,227,Imamganj,RAJ BALLABH SINGH,IND,2936
Bihar,37,Aurangabad,227,Imamganj,SURESH PRASAD VERMA,IND,1723
Bihar,37,Aurangabad,231,Tikari,ABHAY KUMAR SINHA,RJD,75712
Bihar,37,Aurangabad,231,Tikari,SUNESH KUMAR,BSP,3135
Bihar,37,Aurangabad,231,Tikari,SUSHIL KUMAR SINGH,BJP,66470
Bihar,37,Aurangabad,231,Tikari,PRATIBHA RANI,PPID,1727
Bihar,37,Aurangabad,231,Tikari,RAMJIT SINGH,RJBP,1401
Bihar,37,Aurangabad,231,Tikari,SHAILESH RAHI,AHFBK,674
Bihar,37,Aurangabad,231,Tikari,MOHAMMAD WALIULLAH KHAN,IND,852
Bihar,37,Aurangabad,231,Tikari,RAJ BALLABH SINGH,IND,1766
Bihar,37,Aurangabad,231,Tikari,SURESH PRASAD VERMA,IND,926
Bihar,38,Gaya,226,Sherghati,KUMAR SARVJEET,RJD,64276
Bihar,38,Gaya,226,Sherghati,SUSHMA KUMARI,BSP,2338
Bihar,38,Gaya,226,Sherghati,GIRIDHAR SAPERA,TNRMPI,875
Bihar,38,Gaya,226,Sherghati,JITAN RAM MANJHI,HAMS,78665
Bihar,38,Gaya,226,Sherghati,DHEERENDRA PRASAD,LSWP,1010
Bihar,38,Gaya,226,Sherghati,SHEO SHANKAR,BHRTLKCHTP,466
Bihar,38,Gaya,226,Sherghati,SURENDRA MANJHI,RJBP,529
Bihar,38,Gaya,226,Sherghati,AMRESH KUMAR,IND,668
Bihar,38,Gaya,226,Sherghati,ARUN KUMAR,IND,432
Bihar,38,Gaya,226,Sherghati,ASHOK KUMAR PASWAN,IND,491
Bihar,38,Gaya,226,Sherghati,AYUSH KUMAR,IND,820
Bihar,38,Gaya,226,Sherghati,DEVENDRA PRATAP,IND,1877
Bihar,38,Gaya,226,Sherghati,RANJAN KUMAR,IND,927
Bihar,38,Gaya,226,Sherghati,RANU KUMAR CHAUDHARY,IND,892
Bihar,38,Gaya,228,Barachatti,KUMAR SARVJEET,RJD,73234
Bihar,38,Gaya,228,Barachatti,SUSHMA KUMARI,BSP,2610
Bihar,38,Gaya,228,Barachatti,GIRIDHAR SAPERA,TNRMPI,1106
Bihar,38,Gaya,228,Barachatti,JITAN RAM MANJHI,HAMS,91740
Bihar,38,Gaya,228,Barachatti,DHEERENDRA PRASAD,LSWP,1206
Bihar,38,Gaya,228,Barachatti,SHEO SHANKAR,BHRTLKCHTP,529
Bihar,38,Gaya,228,Barachatti,SURENDRA MANJHI,RJBP,632
Bihar,38,Gaya,228,Barachatti,AMRESH KUMAR,IND,579
Bihar,38,Gaya,228,Barachatti,ARUN KUMAR,IND,498
Bihar,38,Gaya,228,Barachatti,ASHOK KUMAR PASWAN,IND,553
Bihar,38,Gaya,228,Barachatti,AYUSH KUMAR,IND,885
Bihar,38,Gaya,228,Barachatti,DEVENDRA PRATAP,IND,1877
Bihar,38,Gaya,228,Barachatti,RANJAN KUMAR,IND,903
Bihar,38,Gaya,228,Barachatti,RANU KUMAR CHAUDHARY,IND,1000
Bihar,38,Gaya,229,Bodh Gaya,KUMAR SARVJEET,RJD,73944
Bihar,38,Gaya,229,Bodh Gaya,SUSHMA KUMARI,BSP,2126
Bihar,38,Gaya,229,Bodh Gaya,GIRIDHAR SAPERA,TNRMPI,977
Bihar,38,Gaya,229,Bodh Gaya,JITAN RAM MANJHI,HAMS,91083
Bihar,38,Gaya,229,Bodh Gaya,DHEERENDRA PRASAD,LSWP,1254
Bihar,38,Gaya,229,Bodh Gaya,SHEO SHANKAR,BHRTLKCHTP,509
Bihar,38,Gaya,229,Bodh Gaya,SURENDRA MANJHI,RJBP,638
Bihar,38,Gaya,229,Bodh Gaya,AMRESH KUMAR,IND,578
Bihar,38,Gaya,229,Bodh Gaya,ARUN KUMAR,IND,532
Bihar,38,Gaya,229,Bodh Gaya,ASHOK KUMAR PASWAN,IND,573
Bihar,38,Gaya,229,Bodh Gaya,AYUSH KUMAR,IND,926
Bihar,38,Gaya,229,Bodh Gaya,DEVENDRA PRATAP,IND,2231
Bihar,38,Gaya,229,Bodh Gaya,RANJAN KUMAR,IND,912
Bihar,38,Gaya,229,Bodh Gaya,RANU KUMAR CHAUDHARY,IND,1000
Bihar,38,Gaya,230,Gaya Town,KUMAR SARVJEET,RJD,46143
Bihar,38,Gaya,230,Gaya Town,SUSHMA KUMARI,BSP,758
Bihar,38,Gaya,230,Gaya Town,GIRIDHAR SAPERA,TNRMPI,361
Bihar,38,Gaya,230,Gaya Town,JITAN RAM MANJHI,HAMS,77222
Bihar,38,Gaya,230,Gaya Town,DHEERENDRA PRASAD,LSWP,465
Bihar,38,Gaya,230,Gaya Town,SHEO SHANKAR,BHRTLKCHTP,204
Bihar,38,Gaya,230,Gaya Town,SURENDRA MANJHI,RJBP,342
Bihar,38,Gaya,230,Gaya Town,AMRESH KUMAR,IND,260
Bihar,38,Gaya,230,Gaya Town,ARUN KUMAR,IND,223
Bihar,38,Gaya,230,Gaya Town,ASHOK KUMAR PASWAN,IND,283
Bihar,38,Gaya,230,Gaya Town,AYUSH KUMAR,IND,309
Bihar,38,Gaya,230,Gaya Town,DEVENDRA PRATAP,IND,590
Bihar,38,Gaya,230,Gaya Town,RANJAN KUMAR,IND,284
Bihar,38,Gaya,230,Gaya Town,RANU KUMAR CHAUDHARY,IND,284
Bihar,38,Gaya,232,Belaganj,KUMAR SARVJEET,RJD,70436
Bihar,38,Gaya,232,Belaganj,SUSHMA KUMARI,BSP,2393
Bihar,38,Gaya,232,Belaganj,GIRIDHAR SAPERA,TNRMPI,687
Bihar,38,Gaya,232,Belaganj,JITAN RAM MANJHI,HAMS,67890
Bihar,38,Gaya,232,Belaganj,DHEERENDRA PRASAD,LSWP,763
Bihar,38,Gaya,232,Belaganj,SHEO SHANKAR,BHRTLKCHTP,304
Bihar,38,Gaya,232,Belaganj,SURENDRA MANJHI,RJBP,399
Bihar,38,Gaya,232,Belaganj,AMRESH KUMAR,IND,336
Bihar,38,Gaya,232,Belaganj,ARUN KUMAR,IND,446
Bihar,38,Gaya,232,Belaganj,ASHOK KUMAR PASWAN,IND,363
Bihar,38,Gaya,232,Belaganj,AYUSH KUMAR,IND,554
Bihar,38,Gaya,232,Belaganj,DEVENDRA PRATAP,IND,1274
Bihar,38,Gaya,232,Belaganj,RANJAN KUMAR,IND,606
Bihar,38,Gaya,232,Belaganj,RANU KUMAR CHAUDHARY,IND,649
Bihar,38,Gaya,234,Wazirganj,KUMAR SARVJEET,RJD,62436
Bihar,38,Gaya,234,Wazirganj,SUSHMA KUMARI,BSP,2009
Bihar,38,Gaya,234,Wazirganj,GIRIDHAR SAPERA,TNRMPI,702
Bihar,38,Gaya,234,Wazirganj,JITAN RAM MANJHI,HAMS,86132
Bihar,38,Gaya,234,Wazirganj,DHEERENDRA PRASAD,LSWP,918
Bihar,38,Gaya,234,Wazirganj,SHEO SHANKAR,BHRTLKCHTP,358
Bihar,38,Gaya,234,Wazirganj,SURENDRA MANJHI,RJBP,483
Bihar,38,Gaya,234,Wazirganj,AMRESH KUMAR,IND,379
Bihar,38,Gaya,234,Wazirganj,ARUN KUMAR,IND,400
Bihar,38,Gaya,234,Wazirganj,ASHOK KUMAR PASWAN,IND,429
Bihar,38,Gaya,234,Wazirganj,AYUSH KUMAR,IND,604
Bihar,38,Gaya,234,Wazirganj,DEVENDRA PRATAP,IND,1360
Bihar,38,Gaya,234,Wazirganj,RANJAN KUMAR,IND,601
Bihar,38,Gaya,234,Wazirganj,RANU KUMAR CHAUDHARY,IND,670
Bihar,39,Nawada,170,Barbigha,RANJIT KUMAR,BSP,1741
Bihar,39,Nawada,170,Barbigha,VIVEK THAKUR,BJP,58191
Bihar,39,Nawada,170,Barbigha,SHRAWAN KUMAR,RJD,29119
Bihar,39,Nawada,170,Barbigha,ANAND KUMAR VERMA,BJNJGD,1060
Bihar,39,Nawada,170,Barbigha,GANAURI PANDIT,PPID,768
Bihar,39,Nawada,170,Barbigha,GAUTAM KUMAR BABLOO,BGDRPP,874
Bihar,39,Nawada,170,Barbigha,GUNJAN KUMAR,IND,7058
Bihar,39,Nawada,170,Barbigha,BINOD YADAV,IND,2519
Bihar,39,Nawada,235,Rajauli,RANJIT KUMAR,BSP,4049
Bihar,39,Nawada,235,Rajauli,VIVEK THAKUR,BJP,69140
Bihar,39,Nawada,235,Rajauli,SHRAWAN KUMAR,RJD,64730
Bihar,39,Nawada,235,Rajauli,ANAND KUMAR VERMA,BJNJGD,1659
Bihar,39,Nawada,235,Rajauli,GANAURI PANDIT,PPID,880
Bihar,39,Nawada,235,Rajauli,GAUTAM KUMAR BABLOO,BGDRPP,1178
Bihar,39,Nawada,235,Rajauli,GUNJAN KUMAR,IND,3198
Bihar,39,Nawada,235,Rajauli,BINOD YADAV,IND,7314
Bihar,39,Nawada,236,Hisua,RANJIT KUMAR,BSP,3135
Bihar,39,Nawada,236,Hisua,VIVEK THAKUR,BJP,82966
Bihar,39,Nawada,236,Hisua,SHRAWAN KUMAR,RJD,63881
Bihar,39,Nawada,236,Hisua,ANAND KUMAR VERMA,BJNJGD,1411
Bihar,39,Nawada,236,Hisua,GANAURI PANDIT,PPID,782
Bihar,39,Nawada,236,Hisua,GAUTAM KUMAR BABLOO,BGDRPP,1140
Bihar,39,Nawada,236,Hisua,GUNJAN KUMAR,IND,5820
Bihar,39,Nawada,236,Hisua,BINOD YADAV,IND,8274
Bihar,39,Nawada,237,Nawada,RANJIT KUMAR,BSP,2218
Bihar,39,Nawada,237,Nawada,VIVEK THAKUR,BJP,69763
Bihar,39,Nawada,237,Nawada,SHRAWAN KUMAR,RJD,67369
Bihar,39,Nawada,237,Nawada,ANAND KUMAR VERMA,BJNJGD,1021
Bihar,39,Nawada,237,Nawada,GANAURI PANDIT,PPID,650
Bihar,39,Nawada,237,Nawada,GAUTAM KUMAR BABLOO,BGDRPP,841
Bihar,39,Nawada,237,Nawada,GUNJAN KUMAR,IND,3271
Bihar,39,Nawada,237,Nawada,BINOD YADAV,IND,9661
Bihar,39,Nawada,238,Gobindpur,RANJIT KUMAR,BSP,2791
Bihar,39,Nawada,238,Gobindpur,VIVEK THAKUR,BJP,56852
Bihar,39,Nawada,238,Gobindpur,SHRAWAN KUMAR,RJD,58469
Bihar,39,Nawada,238,Gobindpur,ANAND KUMAR VERMA,BJNJGD,1324
Bihar,39,Nawada,238,Gobindpur,GANAURI PANDIT,PPID,768
Bihar,39,Nawada,238,Gobindpur,GAUTAM KUMAR BABLOO,BGDRPP,957
Bihar,39,Nawada,238,Gobindpur,GUNJAN KUMAR,IND,3937
Bihar,39,Nawada,238,Gobindpur,BINOD YADAV,IND,7392
Bihar,39,Nawada,239,Warsaliganj,RANJIT KUMAR,BSP,2306
Bihar,39,Nawada,239,Warsaliganj,VIVEK THAKUR,BJP,71625
Bihar,39,Nawada,239,Warsaliganj,SHRAWAN KUMAR,RJD,56994
Bihar,39,Nawada,239,Warsaliganj,ANAND KUMAR VERMA,BJNJGD,1252
Bihar,39,Nawada,239,Warsaliganj,GANAURI PANDIT,PPID,710
Bihar,39,Nawada,239,Warsaliganj,GAUTAM KUMAR BABLOO,BGDRPP,896
Bihar,39,Nawada,239,Warsaliganj,GUNJAN KUMAR,IND,6160
Bihar,39,Nawada,239,Warsaliganj,BINOD YADAV,IND,4231
Bihar,40,Jamui,164,Tarapur,ARCHANA KUMARI,RJD,67388
Bihar,40,Jamui,164,Tarapur,ARUN BHARTI,LJPRV,80417
Bihar,40,Jamui,164,Tarapur,SAKALDEO DAS,BSP,1559
Bihar,40,Jamui,164,Tarapur,JAGDISH PRASAD,LSNP,918
Bihar,40,Jamui,164,Tarapur,SRAWON KUMAR,RJBP,1447
Bihar,40,Jamui,164,Tarapur,SANTOSH KUMAR DAS,SUCI,984
Bihar,40,Jamui,164,Tarapur,SUBHASH PASWAN,IND,1907
Bihar,40,Jamui,169,Sheikhpura,ARCHANA KUMARI,RJD,48806
Bihar,40,Jamui,169,Sheikhpura,ARUN BHARTI,LJPRV,62490
Bihar,40,Jamui,169,Sheikhpura,SAKALDEO DAS,BSP,1436
Bihar,40,Jamui,169,Sheikhpura,JAGDISH PRASAD,LSNP,1018
Bihar,40,Jamui,169,Sheikhpura,SRAWON KUMAR,RJBP,1405
Bihar,40,Jamui,169,Sheikhpura,SANTOSH KUMAR DAS,SUCI,860
Bihar,40,Jamui,169,Sheikhpura,SUBHASH PASWAN,IND,1726
Bihar,40,Jamui,240,Sikandra,ARCHANA KUMARI,RJD,57792
Bihar,40,Jamui,240,Sikandra,ARUN BHARTI,LJPRV,82190
Bihar,40,Jamui,240,Sikandra,SAKALDEO DAS,BSP,1773
Bihar,40,Jamui,240,Sikandra,JAGDISH PRASAD,LSNP,1036
Bihar,40,Jamui,240,Sikandra,SRAWON KUMAR,RJBP,1229
Bihar,40,Jamui,240,Sikandra,SANTOSH KUMAR DAS,SUCI,1008
Bihar,40,Jamui,240,Sikandra,SUBHASH PASWAN,IND,2274
Bihar,40,Jamui,241,Jamui,ARCHANA KUMARI,RJD,58984
Bihar,40,Jamui,241,Jamui,ARUN BHARTI,LJPRV,99682
Bihar,40,Jamui,241,Jamui,SAKALDEO DAS,BSP,1696
Bihar,40,Jamui,241,Jamui,JAGDISH PRASAD,LSNP,1091
Bihar,40,Jamui,241,Jamui,SRAWON KUMAR,RJBP,1358
Bihar,40,Jamui,241,Jamui,SANTOSH KUMAR DAS,SUCI,853
Bihar,40,Jamui,241,Jamui,SUBHASH PASWAN,IND,2348
Bihar,40,Jamui,242,Jhajha,ARCHANA KUMARI,RJD,85506
Bihar,40,Jamui,242,Jhajha,ARUN BHARTI,LJPRV,93121
Bihar,40,Jamui,242,Jhajha,SAKALDEO DAS,BSP,2709
Bihar,40,Jamui,242,Jhajha,JAGDISH PRASAD,LSNP,1094
Bihar,40,Jamui,242,Jhajha,SRAWON KUMAR,RJBP,1475
Bihar,40,Jamui,242,Jhajha,SANTOSH KUMAR DAS,SUCI,1066
Bihar,40,Jamui,242,Jhajha,SUBHASH PASWAN,IND,2498
Bihar,40,Jamui,243,Chakai,ARCHANA KUMARI,RJD,77220
Bihar,40,Jamui,243,Chakai,ARUN BHARTI,LJPRV,90279
Bihar,40,Jamui,243,Chakai,SAKALDEO DAS,BSP,3140
Bihar,40,Jamui,243,Chakai,JAGDISH PRASAD,LSNP,1375
Bihar,40,Jamui,243,Chakai,SRAWON KUMAR,RJBP,1690
Bihar,40,Jamui,243,Chakai,SANTOSH KUMAR DAS,SUCI,1254
Bihar,40,Jamui,243,Chakai,SUBHASH PASWAN,IND,3088
Goa,1,North Goa,1,Mandrem,TUKARAM BHARAT PARAB,RVLTGONP,2465
Goa,1,North Goa,1,Mandrem,MILAN R VAINGANKAR,BSP,101
Goa,1,North Goa,1,Mandrem,RAMAKANT KHALAP,INC,9363
Goa,1,North Goa,1,Mandrem,SHRIPAD YESSO NAIK,BJP,13768
Goa,1,North Goa,1,Mandrem,MR SAKHARAM NAIK,AKBRPRVP,84
Goa,1,North Goa,1,Mandrem,THOMAS AUGUSTINE FERNANDES,IND,46
Goa,1,North Goa,1,Mandrem,ADV VISHAL NAIK,IND,43
Goa,1,North Goa,1,Mandrem,SHAKEEL JAMAL SHAIKH,IND,56
Goa,1,North Goa,2,Pernem,TUKARAM BHARAT PARAB,RVLTGONP,4621
Goa,1,North Goa,2,Pernem,MILAN R VAINGANKAR,BSP,137
Goa,1,North Goa,2,Pernem,RAMAKANT KHALAP,INC,6269
Goa,1,North Goa,2,Pernem,SHRIPAD YESSO NAIK,BJP,14216
Goa,1,North Goa,2,Pernem,MR SAKHARAM NAIK,AKBRPRVP,98
Goa,1,North Goa,2,Pernem,THOMAS AUGUSTINE FERNANDES,IND,38
Goa,1,North Goa,2,Pernem,ADV VISHAL NAIK,IND,54
Goa,1,North Goa,2,Pernem,SHAKEEL JAMAL SHAIKH,IND,55
