ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
Andhra Pradesh,1,Araku,10,Palakonda,APPALANARASA PACHIPENTA,CPI(M),3873
Andhra Pradesh,1,Araku,10,Palakonda,AVASHYA LAHARI . VARAM,BSP,1155
Andhra Pradesh,1,Araku,10,Palakonda,KOTHAPALLI GEETHA,BJP,66695
Andhra Pradesh,1,Araku,10,Palakonda,GUMMA THANUJA RANI,YSRCP,63302
Andhra Pradesh,1,Araku,10,Palakonda,CHANTI BADNAINA,JBNP,1977
Andhra Pradesh,1,Araku,10,Palakonda,MOTTADAM . RAJABABU,BHRTADVSIP,463
Andhra Pradesh,1,Araku,10,Palakonda,RAMBABU JALLI,TLRDSMTP,836
Andhra Pradesh,1,Araku,10,Palakonda,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,358
Andhra Pradesh,1,Araku,10,Palakonda,ATHIDHI,IND,492
Andhra Pradesh,1,Araku,10,Palakonda,NIMMAKA JAYARAJU,IND,891
Andhra Pradesh,1,Araku,10,Palakonda,MANDALA GIRIDHARA RAO,IND,410
Andhra Pradesh,1,Araku,10,Palakonda,RANJITH KUMAR PALAKA,IND,479
Andhra Pradesh,1,Araku,10,Palakonda,SAMAREDDY BALAKRISHNA,IND,1211
Andhra Pradesh,1,Araku,11,Kurupam,APPALANARASA PACHIPENTA,CPI(M),8996
Andhra Pradesh,1,Araku,11,Kurupam,AVASHYA LAHARI . VARAM,BSP,1987
Andhra Pradesh,1,Araku,11,Kurupam,KOTHAPALLI GEETHA,BJP,64778
Andhra Pradesh,1,Araku,11,Kurupam,GUMMA THANUJA RANI,YSRCP,61917
Andhra Pradesh,1,Araku,11,Kurupam,CHANTI BADNAINA,JBNP,579
Andhra Pradesh,1,Araku,11,Kurupam,MOTTADAM . RAJABABU,BHRTADVSIP,686
Andhra Pradesh,1,Araku,11,Kurupam,RAMBABU JALLI,TLRDSMTP,461
Andhra Pradesh,1,Araku,11,Kurupam,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,737
Andhra Pradesh,1,Araku,11,Kurupam,ATHIDHI,IND,465
Andhra Pradesh,1,Araku,11,Kurupam,NIMMAKA JAYARAJU,IND,4575
Andhra Pradesh,1,Araku,11,Kurupam,MANDALA GIRIDHARA RAO,IND,401
Andhra Pradesh,1,Araku,11,Kurupam,RANJITH KUMAR PALAKA,IND,629
Andhra Pradesh,1,Araku,11,Kurupam,SAMAREDDY BALAKRISHNA,IND,805
Andhra Pradesh,1,Araku,12,Parvathipuram,APPALANARASA PACHIPENTA,CPI(M),3641
Andhra Pradesh,1,Araku,12,Parvathipuram,AVASHYA LAHARI . VARAM,BSP,1444
Andhra Pradesh,1,Araku,12,Parvathipuram,KOTHAPALLI GEETHA,BJP,74704
Andhra Pradesh,1,Araku,12,Parvathipuram,GUMMA THANUJA RANI,YSRCP,60813
Andhra Pradesh,1,Araku,12,Parvathipuram,CHANTI BADNAINA,JBNP,546
Andhra Pradesh,1,Araku,12,Parvathipuram,MOTTADAM . RAJABABU,BHRTADVSIP,317
Andhra Pradesh,1,Araku,12,Parvathipuram,RAMBABU JALLI,TLRDSMTP,432
Andhra Pradesh,1,Araku,12,Parvathipuram,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,379
Andhra Pradesh,1,Araku,12,Parvathipuram,ATHIDHI,IND,313
Andhra Pradesh,1,Araku,12,Parvathipuram,NIMMAKA JAYARAJU,IND,298
Andhra Pradesh,1,Araku,12,Parvathipuram,MANDALA GIRIDHARA RAO,IND,476
Andhra Pradesh,1,Araku,12,Parvathipuram,RANJITH KUMAR PALAKA,IND,390
Andhra Pradesh,1,Araku,12,Parvathipuram,SAMAREDDY BALAKRISHNA,IND,454
Andhra Pradesh,1,Araku,13,Salur,APPALANARASA PACHIPENTA,CPI(M),4828
Andhra Pradesh,1,Araku,13,Salur,AVASHYA LAHARI . VARAM,BSP,2039
Andhra Pradesh,1,Araku,13,Salur,KOTHAPALLI GEETHA,BJP,69166
Andhra Pradesh,1,Araku,13,Salur,GUMMA THANUJA RANI,YSRCP,68643
Andhra Pradesh,1,Araku,13,Salur,CHANTI BADNAINA,JBNP,614
Andhra Pradesh,1,Araku,13,Salur,MOTTADAM . RAJABABU,BHRTADVSIP,433
Andhra Pradesh,1,Araku,13,Salur,RAMBABU JALLI,TLRDSMTP,497
Andhra Pradesh,1,Araku,13,Salur,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,497
Andhra Pradesh,1,Araku,13,Salur,ATHIDHI,IND,504
Andhra Pradesh,1,Araku,13,Salur,NIMMAKA JAYARAJU,IND,615
Andhra Pradesh,1,Araku,13,Salur,MANDALA GIRIDHARA RAO,IND,629
Andhra Pradesh,1,Araku,13,Salur,RANJITH KUMAR PALAKA,IND,547
Andhra Pradesh,1,Araku,13,Salur,SAMAREDDY BALAKRISHNA,IND,958
Andhra Pradesh,1,Araku,28,Araku Valley,APPALANARASA PACHIPENTA,CPI(M),45109
Andhra Pradesh,1,Araku,28,Araku Valley,AVASHYA LAHARI . VARAM,BSP,10465
Andhra Pradesh,1,Araku,28,Araku Valley,KOTHAPALLI GEETHA,BJP,29824
Andhra Pradesh,1,Araku,28,Araku Valley,GUMMA THANUJA RANI,YSRCP,62862
Andhra Pradesh,1,Araku,28,Araku Valley,CHANTI BADNAINA,JBNP,1423
Andhra Pradesh,1,Araku,28,Araku Valley,MOTTADAM . RAJABABU,BHRTADVSIP,1345
Andhra Pradesh,1,Araku,28,Araku Valley,RAMBABU JALLI,TLRDSMTP,1073
Andhra Pradesh,1,Araku,28,Araku Valley,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,927
Andhra Pradesh,1,Araku,28,Araku Valley,ATHIDHI,IND,3023
Andhra Pradesh,1,Araku,28,Araku Valley,NIMMAKA JAYARAJU,IND,867
Andhra Pradesh,1,Araku,28,Araku Valley,MANDALA GIRIDHARA RAO,IND,1225
Andhra Pradesh,1,Araku,28,Araku Valley,RANJITH KUMAR PALAKA,IND,2085
Andhra Pradesh,1,Araku,28,Araku Valley,SAMAREDDY BALAKRISHNA,IND,2537
Andhra Pradesh,1,Araku,29,Paderu,APPALANARASA PACHIPENTA,CPI(M),27700
Andhra Pradesh,1,Araku,29,Paderu,AVASHYA LAHARI . VARAM,BSP,4541
Andhra Pradesh,1,Araku,29,Paderu,KOTHAPALLI GEETHA,BJP,35836
Andhra Pradesh,1,Araku,29,Paderu,GUMMA THANUJA RANI,YSRCP,69801
Andhra Pradesh,1,Araku,29,Paderu,CHANTI BADNAINA,JBNP,1119
Andhra Pradesh,1,Araku,29,Paderu,MOTTADAM . RAJABABU,BHRTADVSIP,2080
Andhra Pradesh,1,Araku,29,Paderu,RAMBABU JALLI,TLRDSMTP,819
Andhra Pradesh,1,Araku,29,Paderu,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,884
Andhra Pradesh,1,Araku,29,Paderu,ATHIDHI,IND,2507
Andhra Pradesh,1,Araku,29,Paderu,NIMMAKA JAYARAJU,IND,915
Andhra Pradesh,1,Araku,29,Paderu,MANDALA GIRIDHARA RAO,IND,977
Andhra Pradesh,1,Araku,29,Paderu,RANJITH KUMAR PALAKA,IND,938
Andhra Pradesh,1,Araku,29,Paderu,SAMAREDDY BALAKRISHNA,IND,1916
Andhra Pradesh,1,Araku,53,Rampachodavaram,APPALANARASA PACHIPENTA,CPI(M),24869
Andhra Pradesh,1,Araku,53,Rampachodavaram,AVASHYA LAHARI . VARAM,BSP,3227
Andhra Pradesh,1,Araku,53,Rampachodavaram,KOTHAPALLI GEETHA,BJP,76110
Andhra Pradesh,1,Araku,53,Rampachodavaram,GUMMA THANUJA RANI,YSRCP,84132
Andhra Pradesh,1,Araku,53,Rampachodavaram,CHANTI BADNAINA,JBNP,947
Andhra Pradesh,1,Araku,53,Rampachodavaram,MOTTADAM . RAJABABU,BHRTADVSIP,1046
Andhra Pradesh,1,Araku,53,Rampachodavaram,RAMBABU JALLI,TLRDSMTP,815
Andhra Pradesh,1,Araku,53,Rampachodavaram,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,718
Andhra Pradesh,1,Araku,53,Rampachodavaram,ATHIDHI,IND,817
Andhra Pradesh,1,Araku,53,Rampachodavaram,NIMMAKA JAYARAJU,IND,637
Andhra Pradesh,1,Araku,53,Rampachodavaram,MANDALA GIRIDHARA RAO,IND,813
Andhra Pradesh,1,Araku,53,Rampachodavaram,RANJITH KUMAR PALAKA,IND,932
Andhra Pradesh,1,Araku,53,Rampachodavaram,SAMAREDDY BALAKRISHNA,IND,1612
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,KINJARAPU RAMMOHAN NAIDU,TDP,111448
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,TILAK PERADA,YSRCP,66014
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,NAIDUGARI RAJASEKHAR,BSP,542
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,PEDADA PARAMESWARA RAO,INC,661
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,IPPILI SEETHARAJU,JBNP,124
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,KAYA DURGARAO,NRCP,132
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,BOMMALI TIRUPATI RAO,PPOI,61
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,BORUBADRA CHANDRAKALA,BCYP,158
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,CHELLURI DANIYAL,IND,97
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,BETHA VIVEKANANDA MAHARAJ,IND,117
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,YEDDU LAKSHMINARAYANA,IND,199
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,VABA YOGESWARA RAO,IND,438
Andhra Pradesh,2,Srikakulam,1,Ichchapuram,SANAPALA SRAVAN KUMAR,IND,1218
Andhra Pradesh,2,Srikakulam,2,Palasa,KINJARAPU RAMMOHAN NAIDU,TDP,104496
Andhra Pradesh,2,Srikakulam,2,Palasa,TILAK PERADA,YSRCP,52253
Andhra Pradesh,2,Srikakulam,2,Palasa,NAIDUGARI RAJASEKHAR,BSP,598
Andhra Pradesh,2,Srikakulam,2,Palasa,PEDADA PARAMESWARA RAO,INC,701
Andhra Pradesh,2,Srikakulam,2,Palasa,IPPILI SEETHARAJU,JBNP,88
Andhra Pradesh,2,Srikakulam,2,Palasa,KAYA DURGARAO,NRCP,94
Andhra Pradesh,2,Srikakulam,2,Palasa,BOMMALI TIRUPATI RAO,PPOI,57
Andhra Pradesh,2,Srikakulam,2,Palasa,BORUBADRA CHANDRAKALA,BCYP,96
Andhra Pradesh,2,Srikakulam,2,Palasa,CHELLURI DANIYAL,IND,99
Andhra Pradesh,2,Srikakulam,2,Palasa,BETHA VIVEKANANDA MAHARAJ,IND,113
Andhra Pradesh,2,Srikakulam,2,Palasa,YEDDU LAKSHMINARAYANA,IND,175
Andhra Pradesh,2,Srikakulam,2,Palasa,VABA YOGESWARA RAO,IND,382
Andhra Pradesh,2,Srikakulam,2,Palasa,SANAPALA SRAVAN KUMAR,IND,824
Andhra Pradesh,2,Srikakulam,3,Tekkali,KINJARAPU RAMMOHAN NAIDU,TDP,108170
Andhra Pradesh,2,Srikakulam,3,Tekkali,TILAK PERADA,YSRCP,71328
Andhra Pradesh,2,Srikakulam,3,Tekkali,NAIDUGARI RAJASEKHAR,BSP,463
Andhra Pradesh,2,Srikakulam,3,Tekkali,PEDADA PARAMESWARA RAO,INC,989
Andhra Pradesh,2,Srikakulam,3,Tekkali,IPPILI SEETHARAJU,JBNP,157
Andhra Pradesh,2,Srikakulam,3,Tekkali,KAYA DURGARAO,NRCP,104
Andhra Pradesh,2,Srikakulam,3,Tekkali,BOMMALI TIRUPATI RAO,PPOI,77
Andhra Pradesh,2,Srikakulam,3,Tekkali,BORUBADRA CHANDRAKALA,BCYP,91
Andhra Pradesh,2,Srikakulam,3,Tekkali,CHELLURI DANIYAL,IND,85
Andhra Pradesh,2,Srikakulam,3,Tekkali,BETHA VIVEKANANDA MAHARAJ,IND,122
Andhra Pradesh,2,Srikakulam,3,Tekkali,YEDDU LAKSHMINARAYANA,IND,169
Andhra Pradesh,2,Srikakulam,3,Tekkali,VABA YOGESWARA RAO,IND,277
Andhra Pradesh,2,Srikakulam,3,Tekkali,SANAPALA SRAVAN KUMAR,IND,694
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,KINJARAPU RAMMOHAN NAIDU,TDP,92730
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,TILAK PERADA,YSRCP,58625
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,NAIDUGARI RAJASEKHAR,BSP,979
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,PEDADA PARAMESWARA RAO,INC,1105
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,IPPILI SEETHARAJU,JBNP,197
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,KAYA DURGARAO,NRCP,131
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,BOMMALI TIRUPATI RAO,PPOI,128
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,BORUBADRA CHANDRAKALA,BCYP,227
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,CHELLURI DANIYAL,IND,162
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,BETHA VIVEKANANDA MAHARAJ,IND,180
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,YEDDU LAKSHMINARAYANA,IND,337
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,VABA YOGESWARA RAO,IND,862
Andhra Pradesh,2,Srikakulam,4,Pathapatnam,SANAPALA SRAVAN KUMAR,IND,994
Andhra Pradesh,2,Srikakulam,5,Srikakulam,KINJARAPU RAMMOHAN NAIDU,TDP,123477
Andhra Pradesh,2,Srikakulam,5,Srikakulam,TILAK PERADA,YSRCP,55064
Andhra Pradesh,2,Srikakulam,5,Srikakulam,NAIDUGARI RAJASEKHAR,BSP,684
Andhra Pradesh,2,Srikakulam,5,Srikakulam,PEDADA PARAMESWARA RAO,INC,1541
Andhra Pradesh,2,Srikakulam,5,Srikakulam,IPPILI SEETHARAJU,JBNP,228
Andhra Pradesh,2,Srikakulam,5,Srikakulam,KAYA DURGARAO,NRCP,153
Andhra Pradesh,2,Srikakulam,5,Srikakulam,BOMMALI TIRUPATI RAO,PPOI,128
Andhra Pradesh,2,Srikakulam,5,Srikakulam,BORUBADRA CHANDRAKALA,BCYP,520
Andhra Pradesh,2,Srikakulam,5,Srikakulam,CHELLURI DANIYAL,IND,131
Andhra Pradesh,2,Srikakulam,5,Srikakulam,BETHA VIVEKANANDA MAHARAJ,IND,152
Andhra Pradesh,2,Srikakulam,5,Srikakulam,YEDDU LAKSHMINARAYANA,IND,249
Andhra Pradesh,2,Srikakulam,5,Srikakulam,VABA YOGESWARA RAO,IND,403
Andhra Pradesh,2,Srikakulam,5,Srikakulam,SANAPALA SRAVAN KUMAR,IND,770
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,KINJARAPU RAMMOHAN NAIDU,TDP,90690
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,TILAK PERADA,YSRCP,56143
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,NAIDUGARI RAJASEKHAR,BSP,594
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,PEDADA PARAMESWARA RAO,INC,799
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,IPPILI SEETHARAJU,JBNP,121
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,KAYA DURGARAO,NRCP,77
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,BOMMALI TIRUPATI RAO,PPOI,63
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,BORUBADRA CHANDRAKALA,BCYP,98
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,CHELLURI DANIYAL,IND,117
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,BETHA VIVEKANANDA MAHARAJ,IND,1718
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,YEDDU LAKSHMINARAYANA,IND,244
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,VABA YOGESWARA RAO,IND,310
Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,SANAPALA SRAVAN KUMAR,IND,609
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,KINJARAPU RAMMOHAN NAIDU,TDP,103490
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,TILAK PERADA,YSRCP,60967
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,NAIDUGARI RAJASEKHAR,BSP,801
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,PEDADA PARAMESWARA RAO,INC,928
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,IPPILI SEETHARAJU,JBNP,165
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,KAYA DURGARAO,NRCP,120
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,BOMMALI TIRUPATI RAO,PPOI,75
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,BORUBADRA CHANDRAKALA,BCYP,125
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,CHELLURI DANIYAL,IND,105
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,BETHA VIVEKANANDA MAHARAJ,IND,121
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,YEDDU LAKSHMINARAYANA,IND,225
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,VABA YOGESWARA RAO,IND,800
Andhra Pradesh,2,Srikakulam,8,Narasannapeta,SANAPALA SRAVAN KUMAR,IND,841
Andhra Pradesh,3,Vizianagaram,7,Etcherla,APPALANAIDU KALISETTI,TDP,110442
Andhra Pradesh,3,Vizianagaram,7,Etcherla,PEERUBANDI PRAKASH RAO,BSP,1018
Andhra Pradesh,3,Vizianagaram,7,Etcherla,BELLANA CHANDRASEKHAR,YSRCP,81533
Andhra Pradesh,3,Vizianagaram,7,Etcherla,BOBBILI SRINU,INC,1496
Andhra Pradesh,3,Vizianagaram,7,Etcherla,ATCHIYYA NAIDU SAMIREDDY,SP,173
Andhra Pradesh,3,Vizianagaram,7,Etcherla,CHINNAM ARUNA KUMAR,JRBP,516
Andhra Pradesh,3,Vizianagaram,7,Etcherla,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,154
Andhra Pradesh,3,Vizianagaram,7,Etcherla,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,210
Andhra Pradesh,3,Vizianagaram,7,Etcherla,SAKHINETI ANANTHA RAJU,PPOI,123
Andhra Pradesh,3,Vizianagaram,7,Etcherla,ALLU SRIRAMULU,IND,375
Andhra Pradesh,3,Vizianagaram,7,Etcherla,ADINARAYANA TADDI,IND,132
Andhra Pradesh,3,Vizianagaram,7,Etcherla,P V A ANANDA SAGAR,IND,130
Andhra Pradesh,3,Vizianagaram,7,Etcherla,MARISERLA KRISHNAMURTHY NAIDU,IND,288
Andhra Pradesh,3,Vizianagaram,7,Etcherla,VELURI VENKATA TRINADHARAO,IND,990
Andhra Pradesh,3,Vizianagaram,7,Etcherla,SIYYADULA YELLA RAO,IND,680
Andhra Pradesh,3,Vizianagaram,9,Rajam,APPALANAIDU KALISETTI,TDP,92451
Andhra Pradesh,3,Vizianagaram,9,Rajam,PEERUBANDI PRAKASH RAO,BSP,1351
Andhra Pradesh,3,Vizianagaram,9,Rajam,BELLANA CHANDRASEKHAR,YSRCP,72875
Andhra Pradesh,3,Vizianagaram,9,Rajam,BOBBILI SRINU,INC,1033
Andhra Pradesh,3,Vizianagaram,9,Rajam,ATCHIYYA NAIDU SAMIREDDY,SP,137
Andhra Pradesh,3,Vizianagaram,9,Rajam,CHINNAM ARUNA KUMAR,JRBP,108
Andhra Pradesh,3,Vizianagaram,9,Rajam,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,120
Andhra Pradesh,3,Vizianagaram,9,Rajam,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,171
Andhra Pradesh,3,Vizianagaram,9,Rajam,SAKHINETI ANANTHA RAJU,PPOI,79
Andhra Pradesh,3,Vizianagaram,9,Rajam,ALLU SRIRAMULU,IND,384
Andhra Pradesh,3,Vizianagaram,9,Rajam,ADINARAYANA TADDI,IND,131
Andhra Pradesh,3,Vizianagaram,9,Rajam,P V A ANANDA SAGAR,IND,99
Andhra Pradesh,3,Vizianagaram,9,Rajam,MARISERLA KRISHNAMURTHY NAIDU,IND,233
Andhra Pradesh,3,Vizianagaram,9,Rajam,VELURI VENKATA TRINADHARAO,IND,546
Andhra Pradesh,3,Vizianagaram,9,Rajam,SIYYADULA YELLA RAO,IND,397
Andhra Pradesh,3,Vizianagaram,14,Bobbili,APPALANAIDU KALISETTI,TDP,107711
Andhra Pradesh,3,Vizianagaram,14,Bobbili,PEERUBANDI PRAKASH RAO,BSP,1399
Andhra Pradesh,3,Vizianagaram,14,Bobbili,BELLANA CHANDRASEKHAR,YSRCP,67949
Andhra Pradesh,3,Vizianagaram,14,Bobbili,BOBBILI SRINU,INC,1438
Andhra Pradesh,3,Vizianagaram,14,Bobbili,ATCHIYYA NAIDU SAMIREDDY,SP,125
Andhra Pradesh,3,Vizianagaram,14,Bobbili,CHINNAM ARUNA KUMAR,JRBP,128
Andhra Pradesh,3,Vizianagaram,14,Bobbili,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,143
Andhra Pradesh,3,Vizianagaram,14,Bobbili,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,265
Andhra Pradesh,3,Vizianagaram,14,Bobbili,SAKHINETI ANANTHA RAJU,PPOI,79
Andhra Pradesh,3,Vizianagaram,14,Bobbili,ALLU SRIRAMULU,IND,414
Andhra Pradesh,3,Vizianagaram,14,Bobbili,ADINARAYANA TADDI,IND,117
Andhra Pradesh,3,Vizianagaram,14,Bobbili,P V A ANANDA SAGAR,IND,105
Andhra Pradesh,3,Vizianagaram,14,Bobbili,MARISERLA KRISHNAMURTHY NAIDU,IND,226
Andhra Pradesh,3,Vizianagaram,14,Bobbili,VELURI VENKATA TRINADHARAO,IND,553
Andhra Pradesh,3,Vizianagaram,14,Bobbili,SIYYADULA YELLA RAO,IND,386
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,APPALANAIDU KALISETTI,TDP,87384
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,PEERUBANDI PRAKASH RAO,BSP,1481
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,BELLANA CHANDRASEKHAR,YSRCP,75008
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,BOBBILI SRINU,INC,1311
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,ATCHIYYA NAIDU SAMIREDDY,SP,123
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,CHINNAM ARUNA KUMAR,JRBP,139
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,126
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,321
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,SAKHINETI ANANTHA RAJU,PPOI,77
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,ALLU SRIRAMULU,IND,280
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,ADINARAYANA TADDI,IND,110
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,P V A ANANDA SAGAR,IND,105
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,MARISERLA KRISHNAMURTHY NAIDU,IND,211
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,VELURI VENKATA TRINADHARAO,IND,908
Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,SIYYADULA YELLA RAO,IND,536
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,APPALANAIDU KALISETTI,TDP,100099
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,PEERUBANDI PRAKASH RAO,BSP,1296
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,BELLANA CHANDRASEKHAR,YSRCP,66458
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,BOBBILI SRINU,INC,1442
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,ATCHIYYA NAIDU SAMIREDDY,SP,145
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,CHINNAM ARUNA KUMAR,JRBP,139
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,126
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,360
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,SAKHINETI ANANTHA RAJU,PPOI,84
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,ALLU SRIRAMULU,IND,321
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,ADINARAYANA TADDI,IND,124
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,P V A ANANDA SAGAR,IND,103
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,MARISERLA KRISHNAMURTHY NAIDU,IND,158
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,VELURI VENKATA TRINADHARAO,IND,353
Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,SIYYADULA YELLA RAO,IND,449
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,APPALANAIDU KALISETTI,TDP,106169
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,PEERUBANDI PRAKASH RAO,BSP,829
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,BELLANA CHANDRASEKHAR,YSRCP,70204
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,BOBBILI SRINU,INC,1467
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,ATCHIYYA NAIDU SAMIREDDY,SP,244
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,CHINNAM ARUNA KUMAR,JRBP,256
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,VANGAPANDU MAHESWARA RAO,NBBHNRSVP,811
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,SRINIVASA RAO SAMBHANA (VASU),YGATLSIP,255
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,SAKHINETI ANANTHA RAJU,PPOI,173
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,ALLU SRIRAMULU,IND,1443
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,ADINARAYANA TADDI,IND,190
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,P V A ANANDA SAGAR,IND,179
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,MARISERLA KRISHNAMURTHY NAIDU,IND,362
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,VELURI VENKATA TRINADHARAO,IND,370
Andhra Pradesh,3,Vizianagaram,17,Nellimarla,SIYYADULA YELLA RAO,IND,478
Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,APPALANAIDU KALISETTI,TDP,125028
Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,PEERUBANDI PRAKASH RAO,BSP,611
Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,BELLANA CHANDRASEKHAR,YSRCP,53664
Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,BOBBILI SRINU,INC,2083
Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,ATCHIYYA NAIDU SAMIREDDY,SP,112
