ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S04,Bihar,3,Narkatiaganj,BABLU KUMAR GUPTA,MALE,28,GENERAL,IND,1805
S04,Bihar,3,Narkatiaganj,ANIL KUMAR MISHRA,MALE,49,GENERAL,IND,1429
S04,Bihar,3,Narkatiaganj,MOHAMMAD RASHID AZIM,MALE,42,GENERAL,NCP,1294
S04,Bihar,3,Narkatiaganj,AFSAR IMAM,MALE,51,GENERAL,JAPL,1255
S04,Bihar,3,Narkatiaganj,RAMCHANDRA MAHTO,MALE,50,GENERAL,JMBP,1148
S04,Bihar,3,Narkatiaganj,GULREZ HODA,MALE,67,GENERAL,JNSNGHDL,1113
S04,Bihar,3,Narkatiaganj,MITHLESH TIWARY,MALE,44,GENERAL,IND,1088
S04,Bihar,3,Narkatiaganj,NAZNIM KHANAM,FEMALE,41,GENERAL,IND,998
S04,Bihar,3,Narkatiaganj,VIJAY RAM,MALE,55,SC,JDR,979
S04,Bihar,3,Narkatiaganj,ANUP KUMAR MISHRA,MALE,31,GENERAL,TPLRSP,959
S04,Bihar,3,Narkatiaganj,MUNNA SINGH,MALE,47,GENERAL,FJKSP,948
S04,Bihar,3,Narkatiaganj,RUPN SINGH,MALE,44,GENERAL,IND,705
S04,Bihar,3,Narkatiaganj,MUKESH KUMAR,MALE,26,GENERAL,BJNJGD,693
S04,Bihar,3,Narkatiaganj,AVINASH KUMAR,MALE,27,GENERAL,BHRTSBLP,674
S04,Bihar,4,Bagaha,RAM SINGH,MALE,68,GENERAL,BJP,90013
S04,Bihar,4,Bagaha,JAYESH MANGLAM SINGH,MALE,32,GENERAL,INC,59993
S04,Bihar,4,Bagaha,RAGHAW SHARAN PANDEY,MALE,70,GENERAL,IND,6429
S04,Bihar,4,Bagaha,PURNMASI RAM,MALE,63,SC,JNSNGHDL,3649
S04,Bihar,4,Bagaha,KAMRAN AZIZ,MALE,36,GENERAL,IND,3077
S04,Bihar,4,Bagaha,SURESH MUKHIYA,MALE,39,GENERAL,JPS,2600
S04,Bihar,4,Bagaha,ATUL KUMAR SHUKLA,MALE,27,GENERAL,LKSHPLK,2364
S04,Bihar,4,Bagaha,UMESH GUPTA,MALE,45,GENERAL,RJBP,1622
S04,Bihar,4,Bagaha,MANOJ KUMAR,MALE,30,GENERAL,BJNJGD,1446
S04,Bihar,4,Bagaha,RADHESHYAM YADAV,MALE,51,GENERAL,FJKSP,1444
S04,Bihar,4,Bagaha,SHESH NATH CHAUDHARY,MALE,41,GENERAL,BRRTD,1406
S04,Bihar,4,Bagaha,MANOJ KUMAR RAO,MALE,53,GENERAL,IND,1244
S04,Bihar,4,Bagaha,DURGESH SINGH CHAUHAN,MALE,41,GENERAL,BLND,1162
S04,Bihar,4,Bagaha,SITA SHAH,FEMALE,31,GENERAL,TPLRSP,1032
S04,Bihar,4,Bagaha,DALSINGAR RAM,MALE,65,SC,BAHUMP,862
S04,Bihar,5,Lauriya,Vinay Bihari,MALE,50,GENERAL,BJP,77927
S04,Bihar,5,Lauriya,Shambhu Tiwari,MALE,65,GENERAL,RJD,48923
S04,Bihar,5,Lauriya,Ran Kaushal Pratap Singh,MALE,39,GENERAL,BSP,17515
S04,Bihar,5,Lauriya,5 Neelam Singh,FEMALE,54,GENERAL,IND,1906
S04,Bihar,5,Lauriya,Doctor Mahto,MALE,50,GENERAL,IND,1541
S04,Bihar,5,Lauriya,Ajitesh Kumar,MALE,30,GENERAL,TPLRSP,1462
S04,Bihar,5,Lauriya,Kamlesh Singh,MALE,34,GENERAL,IND,1394
S04,Bihar,5,Lauriya,Sima Devi,FEMALE,38,GENERAL,JAPL,1206
S04,Bihar,5,Lauriya,Abdul Quyum,MALE,27,GENERAL,JNSNGHDL,1165
S04,Bihar,5,Lauriya,Ranjit Kumar,MALE,31,GENERAL,JDR,1088
S04,Bihar,6,Nautan,NARAYAN PRASAD,MALE,62,GENERAL,BJP,78657
S04,Bihar,6,Nautan,SHEIKH MOHAMMAD KAMRAN,MALE,64,GENERAL,INC,52761
S04,Bihar,6,Nautan,MANORAMA PRASAD,FEMALE,73,GENERAL,IND,15421
S04,Bihar,6,Nautan,NANDKISHOR PRASAD,MALE,59,GENERAL,RLSP,4587
S04,Bihar,6,Nautan,5 VIKASH KUMAR PRASAD,MALE,30,GENERAL,IND,3967
S04,Bihar,6,Nautan,SHUBHAM KUMAR DUBEY,MALE,25,GENERAL,IND,1824
S04,Bihar,6,Nautan,LALAN RAI,MALE,52,GENERAL,IND,1291
S04,Bihar,6,Nautan,JAY PRAKASH SINGH KUSHWAHA,MALE,34,GENERAL,TPLRSP,1169
S04,Bihar,6,Nautan,YADAVENDRA KUMAR,MALE,39,GENERAL,JAPL,1103
S04,Bihar,6,Nautan,PRIYA RANJAN,MALE,48,GENERAL,IND,1089
S04,Bihar,6,Nautan,MD. SHAHNAWAZ,MALE,31,GENERAL,JNSNGHDL,952
S04,Bihar,6,Nautan,ADARSH KUMAR,MALE,29,GENERAL,IND,860
S04,Bihar,6,Nautan,RATAN KUMAR SARKAR,MALE,55,GENERAL,IND,827
S04,Bihar,6,Nautan,PUNYADEO PRASAD,MALE,67,GENERAL,JRJP,592
S04,Bihar,6,Nautan,SURENDRA CHOUDHARY,MALE,45,GENERAL,JDR,538
S04,Bihar,7,Chanpatia,Umakant Singh,MALE,46,GENERAL,BJP,83828
S04,Bihar,7,Chanpatia,Abhishek Ranjan,MALE,30,GENERAL,INC,70359
S04,Bihar,7,Chanpatia,Tripurari Kr. Tiwari @ Manish kasyap,MALE,29,GENERAL,IND,9239
S04,Bihar,7,Chanpatia,Santosh Kumar Gupta,MALE,37,GENERAL,RLSP,3526
S04,Bihar,7,Chanpatia,Sheshnath Bharti,MALE,56,GENERAL,IND,1375
S04,Bihar,7,Chanpatia,Ramayan Yadav,MALE,44,GENERAL,IND,938
S04,Bihar,7,Chanpatia,Munna Singh,MALE,48,GENERAL,IND,875
S04,Bihar,7,Chanpatia,Ravisagar Bharati,MALE,30,SC,ASPKR,730
S04,Bihar,7,Chanpatia,Shekh Firoz,MALE,35,GENERAL,VCSMP,690
S04,Bihar,7,Chanpatia,Om Prakash Jaiswal,MALE,53,GENERAL,IND,346
S04,Bihar,7,Chanpatia,Bipin Nath Tiwari Alias Bipin Tiwari,MALE,46,GENERAL,LAJSP,339
S04,Bihar,7,Chanpatia,Sanjay Ram,MALE,32,SC,PSS,322
S04,Bihar,7,Chanpatia,Rajeev Ranjan,MALE,30,GENERAL,TPLRSP,297
S04,Bihar,8,Bettiah,Renu Devi,FEMALE,60,GENERAL,BJP,84496
S04,Bihar,8,Bettiah,Madan Mohan Tiwari,MALE,53,GENERAL,INC,66417
S04,Bihar,8,Bettiah,Avkash Kumar Gupta,MALE,32,GENERAL,TPLRSP,1559
S04,Bihar,8,Bettiah,5 Parwez Alam,MALE,61,GENERAL,NCP,1192
S04,Bihar,8,Bettiah,Sitaram Sahani,MALE,55,GENERAL,RMGP,1012
S04,Bihar,8,Bettiah,Sameer Hasen,MALE,33,GENERAL,IND,981
S04,Bihar,8,Bettiah,Savita Singh Nepali,FEMALE,38,GENERAL,JAPL,677
S04,Bihar,8,Bettiah,Nand Lal Prasad,MALE,60,GENERAL,APKSP,610
S04,Bihar,8,Bettiah,Yuvraj Navin Singh,MALE,41,GENERAL,BYPP,546
S04,Bihar,8,Bettiah,Barkat Ahmad,MALE,33,GENERAL,JNSNGHDL,425
S04,Bihar,9,Sikta,BIRENDRA PRASAD GUPTA,MALE,51,GENERAL,CPI(ML)(L),49075
S04,Bihar,9,Sikta,DILIP VARMA,MALE,67,GENERAL,IND,46773
S04,Bihar,9,Sikta,KHURSHID FIROZ AHMAD,MALE,57,GENERAL,JD(U),35798
S04,Bihar,9,Sikta,RIJABANULLAH ALIAS RIZWAN RIYAZI,MALE,43,GENERAL,AIMIM,8519
S04,Bihar,9,Sikta,5 VINAY KUMAR YADAV,MALE,37,GENERAL,IND,4160
S04,Bihar,9,Sikta,AKHILESHWAR PRASAD ALIAS JHUNU,MALE,45,GENERAL,BYPP,3312
S04,Bihar,9,Sikta,WASI AHMAD,MALE,38,GENERAL,IND,2686
S04,Bihar,9,Sikta,HARDEV RAM,MALE,35,SC,IND,2588
S04,Bihar,9,Sikta,GHAUSUL AZAM,MALE,73,GENERAL,IND,2461
S04,Bihar,9,Sikta,RAJESH PASWAN,MALE,31,SC,PPID,2362
S04,Bihar,9,Sikta,TAMNNA KHATUN,FEMALE,26,GENERAL,TPLRSP,2237
S04,Bihar,9,Sikta,MAINUDDIN ALAM,MALE,31,GENERAL,NCP,2023
S04,Bihar,9,Sikta,RAMJEE PRASAD,MALE,33,GENERAL,IND,1746
S04,Bihar,9,Sikta,MALKHAN SINGH,MALE,36,GENERAL,JAC,1613
S04,Bihar,9,Sikta,SANDEEP PATEL,MALE,30,GENERAL,JANADIP,1393
S04,Bihar,9,Sikta,AASMA KHATOON,FEMALE,48,GENERAL,JNSNGHDL,1309
S04,Bihar,10,Raxaul,Pramod Kumar Sinha,MALE,60,GENERAL,BJP,80979
S04,Bihar,10,Raxaul,Rambabu Prashad Yadav,MALE,46,GENERAL,INC,44056
S04,Bihar,10,Raxaul,Suresh Kumar,MALE,35,GENERAL,IND,28593
S04,Bihar,10,Raxaul,Dr. Ajay Kumar Singh,MALE,70,GENERAL,BSP,12267
S04,Bihar,10,Raxaul,Mustaque Ali,MALE,46,GENERAL,IND,2236
S04,Bihar,10,Raxaul,Arbind Prasad Sah,MALE,36,GENERAL,IND,2197
S04,Bihar,10,Raxaul,Madan Prasad,MALE,62,GENERAL,IND,960
S04,Bihar,10,Raxaul,Umang Kumar Gupta,MALE,25,GENERAL,JMBP,942
S04,Bihar,10,Raxaul,Kundan Kumar,MALE,32,GENERAL,TPLRSP,694
S04,Bihar,10,Raxaul,Haider Ali,MALE,25,GENERAL,JDR,565
S04,Bihar,10,Raxaul,Devendra Kumar Singh,MALE,37,GENERAL,RSWD,479
S04,Bihar,10,Raxaul,Bhulan Kumar,MALE,28,GENERAL,IND,447
S04,Bihar,10,Raxaul,Bablu Kumar,MALE,27,GENERAL,JAC,384
S04,Bihar,11,Sugauli,Er. Shashi Bhushan Singh,MALE,61,GENERAL,RJD,65267
S04,Bihar,11,Sugauli,Ramchandra Sahni,MALE,77,GENERAL,VSIP,61820
S04,Bihar,11,Sugauli,Vijay Prasad Gupta,MALE,63,GENERAL,LJP,14188
S04,Bihar,11,Sugauli,Sant Singh Kushwaha,MALE,61,GENERAL,RLSP,6710
S04,Bihar,11,Sugauli,5 Sadre Alam,MALE,38,GENERAL,AIMF,3431
S04,Bihar,11,Sugauli,Vinod Kumar Mahto,MALE,38,GENERAL,JGHTP,2499
S04,Bihar,11,Sugauli,Akhilesh Kumar Mishra,MALE,46,GENERAL,IND,2393
S04,Bihar,11,Sugauli,Shekh Alauddin,MALE,42,GENERAL,JNSNGHDL,1973
S04,Bihar,11,Sugauli,Shekh Manjar Hussain,MALE,57,GENERAL,IND,1970
S04,Bihar,11,Sugauli,Amrit Raj,MALE,25,GENERAL,IND,1854
S04,Bihar,11,Sugauli,Vishnu Prasad Gupta,MALE,30,GENERAL,IND,1558
S04,Bihar,11,Sugauli,Zulfiquar Aftab,MALE,35,GENERAL,JDR,1550
S04,Bihar,11,Sugauli,Asha Devi,FEMALE,48,GENERAL,HSP,1181
S04,Bihar,11,Sugauli,Anita Devi,FEMALE,56,GENERAL,IND,1079
S04,Bihar,11,Sugauli,Mahmad Sohail Sahil,MALE,58,GENERAL,JAPL,917
S04,Bihar,12,Narkatia,SHAMIM AHMAD,MALE,48,GENERAL,RJD,85562
S04,Bihar,12,Narkatia,SHYAM BIHARI PRASAD,MALE,66,GENERAL,JD(U),57771
S04,Bihar,12,Narkatia,SONU KUMAR,MALE,38,GENERAL,LJP,20494
S04,Bihar,12,Narkatia,SURESH PRASAD YADAV,MALE,47,GENERAL,IND,6149
S04,Bihar,12,Narkatia,SANJAY KUMAR,MALE,39,GENERAL,IND,2104
S04,Bihar,12,Narkatia,VIDYANAND PRASAD,MALE,53,GENERAL,IND,1706
S04,Bihar,12,Narkatia,OM PRAKASH GUPTA,MALE,35,GENERAL,JDR,988
S04,Bihar,12,Narkatia,MOHAMMAD TAIYAB,MALE,43,GENERAL,IND,968
S04,Bihar,12,Narkatia,ASHARFI PANDIT,MALE,62,GENERAL,PSS,878
S04,Bihar,12,Narkatia,RAVI SHANKAR RAVI,MALE,25,GENERAL,JAPL,610
S04,Bihar,12,Narkatia,RAJ KISHOR KUMAR,MALE,29,GENERAL,LKSHPLK,398
S04,Bihar,12,Narkatia,MANISH KUMAR,MALE,35,GENERAL,IND,388
S04,Bihar,12,Narkatia,UMASHANKAR PRASAD,MALE,49,GENERAL,IND,299
S04,Bihar,13,Harsidhi (S.C),Krishnanandan Paswan,MALE,56,SC,BJP,84615
S04,Bihar,13,Harsidhi (S.C),Kumar Nagendra Bihari,MALE,42,SC,RJD,68930
S04,Bihar,13,Harsidhi (S.C),Ramesh Kumar,MALE,45,SC,RLSP,10523
S04,Bihar,13,Harsidhi (S.C),5 Dinesh Kumar Chaudhary,MALE,41,SC,IND,1674
S04,Bihar,13,Harsidhi (S.C),Jagdish Ram,MALE,50,SC,IND,617
S04,Bihar,13,Harsidhi (S.C),Sunil Kumar,MALE,31,SC,NCP,533
S04,Bihar,13,Harsidhi (S.C),Satya Prakash,MALE,38,SC,PPID,375
S04,Bihar,14,Govindganj,SUNIL MANI TIWARI,MALE,57,GENERAL,BJP,65716
S04,Bihar,14,Govindganj,BRAJESH KUMAR,MALE,55,GENERAL,INC,37936
S04,Bihar,14,Govindganj,RAJU TIWARI,MALE,50,GENERAL,LJP,31461
S04,Bihar,14,Govindganj,SARVESH KUMAR TIWARI,MALE,40,GENERAL,IND,3314
S04,Bihar,14,Govindganj,5 VISWANATH PRASAD,MALE,71,GENERAL,BSP,3267
S04,Bihar,14,Govindganj,RANJAY RAI,MALE,42,GENERAL,IND,1990
S04,Bihar,14,Govindganj,VIPIN KANT TIWARI,MALE,67,GENERAL,IND,1626
S04,Bihar,14,Govindganj,PAPPU GIRI,MALE,42,GENERAL,YKP,1616
S04,Bihar,14,Govindganj,YUVRAJ PANDEY,MALE,29,GENERAL,IND,1406
S04,Bihar,14,Govindganj,ASHOK SINGH,MALE,38,GENERAL,IND,519
S04,Bihar,14,Govindganj,MANORANJAN KUMAR MISHRA,MALE,36,GENERAL,TPLRSP,481
S04,Bihar,15,Kesaria,Shalini Mishra,FEMALE,47,GENERAL,JD(U),40219
S04,Bihar,15,Kesaria,Santosh Kushwha,MALE,48,GENERAL,RJD,30992
S04,Bihar,15,Kesaria,Ram Sharn Prasad Yadav,MALE,63,GENERAL,LJP,18904
S04,Bihar,15,Kesaria,Maheshwar Singh,MALE,66,GENERAL,RLSP,18576
S04,Bihar,15,Kesaria,5 Dr. Rajesh Kumar,MALE,46,GENERAL,IND,17729
S04,Bihar,15,Kesaria,Rajanish Kumar Pathak,MALE,40,GENERAL,JAPL,7217
S04,Bihar,15,Kesaria,Ravindra Kumar Berwar,MALE,60,GENERAL,IND,3635
S04,Bihar,15,Kesaria,Amrendra Kumar Verma,MALE,63,GENERAL,IND,2555
S04,Bihar,15,Kesaria,Abhay Kumar Singh,MALE,45,GENERAL,BSP,2131
S04,Bihar,15,Kesaria,Ram Adhar Rai,MALE,41,GENERAL,BNDl,2020
S04,Bihar,15,Kesaria,Rajesh Yadav,MALE,30,GENERAL,IND,1877
S04,Bihar,15,Kesaria,Azharuddin Khan,MALE,30,GENERAL,JNSNGHDL,908
S04,Bihar,15,Kesaria,Brajesh Mishra,MALE,43,GENERAL,HSP,721
S04,Bihar,15,Kesaria,Anu Vivek,MALE,29,GENERAL,TPLRSP,619
S04,Bihar,15,Kesaria,Ambesh Kumar Yadav,MALE,36,GENERAL,RTJPS,600
S04,Bihar,15,Kesaria,Krishna Kumar Jaiswal,MALE,43,GENERAL,RSWD,581
S04,Bihar,15,Kesaria,Varun Vijay,MALE,34,GENERAL,IND,512
S04,Bihar,16,Kalyanpur,Manoj Kumar Yadav,MALE,46,GENERAL,RJD,72819
S04,Bihar,16,Kalyanpur,Sachindra Prasad Singh,MALE,55,GENERAL,BJP,71626
S04,Bihar,16,Kalyanpur,Mohammad Badiuzzaman,MALE,32,GENERAL,BSP,6367
S04,Bihar,16,Kalyanpur,5 Mala Thakur,FEMALE,40,GENERAL,JDR,2006
S04,Bihar,16,Kalyanpur,Rituraj Pandey,MALE,46,GENERAL,IND,1797
S04,Bihar,16,Kalyanpur,Rajesh Kumar Singh,MALE,45,GENERAL,IND,1623
S04,Bihar,16,Kalyanpur,Muneshwar Tiwari,MALE,51,GENERAL,IND,524
S04,Bihar,16,Kalyanpur,Satyam Yadav,MALE,33,GENERAL,JAPL,478
S04,Bihar,16,Kalyanpur,Subodh Kumar Thakur,MALE,30,GENERAL,BVDU,430
S04,Bihar,17,Pipra,SHYAMBABU PRASAD YADAV,MALE,53,GENERAL,BJP,88587
S04,Bihar,17,Pipra,RAJMANGAL PRASAD,MALE,48,GENERAL,CPIM,80410
S04,Bihar,17,Pipra,AWADHESH Pd KUSHWAHA,MALE,69,GENERAL,IND,6940
S04,Bihar,17,Pipra,5 SHYAM NANDAN KUMAR,MALE,40,GENERAL,IND,3694
S04,Bihar,17,Pipra,SUBHASH SINGH KUSHWAHA,MALE,53,GENERAL,RLSP,3243
S04,Bihar,17,Pipra,ANIKET RANJAN,MALE,29,GENERAL,RJnJnP,2852
S04,Bihar,17,Pipra,MD. MUMTAZ ALAM,MALE,27,GENERAL,IND,2185
S04,Bihar,17,Pipra,ANKUSH KUMAR SINGH,MALE,30,GENERAL,JAPL,1233
S04,Bihar,17,Pipra,ASHOK KUMAR SUMAN,MALE,40,GENERAL,IND,1085
S04,Bihar,17,Pipra,RAMCHANDRA SAH,MALE,70,GENERAL,RJBP,884
S04,Bihar,17,Pipra,TUPTI KUMARI,FEMALE,29,GENERAL,JDR,689
S04,Bihar,17,Pipra,AFZAL,MALE,41,GENERAL,IND,671
S04,Bihar,17,Pipra,RANI KUMARI,FEMALE,29,SC,SWAP,572
S04,Bihar,17,Pipra,LALIT KUMAR SINGH,MALE,66,GENERAL,BMUP,557
S04,Bihar,17,Pipra,AJAY KUMAR SHUKLA,MALE,46,GENERAL,IND,555
S04,Bihar,18,Madhuban,Rana Randhir,MALE,44,GENERAL,BJP,73179
S04,Bihar,18,Madhuban,Madan Prasad,MALE,49,GENERAL,RJD,67301
S04,Bihar,18,Madhuban,Shashi Ranjan Kumar,MALE,37,GENERAL,IND,2639
S04,Bihar,18,Madhuban,5 Shivjee Ray,MALE,61,GENERAL,JAPL,2082
S04,Bihar,18,Madhuban,Shiv Shankar Ray,MALE,50,GENERAL,BSP,1251
S04,Bihar,18,Madhuban,Madan Singh Alias Madan Prasad,MALE,47,GENERAL,IND,902
S04,Bihar,18,Madhuban,Vikash Keshari,MALE,28,GENERAL,TPLRSP,427
S04,Bihar,18,Madhuban,Rajesh Kumar Singh,MALE,42,GENERAL,JDR,417
S04,Bihar,18,Madhuban,Sanjay Tiwari,MALE,41,GENERAL,BAJVP,416
S04,Bihar,18,Madhuban,Dinesh Ram,MALE,37,SC,IND,384
S04,Bihar,18,Madhuban,Aysa Khatoon,FEMALE,32,GENERAL,JNSNGHDL,378
S04,Bihar,18,Madhuban,Jagdish Prasad,MALE,42,GENERAL,BJKVP,340
S04,Bihar,19,Motihari,PRAMOD KUMAR,MALE,58,GENERAL,BJP,92733
S04,Bihar,19,Motihari,OM PRAKASH CHAUDHARY,MALE,41,GENERAL,RJD,78088
S04,Bihar,19,Motihari,DEEPAK KUMAR KUSHWAHA,MALE,35,GENERAL,RLSP,3716
S04,Bihar,19,Motihari,5 RAMESHVAR SAH,MALE,42,GENERAL,IND,3263
S04,Bihar,19,Motihari,ZALALUDDIN ROY,MALE,34,GENERAL,IND,1847
S04,Bihar,19,Motihari,ASHOK KUMAR,MALE,41,GENERAL,JNSNGHDL,1060
S04,Bihar,19,Motihari,PRABHU NANDAN PRASAD,MALE,67,GENERAL,JP,676
S04,Bihar,19,Motihari,MUNNA KUMAR,MALE,35,GENERAL,TPLRSP,662
S04,Bihar,19,Motihari,ABHISHEK KUMAR SINGH,MALE,35,GENERAL,IND,599
S04,Bihar,19,Motihari,HARISHCHANDRA PANDIT,MALE,53,GENERAL,VCSMP,375
S04,Bihar,19,Motihari,PRAKASH CHANDRA MANU,MALE,26,GENERAL,RJnJnP,364
S04,Bihar,19,Motihari,BAIJU KUMAR,MALE,27,SC,RSWD,293
S04,Bihar,19,Motihari,ASHWINI KUMAR GUPTA,MALE,37,GENERAL,AKHDBRYVP,213
S04,Bihar,19,Motihari,PANKAJ KUMAR SRIVASTAV,MALE,37,GENERAL,JTVP,211
S04,Bihar,20,Chiraiya,Lal Babu Prasad Gupta,MALE,62,GENERAL,BJP,62904
S04,Bihar,20,Chiraiya,Achchhelal  Prasad,MALE,49,GENERAL,RJD,46030
S04,Bihar,20,Chiraiya,Laxmi Narayan Prasad Yadav,MALE,63,GENERAL,IND,16395
S04,Bihar,20,Chiraiya,Avaneesh Kumar Singh,MALE,57,GENERAL,IND,11430
S04,Bihar,20,Chiraiya,5 Sanjay Kumar,MALE,56,GENERAL,IND,9273
S04,Bihar,20,Chiraiya,Madhurendra Kumar Singh,MALE,38,GENERAL,RLSP,4518
S04,Bihar,20,Chiraiya,Prabhash Ranjan Urf Chandan,MALE,31,GENERAL,IND,1923
S04,Bihar,20,Chiraiya,Abhinav Bharti,MALE,26,GENERAL,TPLRSP,1432
S04,Bihar,20,Chiraiya,Radhakant sah,MALE,63,GENERAL,IND,1355
S04,Bihar,20,Chiraiya,Sudhir Kumar Singh,MALE,35,GENERAL,BAJVP,1255
S04,Bihar,20,Chiraiya,Lalsa Devi,FEMALE,29,GENERAL,JAPL,1068
S04,Bihar,20,Chiraiya,Raj Vanshi Mahato,MALE,42,GENERAL,IND,987
S04,Bihar,20,Chiraiya,Hiralal Ray,MALE,44,GENERAL,IND,805
S04,Bihar,20,Chiraiya,Sanjay Kumar,MALE,43,GENERAL,SHS,789
S04,Bihar,20,Chiraiya,Akhileshwar Kumar,MALE,44,GENERAL,IND,745
S04,Bihar,20,Chiraiya,Bhushan Shah,MALE,30,GENERAL,FJKSP,696
S04,Bihar,20,Chiraiya,Mohammad Firoj Ahmad,MALE,39,GENERAL,JNSNGHDL,668
S04,Bihar,20,Chiraiya,Vijay Singh,MALE,51,GENERAL,JDR,656
S04,Bihar,20,Chiraiya,Pawan Kumar Singh,MALE,50,GENERAL,NPEP,649
S04,Bihar,20,Chiraiya,Suresh Kumar,MALE,41,GENERAL,LKSHPLK,570
S04,Bihar,20,Chiraiya,Sanjay Kumar Yadav,MALE,32,GENERAL,IND,470
S04,Bihar,20,Chiraiya,Usha Rani,FEMALE,27,GENERAL,BGMP,464
S04,Bihar,20,Chiraiya,Fahim Hussain,MALE,34,GENERAL,IND,321
S04,Bihar,20,Chiraiya,Jalaluddin Ahamad,MALE,50,GENERAL,RJJM,262
S04,Bihar,21,Dhaka,PAWAN KUMAR JAISWAL,MALE,43,GENERAL,BJP,99792
S04,Bihar,21,Dhaka,FAISAL RAHMAN,MALE,36,GENERAL,RJD,89678
S04,Bihar,21,Dhaka,RAM PUKAR SINHA,MALE,44,GENERAL,RLSP,10932
S04,Bihar,21,Dhaka,5 MD SALIM MANSURI,MALE,28,GENERAL,IND,1313
S04,Bihar,21,Dhaka,ABHIJIT SINGH,MALE,37,GENERAL,JAPL,966
S04,Bihar,21,Dhaka,DR. RAJAN JAISWAL,MALE,41,GENERAL,TPLRSP,875
S04,Bihar,21,Dhaka,CHANDRADIP KUMAR,MALE,46,GENERAL,IND,570
S04,Bihar,21,Dhaka,MD. KASIM ANSARI,MALE,40,GENERAL,IND,499
S04,Bihar,21,Dhaka,RAMKRIT PASWAN,MALE,42,GENERAL,JNSNGHDL,250
S04,Bihar,22,Sheohar,CHETAN ANAND,MALE,28,GENERAL,RJD,73143
S04,Bihar,22,Sheohar,MD. SHARFUDDIN,MALE,59,GENERAL,JD(U),36457
S04,Bihar,22,Sheohar,VIJAY KUMAR PANDEY,MALE,38,GENERAL,LJP,18748
S04,Bihar,22,Sheohar,RADHA KANT GUPTA,MALE,68,GENERAL,IND,14178
S04,Bihar,22,Sheohar,5 SANJEEV KUMAR GUPTA,MALE,50,GENERAL,BSP,4049
S04,Bihar,22,Sheohar,VIRENDRA PRA. YADAV,MALE,52,GENERAL,IND,4030
S04,Bihar,22,Sheohar,SHRINARAYAN SINGH,MALE,43,GENERAL,JDR,3952
S04,Bihar,22,Sheohar,MOHAMMED WAMIQUE,MALE,45,GENERAL,JAPL,3415
