ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S10,Karnataka,11,Belgaum Uttar,FAIROZ NURUDDIN SAITH,M,66,GEN,INC,61793
S10,Karnataka,11,Belgaum Uttar,BALASAHEB SHIVAJIRAV KAKATKAR,M,60,GEN,IND,1869
S10,Karnataka,11,Belgaum Uttar,ASHFAQ AHMED MADAKI,M,40,GEN,JD(S),1143
S10,Karnataka,11,Belgaum Uttar,SANTOSH BAVADEKAR,M,38,GEN,IND,472
S10,Karnataka,11,Belgaum Uttar,RAHIM DODDAMANI,M,43,GEN,NCP,353
S10,Karnataka,11,Belgaum Uttar,SUVARNA P DODAMANI,F,41,SC,SJPL,263
S10,Karnataka,11,Belgaum Uttar,SAMBHAJI LAXMAN PATIL,M,67,GEN,IND,249
S10,Karnataka,11,Belgaum Uttar,AHMAR ABDULSATTAR GOVE,M,33,GEN,AIMEP,168
S10,Karnataka,11,Belgaum Uttar,MAGADUM GOUSMOHIUDDIN ISMAILMAGADUM,M,57,GEN,IND,161
S10,Karnataka,11,Belgaum Uttar,KURSHIDBANU ASLAM NADAF,F,48,GEN,ASP,137
S10,Karnataka,11,Belgaum Uttar,NADAF FAKARUSAB HASANSAB,M,48,GEN,AAAP,111
S10,Karnataka,11,Belgaum Uttar,K SANTOSH KUMAR,M,31,SC,BBKD,104
S10,Karnataka,11,Belgaum Uttar,GANESH PRAKASH SINGANNAVAR,M,42,SC,RPI,94
S10,Karnataka,11,Belgaum Uttar,MOHAMMEDRASUL BEPARI,M,38,GEN,NAC,88
S10,Karnataka,12,Belgaum Dakshin,ABHAY PATIL,M,48,GEN,BJP,84498
S10,Karnataka,12,Belgaum Dakshin,M D LAKSHMINARAYAN (ANNAYYA),M,62,GEN,INC,25806
S10,Karnataka,12,Belgaum Dakshin,PRAKASH APPAJI MARAGALE,M,62,GEN,IND,21537
S10,Karnataka,12,Belgaum Dakshin,KIRAN KRISHNA SAYNAK,M,55,GEN,IND,8295
S10,Karnataka,12,Belgaum Dakshin,N. S. SHANKARACHARYA,M,58,GEN,IND,1392
S10,Karnataka,12,Belgaum Dakshin,CHANGADEV KUGAJI @ MAHESH KUGAJI,M,43,GEN,JD(S),940
S10,Karnataka,12,Belgaum Dakshin,VARDHMAN DEVENDRA GANGAI,M,36,GEN,IND,932
S10,Karnataka,12,Belgaum Dakshin,MAHANTESH B.RANAGATTIMATH,M,47,GEN,AIMEP,613
S10,Karnataka,12,Belgaum Dakshin,SUJIT MADIWALAPPA MULGUND,M,44,GEN,IND,531
S10,Karnataka,12,Belgaum Dakshin,SNEHA N.CHODANKAR,F,50,GEN,ASP,199
S10,Karnataka,12,Belgaum Dakshin,SADANAND R. METRI,M,29,SC,AAAP,180
S10,Karnataka,12,Belgaum Dakshin,VINAYAK KASHINATH JADHAV,M,46,GEN,IND,180
S10,Karnataka,12,Belgaum Dakshin,ANITA SHANKAR DODAMANI,F,37,GEN,IND,138
S10,Karnataka,13,Belgaum Rural,LAXMI R HEBBALKAR,F,43,GEN,INC,102040
S10,Karnataka,13,Belgaum Rural,SANJAY B PATIL,M,49,GEN,BJP,50316
S10,Karnataka,13,Belgaum Rural,KINEKAR MANOHAR KALLAPPA,M,63,GEN,IND,23776
S10,Karnataka,13,Belgaum Rural,PATIL SHIVANAGOUDA S,M,53,GEN,JD(S),3794
S10,Karnataka,13,Belgaum Rural,MOHAN YALLAPPA MORE,M,37,GEN,IND,925
S10,Karnataka,13,Belgaum Rural,RAJANEESH ACHARYA,M,65,GEN,IND,898
S10,Karnataka,13,Belgaum Rural,MOHAN REMAJI BELGUNDKAR,M,56,GEN,IND,694
S10,Karnataka,13,Belgaum Rural,LAXMAN SIDDAPPA BOMMANNAVAR,M,45,SC,RPI(A),546
S10,Karnataka,13,Belgaum Rural,SATISH B GUDAGENATTI,M,34,GEN,IND,533
S10,Karnataka,13,Belgaum Rural,ANWAR K JAMADAR,M,33,GEN,AIMEP,517
S10,Karnataka,13,Belgaum Rural,SADANAND GANAPAT BHATKANDE,M,48,GEN,RSPS,218
S10,Karnataka,13,Belgaum Rural,MAHAMADRAFIK MULLA,M,50,GEN,IND,204
S10,Karnataka,14,Khanapur,DR. ANJALI HEMANT NIMBALKAR,F,41,GEN,INC,36649
S10,Karnataka,14,Khanapur,VITHAL HALAGEKAR,M,55,GEN,BJP,31516
S10,Karnataka,14,Khanapur,BAGWAN NASIR PAPULSAB,M,60,GEN,JD(S),27272
S10,Karnataka,14,Khanapur,ARVIND CHANDRAKANT PATIL,M,50,GEN,IND,26613
S10,Karnataka,14,Khanapur,VILAS KRISHNA BELGAONKAR,M,57,GEN,IND,17851
S10,Karnataka,14,Khanapur,JOTHIBA PRALHAD REMANI,M,32,GEN,IND,5898
S10,Karnataka,14,Khanapur,KRISHNAJI PUNDALIK PATIL,M,50,GEN,IND,2153
S10,Karnataka,14,Khanapur,YASHAVANTH THIMANNA NIPPANIKAR,M,67,SC,INCP,1326
S10,Karnataka,14,Khanapur,SHRIKANT HANMANT BHAJANTRI,M,39,GEN,IND,1171
S10,Karnataka,14,Khanapur,DESAI MEGHANA CHANDRAKANT,F,40,GEN,AIMEP,843
S10,Karnataka,14,Khanapur,LAXMAN YALLAPPA BANNAR,M,56,ST,IND,798
S10,Karnataka,14,Khanapur,MAHADEV YALLAPPA SHINDOLKAR,M,53,GEN,IND,568
S10,Karnataka,15,Kittur,DODDAGOUDAR MAHANTESH BASAVANTARAY,M,44,GEN,BJP,73155
S10,Karnataka,15,Kittur,INAMDAR DANAPPAGOUDA BASANAGOUDA,M,69,GEN,INC,40293
S10,Karnataka,15,Kittur,BABASAHEB DEVANAGOUDA PATIL,M,45,GEN,IND,25366
S10,Karnataka,15,Kittur,SURESH SHIVARUDRAPPA MARIHAL,M,57,GEN,JD(S),3755
S10,Karnataka,15,Kittur,RAGHAVENDRA VILAS NAIK,M,37,GEN,IND,1137
S10,Karnataka,15,Kittur,BABU ABDULSAB HAAJI,M,43,GEN,IND,723
S10,Karnataka,15,Kittur,TANGEVVA ADIVEPPA IRAGAR,F,48,SC,AIMEP,686
S10,Karnataka,15,Kittur,SIDDAPPA BASAVANNEPPA DOLLIN,M,39,GEN,NAC,663
S10,Karnataka,15,Kittur,MAHANTESH KRISHNA HOTAKAR,M,48,SC,INCP,457
S10,Karnataka,15,Kittur,ANAND IRAPPA HAMPANNAVAR,M,27,GEN,AAAP,453
S10,Karnataka,15,Kittur,ASHOK BHEEMAPPA NAIK,M,62,GEN,IND,368
S10,Karnataka,16,Bailhongal,KOUJALAGI. MAHANTESH. SHIVANAND.,M,47,GEN,INC,47040
S10,Karnataka,16,Bailhongal,JAGDISH. CHANNAPPA METGUD,M,58,GEN,IND,41918
S10,Karnataka,16,Bailhongal,VISHWANATH IRANAGOUDA PATIL,M,54,GEN,BJP,37498
S10,Karnataka,16,Bailhongal,SHANKAR. BHARAMAPPA. MADALAGI,M,51,GEN,JD(S),13548
S10,Karnataka,16,Bailhongal,SUNIL. L. GUDDAKAYU.,M,33,ST,IND,1767
S10,Karnataka,16,Bailhongal,DURAGAMMA BASAPPA YARAZARAVI,F,41,GEN,AIMEP,984
S10,Karnataka,16,Bailhongal,MAHADEV SOMAPPA. KARABASANNAVAR,M,48,GEN,IND,693
S10,Karnataka,17,Saundatti yellamma,ANAND @ VISHWANATH CHANDRASHEKHAR MAMANI,M,53,GEN,BJP,62480
S10,Karnataka,17,Saundatti yellamma,ANAND CHOPRA,M,51,GEN,IND,56189
S10,Karnataka,17,Saundatti yellamma,VISHWAS VASANT VAIDYA,M,35,GEN,INC,30018
S10,Karnataka,17,Saundatti yellamma,SHAMEER KARIMBEG JAMADAR,M,26,GEN,AIMEP,970
S10,Karnataka,17,Saundatti yellamma,DODDAGOUDA FAKIRGOUDA PATIL,M,59,GEN,JD(S),758
S10,Karnataka,17,Saundatti yellamma,D.B.NAIK,M,65,ST,IND,701
S10,Karnataka,17,Saundatti yellamma,PANCHANAGOUDA KALLAPPA SANAGOUDRA,M,30,GEN,SJPL,616
S10,Karnataka,17,Saundatti yellamma,ISHWAR CHANNAPPA MELAGIRI,M,47,GEN,JD(U),610
S10,Karnataka,17,Saundatti yellamma,ANGADI MAHESH GURAPPA,M,43,GEN,NCP,405
S10,Karnataka,18,Ramdurg,MAHADEVAPPA SHIVALINGAPPA YADAWAD,M,65,GEN,BJP,68349
S10,Karnataka,18,Ramdurg,ASHOK MAHADEVAPPA PATTAN,M,63,GEN,INC,65474
S10,Karnataka,18,Ramdurg,PANCHAKATTIMATH RAMESH CHANDRAYY,M,41,GEN,IND,8427
S10,Karnataka,18,Ramdurg,JAVEEDSAB. M,M,47,GEN,JD(S),2266
S10,Karnataka,18,Ramdurg,GAIBU JAINEKHAN,M,53,GEN,CPM,1516
S10,Karnataka,18,Ramdurg,ANGADI SIDDAPPA MARITHAMMAPPA,M,39,GEN,INCP,925
S10,Karnataka,18,Ramdurg,MUKAPPA MUTHTHARI,M,51,GEN,IND,637
S10,Karnataka,18,Ramdurg,SUDHIRA FAKIRAPPA SIDDANKOLLA,M,32,ST,IND,599
S10,Karnataka,18,Ramdurg,GHODAKE SUBHASHCHANDRA ASHOK,M,36,SC,AIMEP,567
S10,Karnataka,18,Ramdurg,LAKKANNAVAR MANINGAPPA FAKIRAPPA,M,57,GEN,IND,324
S10,Karnataka,18,Ramdurg,GADARAJ MARUTI BELUR,M,37,GEN,IND,289
S10,Karnataka,18,Ramdurg,BHARATI SANGAMESH CHIKKANARAGUND,F,28,GEN,IND,251
S10,Karnataka,19,Mudhol (SC),GOVIND MAKTHAPPA KARAJOL,M,67,SC,BJP,76431
S10,Karnataka,19,Mudhol (SC),BANDIWADDAR SATISH CHINNAPPA,M,48,SC,INC,60949
S10,Karnataka,19,Mudhol (SC),SHANKAR N NAYAK,M,43,SC,JD(S),4431
S10,Karnataka,19,Mudhol (SC),BASAVANT LAXMAN KAMBALE,M,51,SC,KRRS,2088
S10,Karnataka,19,Mudhol (SC),G F BADANURU,M,64,SC,IND,1081
S10,Karnataka,19,Mudhol (SC),ARAVIND KAMBALE,M,28,SC,SHS,887
S10,Karnataka,19,Mudhol (SC),RAMESH GONYAGOL,M,34,SC,PRCP,315
S10,Karnataka,19,Mudhol (SC),BHIMARAO KALAVVAGOL,M,43,SC,RPI(A),239
S10,Karnataka,20,Terdal,SIDDU SAVADI,M,59,GEN,BJP,87583
S10,Karnataka,20,Terdal,UMASHREE,F,60,GEN,INC,66470
S10,Karnataka,20,Terdal,BASAPPA K KONNUR,M,51,GEN,JD(S),12462
S10,Karnataka,20,Terdal,GANGAPPA SHRISHAILAPPA METI,M,44,GEN,KRRS,1272
S10,Karnataka,20,Terdal,R. VEERESH PRASAD (VEERESH NEKAR),M,40,GEN,NAC,1098
S10,Karnataka,20,Terdal,KALLAPPA RAMAPPA PICHELI,M,47,GEN,IND,712
S10,Karnataka,20,Terdal,BASAVARAJ BHIMAPPA GAYAKWAD,M,43,GEN,SHS,358
S10,Karnataka,20,Terdal,JAVED INAMDAR,M,40,GEN,AIMEP,319
S10,Karnataka,20,Terdal,MOHAMMAD RAFIQBADASHA DOU,M,30,GEN,BMUP,299
S10,Karnataka,20,Terdal,PRABHAKAR CHALWADI,M,44,SC,PPRP,282
S10,Karnataka,20,Terdal,POOJA MALLAPPA BEVOOR,F,46,GEN,BJC,281
S10,Karnataka,20,Terdal,M M NADAF,M,35,GEN,INCP,266
S10,Karnataka,20,Terdal,MALAKAPPA KALLAPPA SAPTSAGR,M,31,SC,JAHP,194
S10,Karnataka,21,Jamkhandi,SIDDU BHIMAPPA NYAMGOUD,M,69,GEN,INC,49245
S10,Karnataka,21,Jamkhandi,KULKARNI SHRIKANT SUBRAO,M,67,GEN,BJP,46450
S10,Karnataka,21,Jamkhandi,NIRANI SANGMESH RUDRAPPA,M,40,GEN,IND,24461
S10,Karnataka,21,Jamkhandi,DALAWAI SHRISHAIL MURARI,M,55,GEN,IND,19753
S10,Karnataka,21,Jamkhandi,PARASHURAM MAHARAJANAVAR,M,48,SC,PPRP,5167
S10,Karnataka,21,Jamkhandi,KOMAR MUTTAPPA HANAMAPPA,M,53,GEN,JANSAMAP,1524
S10,Karnataka,21,Jamkhandi,PARATHANAHALLI TOUFIQ,M,32,GEN,IND,1200
S10,Karnataka,21,Jamkhandi,SADASHIV KALAL,M,65,GEN,JD(S),849
S10,Karnataka,21,Jamkhandi,RAMAPPA SHETTEPPA SHINGHE,M,27,SC,IND,643
S10,Karnataka,21,Jamkhandi,MUSTAFA MAHAMMADHANIF JAGIRDAR,M,33,GEN,IND,620
S10,Karnataka,21,Jamkhandi,VASUDEV PARAS,M,38,GEN,SHS,545
S10,Karnataka,21,Jamkhandi,NAGAPPA ARJUN TALAWAR,M,48,ST,IND,462
S10,Karnataka,21,Jamkhandi,HANAMANT MUTTANNA MALAPUR,M,31,GEN,IND,423
S10,Karnataka,21,Jamkhandi,GOPAL HANAMANT GURAV @ PUJARI,M,45,GEN,IND,399
S10,Karnataka,21,Jamkhandi,LAKSHMAN GANGAPPA CHINAGUNDI,M,28,GEN,IND,354
S10,Karnataka,21,Jamkhandi,SHRIKANTH APPARAO MUDHOLE,M,52,GEN,BJC,282
S10,Karnataka,21,Jamkhandi,KAMARUDDIN MURASAL,M,35,GEN,IND,279
S10,Karnataka,21,Jamkhandi,MASALI RAJESAB BURANSAB,M,48,GEN,SJPA,247
S10,Karnataka,21,Jamkhandi,MALAGUNDI GURAPPA NANDEPPA,M,75,GEN,IND,196
S10,Karnataka,21,Jamkhandi,HANAMANT YALLAPPA MANDAGANI,M,31,GEN,IND,130
S10,Karnataka,22,Bilgi,MURUGESH RUDRAPPA NIRANI,M,52,GEN,BJP,85135
S10,Karnataka,22,Bilgi,JAGADISH TIMMANAGOUDA PATIL,M,68,GEN,INC,80324
S10,Karnataka,22,Bilgi,SANGAPPA TIPPANNA KANDAGAL,M,53,GEN,JD(S),1773
S10,Karnataka,22,Bilgi,ASHVINI DESAI,F,36,GEN,BJC,1258
S10,Karnataka,22,Bilgi,MEERASAB MOULASAB SHAIKH,M,52,GEN,IND,1187
S10,Karnataka,22,Bilgi,MANSURSAB BABAJAN MUJWAR,M,40,GEN,IND,1139
S10,Karnataka,22,Bilgi,BADSHAHA MAHAMMADSAB KOUJALAGI,M,42,GEN,IND,420
S10,Karnataka,22,Bilgi,REKHA LAXMANRAO NAIKAR,F,45,GEN,AIMEP,263
S10,Karnataka,22,Bilgi,BASIRAMMAD SAIFANSAB DADIWALE,M,61,GEN,IND,203
S10,Karnataka,22,Bilgi,VINAYAK PRALHAD SHINDHE,M,29,GEN,SHS,189
S10,Karnataka,22,Bilgi,NARENDRABABU P.J,M,51,GEN,IND,184
S10,Karnataka,22,Bilgi,MUNIRAHMAD MALLIKASAB KHAJI,M,56,GEN,INCP,168
S10,Karnataka,22,Bilgi,SHRISHAILAPPA GHATABASAPPA PASAR,M,57,GEN,JSP,121
S10,Karnataka,22,Bilgi,KUSAPPA SHIVALINGAPPA CHALAWADI,M,30,SC,IND,106
S10,Karnataka,23,Badami,SIDDARAMAIAH,M,69,GEN,INC,67599
S10,Karnataka,23,Badami,B SREERAMULU,M,47,ST,BJP,65903
S10,Karnataka,23,Badami,HANAMANT MAVINAMARAD,M,38,GEN,JD(S),24484
S10,Karnataka,23,Badami,SOMASHEKHAR BASAPPA BARAGUNDI,M,48,GEN,IND,1235
S10,Karnataka,23,Badami,SHANKRAPPA GOUDAR,M,58,GEN,IND,806
S10,Karnataka,23,Badami,DONGRISAB LALSAB NADAF,M,40,GEN,INCP,663
S10,Karnataka,23,Badami,RAVI KULKARNI,M,34,GEN,RCMP,348
S10,Karnataka,23,Badami,PUTTAIAH T,M,54,GEN,IND,258
S10,Karnataka,23,Badami,TULASAPPA DASAR,M,49,SC,IND,166
S10,Karnataka,23,Badami,GIRISH ANKALAGI,M,25,GEN,IND,145
S10,Karnataka,23,Badami,NILESH IRAPPA BANNUR,M,42,GEN,JANSAMAP,120
