ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Bihar,BHABUA,205,Vikash Singh,BSP,39711
Bihar,BHABUA,205,Jainendra Kumar Arya,JNSRJP,6775
Bihar,BHABUA,205,Vikash Kumar Tiwari,RASLJP,6244
Bihar,BHABUA,205,Nota,NOTA,1927
Bihar,BHABUA,205,Mohammad Amiruddin Ansari,AAAP,1138
Bihar,BHABUA,205,Shishupal Singh,IND,778
Bihar,BHABUA,205,Ajeet Kumar Patel,IND,722
Bihar,CHAINPUR,206,Md. Zama Khan,JD(U),70876
Bihar,CHAINPUR,206,Brij Kishor Bind,RJD,62514
Bihar,CHAINPUR,206,Dhiraj Kumar Singh,BSP,51200
Bihar,CHAINPUR,206,Hemant Kumar Choubey,JNSRJP,6877
Bihar,CHAINPUR,206,Raja Lal Singh,BGDRPP,5338
Bihar,CHAINPUR,206,Uttam Patel,IND,5302
Bihar,CHAINPUR,206,Govind Vind,VSIP,5144
Bihar,CHAINPUR,206,Sushank Kumar Singh,SBSP,4900
Bihar,CHAINPUR,206,Majnu Gond,ASPKR,3252
Bihar,CHAINPUR,206,Ram Raj Sharma,AAAP,1980
Bihar,CHAINPUR,206,Gopal Vinda,IND,1747
Bihar,CHAINPUR,206,Nota,NOTA,1321
Bihar,CHAINPUR,206,Akash Ranjan,IND,1219
Bihar,CHAINPUR,206,Anil Kumar Singh,JPI,1155
Bihar,CHAINPUR,206,Madhaw Singh,IND,1152
Bihar,CHAINPUR,206,Sunil Sharma,JRJP,933
Bihar,CHAINPUR,206,Priyanka,IND,790
Bihar,CHAINPUR,206,Mahendra Prasad,IND,779
Bihar,CHAINPUR,206,Sunil Kumar,SRVLKTSP,666
Bihar,CHAINPUR,206,Anuj Kumar Dubey,UBP,627
Bihar,CHAINPUR,206,Dindayal Singh Kushawaha,SAP,445
Bihar,CHAINPUR,206,Shravan Bind,IND,441
Bihar,CHAINPUR,206,Ram Ekabal Prasad,IND,422
Bihar,CHENARI (SC),207,Murari Prasad Gautam,LJPRV,95579
Bihar,CHENARI (SC),207,Mangal Ram,INC,73591
Bihar,CHENARI (SC),207,Neha Kumari,JNSRJP,9404
Bihar,CHENARI (SC),207,Amit Paswan,ASPKR,7536
Bihar,CHENARI (SC),207,Sukhari Ram,IND,4266
Bihar,CHENARI (SC),207,Sweta Devi,BSP,3511
Bihar,CHENARI (SC),207,Nota,NOTA,2328
Bihar,CHENARI (SC),207,Hare Ram Ram,IND,2006
Bihar,CHENARI (SC),207,Asha Paswan,RASLJP,1600
Bihar,CHENARI (SC),207,Pramhansh Kumar,IND,1452
Bihar,CHENARI (SC),207,Neha Kumari,IND,1268
Bihar,CHENARI (SC),207,Pankaj Kumar,IND,1064
Bihar,CHENARI (SC),207,Saloni Devi Omprakash Ram,RPI(A),814
Bihar,CHENARI (SC),207,Sunil Ram,RJBP,623
Bihar,CHENARI (SC),207,Bhjuram,RSMD,433
Bihar,CHENARI (SC),207,Ravishankar Parasad,LOHJD,318
Bihar,SASARAM,208,Snehlata,RSHTLKM,105006
Bihar,SASARAM,208,Satendra Sah,RJD,79563
Bihar,SASARAM,208,Ashok Kumar,BSP,10261
Bihar,SASARAM,208,Binay Kumar Singh,JNSRJP,6495
Bihar,SASARAM,208,Md Shahzad Hussain,ASPKR,3517
Bihar,SASARAM,208,Rekha Devi,SBSP,2918
Bihar,SASARAM,208,Vivek Kumar,IND,2788
Bihar,SASARAM,208,Arman Ahmad Khan,AAAP,1067
Bihar,SASARAM,208,Kumari Archana Gupta,IND,1027
Bihar,SASARAM,208,Dhanjit Sharma,JRJP,1017
Bihar,SASARAM,208,Nota,NOTA,961
Bihar,SASARAM,208,Geeta Devi,IND,876
Bihar,SASARAM,208,Bimal Kant Dubey,IND,860
Bihar,SASARAM,208,Ashutosh Singh,NCP,708
Bihar,SASARAM,208,Jakir Husain,IND,658
Bihar,SASARAM,208,Anand Kumar Gupta,IND,603
Bihar,SASARAM,208,Yash Raj Singh,JHF,600
Bihar,SASARAM,208,Omjeet Kumar,IND,521
Bihar,SASARAM,208,Niranjan Kumar,IND,371
Bihar,SASARAM,208,Lal Mati Devi,IND,347
Bihar,SASARAM,208,Krishna Kumar Singh,IND,346
Bihar,SASARAM,208,Ramayan Paswan,IND,327
Bihar,SASARAM,208,Arif Isain Hussain,IND,254
Bihar,KARGAHAR,209,Bashisth Singh,JD(U),92485
Bihar,KARGAHAR,209,Uday Pratap Singh,BSP,56809
Bihar,KARGAHAR,209,Santosh Kumar Mishra,INC,39333
Bihar,KARGAHAR,209,Ritesh Ranjan,JNSRJP,16298
Bihar,KARGAHAR,209,Shiv Kumar Singh,IND,3097
Bihar,KARGAHAR,209,Nota,NOTA,3013
Bihar,KARGAHAR,209,Govardhan Singh,IND,2499
Bihar,KARGAHAR,209,Mahendra Prasad Gupta,CPI,2362
Bihar,KARGAHAR,209,Ramsundar Pal,IND,1190
Bihar,KARGAHAR,209,Mantu Kumar,LKSHPLK,792
Bihar,KARGAHAR,209,Amit Kumar,RSTRSNTP,760
Bihar,KARGAHAR,209,Deepak Kumar,IND,468
Bihar,KARGAHAR,209,Ramesar Noniya,RJBP,458
Bihar,DINARA,210,Alok Kumar Singh,RSHTLKM,78338
Bihar,DINARA,210,Shashi Shankar Kumar Alias Rajesh Yadav,RJD,67504
Bihar,DINARA,210,Jai Kumar Singh,IND,17839
Bihar,DINARA,210,Malti Devi,BSP,8382
Bihar,DINARA,210,Sanjay Kumar,JNSRJP,6406
Bihar,DINARA,210,Nota,NOTA,1631
Bihar,DINARA,210,Rama Kant Ram,IND,1422
Bihar,DINARA,210,Munna Singh,IND,1417
Bihar,DINARA,210,Anil Kumar Singh,LOHJD,1140
Bihar,DINARA,210,Bhupesh Singh,RASLJP,899
Bihar,DINARA,210,Manoj Kumar Singh,NCP,781
Bihar,DINARA,210,Niranjan Kumar Ray,IND,681
Bihar,DINARA,210,Abhishek Ranjan,IND,624
Bihar,NOKHA,211,Nagendra Chandravanshi,JD(U),93193
Bihar,NOKHA,211,Anita Devi,RJD,69139
Bihar,NOKHA,211,Nasrullah Khan,JNSRJP,4831
Bihar,NOKHA,211,Sunita Kumari,BSP,4373
Bihar,NOKHA,211,Nota,NOTA,3400
Bihar,NOKHA,211,Sarveshwar Tiwary,IND,2753
Bihar,NOKHA,211,Dhananjay Paswan,SBSP,1381
Bihar,NOKHA,211,Arvind Kumar,BHRTLKCHTP,1307
Bihar,NOKHA,211,Santosh Kumar Singh,RJBP,799
Bihar,NOKHA,211,Ranjan Kumar Choudhary,BHMP,430
Bihar,NOKHA,211,Ajeet Kumar Singh,PPID,368
Bihar,NOKHA,211,Ashok Kumar Singh,LOHJD,341
Bihar,DEHRI,212,Rajeev Ranjan Singh Alias Sonu Singh,LJPRV,104022
Bihar,DEHRI,212,Guddu Kumar Chandrawansi,RJD,68054
Bihar,DEHRI,212,Phate Bahadur Singh,ASPKR,7003
Bihar,DEHRI,212,Pradeep Lallan Singh,JNSRJP,4323
Bihar,DEHRI,212,Nota,NOTA,2405
Bihar,DEHRI,212,Saroj Kumar Singh,IND,1806
Bihar,DEHRI,212,Pradip Kumar Joshi,RSWD,1762
Bihar,DEHRI,212,Ranjan Kumar,IND,724
Bihar,DEHRI,212,Md. Ekram Ansari,IND,570
Bihar,DEHRI,212,Sameer Kumar,IND,565
Bihar,DEHRI,212,Indra Raj Roushan Alias Pappu Yadav,IND,358
Bihar,KARAKAT,213,Arun Singh (vill-ajnap Tola),CPI(ML)(L),74157
Bihar,KARAKAT,213,Mahabali Singh,JD(U),71321
Bihar,KARAKAT,213,Jyoti Singh,IND,23469
Bihar,KARAKAT,213,Yogendra Singh,JNSRJP,7503
Bihar,KARAKAT,213,Bandana Raj,BSP,7377
Bihar,KARAKAT,213,Nota,NOTA,5765
Bihar,KARAKAT,213,Banshidhar Singh,IND,3019
Bihar,KARAKAT,213,Mantu Choudhary,IND,1206
Bihar,KARAKAT,213,Md. Irshad Khan,LOHJD,995
Bihar,KARAKAT,213,Amit Kumar Mishra,IND,667
Bihar,KARAKAT,213,Arun Singh (vill-kurur),IND,600
Bihar,KARAKAT,213,Ayodhya Ram,IND,587
Bihar,KARAKAT,213,Nirmal Sharma,JRJP,553
Bihar,KARAKAT,213,Amit Upadhayay,IND,496
Bihar,ARWAL,214,Manoj Kumar,BJP,79854
Bihar,ARWAL,214,Mahanand Singh,CPI(ML)(L),65761
Bihar,ARWAL,214,Veerendra Prasad Alias Veerendra Kumar,IND,3879
Bihar,ARWAL,214,Shekhar Ram,BSP,3719
Bihar,ARWAL,214,Kunti Devi,JNSRJP,3376
Bihar,ARWAL,214,Pancham Kumar,SBSP,3176
Bihar,ARWAL,214,Satyendra Prasad Sharma,IND,2726
Bihar,ARWAL,214,Divya Bharti,RASLJP,1724
Bihar,ARWAL,214,Amitesh Kumar,IND,1617
Bihar,ARWAL,214,Nota,NOTA,1451
Bihar,ARWAL,214,Manoj Kumar Santosh,IND,1439
Bihar,ARWAL,214,Arun Kumar,JNSKJNDL,804
Bihar,ARWAL,214,Chandra Shekhar Yadav,IND,566
Bihar,ARWAL,214,Kajal Devi,IND,436
Bihar,ARWAL,214,Vikash Kumar,DJHP,343
Bihar,ARWAL,214,Mansur Alam,AJPP,264
Bihar,KURTHA,215,Pappu Kumar Verma,JD(U),74466
Bihar,KURTHA,215,Kumar Krishna Mohan Urf Suday Yadav,RJD,68985
Bihar,KURTHA,215,Rambali Singh,JNSRJP,5030
Bihar,KURTHA,215,Ashok Kumar,BSP,3338
Bihar,KURTHA,215,Buddhadev Sav,IND,2327
Bihar,KURTHA,215,Nota,NOTA,1783
Bihar,KURTHA,215,Raushan Kumar,IND,1642
Bihar,KURTHA,215,Vinod Kumar,IND,1464
Bihar,KURTHA,215,Uma Shankar Sharan,AAAP,1444
Bihar,KURTHA,215,Arun Kumar Alias Arun Kushwaha,BLSP,1428
Bihar,KURTHA,215,Vikash Kumar,IND,1353
Bihar,KURTHA,215,Niraj Kumar,IND,1201
Bihar,KURTHA,215,Rupesh Kumar,SUCI,930
Bihar,KURTHA,215,Avinash Kumar,IND,476
Bihar,JEHANABAD,216,Rahul Kumar,RJD,86402
Bihar,JEHANABAD,216,Chandeshwar Prasad,JD(U),85609
Bihar,JEHANABAD,216,Abhiram Singh,JNSRJP,5760
Bihar,JEHANABAD,216,Nota,NOTA,4577
Bihar,JEHANABAD,216,Ritesh Kumar,IND,4330
Bihar,JEHANABAD,216,Bablu Kumar,IND,1274
Bihar,JEHANABAD,216,Baleshwar Singh,AAAP,1175
Bihar,JEHANABAD,216,Siddhanath Kumar,KSNSNGSMT,1151
Bihar,JEHANABAD,216,Raju Kumar,SUCI,932
Bihar,JEHANABAD,216,Pramod Yadav,RASLJP,927
Bihar,JEHANABAD,216,Nitish Kumar,BGDRPP,905
Bihar,JEHANABAD,216,Rambha Kumari,SMJWDLKPRS,499
Bihar,GHOSI,217,Rituraj Kumar,JD(U),80740
Bihar,GHOSI,217,Rambali Singh Yadav,CPI(ML)(L),68811
Bihar,GHOSI,217,Anuradha Sinha,BSP,3715
Bihar,GHOSI,217,Wasif Husnain,IND,3493
Bihar,GHOSI,217,Satyendra Prasad Yadav,IND,3073
Bihar,GHOSI,217,Nota,NOTA,3073
Bihar,GHOSI,217,Prabhat Kumar,JNSRJP,3070
Bihar,GHOSI,217,Rajesh Ranjan,IND,1931
Bihar,GHOSI,217,Indu Kumari,SUCI,1842
Bihar,GHOSI,217,Rakesh Roushan,AJPR,836
Bihar,GHOSI,217,Vijay Sharma,BHRTSP,567
Bihar,GHOSI,217,Saryu Prasad Singh,KSNSNGSMT,441
Bihar,MAKHDUMPUR (SC),218,Subedar Das,RJD,74769
Bihar,MAKHDUMPUR (SC),218,Rani Kumari,LJPRV,72939
Bihar,MAKHDUMPUR (SC),218,Shankar Swarup,JNSRJP,4803
Bihar,MAKHDUMPUR (SC),218,Sudhir Choudhary,BSP,3517
Bihar,MAKHDUMPUR (SC),218,Nota,NOTA,2760
Bihar,MAKHDUMPUR (SC),218,Shailendra Chaudhari,IND,2757
Bihar,MAKHDUMPUR (SC),218,Chhotelal Paswan,RASLJP,1733
Bihar,MAKHDUMPUR (SC),218,Minta Devi,IND,1184
Bihar,MAKHDUMPUR (SC),218,Dinesh Paswan,KSNSNGSMT,1145
Bihar,MAKHDUMPUR (SC),218,Prem Kishor Paswan,BHRTLKCHTP,792
Bihar,GOH,219,Amrendra Kumar,RJD,93624
Bihar,GOH,219,Dr. Ranvijay Kumar,BJP,89583
Bihar,GOH,219,Sitaram Dukhari,JNSRJP,7996
Bihar,GOH,219,Md Eklakha,ASPKR,6631
Bihar,GOH,219,Nota,NOTA,4649
Bihar,GOH,219,Shiv Shanker Singh,IND,3115
Bihar,GOH,219,Sanjay Prasad Alias Er. Sanjay Prasad Kushwaha,BSP,1946
Bihar,GOH,219,Sonu Kumar,JRJP,1371
Bihar,GOH,219,Rajeev Ranjan,IND,922
Bihar,GOH,219,Amit Kumar,IND,893
Bihar,GOH,219,Arun Kumar Amar,SP(I),487
Bihar,GOH,219,Mundrika Prasad,IND,452
Bihar,OBRA,220,Prakash Chandra,LJPRV,91638
Bihar,OBRA,220,Rishi Kumar,RJD,79625
Bihar,OBRA,220,Sanjay Kumar,BSP,7896
Bihar,OBRA,220,Md Taufique Alam,IND,4566
Bihar,OBRA,220,Uday Narayan Rajbhar,SBSP,3968
Bihar,OBRA,220,Sudhir Kumar Sharma,JNSRJP,3779
Bihar,OBRA,220,Ram Raj Yadav,IND,2820
Bihar,OBRA,220,Som Prakash,SPL,1686
Bihar,OBRA,220,Harisant Kumar,IND,1577
Bihar,OBRA,220,Shiv Nath Sav,IND,1398
Bihar,OBRA,220,Pratima Kumari,RASLJP,1096
Bihar,OBRA,220,Nota,NOTA,919
Bihar,OBRA,220,Braj Kishor Singh,IND,829
Bihar,OBRA,220,Dharmendra Kumar S/o Rajeshwar Vishwakarma,JRJP,613
Bihar,OBRA,220,Jitendra Dubey,ABJS,485
Bihar,OBRA,220,Dhiraj Kumar,IND,482
Bihar,OBRA,220,Ajit Kumar,AJPR,373
Bihar,OBRA,220,Dr. Dharmendra Kumar S/o Shymadat Vishwkarma,AHFBK,371
Bihar,OBRA,220,Jaynand Ram,NIUP,301
Bihar,NABINAGAR,221,Chetan Anand,JD(U),80380
Bihar,NABINAGAR,221,Amod Kumar Singh,RJD,80268
Bihar,NABINAGAR,221,Lav Kumar Singh,IND,7075
Bihar,NABINAGAR,221,Vinod Kumar,BSP,6595
Bihar,NABINAGAR,221,Archana Chandra,JNSRJP,4085
Bihar,NABINAGAR,221,Nota,NOTA,4042
Bihar,NABINAGAR,221,Mritunjay Kumar,IND,3670
Bihar,NABINAGAR,221,Dharmendra Rajwar,SBSP,2336
Bihar,NABINAGAR,221,Anil Ram,SUCI,906
Bihar,NABINAGAR,221,Ajay Bhuiyan,SPL,709
Bihar,KUTUMBA (SC),222,Lalan Ram,HAMS,84727
Bihar,KUTUMBA (SC),222,Rajesh Kumar,INC,63202
Bihar,KUTUMBA (SC),222,Shyambali Ram,JNSRJP,6065
Bihar,KUTUMBA (SC),222,Ram Janam Ram,ASPKR,6022
Bihar,KUTUMBA (SC),222,Nota,NOTA,2614
Bihar,KUTUMBA (SC),222,Viramanu Kumar Bhushan,IND,2578
Bihar,KUTUMBA (SC),222,Prakash Kumar,BSP,2549
Bihar,KUTUMBA (SC),222,Pushp Lata Devi,IND,1427
Bihar,KUTUMBA (SC),222,Angad Kumar,GNASURKP,1412
Bihar,KUTUMBA (SC),222,Rakesh Ram,IND,1165
Bihar,KUTUMBA (SC),222,Rima Kumari,RSTJLKPS,1019
Bihar,KUTUMBA (SC),222,Narendra Kumar Ram,IND,864
Bihar,AURANGABAD,223,Trivikram Narayan Singh,BJP,87200
Bihar,AURANGABAD,223,Anand Shankar Singh,INC,80406
Bihar,AURANGABAD,223,Shakti Kumar Mishra,BSP,19776
Bihar,AURANGABAD,223,Nota,NOTA,3352
Bihar,AURANGABAD,223,Surendra Prasad,IND,2854
Bihar,AURANGABAD,223,Nand Kishor Yadav,JNSRJP,2755
Bihar,AURANGABAD,223,Loknath Singh,IND,1335
Bihar,AURANGABAD,223,Ram Swarup Paswan,IND,658
Bihar,AURANGABAD,223,Rambahadur Singh,IND,618
Bihar,AURANGABAD,223,Neha Kumari,IND,372
Bihar,AURANGABAD,223,Binod Prasad Chaudhari,IND,340
Bihar,AURANGABAD,223,Vinay Kumar Singh,AHFBK,302
Bihar,AURANGABAD,223,Prayag Paswan,SUCI,297
Bihar,AURANGABAD,223,Dhirendra Kumar Singh,IND,273
Bihar,AURANGABAD,223,Ashish Kumar Soni,IND,258
Bihar,AURANGABAD,223,Ajit Kumar,IND,198
Bihar,RAFIGANJ,224,Pramod Kumar Singh,JD(U),107515
Bihar,RAFIGANJ,224,Ghulam Shahid,RJD,95559
Bihar,RAFIGANJ,224,Nota,NOTA,4958
Bihar,RAFIGANJ,224,Suman Kumari,BSP,4432
Bihar,RAFIGANJ,224,Suryadeep Singh,IND,4215
Bihar,RAFIGANJ,224,Vikash Kumar Singh,JNSRJP,3029
Bihar,RAFIGANJ,224,Nandlal Suman,IND,1051
Bihar,RAFIGANJ,224,Sat Narain,IND,1032
Bihar,RAFIGANJ,224,Ritesh Kumar,IND,774
Bihar,RAFIGANJ,224,Upendra Kumar,IND,555
Bihar,RAFIGANJ,224,Rahul Kumar,JRJP,438
Bihar,RAFIGANJ,224,Maheshwar Paswan,AHFBK,434
Bihar,RAFIGANJ,224,Rajesh Kumar,SBKP,247
Bihar,GURUA,225,Upendra Prasad,BJP,99758
Bihar,GURUA,225,Vinay Kumar,RJD,75564
Bihar,GURUA,225,Raghvendra Narayan Yadav,BSP,8242
Bihar,GURUA,225,Sanjeeva Shyam Singh,JNSRJP,4400
Bihar,GURUA,225,Nota,NOTA,3946
Bihar,GURUA,225,Syed Imran Nabi,ASPKR,3514
Bihar,GURUA,225,Nagdev Paswan,IND,1892
Bihar,GURUA,225,Anil Singh,YSD,1171
Bihar,GURUA,225,Nitish Kumar,RASLJP,1148
Bihar,GURUA,225,Rajendra Kumar,IND,1140
Bihar,GURUA,225,Mahendra Kumar,IND,1035
Bihar,GURUA,225,Dharmendra Narayan,RJTM,600
Bihar,GURUA,225,Samata Kumar,AHFBK,575
Bihar,GURUA,225,Gautam Kumar,SPL,523
Bihar,SHERGHATI,226,Uday Kumar Singh,LJPRV,77270
Bihar,SHERGHATI,226,Pramod Kumar Verma,RJD,63746
Bihar,SHERGHATI,226,Pawan Kishore,JNSRJP,18982
Bihar,SHERGHATI,226,Shane Ali Khan,AIMIM,14754
Bihar,SHERGHATI,226,Surendra Kumar Suman,IND,8284
Bihar,SHERGHATI,226,Nota,NOTA,6968
Bihar,SHERGHATI,226,Shailesh Kumar Mishra,BSP,2745
Bihar,SHERGHATI,226,Mukesh Kumar Yadav,IND,2707
Bihar,SHERGHATI,226,Karan Raj,MADP,1535
Bihar,SHERGHATI,226,Shavina Pravin,IND,1309
Bihar,SHERGHATI,226,Sarju Das Jee Maharaj,IND,1259
Bihar,SHERGHATI,226,Rajiv Kumar,IND,940
Bihar,SHERGHATI,226,Santosh Thakur,SPL,774
Bihar,SHERGHATI,226,Pankaj Kumar Mishra,SMJWDLKPRS,695
Bihar,SHERGHATI,226,Chandradev Kumar Yadav,IND,672
Bihar,IMAMGANJ (SC),227,Deepa Kumari,HAMS,104861
Bihar,IMAMGANJ (SC),227,Ritu Priya Chaudhary,RJD,79005
Bihar,IMAMGANJ (SC),227,Dr. Ajeet Kumar,JNSRJP,11912
Bihar,IMAMGANJ (SC),227,Nota,NOTA,3596
Bihar,IMAMGANJ (SC),227,Tengar Paswan,IND,2313
Bihar,IMAMGANJ (SC),227,Banarsi Das,PPID,2049
Bihar,IMAMGANJ (SC),227,Rambali Rishiashan,IND,1420
Bihar,IMAMGANJ (SC),227,Vigan Paswan,NIUP,1125
Bihar,BARACHATTI (SC),228,Jyoti Devi,HAMS,108271
Bihar,BARACHATTI (SC),228,Tanushree Kumari,RJD,99378
Bihar,BARACHATTI (SC),228,Nota,NOTA,4329
Bihar,BARACHATTI (SC),228,Hemant Kumar,JNSRJP,3967
Bihar,BARACHATTI (SC),228,G S Ramchandra Das,BSP,3150
Bihar,BARACHATTI (SC),228,Manoj Paswan,PPID,2661
Bihar,BARACHATTI (SC),228,Indradev Paswan,RJBP,1496
Bihar,BARACHATTI (SC),228,Vinay Paswan,IND,1346
Bihar,BARACHATTI (SC),228,Shivnath Kumar Nirala,RASLJP,1192
Bihar,BARACHATTI (SC),228,Arjun Bhuiyan,VVCIP,866
Bihar,BARACHATTI (SC),228,Rahul Kumar,IND,859
Bihar,BARACHATTI (SC),228,Sanjay Mandal,SP(I),720
Bihar,BODH GAYA (SC),229,Kumar Sarvjeet,RJD,100236
Bihar,BODH GAYA (SC),229,Shyamdeo Paswan,LJPRV,99355
Bihar,BODH GAYA (SC),229,Nandlal Kumar,IND,10181
Bihar,BODH GAYA (SC),229,Nota,NOTA,5960
Bihar,BODH GAYA (SC),229,Lakshman Manjhi,JNSRJP,4024
Bihar,BODH GAYA (SC),229,Ashok Kumar Paswan,VVCIP,3675
Bihar,BODH GAYA (SC),229,Ramswrup Rishiyasan,IND,3327
Bihar,BODH GAYA (SC),229,Uday Das,PPID,1543
Bihar,BODH GAYA (SC),229,Kumar Pardeep,IND,1114
Bihar,BODH GAYA (SC),229,Virendra Rajvanshi Alias Bigendra Kumar,SBSP,1005
Bihar,BODH GAYA (SC),229,Sugiya Devi,MOSP,653
Bihar,GAYA TOWN,230,Prem Kumar,BJP,90878
Bihar,GAYA TOWN,230,Akhaury Onkar Nath,INC,64455
Bihar,GAYA TOWN,230,Dhirendra Agarwal,JNSRJP,4479
Bihar,GAYA TOWN,230,Mukesh Kumar Sinha,IND,1115
Bihar,GAYA TOWN,230,Prem Kumar S/o-ayodhya Saw,IND,739
Bihar,GAYA TOWN,230,Rafatali Khan,BSP,724
Bihar,GAYA TOWN,230,Ravi Ranjan,IND,636
Bihar,GAYA TOWN,230,Nota,NOTA,636
Bihar,GAYA TOWN,230,Anil Kumar,AAAP,570
Bihar,GAYA TOWN,230,Shish Mani Kumar,IND,347
Bihar,GAYA TOWN,230,Mohan Kumar,GNTKSP,336
Bihar,GAYA TOWN,230,Prem Kumar S/o-vishnahari Upadhyay,IND,285
Bihar,GAYA TOWN,230,Raj Kishor Singh,PPID,274
Bihar,GAYA TOWN,230,Naresh Parsad,IND,243
Bihar,GAYA TOWN,230,Kashi Prasad,IND,242
Bihar,GAYA TOWN,230,Amrendra Kumar,RSTRSNTP,187
Bihar,GAYA TOWN,230,Md Samim,IND,187
Bihar,GAYA TOWN,230,Md. Mansur Ansari,PECP,136
Bihar,GAYA TOWN,230,Purushottam Kumar Sinha,SMJSTAD,102
Bihar,GAYA TOWN,230,Hasab Akhtar,IND,100
Bihar,GAYA TOWN,230,Sanjeet Kumar,IND,99
Bihar,GAYA TOWN,230,Munna Kumar,SMJWDLKPRS,98
Bihar,GAYA TOWN,230,Shiwam Kumar Sinha,IND,90
Bihar,TIKARI,231,Ajay Kumar,RJD,97550
Bihar,TIKARI,231,Anil Kumar,HAMS,95492
Bihar,TIKARI,231,Nota,NOTA,4268
Bihar,TIKARI,231,Subodh Kumar Singh,IND,3730
Bihar,TIKARI,231,Uday Paswan,BSP,2807
Bihar,TIKARI,231,Shashi Kumar,JNSRJP,2552
Bihar,TIKARI,231,Munna Kumar,IND,2170
Bihar,TIKARI,231,Manoj Kumar Bharti,IND,1425
Bihar,TIKARI,231,Dharmendra Paswan,SAP,1142
Bihar,TIKARI,231,Ramjeet Singh,RJBP,669
Bihar,TIKARI,231,Kundan Kumar,IND,471
Bihar,TIKARI,231,Ashok Kumar,IND,468
Bihar,TIKARI,231,Shaktiman Stutya,VCLINDP,281
Bihar,BELAGANJ,232,Manorma Devi,JD(U),95685
Bihar,BELAGANJ,232,Vishvanath Kumar Singh,RJD,92803
Bihar,BELAGANJ,232,Nota,NOTA,3074
Bihar,BELAGANJ,232,Lalu Yadav,IND,2769
Bihar,BELAGANJ,232,Vibhuti Narayan Singh,IND,2562
Bihar,BELAGANJ,232,Madhumala Kumari,AAAP,2204
Bihar,BELAGANJ,232,Md. Shahabuddin,JNSRJP,1621
Bihar,BELAGANJ,232,Rahul Ranjan,IND,1268
Bihar,BELAGANJ,232,Md. Abdullah,BSKRP,967
Bihar,BELAGANJ,232,Md. Istiyaque Ahmad,IND,837
Bihar,BELAGANJ,232,Richa Jha,SMJWDLKPRS,624
Bihar,BELAGANJ,232,Krishna Prasad Singh,PPID,347
Bihar,BELAGANJ,232,Taravej Alam,TNRMPI,258
Bihar,ATRI,233,Romit Kumar,HAMS,102102
Bihar,ATRI,233,Baijayanti Devi,RJD,76325
Bihar,ATRI,233,Nota,NOTA,3516
Bihar,ATRI,233,Shailendra Kumar,JNSRJP,3177
Bihar,ATRI,233,Md. Vakil Varish,BSP,2817
Bihar,ATRI,233,Chandan,IND,2112
Bihar,ATRI,233,Vidyabhushan Kumar,IND,1343
Bihar,ATRI,233,Subhash Kumar Sinha,IND,1223
Bihar,ATRI,233,Akash Kumar,JRJP,1137
Bihar,ATRI,233,Sahil Kumar,PPID,1120
Bihar,ATRI,233,Avinash Kumar Sonu,JNSKJNDL,1026
Bihar,ATRI,233,Sudhir Kumar,IND,933
Bihar,ATRI,233,Anju Devi,IND,814
Bihar,WAZIRGANJ,234,Birendra Singh,BJP,94574
Bihar,WAZIRGANJ,234,Awadhesh Kumar Singh,INC,81841
Bihar,WAZIRGANJ,234,Chitranjan Kumar,BSP,14303
Bihar,WAZIRGANJ,234,Santosh Kumar,JNSRJP,5017
Bihar,WAZIRGANJ,234,Nota,NOTA,4460
Bihar,WAZIRGANJ,234,Chandan Kumar,IND,2251
Bihar,WAZIRGANJ,234,Suresh Rajvanshi,MOSP,1980
Bihar,WAZIRGANJ,234,Prem Kumar,JNSKJNDL,1316
Bihar,WAZIRGANJ,234,Sanjay Kumar,IND,1142
Bihar,WAZIRGANJ,234,Mohammad Julkar Nain,RASLJP,994
Bihar,WAZIRGANJ,234,Sunil Kumar,PPID,908
Bihar,WAZIRGANJ,234,Pikan Manjhi,IND,760
Bihar,WAZIRGANJ,234,Shambhu Sharan Sheromani,JRJP,666
Bihar,RAJAULI (SC),235,Vimal Rajbanshi,LJPRV,90272
Bihar,RAJAULI (SC),235,Pinki Bharti,RJD,86319
Bihar,RAJAULI (SC),235,Nota,NOTA,4286
Bihar,RAJAULI (SC),235,Akhlesh Kumar,BSP,3832
Bihar,RAJAULI (SC),235,Naresh Chaudhari,JNSRJP,3321
Bihar,RAJAULI (SC),235,Prakash Vir,JNSKJNDL,2856
Bihar,RAJAULI (SC),235,Pratima Kumari,RASLJP,2262
Bihar,RAJAULI (SC),235,Chandan Kumar,SBSP,2160
Bihar,RAJAULI (SC),235,Vijay Kameshwar Paswan,IND,2120
Bihar,RAJAULI (SC),235,Ranjit Kumar,AAAP,1206
Bihar,RAJAULI (SC),235,Ramanand Chaudhary,IND,1054
Bihar,RAJAULI (SC),235,Gorelal Chaudhary,IND,1013
Bihar,HISUA,236,Anil Singh,BJP,95885
Bihar,HISUA,236,Nitu Kumari,INC,68036
Bihar,HISUA,236,Dharmendra Kumar,IND,27871
Bihar,HISUA,236,Sury Dev Prasad,JNSRJP,5063
Bihar,HISUA,236,Nota,NOTA,4941
Bihar,HISUA,236,Sunil Kumar Nirala,IND,3870
Bihar,HISUA,236,Sonali Kumari,IND,1949
Bihar,HISUA,236,Dinanath Thakur,RASLJP,1532
Bihar,HISUA,236,Sunil Kumar,BSP,1503
