ST_CODE,ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),ANUMULA VAMSIKRISHNA,IND,568
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),BIDDIKA RAMAYYA.,IND,636
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1753
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),GANGULAIAH VAMPURU.,JnP,2987
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),GODDETI. MADHAVI,YSRCP,69588
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),KANGALA BALUDORA,IND,418
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),KISHORE CHANDRA DEO,TDP,54056
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),NARAVA SATYAVATHI,IND,743
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),SHRUTI DEVI VYRICHERLA,INC,1327
S01,Andhra Pradesh,1,Araku,10,Palakonda (ST),SWAMULA. SUBRAHMANYAM,JAJGP,203
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),ANUMULA VAMSIKRISHNA,IND,1082
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),BIDDIKA RAMAYYA.,IND,793
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3273
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),GANGULAIAH VAMPURU.,JnP,5391
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),GODDETI. MADHAVI,YSRCP,71694
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),KANGALA BALUDORA,IND,886
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),KISHORE CHANDRA DEO,TDP,51399
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),NARAVA SATYAVATHI,IND,1127
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),SHRUTI DEVI VYRICHERLA,INC,1954
S01,Andhra Pradesh,1,Araku,11,Kurupam (ST),SWAMULA. SUBRAHMANYAM,JAJGP,469
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),ANUMULA VAMSIKRISHNA,IND,530
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),BIDDIKA RAMAYYA.,IND,386
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1474
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),GANGULAIAH VAMPURU.,JnP,4995
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),GODDETI. MADHAVI,YSRCP,68836
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),KANGALA BALUDORA,IND,390
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),KISHORE CHANDRA DEO,TDP,57159
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),NARAVA SATYAVATHI,IND,664
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),SHRUTI DEVI VYRICHERLA,INC,1362
S01,Andhra Pradesh,1,Araku,12,Parvathipuram (SC),SWAMULA. SUBRAHMANYAM,JAJGP,189
S01,Andhra Pradesh,1,Araku,13,Salur (ST),ANUMULA VAMSIKRISHNA,IND,755
S01,Andhra Pradesh,1,Araku,13,Salur (ST),BIDDIKA RAMAYYA.,IND,707
S01,Andhra Pradesh,1,Araku,13,Salur (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,1684
S01,Andhra Pradesh,1,Araku,13,Salur (ST),GANGULAIAH VAMPURU.,JnP,3349
S01,Andhra Pradesh,1,Araku,13,Salur (ST),GODDETI. MADHAVI,YSRCP,76281
S01,Andhra Pradesh,1,Araku,13,Salur (ST),KANGALA BALUDORA,IND,483
S01,Andhra Pradesh,1,Araku,13,Salur (ST),KISHORE CHANDRA DEO,TDP,59128
S01,Andhra Pradesh,1,Araku,13,Salur (ST),NARAVA SATYAVATHI,IND,1154
S01,Andhra Pradesh,1,Araku,13,Salur (ST),SHRUTI DEVI VYRICHERLA,INC,1730
S01,Andhra Pradesh,1,Araku,13,Salur (ST),SWAMULA. SUBRAHMANYAM,JAJGP,261
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),ANUMULA VAMSIKRISHNA,IND,3902
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),BIDDIKA RAMAYYA.,IND,2653
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3354
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),GANGULAIAH VAMPURU.,JnP,8761
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),GODDETI. MADHAVI,YSRCP,83652
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),KANGALA BALUDORA,IND,6430
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),KISHORE CHANDRA DEO,TDP,23849
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),NARAVA SATYAVATHI,IND,3157
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),SHRUTI DEVI VYRICHERLA,INC,3599
S01,Andhra Pradesh,1,Araku,28,ArakuValley (ST),SWAMULA. SUBRAHMANYAM,JAJGP,2034
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),ANUMULA VAMSIKRISHNA,IND,1964
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),BIDDIKA RAMAYYA.,IND,1528
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,3629
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),GANGULAIAH VAMPURU.,JnP,4637
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),GODDETI. MADHAVI,YSRCP,82473
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),KANGALA BALUDORA,IND,1748
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),KISHORE CHANDRA DEO,TDP,27101
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),NARAVA SATYAVATHI,IND,2163
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),SHRUTI DEVI VYRICHERLA,INC,4151
S01,Andhra Pradesh,1,Araku,29,Paderu (ST),SWAMULA. SUBRAHMANYAM,JAJGP,807
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),ANUMULA VAMSIKRISHNA,IND,1410
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),BIDDIKA RAMAYYA.,IND,1160
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,2411
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),GANGULAIAH VAMPURU.,JnP,12125
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),GODDETI. MADHAVI,YSRCP,105037
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),KANGALA BALUDORA,IND,3455
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),KISHORE CHANDRA DEO,TDP,63471
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),NARAVA SATYAVATHI,IND,2223
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),SHRUTI DEVI VYRICHERLA,INC,3533
S01,Andhra Pradesh,1,Araku,53,Rampachodavaram (ST),SWAMULA. SUBRAHMANYAM,JAJGP,742
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,BETHA VIVEKANANDA MAHARAJ,IND,661
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,DOLA JAGAN,INC,2370
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,DUVVADA SRINIVAS,YSRCP,69572
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,KINJARAPU RAM MOHAN NAIDU,TDP,83375
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,MATTA SATISH CHAKRAVARTHY,PPOI,316
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,METTA RAMARAO,JnP,9347
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,NAIDUGARI RAJASEKHAR,IND,858
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,NAMBALLA KRISHNA MOHAN,IND,910
S01,Andhra Pradesh,2,Srikakulam,1,Ichchapuram,PERLA SAMBA MURTHY,BJP,1609
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,BETHA VIVEKANANDA MAHARAJ,IND,448
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,DOLA JAGAN,INC,1650
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,DUVVADA SRINIVAS,YSRCP,66319
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,KINJARAPU RAM MOHAN NAIDU,TDP,70050
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,MATTA SATISH CHAKRAVARTHY,PPOI,157
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,METTA RAMARAO,JnP,5338
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,NAIDUGARI RAJASEKHAR,IND,662
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,NAMBALLA KRISHNA MOHAN,IND,575
S01,Andhra Pradesh,2,Srikakulam,2,Palasa,PERLA SAMBA MURTHY,BJP,975
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,BETHA VIVEKANANDA MAHARAJ,IND,513
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,DOLA JAGAN,INC,1308
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,DUVVADA SRINIVAS,YSRCP,78289
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,KINJARAPU RAM MOHAN NAIDU,TDP,86897
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,MATTA SATISH CHAKRAVARTHY,PPOI,180
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,METTA RAMARAO,JnP,2163
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,NAIDUGARI RAJASEKHAR,IND,931
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,NAMBALLA KRISHNA MOHAN,IND,634
S01,Andhra Pradesh,2,Srikakulam,3,Tekkali,PERLA SAMBA MURTHY,BJP,754
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,BETHA VIVEKANANDA MAHARAJ,IND,741
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,DOLA JAGAN,INC,1616
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,DUVVADA SRINIVAS,YSRCP,72134
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,KINJARAPU RAM MOHAN NAIDU,TDP,65828
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,MATTA SATISH CHAKRAVARTHY,PPOI,242
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,METTA RAMARAO,JnP,4047
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,NAIDUGARI RAJASEKHAR,IND,791
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,NAMBALLA KRISHNA MOHAN,IND,776
S01,Andhra Pradesh,2,Srikakulam,4,Pathapatnam,PERLA SAMBA MURTHY,BJP,1159
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,BETHA VIVEKANANDA MAHARAJ,IND,516
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,DOLA JAGAN,INC,2007
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,DUVVADA SRINIVAS,YSRCP,77144
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,KINJARAPU RAM MOHAN NAIDU,TDP,86800
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,MATTA SATISH CHAKRAVARTHY,PPOI,224
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,METTA RAMARAO,JnP,5737
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,NAIDUGARI RAJASEKHAR,IND,614
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,NAMBALLA KRISHNA MOHAN,IND,675
S01,Andhra Pradesh,2,Srikakulam,5,Srikakulam,PERLA SAMBA MURTHY,BJP,1387
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,BETHA VIVEKANANDA MAHARAJ,IND,343
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,DOLA JAGAN,INC,1256
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,DUVVADA SRINIVAS,YSRCP,75759
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,KINJARAPU RAM MOHAN NAIDU,TDP,63490
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,MATTA SATISH CHAKRAVARTHY,PPOI,142
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,METTA RAMARAO,JnP,2611
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,NAIDUGARI RAJASEKHAR,IND,538
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,NAMBALLA KRISHNA MOHAN,IND,517
S01,Andhra Pradesh,2,Srikakulam,6,Amadalavalasa,PERLA SAMBA MURTHY,BJP,692
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,BETHA VIVEKANANDA MAHARAJ,IND,592
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,DOLA JAGAN,INC,3249
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,DUVVADA SRINIVAS,YSRCP,81714
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,KINJARAPU RAM MOHAN NAIDU,TDP,72773
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,MATTA SATISH CHAKRAVARTHY,PPOI,180
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,METTA RAMARAO,JnP,2076
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,NAIDUGARI RAJASEKHAR,IND,757
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,NAMBALLA KRISHNA MOHAN,IND,742
S01,Andhra Pradesh,2,Srikakulam,8,Narasannapeta,PERLA SAMBA MURTHY,BJP,781
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Adiraju Yedla,INC,2136
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Ashok Gajapathi Raju Pusapati,TDP,81865
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Bellana Chandra Sekhar,YSRCP,96447
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Chiranjeevi Lingala,ACP,269
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Dhanalakoti Ramana,IND,214
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Ijjurouthu Ramunaidu,IND,1351
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Lagudu. Govinda Rao,JAJGP,112
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Mukka Srinivas Rao,JnP,4534
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,P.V.A. Ananda Sagar,SAPRP,771
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Pentapati Rajesh,IND,312
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Sanyasi Raju Pakalapati,BJP,830
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Surya Bhavani. K,PPOI,130
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Venkata Trindha Rao Veluri,IND,1123
S01,Andhra Pradesh,3,Vizianagaram,7,Etcherla,Yella Rao Siyyadula,IND,158
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Adiraju Yedla,INC,1901
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Ashok Gajapathi Raju Pusapati,TDP,70709
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Bellana Chandra Sekhar,YSRCP,77231
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Chiranjeevi Lingala,ACP,170
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Dhanalakoti Ramana,IND,161
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Ijjurouthu Ramunaidu,IND,444
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Lagudu. Govinda Rao,JAJGP,109
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Mukka Srinivas Rao,JnP,4491
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),P.V.A. Ananda Sagar,SAPRP,653
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Pentapati Rajesh,IND,192
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Sanyasi Raju Pakalapati,BJP,798
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Surya Bhavani. K,PPOI,121
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Venkata Trindha Rao Veluri,IND,981
S01,Andhra Pradesh,3,Vizianagaram,9,Rajam (SC),Yella Rao Siyyadula,IND,169
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Adiraju Yedla,INC,1997
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Ashok Gajapathi Raju Pusapati,TDP,77990
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Bellana Chandra Sekhar,YSRCP,82816
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Chiranjeevi Lingala,ACP,225
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Dhanalakoti Ramana,IND,201
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Ijjurouthu Ramunaidu,IND,404
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Lagudu. Govinda Rao,JAJGP,126
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Mukka Srinivas Rao,JnP,4249
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,P.V.A. Ananda Sagar,SAPRP,1172
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Pentapati Rajesh,IND,210
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Sanyasi Raju Pakalapati,BJP,1081
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Surya Bhavani. K,PPOI,138
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Venkata Trindha Rao Veluri,IND,806
S01,Andhra Pradesh,3,Vizianagaram,14,Bobbili,Yella Rao Siyyadula,IND,177
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Adiraju Yedla,INC,2438
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Ashok Gajapathi Raju Pusapati,TDP,64250
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Bellana Chandra Sekhar,YSRCP,87430
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Chiranjeevi Lingala,ACP,179
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Dhanalakoti Ramana,IND,151
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Ijjurouthu Ramunaidu,IND,924
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Lagudu. Govinda Rao,JAJGP,124
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Mukka Srinivas Rao,JnP,3442
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,P.V.A. Ananda Sagar,SAPRP,713
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Pentapati Rajesh,IND,213
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Sanyasi Raju Pakalapati,BJP,849
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Surya Bhavani. K,PPOI,100
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Venkata Trindha Rao Veluri,IND,909
S01,Andhra Pradesh,3,Vizianagaram,15,Cheepurupalle,Yella Rao Siyyadula,IND,136
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Adiraju Yedla,INC,2710
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Ashok Gajapathi Raju Pusapati,TDP,71872
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Bellana Chandra Sekhar,YSRCP,82956
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Chiranjeevi Lingala,ACP,151
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Dhanalakoti Ramana,IND,214
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Ijjurouthu Ramunaidu,IND,501
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Lagudu. Govinda Rao,JAJGP,111
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Mukka Srinivas Rao,JnP,3627
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,P.V.A. Ananda Sagar,SAPRP,645
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Pentapati Rajesh,IND,178
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Sanyasi Raju Pakalapati,BJP,801
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Surya Bhavani. K,PPOI,148
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Venkata Trindha Rao Veluri,IND,1100
S01,Andhra Pradesh,3,Vizianagaram,16,Gajapathinagaram,Yella Rao Siyyadula,IND,150
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Adiraju Yedla,INC,2707
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Ashok Gajapathi Raju Pusapati,TDP,72449
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Bellana Chandra Sekhar,YSRCP,85233
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Chiranjeevi Lingala,ACP,169
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Dhanalakoti Ramana,IND,159
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Ijjurouthu Ramunaidu,IND,529
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Lagudu. Govinda Rao,JAJGP,118
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Mukka Srinivas Rao,JnP,6426
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,P.V.A. Ananda Sagar,SAPRP,624
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Pentapati Rajesh,IND,201
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Sanyasi Raju Pakalapati,BJP,657
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Surya Bhavani. K,PPOI,97
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Venkata Trindha Rao Veluri,IND,1020
S01,Andhra Pradesh,3,Vizianagaram,17,Nellimarla,Yella Rao Siyyadula,IND,140
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Adiraju Yedla,INC,1718
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Ashok Gajapathi Raju Pusapati,TDP,88172
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Bellana Chandra Sekhar,YSRCP,61353
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Chiranjeevi Lingala,ACP,98
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Dhanalakoti Ramana,IND,72
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Ijjurouthu Ramunaidu,IND,397
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Lagudu. Govinda Rao,JAJGP,87
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Mukka Srinivas Rao,JnP,7010
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,P.V.A. Ananda Sagar,SAPRP,403
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Pentapati Rajesh,IND,155
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Sanyasi Raju Pakalapati,BJP,1886
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Surya Bhavani. K,PPOI,88
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Venkata Trindha Rao Veluri,IND,397
S01,Andhra Pradesh,3,Vizianagaram,18,Vizianagaram,Yella Rao Siyyadula,IND,80
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,ANMISH VARMA,IND,153
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,B. JAYA VENU GOPAL,PPOI,171
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,BHARAT MATHUKUMILLI,TDP,73414
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,DAGGUBATI PURANDESWARI,BJP,2539
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,DurgAPRASAD. GUNTU,IND,403
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,GAMPALA SOMASUNDARAM,IND,150
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,GANNU MALLAYYA,IND,253
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,GEORGE BANGARI,VCK,492
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,KOTHAPALLI GEETHA,IND,176
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,M V V SATYANARAYANA,YSRCP,81394
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,PEDADA. RAMANIKUMARI,INC,1513
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,PULAPAKA RAJA SEKHAR,IND,443
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,R. UDAYA GOWRI,IND,171
S01,Andhra Pradesh,4,Visakhapatnam,19,Srungavarapukota,V.V. LAKSHMI NARAYANA,JnP,16632
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,ANMISH VARMA,IND,444
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,B. JAYA VENU GOPAL,PPOI,364
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,BHARAT MATHUKUMILLI,TDP,87380
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,DAGGUBATI PURANDESWARI,BJP,3361
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,DurgAPRASAD. GUNTU,IND,631
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,GAMPALA SOMASUNDARAM,IND,352
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,GANNU MALLAYYA,IND,360
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,GEORGE BANGARI,VCK,814
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,KOTHAPALLI GEETHA,IND,321
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,M V V SATYANARAYANA,YSRCP,88014
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,PEDADA. RAMANIKUMARI,INC,1980
S01,Andhra Pradesh,4,Visakhapatnam,20,Bhimili,PULAPAKA RAJA SEKHAR,IND,643
