ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY,VOTES
S05,Goa,3,Bicholim,DR. CHANDRAKANT SHETYE,MALE,50.0,GENERAL,IND,9608
S05,Goa,3,Bicholim,NARESH RAJARAM SAWAL,MALE,56.0,GENERAL,MAG,9290
S05,Goa,3,Bicholim,RAJESH TULSHIDAS PATNEKAR,MALE,58.0,GENERAL,BJP,5141
S05,Goa,3,Bicholim,MEGHASHYAM VAMAN RAUT,MALE,47.0,GENERAL,INC,913
S05,Goa,3,Bicholim,ANISH AVINASH NAIK,MALE,31.0,GENERAL,RVLTGONP,593
S05,Goa,3,Bicholim,NOTA,NOTA,NOTA,NOTA,NOTA,341
S05,Goa,4,Tivim,NILKANTH RAMNATH HALARNKAR,MALE,61.0,GENERAL,BJP,9414
S05,Goa,4,Tivim,KAVITA KANDOLKAR,FEMALE,45.0,GENERAL,AITC,7363
S05,Goa,4,Tivim,TUKARAM BHARAT PARAB,MALE,37.0,GENERAL,RVLTGONP,5051
S05,Goa,4,Tivim,AMAN LOTLIKAR,MALE,44.0,GENERAL,INC,1262
S05,Goa,4,Tivim,UDAI SALKAR,MALE,59.0,GENERAL,AAAP,421
S05,Goa,4,Tivim,NOTA,NOTA,NOTA,NOTA,NOTA,202
S05,Goa,4,Tivim,SWAPNESH BHANUDAS SHERLEKAR,MALE,38.0,GENERAL,GSB,143
S05,Goa,4,Tivim,GODFREY D' LIMA,MALE,38.0,GENERAL,NCP,73
S05,Goa,5,Mapusa,JOSHUA PETER DE SOUZA,MALE,33.0,GENERAL,BJP,10195
S05,Goa,5,Mapusa,SUDHIR RAMA KANDOLKAR,MALE,64.0,GENERAL,INC,8548
S05,Goa,5,Mapusa,RAHUL MHAMBRE,MALE,50.0,GENERAL,AAAP,1511
S05,Goa,5,Mapusa,TARAK AROLKAR,MALE,42.0,GENERAL,AITC,1366
S05,Goa,5,Mapusa,ROHAN SALGAONKAR,MALE,27.0,GENERAL,RVLTGONP,996
S05,Goa,5,Mapusa,NOTA,NOTA,NOTA,NOTA,NOTA,296
S05,Goa,5,Mapusa,JITESH JIVAJI KAMAT,MALE,43.0,GENERAL,SHS,126
S05,Goa,5,Mapusa,NEETA PARESH KHANVILKAR,FEMALE,39.0,GENERAL,IND,60
S05,Goa,5,Mapusa,SUDESH DIGAMBER HASOTIKAR,MALE,59.0,SC,IND,40
S05,Goa,6,Siolim,DELILAH MICHAEL LOBO,FEMALE,44.0,GENERAL,INC,9699
S05,Goa,6,Siolim,DAYANAND RAYU MANDREKAR,MALE,65.0,GENERAL,BJP,7972
S05,Goa,6,Siolim,GAURESH MANDREKAR,MALE,28.0,GENERAL,RVLTGONP,3188
S05,Goa,6,Siolim,PATRICK SAVIO ALMEIDA,MALE,50.0,GENERAL,IND,1482
S05,Goa,6,Siolim,VISHNU NAIK,MALE,40.0,GENERAL,AAAP,893
S05,Goa,6,Siolim,DATTARAM PEDNEKAR,MALE,57.0,GENERAL,IND,464
S05,Goa,6,Siolim,VINOD DATTARAM PALYEKAR,MALE,59.0,GENERAL,IND,409
S05,Goa,6,Siolim,LEAO F. P. DIAS,MALE,52.0,GENERAL,AITC,219
S05,Goa,6,Siolim,NOTA,NOTA,NOTA,NOTA,NOTA,206
S05,Goa,6,Siolim,CHARISMA FERNANDES,FEMALE,37.0,GENERAL,SHS,167
S05,Goa,6,Siolim,PALLAVI PRADEEP DABHOLKAR,FEMALE,43.0,GENERAL,IND,113
S05,Goa,6,Siolim,ANIL VAMAN KERKAR,MALE,53.0,GENERAL,IND,50
S05,Goa,6,Siolim,DIANA FERNANDES,FEMALE,39.0,GENERAL,SBBGP,43
S05,Goa,6,Siolim,JAGANATH GAONKAR,MALE,65.0,GENERAL,JMBP,35
S05,Goa,7,Saligao,Kedar Jayprakash Naik,MALE,43.0,GENERAL,INC,10045
S05,Goa,7,Saligao,Jayesh Salgaonkar,MALE,47.0,GENERAL,BJP,8146
S05,Goa,7,Saligao,Rohan Kalangutkar,MALE,36.0,GENERAL,RVLTGONP,1928
S05,Goa,7,Saligao,Mario Venancio Cordeiro,MALE,45.0,GENERAL,AAAP,847
S05,Goa,7,Saligao,Rupesh Damodar Naik,MALE,49.0,GENERAL,IND,805
S05,Goa,7,Saligao,Bholanath Ghadi Sakhalkar,MALE,53.0,GENERAL,AITC,352
S05,Goa,7,Saligao,NOTA,NOTA,NOTA,NOTA,NOTA,212
S05,Goa,8,Calangute,Michael Vincent Lobo,MALE,45.0,GENERAL,INC,9285
S05,Goa,8,Calangute,Joseph Robert Sequeira,MALE,61.0,GENERAL,BJP,4306
S05,Goa,8,Calangute,Marcelino Francisco Gonsalves,MALE,52.0,GENERAL,RVLTGONP,2538
S05,Goa,8,Calangute,Sudesh Suresh Mayekar,MALE,33.0,GENERAL,AAAP,1769
S05,Goa,8,Calangute,Anthony Menezes,MALE,58.0,GENERAL,AITC,1690
S05,Goa,8,Calangute,ROSHAN LUKE MATHIAS,MALE,43.0,GENERAL,GSB,561
S05,Goa,8,Calangute,Ricardo D'Souza,MALE,54.0,GENERAL,IND,268
S05,Goa,8,Calangute,NOTA,NOTA,NOTA,NOTA,NOTA,173
S05,Goa,9,Porvorim,Rohan Khaunte,MALE,47.0,GENERAL,BJP,11714
S05,Goa,9,Porvorim,Sandeep Vazarkar,MALE,52.0,GENERAL,AITC,3764
S05,Goa,9,Porvorim,Vikas Ramchandra Prabhudesai,MALE,44.0,GENERAL,INC,3595
S05,Goa,9,Porvorim,Ritesh Chodankar,MALE,48.0,GENERAL,AAAP,1535
S05,Goa,9,Porvorim,NOTA,NOTA,NOTA,NOTA,NOTA,473
S05,Goa,9,Porvorim,Shankar Phadte,MALE,42.0,GENERAL,NCP,156
S05,Goa,10,Aldona,CARLOS ALVARES FERREIRA,MALE,55.0,GENERAL,INC,9320
S05,Goa,10,Aldona,GLENN JOHN VIJAY AMBROSE E SOUZA TICLO,MALE,59.0,GENERAL,BJP,7497
S05,Goa,10,Aldona,KIRAN KANDOLKAR,MALE,50.0,GENERAL,AITC,3647
S05,Goa,10,Aldona,MAHESH SATELKAR,MALE,43.0,GENERAL,AAAP,1306
S05,Goa,10,Aldona,GOVIND GOVENKAR,MALE,44.0,GENERAL,SHS,350
S05,Goa,10,Aldona,NOTA,NOTA,NOTA,NOTA,NOTA,260
S05,Goa,10,Aldona,POOJA MAYEKAR,FEMALE,42.0,GENERAL,IND,116
S05,Goa,11,Panaji,ATANASIO MONSERRATE,MALE,59.0,GENERAL,BJP,6787
S05,Goa,11,Panaji,UTPAL MANOHAR PARRIKAR,MALE,41.0,GENERAL,IND,6071
S05,Goa,11,Panaji,ELVIS GOMES,MALE,59.0,GENERAL,INC,3175
S05,Goa,11,Panaji,VALMIKI DATTA NAIK,MALE,45.0,GENERAL,AAAP,777
S05,Goa,11,Panaji,RAJESH VINAYAK REDKAR,MALE,50.0,GENERAL,RVLTGONP,359
S05,Goa,11,Panaji,NOTA,NOTA,NOTA,NOTA,NOTA,173
S05,Goa,11,Panaji,DEVENDRA SUNDARAM,MALE,47.0,GENERAL,IND,40
S05,Goa,11,Panaji,YESHWANT MADAR,MALE,46.0,GENERAL,IND,37
S05,Goa,12,Taleigao,JENNIFER MONSERRATE,FEMALE,51.0,GENERAL,BJP,10167
S05,Goa,12,Taleigao,TONY ALFREDO RODRIGUES,MALE,66.0,GENERAL,INC,8126
S05,Goa,12,Taleigao,CECILLE RODRIGUES,FEMALE,39.0,GENERAL,AAAP,2607
S05,Goa,12,Taleigao,Joseph Licio Roncon,MALE,34.0,GENERAL,RVLTGONP,1651
S05,Goa,12,Taleigao,NOTA,NOTA,NOTA,NOTA,NOTA,421
S05,Goa,12,Taleigao,ADV. PUNDALIK NAMDEO RAIKER,MALE,47.0,GENERAL,IND,289
S05,Goa,12,Taleigao,SHUBHANGI DEU SAWANT,FEMALE,30.0,GENERAL,MAG,123
S05,Goa,12,Taleigao,SHIVANAND HARIJAN,MALE,35.0,GENERAL,IND,26
S05,Goa,12,Taleigao,DILIP KASHINATH GHADI,MALE,58.0,GENERAL,IND,25
S05,Goa,13,St.Cruz,Rodolfo Louis Fernandes,MALE,55.0,GENERAL,INC,8841
S05,Goa,13,St.Cruz,Antonio Caetano Fernandes,MALE,56.0,GENERAL,BJP,6377
S05,Goa,13,St.Cruz,Amit Palekar,MALE,45.0,GENERAL,AAAP,4098
S05,Goa,13,St.Cruz,Ajay Tipu Kholkar,MALE,33.0,ST,RVLTGONP,2497
S05,Goa,13,St.Cruz,Victor Benjamin Gonsalves,MALE,60.0,GENERAL,AITC,523
S05,Goa,13,St.Cruz,NOTA,NOTA,NOTA,NOTA,NOTA,349
S05,Goa,14,St. Andre,Viresh Mukesh Borkar,MALE,28.0,GENERAL,RVLTGONP,5395
S05,Goa,14,St. Andre,Francisco Silveira,MALE,53.0,GENERAL,BJP,5319
S05,Goa,14,St. Andre,Anthony Lino Fernandes,MALE,56.0,GENERAL,INC,2695
S05,Goa,14,St. Andre,Jagdish Umakant Bhobe,MALE,52.0,GENERAL,AITC,1261
S05,Goa,14,St. Andre,Ramrao Surya Naik Wagh,MALE,55.0,GENERAL,AAAP,1122
S05,Goa,14,St. Andre,Rama Kankonkar,MALE,36.0,ST,IND,219
S05,Goa,14,St. Andre,NOTA,NOTA,NOTA,NOTA,NOTA,137
S05,Goa,14,St. Andre,Estevan Elvis D'Souza,MALE,32.0,GENERAL,NCP,131
S05,Goa,15,Cumbarjua,Rajesh Faldessai,MALE,46.0,GENERAL,INC,6776
S05,Goa,15,Cumbarjua,Janita Pandurang Madkaikar,FEMALE,51.0,ST,BJP,3949
S05,Goa,15,Cumbarjua,Rohan Ranganath Harmalkar,MALE,32.0,GENERAL,IND,3870
S05,Goa,15,Cumbarjua,Samil Audumber Volvaiker,MALE,51.0,GENERAL,AITC,3072
S05,Goa,15,Cumbarjua,Chhagan Narayan Naik,MALE,54.0,GENERAL,RVLTGONP,2442
S05,Goa,15,Cumbarjua,Gorakhanath Suresh Kerkar,MALE,50.0,GENERAL,AAAP,1022
S05,Goa,15,Cumbarjua,NOTA,NOTA,NOTA,NOTA,NOTA,328
S05,Goa,15,Cumbarjua,Maria Christina Varela,FEMALE,62.0,GENERAL,GSB,91
S05,Goa,16,Maem,PREMENDRA VISHNU SHET,MALE,50.0,GENERAL,BJP,7874
S05,Goa,16,Maem,SANTOSH KUMAR SAWANT,MALE,48.0,GENERAL,GFP,4738
S05,Goa,16,Maem,SHRIKRISHNA RAVINDRA PARAB,MALE,31.0,GENERAL,RVLTGONP,3974
S05,Goa,16,Maem,PRAVIN ZANTYE,MALE,55.0,GENERAL,MAG,3424
S05,Goa,16,Maem,MILIND TULSHIDAS PILGAONKAR,MALE,47.0,GENERAL,IND,2316
S05,Goa,16,Maem,RAJESH TULSHIDAS KALANGUTKAR,MALE,49.0,GENERAL,AAAP,2084
S05,Goa,16,Maem,ROHAN VAMAN SAWAIKAR,MALE,41.0,GENERAL,IND,465
S05,Goa,16,Maem,NOTA,NOTA,NOTA,NOTA,NOTA,332
S05,Goa,16,Maem,SHEELA SANDEEP GHATWAL,FEMALE,50.0,GENERAL,IND,192
S05,Goa,16,Maem,DEEPKUMAR D. MAPARI,MALE,40.0,GENERAL,IND,89
S05,Goa,17,Sanquelim,Dr. Pramod Sawant,MALE,48.0,GENERAL,BJP,12250
S05,Goa,17,Sanquelim,Dharmesh Saglani,MALE,46.0,GENERAL,INC,11584
S05,Goa,17,Sanquelim,Sujay Gauns,MALE,26.0,GENERAL,RVLTGONP,742
S05,Goa,17,Sanquelim,Mahadev Yeshwant Khandekar,MALE,54.0,GENERAL,MAG,370
S05,Goa,17,Sanquelim,NOTA,NOTA,NOTA,NOTA,NOTA,286
S05,Goa,17,Sanquelim,Manojkumar Ghadi,MALE,48.0,GENERAL,AAAP,109
S05,Goa,17,Sanquelim,Sagar Dhargalkar,MALE,41.0,GENERAL,SHS,99
S05,Goa,17,Sanquelim,Sunil Datta Satodkar,MALE,39.0,GENERAL,IND,98
S05,Goa,17,Sanquelim,Daudkhan Pathan,MALE,44.0,GENERAL,IND,32
S05,Goa,17,Sanquelim,Mahesh Parab,MALE,49.0,GENERAL,IND,30
S05,Goa,17,Sanquelim,Sunil Suresh Fulari,MALE,49.0,GENERAL,IND,27
S05,Goa,17,Sanquelim,Lavu Gurunath Petkar,MALE,48.0,GENERAL,IND,25
S05,Goa,17,Sanquelim,Navanath Ramkrishna Mulvi,MALE,59.0,GENERAL,JMBP,14
S05,Goa,18,Poriem,DEVIYA VISHWAJIT RANE,FEMALE,48.0,GENERAL,BJP,17816
S05,Goa,18,Poriem,VISHWAJIT RANE,MALE,49.0,GENERAL,AAAP,3873
S05,Goa,18,Poriem,SAMEER SATARKAR,MALE,29.0,GENERAL,RVLTGONP,3513
S05,Goa,18,Poriem,GANPAT GAONKAR,MALE,52.0,GENERAL,AITC,1500
S05,Goa,18,Poriem,RANJIT JAYASINGRAO RANE,MALE,58.0,GENERAL,INC,1488
S05,Goa,18,Poriem,NOTA,NOTA,NOTA,NOTA,NOTA,542
S05,Goa,18,Poriem,GURUDAS GAONKAR,MALE,45.0,GENERAL,SHS,267
S05,Goa,18,Poriem,JAYESHWAR GAWDE,MALE,47.0,GENERAL,JMBP,246
S05,Goa,19,Valpoi,VISHWAJIT PRATAPSINGH RANE,MALE,50.0,GENERAL,BJP,14462
S05,Goa,19,Valpoi,TUKARAM BHARAT PARAB,MALE,37.0,GENERAL,RVLTGONP,6377
S05,Goa,19,Valpoi,SATYAVIJAY NAIK,MALE,63.0,GENERAL,AAAP,2599
S05,Goa,19,Valpoi,MANISHA SHENVI USGAONKAR,FEMALE,43.0,GENERAL,INC,2101
S05,Goa,19,Valpoi,NOTA,NOTA,NOTA,NOTA,NOTA,411
S05,Goa,19,Valpoi,SUDESH MADHUKAR PARAB,MALE,50.0,GENERAL,JMBP,354
S05,Goa,19,Valpoi,VISHVESH PRABHU,MALE,43.0,GENERAL,MAG,346
S05,Goa,19,Valpoi,DEVIDAS GAONKAR,MALE,53.0,GENERAL,SHS,183
S05,Goa,19,Valpoi,ROHIDAS SADA GAONKAR,MALE,52.0,GENERAL,IND,137
S05,Goa,20,Priol,Govind Shepu Gaude,MALE,50.0,ST,BJP,11019
S05,Goa,20,Priol,Pandurang Alias Deepak Dhavalikar,MALE,63.0,GENERAL,MAG,10806
S05,Goa,20,Priol,Sandeep Nigalye,MALE,53.0,GENERAL,IND,2697
S05,Goa,20,Priol,Vishvesh Naik,MALE,34.0,GENERAL,RVLTGONP,2517
S05,Goa,20,Priol,Dinesh Shiva Zalmi,MALE,46.0,ST,INC,303
S05,Goa,20,Priol,Nonu Chandrakant Naik,MALE,54.0,GENERAL,AAAP,245
S05,Goa,20,Priol,NOTA,NOTA,NOTA,NOTA,NOTA,244
S05,Goa,20,Priol,Digvijay Madhu Velingkar,MALE,36.0,GENERAL,NCP,149
S05,Goa,20,Priol,Dattaram Tukaram Shetkar,MALE,63.0,GENERAL,IND,85
S05,Goa,21,Ponda,RAVI NAIK,MALE,75.0,GENERAL,BJP,7514
S05,Goa,21,Ponda,KETAN PRABHU BHATIKAR,MALE,38.0,GENERAL,MAG,7437
S05,Goa,21,Ponda,RAJESH VERENKAR,MALE,48.0,GENERAL,INC,6839
S05,Goa,21,Ponda,SANISH TILVE,MALE,28.0,GENERAL,RVLTGONP,1770
S05,Goa,21,Ponda,SANDEEP SINAI KHANDEPARKAR,MALE,60.0,GENERAL,IND,1237
S05,Goa,21,Ponda,SUREL TILVE,MALE,37.0,GENERAL,AAAP,620
S05,Goa,21,Ponda,NOTA,NOTA,NOTA,NOTA,NOTA,292
S05,Goa,21,Ponda,NARESH PADWALKAR,MALE,46.0,GENERAL,IND,92
S05,Goa,22,Siroda,Subhash Shirodkar,MALE,70.0,GENERAL,BJP,8307
S05,Goa,22,Siroda,Mahadev Naik,MALE,63.0,GENERAL,AAAP,6133
S05,Goa,22,Siroda,Shailesh Naik,MALE,40.0,GENERAL,RVLTGONP,5063
S05,Goa,22,Siroda,Sanket Naik Mule,MALE,38.0,GENERAL,MAG,2397
S05,Goa,22,Siroda,Tukaram Borkar,MALE,47.0,GENERAL,INC,1953
S05,Goa,22,Siroda,Subhash Prabhudesai,MALE,66.0,GENERAL,NCP,576
S05,Goa,22,Siroda,NOTA,NOTA,NOTA,NOTA,NOTA,235
S05,Goa,22,Siroda,Snehalo Gracias,MALE,30.0,GENERAL,IND,186
S05,Goa,22,Siroda,Mukesh Naik,MALE,61.0,GENERAL,SBBGP,184
S05,Goa,23,Marcaim,Ramkrishna Alias Sudin Dhavalikar,MALE,65.0,GENERAL,MAG,13963
S05,Goa,23,Marcaim,Sudesh Bhingi,MALE,51.0,GENERAL,BJP,4000
S05,Goa,23,Marcaim,Premanand Gaude,MALE,53.0,ST,RVLTGONP,3488
S05,Goa,23,Marcaim,Lavoo Mamledar,MALE,65.0,GENERAL,INC,1090
S05,Goa,23,Marcaim,Umesh Tendolkar,MALE,47.0,GENERAL,AAAP,419
S05,Goa,23,Marcaim,NOTA,NOTA,NOTA,NOTA,NOTA,373
S05,Goa,23,Marcaim,Santosh Tari,MALE,29.0,GENERAL,GSB,190
S05,Goa,23,Marcaim,Ravindra Talaulikar,MALE,57.0,GENERAL,NCP,140
S05,Goa,23,Marcaim,Harishchandra Naik,MALE,51.0,GENERAL,JMBP,59
S05,Goa,24,Mormugao,Sankalp Amonkar,MALE,46.0,GENERAL,INC,9067
S05,Goa,24,Mormugao,Milind Sagun Naik,MALE,58.0,GENERAL,BJP,7126
S05,Goa,24,Mormugao,Parashuram Umaji Sonurlekar,MALE,40.0,GENERAL,AAAP,159
S05,Goa,24,Mormugao,Paresh Sitaram Toraskar,MALE,40.0,GENERAL,RVLTGONP,130
S05,Goa,24,Mormugao,Jayesh Kashinath Shetgaonkar,MALE,41.0,GENERAL,AITC,123
S05,Goa,24,Mormugao,NOTA,NOTA,NOTA,NOTA,NOTA,107
S05,Goa,24,Mormugao,Nilesh Mahadev Navelkar,MALE,38.0,GENERAL,IND,94
S05,Goa,24,Mormugao,Xeque Mahamod Acbar,MALE,64.0,GENERAL,NCP,58
S05,Goa,24,Mormugao,Enayatulla Khan,MALE,45.0,GENERAL,IND,28
S05,Goa,25,Vasco-Da-Gama,Krishna V. Salkar,MALE,52.0,GENERAL,BJP,13118
S05,Goa,25,Vasco-Da-Gama,Jose Luis Carlos Almeida,MALE,58.0,GENERAL,INC,9461
S05,Goa,25,Vasco-Da-Gama,Saifula Khan,MALE,51.0,GENERAL,AITC,860
S05,Goa,25,Vasco-Da-Gama,Andre Sebastiao Viegas,MALE,61.0,GENERAL,RVLTGONP,851
S05,Goa,25,Vasco-Da-Gama,Sunil Loran,MALE,38.0,GENERAL,AAAP,784
S05,Goa,25,Vasco-Da-Gama,NOTA,NOTA,NOTA,NOTA,NOTA,244
S05,Goa,25,Vasco-Da-Gama,Maruti Shirgaonkar,MALE,39.0,GENERAL,SHS,71
S05,Goa,25,Vasco-Da-Gama,Chandrashekher Vast,MALE,54.0,GENERAL,IND,55
S05,Goa,25,Vasco-Da-Gama,Andrew D’Cunha,MALE,62.0,GENERAL,IND,42
S05,Goa,25,Vasco-Da-Gama,Sandeep Bhagwan Shetye,MALE,47.0,GENERAL,JMBP,20
S05,Goa,26,Dabolim,MAUVIN HELIODORO GODINHO,MALE,62.0,GENERAL,BJP,7594
S05,Goa,26,Dabolim,Captain Viriato Hipolito Mendonca Fernandes,MALE,52.0,GENERAL,INC,6024
S05,Goa,26,Dabolim,Premanand Nanoskar,MALE,45.0,GENERAL,AAAP,2533
S05,Goa,26,Dabolim,Gajanan Borkar,MALE,37.0,GENERAL,RVLTGONP,1129
S05,Goa,26,Dabolim,Jose Filipe De Sousa,MALE,65.0,GENERAL,NCP,1037
S05,Goa,26,Dabolim,NOTA,NOTA,NOTA,NOTA,NOTA,198
S05,Goa,26,Dabolim,Mahesh Bhandari,MALE,35.0,GENERAL,AITC,159
S05,Goa,26,Dabolim,Tara Kerkar,FEMALE,66.0,GENERAL,IND,71
S05,Goa,27,Cortalim,Antonio Vas,MALE,57.0,ST,IND,5522
S05,Goa,27,Cortalim,Olencio Simoes,MALE,35.0,GENERAL,INC,4344
S05,Goa,27,Cortalim,Girish Pillai,MALE,43.0,GENERAL,IND,4251
S05,Goa,27,Cortalim,Gilbert Mariano Rodrigues,MALE,43.0,GENERAL,AITC,3246
S05,Goa,27,Cortalim,Teotonio Inacio Santana Costa,MALE,57.0,GENERAL,RVLTGONP,2480
S05,Goa,27,Cortalim,Narayan Naik,MALE,51.0,GENERAL,BJP,2392
S05,Goa,27,Cortalim,Alina Saldanha,FEMALE,69.0,GENERAL,AAAP,1355
S05,Goa,27,Cortalim,NOTA,NOTA,NOTA,NOTA,NOTA,213
S05,Goa,27,Cortalim,Vishal Gajanan Naik,MALE,31.0,GENERAL,IND,66
S05,Goa,27,Cortalim,Bhakti Bhalchandra Khadapkar,FEMALE,49.0,GENERAL,SHS,55
S05,Goa,28,Nuvem,ALEIXO SEQUEIRA,MALE,64.0,GENERAL,INC,8745
S05,Goa,28,Nuvem,ARVIND D'COSTA,MALE,43.0,GENERAL,RVLTGONP,4348
S05,Goa,28,Nuvem,WILFRED D'SA,MALE,54.0,GENERAL,IND,2961
S05,Goa,28,Nuvem,PACHECO FRANCISCO XAVIER,MALE,57.0,GENERAL,NCP,2073
S05,Goa,28,Nuvem,JOSE R CABRAL (RAJU),MALE,45.0,GENERAL,AITC,1718
S05,Goa,28,Nuvem,DR. MARIANO GODINHO,MALE,67.0,GENERAL,AAAP,1222
S05,Goa,28,Nuvem,Datta Borkar,MALE,63.0,GENERAL,BJP,569
S05,Goa,28,Nuvem,NOTA,NOTA,NOTA,NOTA,NOTA,175
S05,Goa,29,Curtorim,ALEIXO REGINALDO LOURENCO,MALE,52.0,GENERAL,IND,8960
S05,Goa,29,Curtorim,MORENO REBELO,MALE,54.0,GENERAL,INC,3905
S05,Goa,29,Curtorim,RUBERT PEREIRA,MALE,37.0,ST,RVLTGONP,3479
S05,Goa,29,Curtorim,DOMINGO GAUNKAR (DOMNIC),MALE,55.0,ST,AAAP,2793
S05,Goa,29,Curtorim,ANTHONY BARBOSA,MALE,45.0,ST,BJP,2385
S05,Goa,29,Curtorim,ANTHONY ALBERTO PEIXOTO,MALE,42.0,GENERAL,AITC,353
S05,Goa,29,Curtorim,NOTA,NOTA,NOTA,NOTA,NOTA,232
S05,Goa,29,Curtorim,ISIDORIO,MALE,54.0,GENERAL,IND,117
S05,Goa,29,Curtorim,CONCEICAO DIAS,MALE,55.0,GENERAL,IND,109
S05,Goa,30,Fatorda,VIJAI SARDESAI,MALE,51.0,GENERAL,GFP,11063
S05,Goa,30,Fatorda,DAMU G. NAIK,MALE,50.0,GENERAL,BJP,9536
S05,Goa,30,Fatorda,ADV. VALERIE FERNANDES,FEMALE,30.0,GENERAL,RVLTGONP,1556
S05,Goa,30,Fatorda,SANDESH TELEIKAR,MALE,46.0,GENERAL,AAAP,1050
S05,Goa,30,Fatorda,SEOULA VAS,FEMALE,33.0,GENERAL,AITC,635
S05,Goa,30,Fatorda,NOTA,NOTA,NOTA,NOTA,NOTA,254
S05,Goa,30,Fatorda,MICHAEL FERNS,MALE,51.0,GENERAL,IND,56
S05,Goa,31,Margao,DIGAMBAR KAMAT,MALE,67.0,GENERAL,INC,13674
S05,Goa,31,Margao,AJGAONKAR MANOHAR (BABU),MALE,67.0,GENERAL,BJP,5880
S05,Goa,31,Margao,LINCOLN ANTHONY VAZ,MALE,46.0,GENERAL,AAAP,1173
S05,Goa,31,Margao,MAHESH AMONKAR,MALE,52.0,GENERAL,AITC,923
S05,Goa,31,Margao,SHASHIRAJ SUBHA NAIK SHIRODKAR,MALE,59.0,GENERAL,RVLTGONP,722
S05,Goa,31,Margao,NOTA,NOTA,NOTA,NOTA,NOTA,261
S05,Goa,32,Benaulim,Venzy Viegas,MALE,44.0,GENERAL,AAAP,6411
S05,Goa,32,Benaulim,Churchill Alemao,MALE,72.0,GENERAL,AITC,5140
S05,Goa,32,Benaulim,Antonio Feliciano Dias (Tony),MALE,51.0,GENERAL,INC,4697
S05,Goa,32,Benaulim,Desmond Fernandes,MALE,38.0,GENERAL,RVLTGONP,3854
S05,Goa,32,Benaulim,Damodar (Samir) Bandodkar,MALE,44.0,GENERAL,BJP,851
S05,Goa,32,Benaulim,NOTA,NOTA,NOTA,NOTA,NOTA,161
S05,Goa,33,Navelim,Ulhas Tuenkar,MALE,58.0,GENERAL,BJP,5168
S05,Goa,33,Navelim,Valanka Natasha Alemao,FEMALE,41.0,GENERAL,AITC,4738
S05,Goa,33,Navelim,Avertano Furtado,MALE,55.0,GENERAL,INC,3806
S05,Goa,33,Navelim,Mohammad Rehan Mujawar,MALE,26.0,GENERAL,NCP,2622
S05,Goa,33,Navelim,Pratima Betsy Coutinho,FEMALE,43.0,GENERAL,AAAP,2327
S05,Goa,33,Navelim,Bento Da Silva,MALE,56.0,GENERAL,RVLTGONP,2086
S05,Goa,33,Navelim,Digvijit Chavan,MALE,35.0,GENERAL,IND,187
S05,Goa,33,Navelim,NOTA,NOTA,NOTA,NOTA,NOTA,168
S05,Goa,33,Navelim,Antonio Alvares,MALE,55.0,GENERAL,IND,161
S05,Goa,33,Navelim,Francisco Andre Colaco,MALE,47.0,GENERAL,IND,69
