ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY,VOTES
S03,Assam,22,SALMARA SOUTH,FOZLUL HOQUE CHOUDHURY,MALE,36.0,GENERAL,IND,1807
S03,Assam,22,SALMARA SOUTH,NOZRUL ISLAM,MALE,40.0,GENERAL,IND,1477
S03,Assam,22,SALMARA SOUTH,JENAT MOLLAH,MALE,61.0,GENERAL,NCP,1470
S03,Assam,22,SALMARA SOUTH,ABDUS SOBUR MIAH,MALE,61.0,GENERAL,SUCI,1275
S03,Assam,22,SALMARA SOUTH,NURAL ISLAM,MALE,28.0,GENERAL,RUC,1116
S03,Assam,22,SALMARA SOUTH,NOTA,NOTA,NOTA,NOTA,NOTA,937
S03,Assam,22,SALMARA SOUTH,TALEB ALI,MALE,54.0,GENERAL,JD(U),222
S03,Assam,23,DHUBRI,NAZRUL HOQUE,MALE,51.0,GENERAL,AIUDF,123913
S03,Assam,23,DHUBRI,DR. DEBAMOY SANYAL,MALE,62.0,GENERAL,BJP,46100
S03,Assam,23,DHUBRI,RASUL HOQUE,MALE,52.0,GENERAL,IND,2126
S03,Assam,23,DHUBRI,AZAD ALI SHEIKH,MALE,49.0,GENERAL,ASMJTYP,1704
S03,Assam,23,DHUBRI,NOTA,NOTA,NOTA,NOTA,NOTA,1483
S03,Assam,23,DHUBRI,MOBARAK HUSSAIN,MALE,49.0,GENERAL,IND,507
S03,Assam,23,DHUBRI,DEWAN HABIBUR RAHMAN,MALE,60.0,GENERAL,SUCI,323
S03,Assam,23,DHUBRI,TAHABIL ALOM SARKAR,MALE,43.0,GENERAL,JD(U),267
S03,Assam,24,GAURIPUR,NIZANUR RAHMAN,MALE,48.0,GENERAL,AIUDF,112194
S03,Assam,24,GAURIPUR,BANENDRA KUMAR MUSHAHARY,MALE,61.0,ST,BJP,63349
S03,Assam,24,GAURIPUR,NOTA,NOTA,NOTA,NOTA,NOTA,1758
S03,Assam,24,GAURIPUR,ABDUR REZZAK HOSSAIN,MALE,46.0,GENERAL,IND,1758
S03,Assam,24,GAURIPUR,MD. MOHIBUL HAQUE,MALE,62.0,GENERAL,IND,1405
S03,Assam,24,GAURIPUR,KHAGENDRA NATH RAY,MALE,67.0,GENERAL,IND,872
S03,Assam,24,GAURIPUR,MIR HUSSAIN SARKAR,MALE,30.0,GENERAL,RPI(A),790
S03,Assam,24,GAURIPUR,NIRANJAN PRODHANI,MALE,29.0,GENERAL,IND,615
S03,Assam,24,GAURIPUR,JABBAR ALI,MALE,34.0,GENERAL,JD(U),580
S03,Assam,24,GAURIPUR,AKUL BARMAN,MALE,34.0,SC,IND,406
S03,Assam,25,GOLAKGANJ,ABDUS SOBAHAN ALI SARKAR,MALE,45.0,GENERAL,INC,89870
S03,Assam,25,GOLAKGANJ,ASHWINI RAY SARKAR,MALE,49.0,GENERAL,BJP,79171
S03,Assam,25,GOLAKGANJ,ABU TAHER BEPARI,MALE,53.0,GENERAL,IND,10431
S03,Assam,25,GOLAKGANJ,NOTA,NOTA,NOTA,NOTA,NOTA,1172
S03,Assam,25,GOLAKGANJ,SAHIDUR RAHMAN,MALE,44.0,GENERAL,AITC,1114
S03,Assam,25,GOLAKGANJ,NILIMOY PRODHANI,MALE,50.0,GENERAL,IND,1030
S03,Assam,25,GOLAKGANJ,ATIKUR RAHMAN,MALE,54.0,GENERAL,ASMJTYP,410
S03,Assam,25,GOLAKGANJ,MOMINUR ALOM,MALE,28.0,GENERAL,RUC,343
