ST_CODE,ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
S04,Bihar,30,Patna Sahib,182,Bankipur,DR.GOPAL PRASAD SINHA,JD(U),12389
S04,Bihar,30,Patna Sahib,182,Bankipur,GAJENDRA KUMAR,SaBP,253
S04,Bihar,30,Patna Sahib,182,Bankipur,GANESH SAW,BSP,483
S04,Bihar,30,Patna Sahib,182,Bankipur,GANGA VISHNU PRASAD,IND,803
S04,Bihar,30,Patna Sahib,182,Bankipur,JAUHAR AZAD,JDR,161
S04,Bihar,30,Patna Sahib,182,Bankipur,KUMAR RAJIV,IND,318
S04,Bihar,30,Patna Sahib,182,Bankipur,KUNAL SINGH,INC,26108
S04,Bihar,30,Patna Sahib,182,Bankipur,LAL BAHADUR SINGH PATEL,KVD,230
S04,Bihar,30,Patna Sahib,182,Bankipur,NAND KISHORE SINGH,IND,524
S04,Bihar,30,Patna Sahib,182,Bankipur,PARVEEN AMANULLAH,AAAP,3064
S04,Bihar,30,Patna Sahib,182,Bankipur,PARWEZ AHMAD,LKJP,203
S04,Bihar,30,Patna Sahib,182,Bankipur,SHATRUGHANA SINHA,BJP,88724
S04,Bihar,30,Patna Sahib,182,Bankipur,SHREEKANT LABH,SJP(R),304
S04,Bihar,30,Patna Sahib,182,Bankipur,SHYAM NANDAN PRASAD,IND,187
S04,Bihar,30,Patna Sahib,182,Bankipur,UMESH KUMAR,SP,887
S04,Bihar,30,Patna Sahib,182,Bankipur,VIJAY KUMAR SAHNI,IND,140
S04,Bihar,30,Patna Sahib,183,Kumhrar,ANIL KUMAR,IND,274
S04,Bihar,30,Patna Sahib,183,Kumhrar,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,BMUP,481
S04,Bihar,30,Patna Sahib,183,Kumhrar,DR. RAKESH DUTTA MISHRA,BJKD,258
S04,Bihar,30,Patna Sahib,183,Kumhrar,DR.GOPAL PRASAD SINHA,JD(U),13765
S04,Bihar,30,Patna Sahib,183,Kumhrar,GAJENDRA KUMAR,SaBP,232
S04,Bihar,30,Patna Sahib,183,Kumhrar,GANESH SAW,BSP,544
S04,Bihar,30,Patna Sahib,183,Kumhrar,GANGA VISHNU PRASAD,IND,853
S04,Bihar,30,Patna Sahib,183,Kumhrar,JAUHAR AZAD,JDR,244
S04,Bihar,30,Patna Sahib,183,Kumhrar,KUMAR RAJIV,IND,246
S04,Bihar,30,Patna Sahib,183,Kumhrar,KUNAL SINGH,INC,29253
S04,Bihar,30,Patna Sahib,183,Kumhrar,LAL BAHADUR SINGH PATEL,KVD,219
S04,Bihar,30,Patna Sahib,183,Kumhrar,NAND KISHORE SINGH,IND,682
S04,Bihar,30,Patna Sahib,183,Kumhrar,PARVEEN AMANULLAH,AAAP,3402
S04,Bihar,30,Patna Sahib,183,Kumhrar,PARWEZ AHMAD,LKJP,222
S04,Bihar,30,Patna Sahib,183,Kumhrar,SHATRUGHANA SINHA,BJP,93286
S04,Bihar,30,Patna Sahib,183,Kumhrar,SHREEKANT LABH,SJP(R),274
S04,Bihar,30,Patna Sahib,183,Kumhrar,SHYAM NANDAN PRASAD,IND,224
S04,Bihar,30,Patna Sahib,183,Kumhrar,UMESH KUMAR,SP,817
S04,Bihar,30,Patna Sahib,183,Kumhrar,VIJAY KUMAR SAHNI,IND,174
S04,Bihar,30,Patna Sahib,184,Patna Sahib,ANIL KUMAR,IND,396
S04,Bihar,30,Patna Sahib,184,Patna Sahib,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,BMUP,270
S04,Bihar,30,Patna Sahib,184,Patna Sahib,DR. RAKESH DUTTA MISHRA,BJKD,463
S04,Bihar,30,Patna Sahib,184,Patna Sahib,DR.GOPAL PRASAD SINHA,JD(U),13907
S04,Bihar,30,Patna Sahib,184,Patna Sahib,GAJENDRA KUMAR,SaBP,343
S04,Bihar,30,Patna Sahib,184,Patna Sahib,GANESH SAW,BSP,639
S04,Bihar,30,Patna Sahib,184,Patna Sahib,GANGA VISHNU PRASAD,IND,1562
S04,Bihar,30,Patna Sahib,184,Patna Sahib,JAUHAR AZAD,JDR,318
S04,Bihar,30,Patna Sahib,184,Patna Sahib,KUMAR RAJIV,IND,468
S04,Bihar,30,Patna Sahib,184,Patna Sahib,KUNAL SINGH,INC,42364
S04,Bihar,30,Patna Sahib,184,Patna Sahib,LAL BAHADUR SINGH PATEL,KVD,536
S04,Bihar,30,Patna Sahib,184,Patna Sahib,NAND KISHORE SINGH,IND,1173
S04,Bihar,30,Patna Sahib,184,Patna Sahib,PARVEEN AMANULLAH,AAAP,2810
S04,Bihar,30,Patna Sahib,184,Patna Sahib,PARWEZ AHMAD,LKJP,321
S04,Bihar,30,Patna Sahib,184,Patna Sahib,SHATRUGHANA SINHA,BJP,104473
S04,Bihar,30,Patna Sahib,184,Patna Sahib,SHREEKANT LABH,SJP(R),649
S04,Bihar,30,Patna Sahib,184,Patna Sahib,SHYAM NANDAN PRASAD,IND,326
S04,Bihar,30,Patna Sahib,184,Patna Sahib,UMESH KUMAR,SP,1597
S04,Bihar,30,Patna Sahib,184,Patna Sahib,VIJAY KUMAR SAHNI,IND,200
S04,Bihar,30,Patna Sahib,185,Fatuha,ANIL KUMAR,IND,542
S04,Bihar,30,Patna Sahib,185,Fatuha,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,BMUP,1047
S04,Bihar,30,Patna Sahib,185,Fatuha,DR. RAKESH DUTTA MISHRA,BJKD,596
S04,Bihar,30,Patna Sahib,185,Fatuha,DR.GOPAL PRASAD SINHA,JD(U),12748
S04,Bihar,30,Patna Sahib,185,Fatuha,GAJENDRA KUMAR,SaBP,575
S04,Bihar,30,Patna Sahib,185,Fatuha,GANESH SAW,BSP,2679
S04,Bihar,30,Patna Sahib,185,Fatuha,GANGA VISHNU PRASAD,IND,2090
S04,Bihar,30,Patna Sahib,185,Fatuha,JAUHAR AZAD,JDR,382
S04,Bihar,30,Patna Sahib,185,Fatuha,KUMAR RAJIV,IND,755
S04,Bihar,30,Patna Sahib,185,Fatuha,KUNAL SINGH,INC,45977
S04,Bihar,30,Patna Sahib,185,Fatuha,LAL BAHADUR SINGH PATEL,KVD,646
S04,Bihar,30,Patna Sahib,185,Fatuha,NAND KISHORE SINGH,IND,1577
S04,Bihar,30,Patna Sahib,185,Fatuha,PARVEEN AMANULLAH,AAAP,1385
S04,Bihar,30,Patna Sahib,185,Fatuha,PARWEZ AHMAD,LKJP,408
S04,Bihar,30,Patna Sahib,185,Fatuha,SHATRUGHANA SINHA,BJP,50063
S04,Bihar,30,Patna Sahib,185,Fatuha,SHREEKANT LABH,SJP(R),753
S04,Bihar,30,Patna Sahib,185,Fatuha,SHYAM NANDAN PRASAD,IND,323
S04,Bihar,30,Patna Sahib,185,Fatuha,UMESH KUMAR,SP,4890
S04,Bihar,30,Patna Sahib,185,Fatuha,VIJAY KUMAR SAHNI,IND,203
S04,Bihar,31,Pataliputra,186,Danapur,ABINASH KUMAR,BJKD,929
S04,Bihar,31,Pataliputra,186,Danapur,CHANDRA DEV PRASAD,BMUP,248
S04,Bihar,31,Pataliputra,186,Danapur,DEO KUMAR VERMA,RPI(A),245
S04,Bihar,31,Pataliputra,186,Danapur,DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,2504
S04,Bihar,31,Pataliputra,186,Danapur,JAI PRAKASH YADAV,IND,529
S04,Bihar,31,Pataliputra,186,Danapur,KUMAR INDRA BHUSHAN,IND,444
S04,Bihar,31,Pataliputra,186,Danapur,KUNDAN PRASAD SINGH,AAAP,1193
S04,Bihar,31,Pataliputra,186,Danapur,MINENDRA KUMAR SINGH,IND,288
S04,Bihar,31,Pataliputra,186,Danapur,MISHA BHARTI,RJD,54973
S04,Bihar,31,Pataliputra,186,Danapur,MUKUL KUMAR SHARMA,SaBP,297
S04,Bihar,31,Pataliputra,186,Danapur,NAGENDRA KUMAR,BVM,421
S04,Bihar,31,Pataliputra,186,Danapur,NIRAJ KUMAR,IND,1251
S04,Bihar,31,Pataliputra,186,Danapur,PANCHAM LAL,IND,336
S04,Bihar,31,Pataliputra,186,Danapur,RAJ KUMAR RAM,BSP,1702
S04,Bihar,31,Pataliputra,186,Danapur,RAM KRIPAL YADAV,BJP,78737
S04,Bihar,31,Pataliputra,186,Danapur,RAMESHWAR PRASAD,CPI(ML)(L),692
S04,Bihar,31,Pataliputra,186,Danapur,RANJAN PRASAD YADAV,JD(U),11418
S04,Bihar,31,Pataliputra,186,Danapur,SHATRUDHAN SAW,BED,716
S04,Bihar,31,Pataliputra,186,Danapur,SUNIL KUMAR,SJP(R),546
S04,Bihar,31,Pataliputra,186,Danapur,SUNIL KUMAR SINGH,IND,699
S04,Bihar,31,Pataliputra,187,Maner,ABINASH KUMAR,BJKD,1148
S04,Bihar,31,Pataliputra,187,Maner,CHANDRA DEV PRASAD,BMUP,286
S04,Bihar,31,Pataliputra,187,Maner,DEO KUMAR VERMA,RPI(A),331
S04,Bihar,31,Pataliputra,187,Maner,DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,3404
S04,Bihar,31,Pataliputra,187,Maner,JAI PRAKASH YADAV,IND,740
S04,Bihar,31,Pataliputra,187,Maner,KUMAR INDRA BHUSHAN,IND,561
S04,Bihar,31,Pataliputra,187,Maner,KUNDAN PRASAD SINGH,AAAP,710
S04,Bihar,31,Pataliputra,187,Maner,MINENDRA KUMAR SINGH,IND,223
S04,Bihar,31,Pataliputra,187,Maner,MISHA BHARTI,RJD,70268
S04,Bihar,31,Pataliputra,187,Maner,MUKUL KUMAR SHARMA,SaBP,395
S04,Bihar,31,Pataliputra,187,Maner,NAGENDRA KUMAR,BVM,567
S04,Bihar,31,Pataliputra,187,Maner,NIRAJ KUMAR,IND,1617
S04,Bihar,31,Pataliputra,187,Maner,PANCHAM LAL,IND,360
S04,Bihar,31,Pataliputra,187,Maner,RAJ KUMAR RAM,BSP,2037
S04,Bihar,31,Pataliputra,187,Maner,RAM KRIPAL YADAV,BJP,63293
S04,Bihar,31,Pataliputra,187,Maner,RAMESHWAR PRASAD,CPI(ML)(L),4472
S04,Bihar,31,Pataliputra,187,Maner,RANJAN PRASAD YADAV,JD(U),11565
S04,Bihar,31,Pataliputra,187,Maner,SHATRUDHAN SAW,BED,1418
S04,Bihar,31,Pataliputra,187,Maner,SUNIL KUMAR,SJP(R),1197
S04,Bihar,31,Pataliputra,187,Maner,SUNIL KUMAR SINGH,IND,785
S04,Bihar,31,Pataliputra,188,Phulwari (SC),ABINASH KUMAR,BJKD,1030
S04,Bihar,31,Pataliputra,188,Phulwari (SC),CHANDRA DEV PRASAD,BMUP,402
S04,Bihar,31,Pataliputra,188,Phulwari (SC),DEO KUMAR VERMA,RPI(A),417
S04,Bihar,31,Pataliputra,188,Phulwari (SC),DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,2593
S04,Bihar,31,Pataliputra,188,Phulwari (SC),JAI PRAKASH YADAV,IND,821
S04,Bihar,31,Pataliputra,188,Phulwari (SC),KUMAR INDRA BHUSHAN,IND,571
S04,Bihar,31,Pataliputra,188,Phulwari (SC),KUNDAN PRASAD SINGH,AAAP,1280
S04,Bihar,31,Pataliputra,188,Phulwari (SC),MINENDRA KUMAR SINGH,IND,335
S04,Bihar,31,Pataliputra,188,Phulwari (SC),MISHA BHARTI,RJD,52921
S04,Bihar,31,Pataliputra,188,Phulwari (SC),MUKUL KUMAR SHARMA,SaBP,601
S04,Bihar,31,Pataliputra,188,Phulwari (SC),NAGENDRA KUMAR,BVM,737
S04,Bihar,31,Pataliputra,188,Phulwari (SC),NIRAJ KUMAR,IND,1327
S04,Bihar,31,Pataliputra,188,Phulwari (SC),PANCHAM LAL,IND,536
S04,Bihar,31,Pataliputra,188,Phulwari (SC),RAJ KUMAR RAM,BSP,3202
S04,Bihar,31,Pataliputra,188,Phulwari (SC),RAM KRIPAL YADAV,BJP,69021
S04,Bihar,31,Pataliputra,188,Phulwari (SC),RAMESHWAR PRASAD,CPI(ML)(L),9582
S04,Bihar,31,Pataliputra,188,Phulwari (SC),RANJAN PRASAD YADAV,JD(U),26538
S04,Bihar,31,Pataliputra,188,Phulwari (SC),SHATRUDHAN SAW,BED,1575
S04,Bihar,31,Pataliputra,188,Phulwari (SC),SUNIL KUMAR,SJP(R),1063
S04,Bihar,31,Pataliputra,188,Phulwari (SC),SUNIL KUMAR SINGH,IND,1032
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),ABINASH KUMAR,BJKD,938
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),CHANDRA DEV PRASAD,BMUP,604
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),DEO KUMAR VERMA,RPI(A),567
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,3204
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),JAI PRAKASH YADAV,IND,1165
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),KUMAR INDRA BHUSHAN,IND,838
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),KUNDAN PRASAD SINGH,AAAP,974
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),MINENDRA KUMAR SINGH,IND,374
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),MISHA BHARTI,RJD,64864
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),MUKUL KUMAR SHARMA,SaBP,776
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),NAGENDRA KUMAR,BVM,869
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),NIRAJ KUMAR,IND,1517
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),PANCHAM LAL,IND,599
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),RAJ KUMAR RAM,BSP,4114
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),RAM KRIPAL YADAV,BJP,52734
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),RAMESHWAR PRASAD,CPI(ML)(L),15094
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),RANJAN PRASAD YADAV,JD(U),23268
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),SHATRUDHAN SAW,BED,1878
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),SUNIL KUMAR,SJP(R),1458
S04,Bihar,31,Pataliputra,189,Masaurhi (SC),SUNIL KUMAR SINGH,IND,736
S04,Bihar,31,Pataliputra,190,Paliganj,ABINASH KUMAR,BJKD,888
S04,Bihar,31,Pataliputra,190,Paliganj,CHANDRA DEV PRASAD,BMUP,367
S04,Bihar,31,Pataliputra,190,Paliganj,DEO KUMAR VERMA,RPI(A),558
S04,Bihar,31,Pataliputra,190,Paliganj,DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,2458
S04,Bihar,31,Pataliputra,190,Paliganj,JAI PRAKASH YADAV,IND,846
S04,Bihar,31,Pataliputra,190,Paliganj,KUMAR INDRA BHUSHAN,IND,976
S04,Bihar,31,Pataliputra,190,Paliganj,KUNDAN PRASAD SINGH,AAAP,799
S04,Bihar,31,Pataliputra,190,Paliganj,MINENDRA KUMAR SINGH,IND,245
S04,Bihar,31,Pataliputra,190,Paliganj,MISHA BHARTI,RJD,47058
S04,Bihar,31,Pataliputra,190,Paliganj,MUKUL KUMAR SHARMA,SaBP,539
S04,Bihar,31,Pataliputra,190,Paliganj,NAGENDRA KUMAR,BVM,650
S04,Bihar,31,Pataliputra,190,Paliganj,NIRAJ KUMAR,IND,1199
S04,Bihar,31,Pataliputra,190,Paliganj,PANCHAM LAL,IND,376
S04,Bihar,31,Pataliputra,190,Paliganj,RAJ KUMAR RAM,BSP,2655
S04,Bihar,31,Pataliputra,190,Paliganj,RAM KRIPAL YADAV,BJP,45773
S04,Bihar,31,Pataliputra,190,Paliganj,RAMESHWAR PRASAD,CPI(ML)(L),13777
S04,Bihar,31,Pataliputra,190,Paliganj,RANJAN PRASAD YADAV,JD(U),14229
S04,Bihar,31,Pataliputra,190,Paliganj,SHATRUDHAN SAW,BED,1212
S04,Bihar,31,Pataliputra,190,Paliganj,SUNIL KUMAR,SJP(R),923
S04,Bihar,31,Pataliputra,190,Paliganj,SUNIL KUMAR SINGH,IND,603
S04,Bihar,31,Pataliputra,191,Bikram,ABINASH KUMAR,BJKD,919
S04,Bihar,31,Pataliputra,191,Bikram,CHANDRA DEV PRASAD,BMUP,359
S04,Bihar,31,Pataliputra,191,Bikram,DEO KUMAR VERMA,RPI(A),366
S04,Bihar,31,Pataliputra,191,Bikram,DurgESH NANDAN SINGH ALIAS DurgESH NANDAN,IND,2482
S04,Bihar,31,Pataliputra,191,Bikram,JAI PRAKASH YADAV,IND,703
S04,Bihar,31,Pataliputra,191,Bikram,KUMAR INDRA BHUSHAN,IND,2014
S04,Bihar,31,Pataliputra,191,Bikram,KUNDAN PRASAD SINGH,AAAP,655
S04,Bihar,31,Pataliputra,191,Bikram,MINENDRA KUMAR SINGH,IND,232
S04,Bihar,31,Pataliputra,191,Bikram,MISHA BHARTI,RJD,52394
S04,Bihar,31,Pataliputra,191,Bikram,MUKUL KUMAR SHARMA,SaBP,407
S04,Bihar,31,Pataliputra,191,Bikram,NAGENDRA KUMAR,BVM,1057
S04,Bihar,31,Pataliputra,191,Bikram,NIRAJ KUMAR,IND,1172
S04,Bihar,31,Pataliputra,191,Bikram,PANCHAM LAL,IND,313
S04,Bihar,31,Pataliputra,191,Bikram,RAJ KUMAR RAM,BSP,3460
S04,Bihar,31,Pataliputra,191,Bikram,RAM KRIPAL YADAV,BJP,72674
S04,Bihar,31,Pataliputra,191,Bikram,RAMESHWAR PRASAD,CPI(ML)(L),7973
S04,Bihar,31,Pataliputra,191,Bikram,RANJAN PRASAD YADAV,JD(U),9988
S04,Bihar,31,Pataliputra,191,Bikram,SHATRUDHAN SAW,BED,1375
S04,Bihar,31,Pataliputra,191,Bikram,SUNIL KUMAR,SJP(R),1081
S04,Bihar,31,Pataliputra,191,Bikram,SUNIL KUMAR SINGH,IND,700
S04,Bihar,32,Arrah,192,Sandesh,ASHOK RAM,IND,982
S04,Bihar,32,Arrah,192,Sandesh,BAIJNATH YADAV,BMUP,1306
S04,Bihar,32,Arrah,192,Sandesh,BHARAT BHUSHAN PANDEY,ABJS,1589
S04,Bihar,32,Arrah,192,Sandesh,DR. SURENDRA KUMAR PRASAD,AAAP,1029
S04,Bihar,32,Arrah,192,Sandesh,GOPAL SINGH,IND,829
S04,Bihar,32,Arrah,192,Sandesh,MEENA SINGH,JD(U),10660
S04,Bihar,32,Arrah,192,Sandesh,RAJ KUMAR SINGH,BJP,48154
S04,Bihar,32,Arrah,192,Sandesh,RAJU YADAV,CPI(ML)(L),17807
S04,Bihar,32,Arrah,192,Sandesh,RAMESH CHANDRA BADAL,BSP,910
S04,Bihar,32,Arrah,192,Sandesh,SHAMBHU PRASAD SHARMA,HVD,858
S04,Bihar,32,Arrah,192,Sandesh,SHANKAR DAYAL PASWAN,IND,688
S04,Bihar,32,Arrah,192,Sandesh,SRIBHAGWAN SINGH KUSHWAHA,RJD,38691
S04,Bihar,32,Arrah,193,Barhara,ASHOK RAM,IND,1063
S04,Bihar,32,Arrah,193,Barhara,BAIJNATH YADAV,BMUP,982
S04,Bihar,32,Arrah,193,Barhara,BHARAT BHUSHAN PANDEY,ABJS,886
S04,Bihar,32,Arrah,193,Barhara,DR. SURENDRA KUMAR PRASAD,AAAP,936
S04,Bihar,32,Arrah,193,Barhara,GOPAL SINGH,IND,1012
S04,Bihar,32,Arrah,193,Barhara,MEENA SINGH,JD(U),14389
S04,Bihar,32,Arrah,193,Barhara,RAJ KUMAR SINGH,BJP,72526
S04,Bihar,32,Arrah,193,Barhara,RAJU YADAV,CPI(ML)(L),6942
S04,Bihar,32,Arrah,193,Barhara,RAMESH CHANDRA BADAL,BSP,1002
S04,Bihar,32,Arrah,193,Barhara,SHAMBHU PRASAD SHARMA,HVD,714
S04,Bihar,32,Arrah,193,Barhara,SHANKAR DAYAL PASWAN,IND,671
S04,Bihar,32,Arrah,193,Barhara,SRIBHAGWAN SINGH KUSHWAHA,RJD,30917
S04,Bihar,32,Arrah,194,Arrah,ASHOK RAM,IND,867
S04,Bihar,32,Arrah,194,Arrah,BAIJNATH YADAV,BMUP,745
S04,Bihar,32,Arrah,194,Arrah,BHARAT BHUSHAN PANDEY,ABJS,876
S04,Bihar,32,Arrah,194,Arrah,DR. SURENDRA KUMAR PRASAD,AAAP,1536
S04,Bihar,32,Arrah,194,Arrah,GOPAL SINGH,IND,647
S04,Bihar,32,Arrah,194,Arrah,MEENA SINGH,JD(U),8860
S04,Bihar,32,Arrah,194,Arrah,RAJ KUMAR SINGH,BJP,74361
S04,Bihar,32,Arrah,194,Arrah,RAJU YADAV,CPI(ML)(L),7834
S04,Bihar,32,Arrah,194,Arrah,RAMESH CHANDRA BADAL,BSP,866
S04,Bihar,32,Arrah,194,Arrah,SHAMBHU PRASAD SHARMA,HVD,604
S04,Bihar,32,Arrah,194,Arrah,SHANKAR DAYAL PASWAN,IND,525
S04,Bihar,32,Arrah,194,Arrah,SRIBHAGWAN SINGH KUSHWAHA,RJD,40959
S04,Bihar,32,Arrah,195,Agiaon (SC),ASHOK RAM,IND,924
S04,Bihar,32,Arrah,195,Agiaon (SC),BAIJNATH YADAV,BMUP,861
S04,Bihar,32,Arrah,195,Agiaon (SC),BHARAT BHUSHAN PANDEY,ABJS,2083
S04,Bihar,32,Arrah,195,Agiaon (SC),DR. SURENDRA KUMAR PRASAD,AAAP,892
S04,Bihar,32,Arrah,195,Agiaon (SC),GOPAL SINGH,IND,679
S04,Bihar,32,Arrah,195,Agiaon (SC),MEENA SINGH,JD(U),10055
S04,Bihar,32,Arrah,195,Agiaon (SC),RAJ KUMAR SINGH,BJP,37894
S04,Bihar,32,Arrah,195,Agiaon (SC),RAJU YADAV,CPI(ML)(L),22989
S04,Bihar,32,Arrah,195,Agiaon (SC),RAMESH CHANDRA BADAL,BSP,770
S04,Bihar,32,Arrah,195,Agiaon (SC),SHAMBHU PRASAD SHARMA,HVD,973
S04,Bihar,32,Arrah,195,Agiaon (SC),SHANKAR DAYAL PASWAN,IND,1386
S04,Bihar,32,Arrah,195,Agiaon (SC),SRIBHAGWAN SINGH KUSHWAHA,RJD,28517
S04,Bihar,32,Arrah,196,Tarari,ASHOK RAM,IND,1085
S04,Bihar,32,Arrah,196,Tarari,BAIJNATH YADAV,BMUP,993
S04,Bihar,32,Arrah,196,Tarari,BHARAT BHUSHAN PANDEY,ABJS,2879
S04,Bihar,32,Arrah,196,Tarari,DR. SURENDRA KUMAR PRASAD,AAAP,1030
S04,Bihar,32,Arrah,196,Tarari,GOPAL SINGH,IND,895
S04,Bihar,32,Arrah,196,Tarari,MEENA SINGH,JD(U),9515
S04,Bihar,32,Arrah,196,Tarari,RAJ KUMAR SINGH,BJP,49640
S04,Bihar,32,Arrah,196,Tarari,RAJU YADAV,CPI(ML)(L),26200
S04,Bihar,32,Arrah,196,Tarari,RAMESH CHANDRA BADAL,BSP,707
S04,Bihar,32,Arrah,196,Tarari,SHAMBHU PRASAD SHARMA,HVD,1057
S04,Bihar,32,Arrah,196,Tarari,SHANKAR DAYAL PASWAN,IND,898
S04,Bihar,32,Arrah,196,Tarari,SRIBHAGWAN SINGH KUSHWAHA,RJD,30856
S04,Bihar,32,Arrah,197,Jagdishpur,ASHOK RAM,IND,1257
S04,Bihar,32,Arrah,197,Jagdishpur,BAIJNATH YADAV,BMUP,1071
S04,Bihar,32,Arrah,197,Jagdishpur,BHARAT BHUSHAN PANDEY,ABJS,1811
S04,Bihar,32,Arrah,197,Jagdishpur,DR. SURENDRA KUMAR PRASAD,AAAP,1087
S04,Bihar,32,Arrah,197,Jagdishpur,GOPAL SINGH,IND,868
S04,Bihar,32,Arrah,197,Jagdishpur,MEENA SINGH,JD(U),9762
S04,Bihar,32,Arrah,197,Jagdishpur,RAJ KUMAR SINGH,BJP,45562
S04,Bihar,32,Arrah,197,Jagdishpur,RAJU YADAV,CPI(ML)(L),14540
S04,Bihar,32,Arrah,197,Jagdishpur,RAMESH CHANDRA BADAL,BSP,1291
S04,Bihar,32,Arrah,197,Jagdishpur,SHAMBHU PRASAD SHARMA,HVD,853
S04,Bihar,32,Arrah,197,Jagdishpur,SHANKAR DAYAL PASWAN,IND,668
S04,Bihar,32,Arrah,197,Jagdishpur,SRIBHAGWAN SINGH KUSHWAHA,RJD,47671
S04,Bihar,32,Arrah,198,Shahpur,ASHOK RAM,IND,1127
S04,Bihar,32,Arrah,198,Shahpur,BAIJNATH YADAV,BMUP,928
S04,Bihar,32,Arrah,198,Shahpur,BHARAT BHUSHAN PANDEY,ABJS,824
S04,Bihar,32,Arrah,198,Shahpur,DR. SURENDRA KUMAR PRASAD,AAAP,1002
S04,Bihar,32,Arrah,198,Shahpur,GOPAL SINGH,IND,949
S04,Bihar,32,Arrah,198,Shahpur,MEENA SINGH,JD(U),12717
S04,Bihar,32,Arrah,198,Shahpur,RAJ KUMAR SINGH,BJP,62816
S04,Bihar,32,Arrah,198,Shahpur,RAJU YADAV,CPI(ML)(L),2492
S04,Bihar,32,Arrah,198,Shahpur,RAMESH CHANDRA BADAL,BSP,2090
S04,Bihar,32,Arrah,198,Shahpur,SHAMBHU PRASAD SHARMA,HVD,621
S04,Bihar,32,Arrah,198,Shahpur,SHANKAR DAYAL PASWAN,IND,774
S04,Bihar,32,Arrah,198,Shahpur,SRIBHAGWAN SINGH KUSHWAHA,RJD,37569
S04,Bihar,33,Buxar,199,Brahampur,ASHWINI KUMAR CHOUBEY,BJP,66559
S04,Bihar,33,Buxar,199,Brahampur,DADAN YADAV,BSP,17740
S04,Bihar,33,Buxar,199,Brahampur,INDU SINGH,CPI(ML)(L),2611
S04,Bihar,33,Buxar,199,Brahampur,JAGADANAND SINGH,RJD,39542
S04,Bihar,33,Buxar,199,Brahampur,LALLAN RUPNARAIN PATHAK,IND,1216
S04,Bihar,33,Buxar,199,Brahampur,MOKARRAM HUSSAIN,SBSP,1016
S04,Bihar,33,Buxar,199,Brahampur,MONIBUR RAHMAN,JDR,351
S04,Bihar,33,Buxar,199,Brahampur,NARENDRA PRATAP SINGH,IND,1016
S04,Bihar,33,Buxar,199,Brahampur,PARSHURAM PRASAD,BMUP,457
S04,Bihar,33,Buxar,199,Brahampur,PRADEEP KUMAR PRASAD,PMSP,632
S04,Bihar,33,Buxar,199,Brahampur,RAJENDRA KUMAR SINGH CHOUHAN,BVM,403
S04,Bihar,33,Buxar,199,Brahampur,SHEO GOPAL CHOUDHARY,IND,2562
S04,Bihar,33,Buxar,199,Brahampur,SHIO KUMAR SHARMA,JPS,504
S04,Bihar,33,Buxar,199,Brahampur,SHYAM LAL SINGH KUSHWAHA,JD(U),17254
S04,Bihar,33,Buxar,199,Brahampur,SWETA PATHAK,AAAP,1289
S04,Bihar,33,Buxar,199,Brahampur,TAFIR HUSSIAN,HVD,433
S04,Bihar,33,Buxar,200,Buxar,ASHWINI KUMAR CHOUBEY,BJP,61007
S04,Bihar,33,Buxar,200,Buxar,DADAN YADAV,BSP,33364
S04,Bihar,33,Buxar,200,Buxar,INDU SINGH,CPI(ML)(L),640
S04,Bihar,33,Buxar,200,Buxar,JAGADANAND SINGH,RJD,27909
S04,Bihar,33,Buxar,200,Buxar,LALLAN RUPNARAIN PATHAK,IND,734
S04,Bihar,33,Buxar,200,Buxar,MOKARRAM HUSSAIN,SBSP,1983
S04,Bihar,33,Buxar,200,Buxar,MONIBUR RAHMAN,JDR,265
S04,Bihar,33,Buxar,200,Buxar,NARENDRA PRATAP SINGH,IND,980
S04,Bihar,33,Buxar,200,Buxar,PARSHURAM PRASAD,BMUP,351
