ST_CODE,ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,G. VIVEKANAND,INC,49235
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,GADDALA VINAY KUMAR,IND,444
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,GORRE RAMESH,IND,272
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,J.V. RAJU,NIP,379
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,JINNA RAMADEVI,IND,307
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,KALVALA SANJEEV,RPI,1614
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,KALVALA SHANKAR,PPOI,1519
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,KAMILLA JAYA RAO,IND,424
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,MOUTAM RAVINDER,IND,521
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,TAGARAM SHANKAR LAL,BSP,1163
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,THALLAPALLI SRINIVAS,IND,684
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,VELTHURU MALLAIAH,RP(K),8534
S01,Andhra Pradesh,27,Peddapalle,197,Dharmapuri,VENKATA SWAMY INJAM,MaSP,487
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,BALKA SUMAN,TRS,80790
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,BOTHA VENKATA MALLAIAH,BCUF,311
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,BUPELLI NARAYANA,IND,542
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,DR.JANAPATI SARAT BABU,TDP,6442
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,G. VIVEKANAND,INC,29820
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,GADDALA VINAY KUMAR,IND,413
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,GORRE RAMESH,IND,829
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,J.V. RAJU,NIP,799
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,JINNA RAMADEVI,IND,7389
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,KALVALA SANJEEV,RPI,1015
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,KALVALA SHANKAR,PPOI,1316
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,KAMILLA JAYA RAO,IND,289
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,MOUTAM RAVINDER,IND,290
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,TAGARAM SHANKAR LAL,BSP,2282
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,THALLAPALLI SRINIVAS,IND,528
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,VELTHURU MALLAIAH,RP(K),2896
S01,Andhra Pradesh,27,Peddapalle,198,Ramagundam,VENKATA SWAMY INJAM,MaSP,736
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,BALKA SUMAN,TRS,80931
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,BOTHA VENKATA MALLAIAH,BCUF,345
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,BUPELLI NARAYANA,IND,1097
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,DR.JANAPATI SARAT BABU,TDP,9748
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,G. VIVEKANAND,INC,62913
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,GADDALA VINAY KUMAR,IND,208
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,GORRE RAMESH,IND,210
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,J.V. RAJU,NIP,346
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,JINNA RAMADEVI,IND,238
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,KALVALA SANJEEV,RPI,1520
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,KALVALA SHANKAR,PPOI,1669
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,KAMILLA JAYA RAO,IND,358
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,MOUTAM RAVINDER,IND,310
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,TAGARAM SHANKAR LAL,BSP,1045
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,THALLAPALLI SRINIVAS,IND,504
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,VELTHURU MALLAIAH,RP(K),7425
S01,Andhra Pradesh,27,Peddapalle,199,Manthani,VENKATA SWAMY INJAM,MaSP,406
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,BALKA SUMAN,TRS,99147
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,BOTHA VENKATA MALLAIAH,BCUF,247
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,BUPELLI NARAYANA,IND,1110
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,DR.JANAPATI SARAT BABU,TDP,21027
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,G. VIVEKANAND,INC,30403
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,GADDALA VINAY KUMAR,IND,437
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,GORRE RAMESH,IND,202
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,J.V. RAJU,NIP,285
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,JINNA RAMADEVI,IND,320
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,KALVALA SANJEEV,RPI,1112
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,KALVALA SHANKAR,PPOI,1197
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,KAMILLA JAYA RAO,IND,385
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,MOUTAM RAVINDER,IND,559
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,TAGARAM SHANKAR LAL,BSP,1271
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,THALLAPALLI SRINIVAS,IND,397
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,VELTHURU MALLAIAH,RP(K),8052
S01,Andhra Pradesh,27,Peddapalle,200,Peddapalle,VENKATA SWAMY INJAM,MaSP,381
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,B. LAXMAN,BSP,758
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,BURLA. RAVI,NCP,505
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,CHENNAMANENI VIDYA SAGAR RAO,BJP,52079
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,DR.DHARMAIAH VENDAVETLA,BMUP,309
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,KANDEM PRABHAKAR,IND,239
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,L. PRABHAKAR REDDY,PPOI,290
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,MALLESH YADAV BARLA,IND,178
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,MEESALA RAJI REDDY,YSRCP,550
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,MOHAMMED AMJAD MOHIUDDIN,IND,635
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,PONNAM PRABHAKAR,INC,55499
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,PULIKOTA RAMESH,IND,109
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,RANAVENI LAKSHMAN,NIP,131
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,REDDI MALLA SRINIVAS,RPI(A),428
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,SHAIK MAHMOOD,WPOI,2992
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,SRINIVAS REDDY LINGAMPALLY,IND,504
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,UPPULETI.LAXMAN,IND,163
S01,Andhra Pradesh,28,Karimnagar,201,Karimnagar,VINOD KUMAR BOINAPALLY,TRS,68526
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,B. LAXMAN,BSP,1635
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,BURLA. RAVI,NCP,712
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,CHENNAMANENI VIDYA SAGAR RAO,BJP,28973
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,DR.DHARMAIAH VENDAVETLA,BMUP,614
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,KANDEM PRABHAKAR,IND,833
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,L. PRABHAKAR REDDY,PPOI,648
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,MALLESH YADAV BARLA,IND,435
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,MEESALA RAJI REDDY,YSRCP,510
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,MOHAMMED AMJAD MOHIUDDIN,IND,1029
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,PONNAM PRABHAKAR,INC,35095
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,PULIKOTA RAMESH,IND,280
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,RANAVENI LAKSHMAN,NIP,344
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,REDDI MALLA SRINIVAS,RPI(A),1317
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,SHAIK MAHMOOD,WPOI,6284
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,SRINIVAS REDDY LINGAMPALLY,IND,516
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,UPPULETI.LAXMAN,IND,441
S01,Andhra Pradesh,28,Karimnagar,202,Choppadandi,VINOD KUMAR BOINAPALLY,TRS,69100
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,B. LAXMAN,BSP,2038
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,BURLA. RAVI,NCP,408
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,CHENNAMANENI VIDYA SAGAR RAO,BJP,53779
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,DR.DHARMAIAH VENDAVETLA,BMUP,425
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,KANDEM PRABHAKAR,IND,705
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,L. PRABHAKAR REDDY,PPOI,502
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,MALLESH YADAV BARLA,IND,422
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,MEESALA RAJI REDDY,YSRCP,419
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,MOHAMMED AMJAD MOHIUDDIN,IND,1227
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,PONNAM PRABHAKAR,INC,19814
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,PULIKOTA RAMESH,IND,264
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,RANAVENI LAKSHMAN,NIP,292
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,REDDI MALLA SRINIVAS,RPI(A),1066
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,SHAIK MAHMOOD,WPOI,4983
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,SRINIVAS REDDY LINGAMPALLY,IND,902
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,UPPULETI.LAXMAN,IND,306
S01,Andhra Pradesh,28,Karimnagar,203,Vemulawada,VINOD KUMAR BOINAPALLY,TRS,48130
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,B. LAXMAN,BSP,1898
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,BURLA. RAVI,NCP,698
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,CHENNAMANENI VIDYA SAGAR RAO,BJP,28917
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,DR.DHARMAIAH VENDAVETLA,BMUP,601
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,KANDEM PRABHAKAR,IND,826
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,L. PRABHAKAR REDDY,PPOI,788
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,MALLESH YADAV BARLA,IND,426
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,MEESALA RAJI REDDY,YSRCP,438
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,MOHAMMED AMJAD MOHIUDDIN,IND,1063
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,PONNAM PRABHAKAR,INC,37934
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,PULIKOTA RAMESH,IND,318
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,RANAVENI LAKSHMAN,NIP,363
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,REDDI MALLA SRINIVAS,RPI(A),1475
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,SHAIK MAHMOOD,WPOI,6252
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,SRINIVAS REDDY LINGAMPALLY,IND,507
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,UPPULETI.LAXMAN,IND,404
S01,Andhra Pradesh,28,Karimnagar,204,Sircilla,VINOD KUMAR BOINAPALLY,TRS,73253
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,B. LAXMAN,BSP,1746
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,BURLA. RAVI,NCP,897
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,CHENNAMANENI VIDYA SAGAR RAO,BJP,23836
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,DR.DHARMAIAH VENDAVETLA,BMUP,681
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,KANDEM PRABHAKAR,IND,846
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,L. PRABHAKAR REDDY,PPOI,571
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,MALLESH YADAV BARLA,IND,378
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,MEESALA RAJI REDDY,YSRCP,421
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,MOHAMMED AMJAD MOHIUDDIN,IND,955
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,PONNAM PRABHAKAR,INC,40494
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,PULIKOTA RAMESH,IND,339
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,RANAVENI LAKSHMAN,NIP,352
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,REDDI MALLA SRINIVAS,RPI(A),1385
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,SHAIK MAHMOOD,WPOI,6708
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,SRINIVAS REDDY LINGAMPALLY,IND,562
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,UPPULETI.LAXMAN,IND,503
S01,Andhra Pradesh,28,Karimnagar,205,Manakondur,VINOD KUMAR BOINAPALLY,TRS,74303
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,B. LAXMAN,BSP,1550
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,BURLA. RAVI,NCP,721
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,CHENNAMANENI VIDYA SAGAR RAO,BJP,16664
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,DR.DHARMAIAH VENDAVETLA,BMUP,561
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,KANDEM PRABHAKAR,IND,561
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,L. PRABHAKAR REDDY,PPOI,549
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,MALLESH YADAV BARLA,IND,315
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,MEESALA RAJI REDDY,YSRCP,375
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,MOHAMMED AMJAD MOHIUDDIN,IND,787
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,PONNAM PRABHAKAR,INC,46867
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,PULIKOTA RAMESH,IND,206
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,RANAVENI LAKSHMAN,NIP,280
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,REDDI MALLA SRINIVAS,RPI(A),1110
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,SHAIK MAHMOOD,WPOI,5434
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,SRINIVAS REDDY LINGAMPALLY,IND,467
S01,Andhra Pradesh,28,Karimnagar,206,Huzurabad,UPPULETI.LAXMAN,IND,310
