ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Andhra Pradesh,Kaikalur,73,BODDU KIRAN KUMAR,IND,179
Andhra Pradesh,Kaikalur,73,MADASU SATYANARAYANA,IND,1059
Andhra Pradesh,Kaikalur,73,NOTA,NOTA,1598
Andhra Pradesh,Kakinada City,41,KAMBHAM RAJU BABU,BSP,432
Andhra Pradesh,Kakinada City,41,CHEKKA NOOKARAJU,INC,2138
Andhra Pradesh,Kakinada City,41,DWARAMPUDI CHANDRASEKHARA REDDY,YSRCP,56442
Andhra Pradesh,Kakinada City,41,VANAMADI VENKATESWARA RAO @ KONDABABU,TDP,113014
Andhra Pradesh,Kakinada City,41,KATRU NAGABABU,OTH,327
Andhra Pradesh,Kakinada City,41,CHAKRAVARTHI GINJALA,OTH,109
Andhra Pradesh,Kakinada City,41,MUNAGALA SAI GOPI,OTH,100
Andhra Pradesh,Kakinada City,41,LEELA SURYA KIRAN YANAMANDRA,OTH,260
Andhra Pradesh,Kakinada City,41,M.VENKATESWARA RAO (BANDABABU),OTH,1710
Andhra Pradesh,Kakinada City,41,V.VENKATESWARA RAO (KONDABABU),OTH,290
Andhra Pradesh,Kakinada City,41,KASIMKOTA CHANDRASEKHAR,IND,118
Andhra Pradesh,Kakinada City,41,M.PRABHAKARA RAO,IND,116
Andhra Pradesh,Kakinada City,41,B.BAIRAVASWAMY,IND,139
Andhra Pradesh,Kakinada City,41,T.SRINIVASA RAO,IND,372
Andhra Pradesh,Kakinada City,41,SATISH KUMAR,IND,171
Andhra Pradesh,Kakinada City,41,NOTA,NOTA,1446
Andhra Pradesh,Kakinada Rural,38,KURASALA KANNA BABU,YSRCP,62374
Andhra Pradesh,Kakinada Rural,38,PILLI SATYA LAKSHMI,INC,2205
Andhra Pradesh,Kakinada Rural,38,SADHANALA RAJU,BSP,312
Andhra Pradesh,Kakinada Rural,38,KORAMATI MAHARSHI,OTH,223
Andhra Pradesh,Kakinada Rural,38,DADALA BABJI,OTH,310
Andhra Pradesh,Kakinada Rural,38,PANTAM VENKATESWARA RAO (PANTAM NANAJI),OTH,134414
Andhra Pradesh,Kakinada Rural,38,PATNALA VENKATESWARARAO,OTH,480
Andhra Pradesh,Kakinada Rural,38,PALIVELA SWAROOP,OTH,347
Andhra Pradesh,Kakinada Rural,38,MELAM VEERASWAMY,OTH,2365
Andhra Pradesh,Kakinada Rural,38,ANNAVARAM PITHANI,IND,675
Andhra Pradesh,Kakinada Rural,38,ANYAM VISWESWARA RAO,IND,172
Andhra Pradesh,Kakinada Rural,38,KARRI GOPALAKRISHNA,IND,234
Andhra Pradesh,Kakinada Rural,38,CHAGANTI SURYANARAYANA MURTHY,IND,161
Andhra Pradesh,Kakinada Rural,38,MADIPALLI RAJU,IND,149
Andhra Pradesh,Kakinada Rural,38,VELUGUBANTLA VEERABHADRARAO,IND,235
Andhra Pradesh,Kakinada Rural,38,NOTA,NOTA,1783
Andhra Pradesh,Kalyandurg,154,AMILINENI SURENDRA BABU,TDP,118878
Andhra Pradesh,Kalyandurg,154,TALARI RANGAIAH,YSRCP,81144
Andhra Pradesh,Kalyandurg,154,PERAMNETI RAMBHUPAL REDDY,INC,2585
Andhra Pradesh,Kalyandurg,154,HARIJANA NAGAMMA,BSP,440
Andhra Pradesh,Kalyandurg,154,BANGARU GIRIPRASAD REDDY,OTH,120
Andhra Pradesh,Kalyandurg,154,P.M.LAKSHMANA MURTHY,OTH,135
Andhra Pradesh,Kalyandurg,154,HARIJANA VENKATESULU,OTH,135
Andhra Pradesh,Kalyandurg,154,KURUBA MUKKANNA,IND,100
Andhra Pradesh,Kalyandurg,154,GANGURI SURESH,IND,81
Andhra Pradesh,Kalyandurg,154,T. VISWANATH,IND,84
Andhra Pradesh,Kalyandurg,154,NANEVATH BALARAM NAIK,IND,98
Andhra Pradesh,Kalyandurg,154,BALIJA LAKSHMI NARAYANA,IND,110
Andhra Pradesh,Kalyandurg,154,MEENUGA ASHOK,IND,97
Andhra Pradesh,Kalyandurg,154,RAMESH EGITI,IND,137
Andhra Pradesh,Kalyandurg,154,SREERANGARAJULA GOPINATH ROYAL,IND,247
Andhra Pradesh,Kalyandurg,154,NOTA,NOTA,1450
Andhra Pradesh,Kamalapuram,130,KRISHNA CHAITANYA REDDY PUTHA,TDP,95207
Andhra Pradesh,Kamalapuram,130,CHINNARIGANDLA BALA CHENNAIAH,BSP,2261
Andhra Pradesh,Kamalapuram,130,POCHIMAREDDY RAVINDRANATH REDDY,YSRCP,69850
Andhra Pradesh,Kamalapuram,130,GALI CHANDRA,CPI,1092
Andhra Pradesh,Kamalapuram,130,NARREDDY KISHORE REDDY,OTH,193
Andhra Pradesh,Kamalapuram,130,PAMUJULA SIVA RAMA BRAMHMAM GOUD,OTH,115
Andhra Pradesh,Kamalapuram,130,PUTHA NAGESHWARA REDDY,OTH,86
Andhra Pradesh,Kamalapuram,130,MADHUSUDHANA REDDY GUMMALLA,IND,74
Andhra Pradesh,Kamalapuram,130,YARAMALA ANITHA,IND,145
Andhra Pradesh,Kamalapuram,130,RAJASEKHAR REDDY LINGALA,IND,222
Andhra Pradesh,Kamalapuram,130,VEERANARAYANA REDDY RAJOLI,IND,823
Andhra Pradesh,Kamalapuram,130,NOTA,NOTA,2128
Andhra Pradesh,Kandukur,109,INTURI NAGESWARA RAO,TDP,109173
Andhra Pradesh,Kandukur,109,GOUSE MOHIDDIN SYED,INC,2300
Andhra Pradesh,Kandukur,109,MADHU SUDHANRAO BURRA,YSRCP,90615
Andhra Pradesh,Kandukur,109,SATYANARAYANA PERAM,BSP,868
Andhra Pradesh,Kandukur,109,YENDLURI BALAKUMAR,OTH,109
Andhra Pradesh,Kandukur,109,GOLI PADMAJA,OTH,68
Andhra Pradesh,Kandukur,109,CHEKURI VENKATA KRISHNA RAO,OTH,77
Andhra Pradesh,Kandukur,109,JAGANADHAM SRINU,OTH,47
Andhra Pradesh,Kandukur,109,PODAPATI SIVA KUMAR,OTH,102
Andhra Pradesh,Kandukur,109,AKKILAGUNTA ESHAK,IND,65
Andhra Pradesh,Kandukur,109,UNNAM RADHAMMA,IND,60
Andhra Pradesh,Kandukur,109,GODUGU MALYADRI,IND,73
Andhra Pradesh,Kandukur,109,CHALLA VENKATA MURALI KRISHNA,IND,123
Andhra Pradesh,Kandukur,109,CHENNIBOINA NARASIMHAM,IND,98
Andhra Pradesh,Kandukur,109,CHERUKURI JASHUVA,IND,167
Andhra Pradesh,Kandukur,109,TATIKONDA RAMBABU,IND,374
Andhra Pradesh,Kandukur,109,NETHI MAHESWARA RAO,IND,493
Andhra Pradesh,Kandukur,109,PODAPATI HARIBABU,IND,235
Andhra Pradesh,Kandukur,109,MUCHU SRINIVASULU,IND,436
Andhra Pradesh,Kandukur,109,RATHIKRINDI VENU,IND,119
Andhra Pradesh,Kandukur,109,SYED NASEEMA,IND,73
Andhra Pradesh,Kandukur,109,SANGA SATYANARAYANA,IND,73
Andhra Pradesh,Kandukur,109,NOTA,NOTA,1025
Andhra Pradesh,Kanigiri,113,DR. UGRA NARASIMHA REDDY MUKKU,TDP,107045
Andhra Pradesh,Kanigiri,113,THATHAPUDI PRABHUDAS,BSP,1317
Andhra Pradesh,Kanigiri,113,DADDALA NARAYANA,YSRCP,92441
Andhra Pradesh,Kanigiri,113,DEVARAPALLI SUBBA REDDY,INC,1838
Andhra Pradesh,Kanigiri,113,ALLABAKSH SHAIK,IUML,157
Andhra Pradesh,Kanigiri,113,DAMMU VENKATESH,OTH,120
Andhra Pradesh,Kanigiri,113,PANDITI ALLURAIAH,OTH,230
Andhra Pradesh,Kanigiri,113,SHAIK NAZIR BASHA,SP,124
Andhra Pradesh,Kanigiri,113,K KURSHEED,IND,121
Andhra Pradesh,Kanigiri,113,SHAIK MASTAN VALI,IND,105
Andhra Pradesh,Kanigiri,113,SHAIK SUBHAHAN,IND,170
Andhra Pradesh,Kanigiri,113,SHAMSHIRA BHASHA MUPARLAPATI,IND,262
Andhra Pradesh,Kanigiri,113,NOTA,NOTA,2217
Andhra Pradesh,Kavali,114,GUNJI VENKATESWARLU,BSP,630
Andhra Pradesh,Kavali,114,DAGUMATI VENKATA KRISHNA REDDY,TDP,106536
Andhra Pradesh,Kavali,114,PODALAKURI KALYAN,INC,2340
Andhra Pradesh,Kavali,114,RAMIREDDY PRATAP KUMAR REDDY,YSRCP,75588
Andhra Pradesh,Kavali,114,MUPPASANI NARENDRA,OTH,316
Andhra Pradesh,Kavali,114,YELLU SALMAN,OTH,218
Andhra Pradesh,Kavali,114,SABBELLA VIJAYA BHASKARA REDDY,OTH,145
Andhra Pradesh,Kavali,114,ANUMALASETTY HARI PRASADA RAO,IND,153
Andhra Pradesh,Kavali,114,GARRE SURESH BABU,IND,217
Andhra Pradesh,Kavali,114,DEVARAPALLE KRISHNAREDDI,IND,225
Andhra Pradesh,Kavali,114,PASUPULETI SUDHAKAR,IND,11111
Andhra Pradesh,Kavali,114,VAYILA TIRAPATHI,IND,147
Andhra Pradesh,Kavali,114,VIDAVALAPATI SREENIVASULU,IND,326
Andhra Pradesh,Kavali,114,NOTA,NOTA,2030
Andhra Pradesh,Kodumur (SC),143,AUDIMULAPU SATHISH,YSRCP,80120
Andhra Pradesh,Kodumur (SC),143,JAIRAJ,BSP,1649
Andhra Pradesh,Kodumur (SC),143,BOGGULA DASTAGIRI,TDP,101703
Andhra Pradesh,Kodumur (SC),143,P. MURALI KRISHNA,INC,9835
Andhra Pradesh,Kodumur (SC),143,ANDE MEENA KUMARI,OTH,235
Andhra Pradesh,Kodumur (SC),143,GADI DEVARAJU,OTH,152
Andhra Pradesh,Kodumur (SC),143,POLUDASARI AYYASWAMY,OTH,125
Andhra Pradesh,Kodumur (SC),143,MALLAPU RAJU,OTH,115
Andhra Pradesh,Kodumur (SC),143,MASTIK NADIPI GUNDALU,OTH,205
Andhra Pradesh,Kodumur (SC),143,KALABANDI CHANDRA SEKHAR,IND,136
Andhra Pradesh,Kodumur (SC),143,DWARAM SATEESH,IND,115
Andhra Pradesh,Kodumur (SC),143,E.BABY RADHA,IND,304
Andhra Pradesh,Kodumur (SC),143,B. BHASKAR,IND,299
Andhra Pradesh,Kodumur (SC),143,RAJU BANKA,IND,371
Andhra Pradesh,Kodumur (SC),143,NOTA,NOTA,2169
Andhra Pradesh,Kodur (SC),127,KORAMUTLA SREENIVASULU,YSRCP,67493
Andhra Pradesh,Kodur (SC),127,DEVI GOSALA,INC,2132
Andhra Pradesh,Kodur (SC),127,SUBRAMANYAM TALLAPAKA,BSP,877
Andhra Pradesh,Kodur (SC),127,ARAVA SREEDHAR,OTH,78594
Andhra Pradesh,Kodur (SC),127,DARLA GOUTHAM KUMAR,OTH,368
Andhra Pradesh,Kodur (SC),127,MAHESH REDDYPAKU,OTH,522
Andhra Pradesh,Kodur (SC),127,MANDAPALLI SRINIVASULU,OTH,144
Andhra Pradesh,Kodur (SC),127,AMBATI SIVAIAH,IND,269
Andhra Pradesh,Kodur (SC),127,TUMMALA SURESH,IND,264
Andhra Pradesh,Kodur (SC),127,DAMARLA SIDDAIAH,IND,276
Andhra Pradesh,Kodur (SC),127,MANI MARELLA,IND,286
Andhra Pradesh,Kodur (SC),127,YEDUKA ANJI BABU,IND,125
Andhra Pradesh,Kodur (SC),127,LAKSHMI NARASAIAH PANDIKALLA,IND,849
Andhra Pradesh,Kodur (SC),127,LAKSHMI NARESH KAAKI,IND,269
Andhra Pradesh,Kodur (SC),127,SUBBANARASAIAH CHOUDVARAM,IND,225
Andhra Pradesh,Kodur (SC),127,NOTA,NOTA,1112
Andhra Pradesh,Kondapi (SC),110,AUDIMULAPU SURESH,YSRCP,91918
Andhra Pradesh,Kondapi (SC),110,DOCTOR DOLA SREE BALA VEERANJANEYA SWAMY,TDP,116674
Andhra Pradesh,Kondapi (SC),110,SUDHAKARA RAO PASUMARTHI,INC,1666
Andhra Pradesh,Kondapi (SC),110,RAVINUTALA MATRIKA,BSP,728
Andhra Pradesh,Kondapi (SC),110,KONDALA RAO AMBATI,OTH,190
Andhra Pradesh,Kondapi (SC),110,KANAPARTHI SIVARAM,OTH,70
Andhra Pradesh,Kondapi (SC),110,VANGEPURAM KASIRAJU,SP,55
Andhra Pradesh,Kondapi (SC),110,KANDIPATI VENKATA KRISHNA RAO,OTH,104
Andhra Pradesh,Kondapi (SC),110,SRIKANTH CHOPPARA,OTH,109
Andhra Pradesh,Kondapi (SC),110,MENDA BALAKOTAIAH,OTH,91
Andhra Pradesh,Kondapi (SC),110,RAVURI LAKSMANARAO,OTH,115
Andhra Pradesh,Kondapi (SC),110,JAMULLAMUDI POLAIAH,IND,124
Andhra Pradesh,Kondapi (SC),110,SRINIVASARAO BODDU,IND,112
Andhra Pradesh,Kondapi (SC),110,MAMIDI MAALYADRI,IND,127
Andhra Pradesh,Kondapi (SC),110,SUJATHA VIGHNAM,IND,249
Andhra Pradesh,Kondapi (SC),110,NOTA,NOTA,1612
Andhra Pradesh,Kothapeta,47,ESWARA RAO ROUTHU,INC,1169
Andhra Pradesh,Kothapeta,47,KANDRU VENKATESWARA RAO,BSP,599
Andhra Pradesh,Kothapeta,47,CHIRLA JAGGIREDDY,YSRCP,77807
Andhra Pradesh,Kothapeta,47,BANDARU SATYANANDA RAO,TDP,134286
Andhra Pradesh,Kothapeta,47,ARUNA KIRAN SATYALA,OTH,430
Andhra Pradesh,Kothapeta,47,DADALA CHANDRA RAO,OTH,130
Andhra Pradesh,Kothapeta,47,BANDARU SRINIVASA RAO,OTH,92
Andhra Pradesh,Kothapeta,47,BOCHA SRINIVASARAO,IND,691
Andhra Pradesh,Kothapeta,47,MERLA SASTRULU,IND,69
Andhra Pradesh,Kothapeta,47,RAYUDU RAJU,IND,194
Andhra Pradesh,Kothapeta,47,SALADI V.V.D.S.MURTHY,IND,194
Andhra Pradesh,Kothapeta,47,AMBARUKHANA SUDHAKAR,IND,247
Andhra Pradesh,Kothapeta,47,SUNKARA LAKSHMI MANI KUMARI,IND,146
Andhra Pradesh,Kothapeta,47,NOTA,NOTA,1575
Andhra Pradesh,Kovur,116,ANIL KADIMPATI,BSP,837
Andhra Pradesh,Kovur,116,KIRAN KUMAR REDDY NARAPAREDDY,INC,3203
Andhra Pradesh,Kovur,116,NALLAPAREDDY PRASANNA KUMAR REDDY,YSRCP,76040
Andhra Pradesh,Kovur,116,PRASHANTHI REDDY VEMIREDDY,TDP,130623
Andhra Pradesh,Kovur,116,ALLA SIVAIAH,OTH,307
Andhra Pradesh,Kovur,116,POLAVARAPU SUNANDA,OTH,202
Andhra Pradesh,Kovur,116,RAGHURAM PANDHI,OTH,97
Andhra Pradesh,Kovur,116,RAMISETTY SAI,OTH,76
Andhra Pradesh,Kovur,116,SOMA GOPAL,OTH,121
Andhra Pradesh,Kovur,116,UJWAL KUMAR KANDIKATTU,IND,113
Andhra Pradesh,Kovur,116,CHAKKIRALA ANITHAMMA,IND,184
Andhra Pradesh,Kovur,116,MODEM SREENIVASULU REDDY,IND,175
Andhra Pradesh,Kovur,116,SHAIK CHOTE SAHEB,IND,899
Andhra Pradesh,Kovur,116,NOTA,NOTA,2377
Andhra Pradesh,Kovvur,54,ARIGELA ARUNA KUMARI,INC,1897
Andhra Pradesh,Kovvur,54,TALARI VENKATA RAO,YSRCP,58797
Andhra Pradesh,Kovvur,54,MUPPIDI VENKATESWARA RAO,TDP,92743
Andhra Pradesh,Kovvur,54,BONTA SYAM RAVI PRAKASH,OTH,652
Andhra Pradesh,Kovvur,54,MUPPIDI SEKHAR BABU,OTH,194
Andhra Pradesh,Kovvur,54,SEKHAR BABU KOYYA,OTH,1255
Andhra Pradesh,Kovvur,54,UBA SRIKANTH,IND,369
Andhra Pradesh,Kovvur,54,KAMALA ARUGOLANU,IND,152
Andhra Pradesh,Kovvur,54,KOKKIRIPATI CHINABABU,IND,163
Andhra Pradesh,Kovvur,54,TATAPUDI PRAVEEN,IND,166
Andhra Pradesh,Kovvur,54,BONTHA KISHORE,IND,258
Andhra Pradesh,Kovvur,54,NOTA,NOTA,2465
Andhra Pradesh,Kuppam,175,C. GANESH,BSP,559
Andhra Pradesh,Kuppam,175,A. GOVINDHARAJULU,INC,2574
Andhra Pradesh,Kuppam,175,CHANDRABABU NAIDU NARA,TDP,121929
Andhra Pradesh,Kuppam,175,K.R.J. BHARATH,YSRCP,73923
Andhra Pradesh,Kuppam,175,AKBAR,OTH,322
Andhra Pradesh,Kuppam,175,GOVINDAPPA,OTH,212
Andhra Pradesh,Kuppam,175,D. PRASAD,OTH,166
Andhra Pradesh,Kuppam,175,T. THIMMARAYAPPA,IND,224
Andhra Pradesh,Kuppam,175,N. NAGARAJU,IND,128
Andhra Pradesh,Kuppam,175,NEELA JAGADEESH,IND,576
Andhra Pradesh,Kuppam,175,K. PRAKASH,IND,153
Andhra Pradesh,Kuppam,175,B. MURALIDHAR @ VASANADU MURALI,IND,198
Andhra Pradesh,Kuppam,175,SURENDRA KUMAR,IND,288
Andhra Pradesh,Kuppam,175,NOTA,NOTA,2115
Andhra Pradesh,Kurnool,137,ARUNA KUMAR .G,BSP,1793
Andhra Pradesh,Kurnool,137,"A. MD. IMTIAZ I.A.S., (RETD)",YSRCP,72814
Andhra Pradesh,Kurnool,137,T.G.BHARATH,TDP,91690
Andhra Pradesh,Kurnool,137,SHAIK JELANI BASHA,INC,9022
Andhra Pradesh,Kurnool,137,ABDUL SATTAR (A.S.R),OTH,109
Andhra Pradesh,Kurnool,137,KURUVA NAGESH,OTH,31
Andhra Pradesh,Kurnool,137,KHALEEL AHMED SHAIK,OTH,496
Andhra Pradesh,Kurnool,137,A.P.RAMAIAH YADAV,OTH,111
Andhra Pradesh,Kurnool,137,SANDYAPOGU RAGHAVENDRA,OTH,27
Andhra Pradesh,Kurnool,137,HARISH KUMAR REDDY .V,OTH,63
Andhra Pradesh,Kurnool,137,INTHIAZ,IND,56
Andhra Pradesh,Kurnool,137,JAMEELA BEGUM SYED,IND,27
Andhra Pradesh,Kurnool,137,S.NAZEER AHMED,IND,48
Andhra Pradesh,Kurnool,137,B.K.NAGA RAJU,IND,62
Andhra Pradesh,Kurnool,137,S.NOUSHAD,IND,166
Andhra Pradesh,Kurnool,137,PULI JACOB,IND,151
Andhra Pradesh,Kurnool,137,B. PRASADA RAO,IND,145
Andhra Pradesh,Kurnool,137,BADAI FASIHA NAAZ,IND,153
Andhra Pradesh,Kurnool,137,BANNURU CHANDRA SEKHAR REDDY,IND,131
Andhra Pradesh,Kurnool,137,BHARATH N,IND,463
Andhra Pradesh,Kurnool,137,RAVI KUMAR .V,IND,139
Andhra Pradesh,Kurnool,137,SINGARI CHANDRA SEKHAR,IND,17
Andhra Pradesh,Kurnool,137,B.SREENIVASA RAO,IND,53
Andhra Pradesh,Kurnool,137,M.SRI HARSHA,IND,91
Andhra Pradesh,Kurnool,137,HUSSAIN PEERAN SAHEB BUVVAJI CHINNA,IND,18
Andhra Pradesh,Kurnool,137,NOTA,NOTA,718
Andhra Pradesh,Kurupam,11,JAGADEESWARI THOYAKA,TDP,83355
Andhra Pradesh,Kurupam,11,TADANGI MINNARAO,BSP,1432
Andhra Pradesh,Kurupam,11,PAMULA PUSHPA SREEVANI,YSRCP,59855
Andhra Pradesh,Kurupam,11,MANDANGI RAMANA,CPM,3923
Andhra Pradesh,Kurupam,11,ADDAKULA GEETHARANI,IND,767
Andhra Pradesh,Kurupam,11,TADANGI SRIHARI RAO NAIDU,IND,508
Andhra Pradesh,Kurupam,11,MOSURU NAGA BUSHAN,IND,690
Andhra Pradesh,Kurupam,11,NOTA,NOTA,4761
Andhra Pradesh,Macherla,101,GUNDALA SAIDULU,BSP,2427
Andhra Pradesh,Macherla,101,JULAKANTI BRAHMANANDA REDDY,TDP,122413
Andhra Pradesh,Macherla,101,RAMAKRISHNAREDDY. PINNELLI,YSRCP,89095
Andhra Pradesh,Macherla,101,RAMACHANDRAREDDY YARAMALA,INC,2237
Andhra Pradesh,Macherla,101,NAVULURI SHIVA REDDY,OTH,214
Andhra Pradesh,Macherla,101,BATCHU. VENKATESWARLU,OTH,329
Andhra Pradesh,Macherla,101,YENUMULA  KESAVA REDDY,OTH,105
Andhra Pradesh,Macherla,101,KUNDURU VEERANJANEYAREDDY,IND,101
Andhra Pradesh,Macherla,101,KOTRA RAJESH,IND,78
Andhra Pradesh,Macherla,101,GUMMADI. KOTESWARARAO YADAV,IND,85
Andhra Pradesh,Macherla,101,GOLLA SRINIVASARAO,IND,172
Andhra Pradesh,Macherla,101,DEGALA SAIDARAJU,IND,135
Andhra Pradesh,Macherla,101,PRASAD SURA,IND,148
Andhra Pradesh,Macherla,101,VRS SATYANARAYANA CHARI MAROJU,IND,528
Andhra Pradesh,Macherla,101,SHAIK MABU JANI,IND,286
Andhra Pradesh,Macherla,101,NOTA,NOTA,1746
Andhra Pradesh,Machilipatnam,75,ABDUL MATEEN,INC,1443
Andhra Pradesh,Machilipatnam,75,KOLLU. RAVINDRA,TDP,105044
Andhra Pradesh,Machilipatnam,75,PERNI KRISHNAMURTHY (KITTU),YSRCP,54802
Andhra Pradesh,Machilipatnam,75,SOWDADA. BALAJI,BSP,500
Andhra Pradesh,Machilipatnam,75,ADOTHU. TULASIRAM,OTH,162
Andhra Pradesh,Machilipatnam,75,KONA NAGARJUNA,OTH,838
Andhra Pradesh,Machilipatnam,75,VAKKALAGADDA PAVANI,OTH,198
Andhra Pradesh,Machilipatnam,75,AMMIREDDY RAJANI,IND,61
Andhra Pradesh,Machilipatnam,75,ARIFPASHA SHAIK,IND,67
Andhra Pradesh,Machilipatnam,75,ANGARA CHAMUNDESWARI,IND,142
Andhra Pradesh,Machilipatnam,75,KOTAPROLU SUNEEL BABU,IND,136
Andhra Pradesh,Machilipatnam,75,CHINTHAPALLI MANOHAR,IND,98
Andhra Pradesh,Machilipatnam,75,EDE. BHASKARARAO,IND,134
Andhra Pradesh,Machilipatnam,75,LAKSHMI KIRAN KUNAPAREDDY,IND,187
Andhra Pradesh,Machilipatnam,75,NOTA,NOTA,1027
Andhra Pradesh,Madakasira (SC),156,D.INDEEVAR,BSP,3746
Andhra Pradesh,Madakasira (SC),156,IRALAKKAPPA.S.L,YSRCP,79632
Andhra Pradesh,Madakasira (SC),156,M.S.RAJU,TDP,79983
Andhra Pradesh,Madakasira (SC),156,K.SUDHAKAR,INC,17380
Andhra Pradesh,Madakasira (SC),156,PARADESANNA GARI HANUMANTHARAJU,OTH,275
Andhra Pradesh,Madakasira (SC),156,B.KARININGAPPA,IND,103
Andhra Pradesh,Madakasira (SC),156,R.GURUMURTHY,IND,128
Andhra Pradesh,Madakasira (SC),156,T.DHANARAJ,IND,865
Andhra Pradesh,Madakasira (SC),156,R.G.PAVITHRA,IND,300
Andhra Pradesh,Madakasira (SC),156,K.RAVEENDRA,IND,114
Andhra Pradesh,Madakasira (SC),156,M.RAJANNA,IND,166
Andhra Pradesh,Madakasira (SC),156,M.LAKSHMINARASAPPA,IND,310
Andhra Pradesh,Madakasira (SC),156,HALLIKERA JAGANNATHA PRASAD,IND,408
Andhra Pradesh,Madakasira (SC),156,NOTA,NOTA,2728
Andhra Pradesh,Madanapalle,164,NARASIMHULU RASINTHI,BSP,1220
Andhra Pradesh,Madanapalle,164,S.NISAR AHAMAD,YSRCP,92471
Andhra Pradesh,Madanapalle,164,MALLELA PAVAN KUMAR REDDY,INC,6051
Andhra Pradesh,Madanapalle,164,M.SHAJAHAN BASHA,TDP,97980
Andhra Pradesh,Madanapalle,164,ADIVIPALLE KRISHNAPPA,OTH,305
Andhra Pradesh,Madanapalle,164,M.BHASKAR,OTH,153
Andhra Pradesh,Madanapalle,164,NARRAVULA MANI SANKAR,OTH,121
Andhra Pradesh,Madanapalle,164,V.UMADEVI,IND,213
Andhra Pradesh,Madanapalle,164,M.GULNAZ BEGUM,IND,142
Andhra Pradesh,Madanapalle,164,S.JAYASIMHA,IND,186
Andhra Pradesh,Madanapalle,164,SHAIK NISAR AHAMAD,IND,479
Andhra Pradesh,Madanapalle,164,B.NARASIMHA NAIK,IND,122
Andhra Pradesh,Madanapalle,164,RAYADURGAM JANARDHANA,IND,138
Andhra Pradesh,Madanapalle,164,S.SAJAHAN,IND,1288
Andhra Pradesh,Madanapalle,164,SHAIK AZID BASHA,IND,243
Andhra Pradesh,Madanapalle,164,NOTA,NOTA,1759
Andhra Pradesh,Madugula,27,ANURADHA ERLI,YSRCP,63843
Andhra Pradesh,Madugula,27,KARANAM TIRUPATHI RAO,BSP,1675
Andhra Pradesh,Madugula,27,BODDU SRINIVASA,INC,1784
Andhra Pradesh,Madugula,27,BANDARU SATYANARAYANA MURTHY,TDP,91869
Andhra Pradesh,Madugula,27,THALLA. RAVI,OTH,532
Andhra Pradesh,Madugula,27,LEKKALA ESWARA RAO,OTH,382
Andhra Pradesh,Madugula,27,BUDI RAVI KUMAR,IND,395
Andhra Pradesh,Madugula,27,MATHALA ARINAIDU,IND,244
Andhra Pradesh,Madugula,27,MALLARAPU LOVACHAND,IND,427
Andhra Pradesh,Madugula,27,NOTA,NOTA,4070
Andhra Pradesh,Mandapeta,48,KAMANA PRABHAKARA RAO,INC,1484
Andhra Pradesh,Mandapeta,48,GURRAPU KOTTIYYA,BSP,453
Andhra Pradesh,Mandapeta,48,JOGESWARA RAO.V,TDP,116309
Andhra Pradesh,Mandapeta,48,THOTA TRIMURTHULU,YSRCP,71874
Andhra Pradesh,Mandapeta,48,NALLA CHINNA RAO,OTH,293
Andhra Pradesh,Mandapeta,48,NANDIKOLLA RAJU,OTH,131
Andhra Pradesh,Mandapeta,48,SADEY. DAVID RAJU,OTH,120
Andhra Pradesh,Mandapeta,48,KONA SURYA BHASKARA RAO,IND,103
Andhra Pradesh,Mandapeta,48,MANDAPALLI RAVI,IND,101
Andhra Pradesh,Mandapeta,48,RAYUDU SRINIVASU,IND,140
Andhra Pradesh,Mandapeta,48,VEERA VENKATA SATYANARAYANA  KONA,IND,157
Andhra Pradesh,Mandapeta,48,SRIKRISHNA KONA,IND,152
Andhra Pradesh,Mandapeta,48,SATYANARAYANA MARNI,IND,1161
Andhra Pradesh,Mandapeta,48,NOTA,NOTA,1568
Andhra Pradesh,Mangalagiri,87,KURAPATI SUBBARAO,BSP,976
Andhra Pradesh,Mangalagiri,87,JONNA SIVASANKARARAO,CPM,2629
Andhra Pradesh,Mangalagiri,87,NARA LOKESH,TDP,167710
Andhra Pradesh,Mangalagiri,87,MURUGUDU LAVANYA,YSRCP,76297
Andhra Pradesh,Mangalagiri,87,ANNAPUREDDY KRISHNAREDDY,OTH,165
Andhra Pradesh,Mangalagiri,87,ABDUL GAFFAR SHARIF,IUML,103
Andhra Pradesh,Mangalagiri,87,KANCHARLA MARY SAILAJA,OTH,41
Andhra Pradesh,Mangalagiri,87,KAKI  VENKATARAO,OTH,19
Andhra Pradesh,Mangalagiri,87,KOSANAM SRINIVASARAO,OTH,37
Andhra Pradesh,Mangalagiri,87,GURRAM RAMARAO,OTH,29
Andhra Pradesh,Mangalagiri,87,JANJANAM KOTESWARARAO,OTH,41
Andhra Pradesh,Mangalagiri,87,TAMMISETTY KOTAMMA,OTH,45
Andhra Pradesh,Mangalagiri,87,PUSALA VENKATA KRISHNAIAH,OTH,43
Andhra Pradesh,Mangalagiri,87,BODE RAMACHANDRA YADAV,OTH,373
Andhra Pradesh,Mangalagiri,87,RAVU SUBRAHMANYAM,OTH,1052
Andhra Pradesh,Mangalagiri,87,VENKATA NAGALAKSHMI DESU,OTH,190
Andhra Pradesh,Mangalagiri,87,SRAVAN KUMAR JADA,OTH,416
Andhra Pradesh,Mangalagiri,87,SHAIK. JALEEL,OTH,287
