ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION
S01,Andhra Pradesh,5,2014,Khammam,116,Sathupalli ,SC,None of the Above,NULL,NULL,NULL,NOTA,905,8
S01,Andhra Pradesh,5,2014,Khammam,116,Sathupalli ,SC,DAMALLA SATYANARAYANA,M,SC,33,BSP,684,9
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,VENKAT RAO JALAGAM,M,GEN,46,TRS,50688,1
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,VANAMA VENKATESHWARA RAO,M,GEN,69,YSRCP,34167,2
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,KONERU SATYANARAYANA,M,GEN,47,TDP,28363,3
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,ADAVALLI KRISHNA,M,GEN,60,IND,22989,4
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,KUNAMNENI SAMBASHIVA RAO,M,GEN,57,CPI,20994,5
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,SAMPATH PONUGOTI,M,GEN,26,IND,1874,6
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1356,7
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,GUNIPATI SUDHAKAR,M,GEN,42,PPOI,1000,8
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,THANDRA VENKATESHWARLU,M,SC,46,BSP,904,9
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,KUDIKALA ANJANEYULU,M,GEN,43,LSP,833,10
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,AMEERUDDIN,M,GEN,44,WPOI,802,11
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,PILLI SURESH,M,SC,26,JAP,724,12
S01,Andhra Pradesh,5,2014,Khammam,117,Kothagudem ,GEN,SATYANARAYANA NARALA,M,GEN,40,JaSPa,569,13
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,THATI VENKATESWARLU,M,ST,51,YSRCP,49546,1
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,MECHA NAGESWARA RAO,M,ST,49,TDP,48616,2
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,MITRASENA VAGEELA,M,ST,47,INC,15101,3
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,ADINARAYANA JARE,M,ST,31,TRS,13217,4
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,KARAM BHADRAMMA(SANDHYA),F,ST,29,IND,6731,5
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,BHUKYA PRASADA RAO,M,ST,37,IND,2688,6
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,JAN BABU B.,M,ST,37,PPOI,1459,7
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,KORSA VENKATESH DORA,M,ST,37,IND,1255,8
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,None of the Above,NULL,NULL,NULL,NOTA,1145,9
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,BALAKRISHNA SADIYAM,M,ST,31,BSP,807,10
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,VENKATA NARASAIAH KANNEBOINA,M,ST,48,IND,692,11
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,PAYAM POTHAIAH,M,ST,36,JaSPa,679,12
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,THATI VENKATESH,M,ST,49,IND,595,13
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,BANAVATH NANDA,M,ST,52,IND,520,14
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,ANGOTHU KRISHNA,M,ST,39,IND,324,15
S01,Andhra Pradesh,5,2014,Khammam,118,Aswaraopeta ,ST,PODIYAM KRISHNA,M,ST,56,IND,281,16
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,SUNNAM RAJAIAH,M,ST,56,CPM,57750,1
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,K.P.R.K. PHANEESWARAMMA,F,ST,49,TDP,55935,2
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,KUNJA SATYAVATHI,F,ST,43,INC,22061,3
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,MANE RAMAKRISHNA,M,ST,45,TRS,8728,4
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,VENKATA RAMANA SUNNAM,M,ST,35,IND,5267,5
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,None of the Above,NULL,NULL,NULL,NOTA,2499,6
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,KAMARAJU IRPA,M,ST,33,BSP,2152,7
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,SOMINI VENKATA PURUSHOTHAM,M,ST,35,IND,2039,8
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,PAYAM VENKAIAH,M,ST,45,IND,1929,9
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,GONDI VENKATESWARLU,M,ST,36,JaSPa,1642,10
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,BHUKYA PARVATHI,F,ST,35,PPOI,1425,11
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,MARMAM LAKSHMI DEVI,F,ST,25,IND,1156,12
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,KUNJA DULAIAH,M,ST,49,IND,1100,13
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,G.CHANDRA,F,ST,26,IND,903,14
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,VISLAVATH SWAROOPA RAMU,F,ST,28,IND,893,15
S01,Andhra Pradesh,5,2014,Khammam,119,Bhadrachalam ,ST,PANDRA HEMA SUNDAR,M,ST,29,IND,570,16
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,ASHOK BENDALAM,M,GEN,32,TDP,86815,1
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,NARTU RAMA RAO,M,GEN,55,YSRCP,61537,2
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,AGARWAL NARESH (LALLU),M,GEN,56,INC,6582,3
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,MALIPEDDI DHANUNJAYA RAO,M,GEN,48,BSP,1374,4
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,MURAPALA KODANDARAO,M,GEN,36,JaSPa,1184,5
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,BADE GOWRISWARI,F,GEN,31,LSP,1114,6
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,None of the Above,NULL,NULL,NULL,NOTA,845,7
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,BORA TULASI RAO,M,GEN,44,IND,648,8
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,ISURU BHASKAR REDDY,M,GEN,36,NBNP,478,9
S01,Andhra Pradesh,5,2014,Srikakulam,120,Ichchapuram,GEN,TEJA SINGH JOHN KHAN HONG,M,GEN,44,IND,342,10
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,GOUTHU SYAM SUNDER SIVAJI,M,GEN,64,TDP,69658,1
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,BABU RAO VAJJA,M,GEN,56,YSRCP,52133,2
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,KANITHI VISWANATHAM,M,GEN,82,JaSPa,6151,3
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,NAGESWARA RAO VANKA,M,GEN,48,INC,1863,4
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,MAJJI SARADA,F,GEN,56,IND,1653,5
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,CHAPARA VENKATA RAMANA,M,GEN,67,CPI,1242,6
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,TAMADA SANYASI RAO,M,GEN,45,CPI(ML)(L),913,7
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,GUNTU JANGAMAYYA,M,GEN,65,BSP,820,8
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,TAMMINANA MADHAVA RAO,M,GEN,61,LSP,762,9
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,BAMMIDI SANTOSH KUMAR,M,GEN,25,AAAP,755,10
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,None of the Above,NULL,NULL,NULL,NOTA,728,11
S01,Andhra Pradesh,5,2014,Srikakulam,121,Palasa,GEN,KOMARA SANKARA RAO,M,GEN,43,IND,616,12
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,ATCHANNAIDU KINJARAPU,M,GEN,43,TDP,81167,1
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,DUVVADA SRINIVAS,M,GEN,47,YSRCP,72780,2
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,LASA SOMESWARA RAO,M,SC,38,BSP,2137,3
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,KILLI RAMMOHANA RAO,M,GEN,56,INC,1849,4
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,BETHA VIVEKANADA MAHARAJ,M,GEN,28,AAAP,1008,5
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,None of the Above,NULL,NULL,NULL,NOTA,871,6
S01,Andhra Pradesh,5,2014,Srikakulam,122,Tekkali,GEN,K.BHARATHI,F,GEN,53,JaSPa,582,7
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,KALAMATA VENKATA RAMANA MURTHY,M,GEN,49,YSRCP,69320,1
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,SATRUCHARLA VIJAYA RAMA RAJU,M,GEN,63,TDP,65455,2
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,PALAVALASA KARUNAKARA RAO,M,GEN,44,INC,1508,3
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,KOMARAPU TIRUPATHI RAO,M,GEN,42,JaSPa,1463,4
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,MUNJI MURALI KRISHNA,M,GEN,49,LSP,1176,5
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,BODDEPALLI KRISHNA RAO,M,SC,32,BSP,1118,6
S01,Andhra Pradesh,5,2014,Srikakulam,123,Pathapatnam,GEN,None of the Above,NULL,NULL,NULL,NOTA,998,7
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,GUNDA LAKSHMI DEVI,F,GEN,53,TDP,88814,1
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,DHARMANA PRASADA RAO,M,GEN,56,YSRCP,64683,2
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,CHOWDARI SATISH,M,GEN,29,INC,3683,3
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,BALAGA BALA KRISHNA MURTHY,M,GEN,37,BSP,1682,4
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,PANCHADI RAMBABU,M,GEN,34,LSP,1454,5
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,P.J.NAIDU,M,GEN,41,JaSPa,1109,6
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,None of the Above,NULL,NULL,NULL,NOTA,875,7
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,G.L.L.NARSU NAIDU,M,GEN,36,sps,526,8
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,PEDADA MOHANA DAS,M,GEN,31,AAAP,428,9
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,D. VEERA BABU,M,GEN,30,PPOI,375,10
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,BAGGU KRISHNA RAO,M,GEN,27,IND,354,11
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,SUGGU VENU GOPALA REDDY,M,GEN,42,IND,293,12
S01,Andhra Pradesh,5,2014,Srikakulam,124,Srikakulam,GEN,RAGOLU NAGASIVA,M,GEN,27,IND,247,13
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,KOONA RAVIKUMAR,M,GEN,46,TDP,65233,1
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,THAMMINENI SEETHARAM,M,GEN,58,YSRCP,59784,2
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,BODDEPALLI SATYAVATHI,F,GEN,44,INC,4918,3
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,DULAPU PUNYAVATHI,F,SC,43,BSP,1239,4
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,PAIDI SATYAPRASAD,M,GEN,44,JaSPa,844,5
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,ANNAMNAIDU TAMMINENI,M,GEN,45,LSP,808,6
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,None of the Above,NULL,NULL,NULL,NOTA,586,7
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,BODDEPALLI SRINIVASA RAO,M,GEN,30,AAAP,319,8
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,PEDADA APPAJISRINIVAS,M,GEN,48,IND,211,9
S01,Andhra Pradesh,5,2014,Srikakulam,125,Amadalavalasa,GEN,BADANA SRINIVASA RAO,M,GEN,39,IND,169,10
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,KALAVENKATARAO KIMIDI,M,GEN,60,TDP,85769,1
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,GORLE KIRANKUMAR,M,GEN,48,YSRCP,81028,2
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,RAVIKIRAN KILARI,M,GEN,39,INC,2148,3
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,AMMINAIDU PAIDI,M,GEN,34,LSP,1344,4
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,GUDIVADA KUPPAYYA,M,SC,48,BSP,1023,5
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,None of the Above,NULL,NULL,NULL,NOTA,854,6
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,DHANALAKOTI RAMANAH,M,GEN,25,AAAP,849,7
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,VENKATARAO VANDANA,M,SC,49,JaSPa,517,8
S01,Andhra Pradesh,5,2014,Srikakulam,126,Etcherla,GEN,GORLE GOWRINAIDU,M,GEN,40,IND,469,9
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,RAMANAMURTY BAGGU,M,GEN,55,TDP,76559,1
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,DHARMANA KRISHNA DAS,M,GEN,59,YSRCP,71759,2
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,JAGAN MOHANA RAO DOLA,M,GEN,49,INC,2156,3
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,RAVI KUMAR PYDI,M,GEN,39,AAAP,1160,4
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,SIMMA USHA RANI,F,GEN,51,JaSPa,1083,5
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,MUTYAM SURYAM,M,GEN,43,BSP,906,6
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,None of the Above,NULL,NULL,NULL,NOTA,819,7
S01,Andhra Pradesh,5,2014,Srikakulam,127,Narasannapeta,GEN,ETAKARLAPALLI THRIVESWARA RAO,M,GEN,40,IND,714,8
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,KAMBALA JOGULU,M,SC,47,YSRCP,69192,1
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,KAVALI PRATHIBHA BHARATHI,F,SC,59,TDP,68680,2
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,KONDRU MURALI MOHAN,M,SC,44,INC,4790,3
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,P.M.J. BABU,M,SC,62,IND,1205,4
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,TUNIA SHANKAR BABU RAO,M,SC,51,LSP,1141,5
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,MANNENA CHAITANYA KUMAR,M,SC,34,BSP,737,6
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,None of the Above,NULL,NULL,NULL,NOTA,694,7
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,PAILA M.M.R.R. SURESH KUMAR,M,SC,34,AAAP,491,8
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,SAVARAPU PRAVEENA,F,SC,39,JaSPa,480,9
S01,Andhra Pradesh,5,2014,Srikakulam,128,Rajam ,SC,DUSI BHAVANI PRASAD,M,SC,43,IND,477,10
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,VISWASARAYI KALAVATHI,F,ST,48,YSRCP,55337,1
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,JAYA KRISHNA NIMMAKA,M,ST,34,TDP,53717,2
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,PATTIKA KUMAR,M,ST,53,CPM,3165,3
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,NIMMAKA SUGREEVULU,M,ST,49,INC,3162,4
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,KURANGI MANMADHA RAO,M,ST,49,CPI,2483,5
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,SAVARA PULIPUTTI PENTADU,M,ST,41,IND,1423,6
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,None of the Above,NULL,NULL,NULL,NOTA,1382,7
S01,Andhra Pradesh,5,2014,Srikakulam,129,Palakonda ,ST,BIDDIKA VENKAYYA,M,ST,55,IND,759,8
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,PAMULA PUSHPA SREEVANI,F,ST,27,YSRCP,55435,1
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,JANARDHAN THATRAJ VEERA VARA TODRAMALA,M,ST,35,TDP,36352,2
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,JAYARAJU NIMMAKA,M,ST,50,IND,26044,3
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,KOLAKA LAXMANA MURTY,M,ST,51,CPM,5689,4
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,PALAKA RANJITH KUMAR,M,ST,32,IND,2626,5
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,ERRAMILLI INDRASENA VARDHAN,M,ST,29,INC,2594,6
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,None of the Above,NULL,NULL,NULL,NOTA,2077,7
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,KADRAKA VENKATASWAMY,M,ST,36,IND,1357,8
S01,Andhra Pradesh,5,2014,Vizianagaram,130,Kurupam ,ST,ARIKA RASUVULU,M,ST,59,IND,1080,9
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,BOBBILI CHIRANJEEVULU,M,SC,56,TDP,62458,1
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,JAMMANA PRASANNA KUMAR,M,SC,46,YSRCP,56329,2
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,ALAJANGI JOGARAO,M,SC,41,INC,6511,3
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,YAMMALA MANMADHA RAO,M,SC,36,CPM,1587,4
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,KRISHNA VELAGADA,M,SC,39,IND,904,5
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,GONGADA LAXMANA RAO,M,SC,38,JaSPa,864,6
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,None of the Above,NULL,NULL,NULL,NOTA,830,7
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,GARBAPU PUSHPANADHAM,M,SC,45,AAAP,448,8
S01,Andhra Pradesh,5,2014,Vizianagaram,131,Parvathipuram ,SC,MARRI THAVITAYYA,M,SC,66,IND,347,9
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,RAJANNA DORA PEEDIKA,M,ST,49,YSRCP,63755,1
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,RAJENDRA PRATAP BHANJ DEO,M,ST,59,TDP,58758,2
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,ANDRA BABA,M,ST,41,INC,4666,3
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,APPARAO SIDARAPU,M,ST,32,CPM,2183,4
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,RAMU JANNI,M,ST,30,CPI,2112,5
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,UYAKA MUTYALU,M,ST,41,IND,1898,6
S01,Andhra Pradesh,5,2014,Vizianagaram,132,Salur ,ST,None of the Above,NULL,NULL,NULL,NOTA,1485,7
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,VENKATA SUJAY KRISHNA RANGA RAO RAVU,M,GEN,43,YSRCP,83587,1
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,THENTU LAKSHMU NAIDU,M,GEN,33,TDP,76629,2
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,VENKATA CHINA APPALA NAIDU SAMBANGI,M,GEN,61,INC,4966,3
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,ANOORADHA VASIREDDY,F,GEN,39,JaSPa,924,4
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,DR. NARAYANA RAO VENGALA,M,GEN,60,BSP,879,5
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,None of the Above,NULL,NULL,NULL,NOTA,762,6
S01,Andhra Pradesh,5,2014,Vizianagaram,133,Bobbili ,GEN,SAILA.JOHNWILSON,M,GEN,55,IND,534,7
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,KIMIDI MRUNALINI,F,GEN,55,TDP,63787,1
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,BOTCHA SATYANARAYANA,M,GEN,55,INC,42945,2
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,BELLANA CHANDRA SEKHAR (PEDABABU),M,GEN,52,YSRCP,42179,3
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,REDDI LAKHMU NAIDU,M,GEN,33,LSP,1048,4
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,ANANTHA RAJU.S,M,GEN,39,PPOI,884,5
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,None of the Above,NULL,NULL,NULL,NOTA,765,6
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,BULUSU NAGA SRINIVAS,M,GEN,34,AAAP,695,7
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,PEDDI VENKATESH,M,GEN,27,IND,491,8
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,TADDI SRINIVASA RAO,M,GEN,42,JaSPa,471,9
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,KEMBURI RAMA MOHAN RAO,M,GEN,64,IND,276,10
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,APPARAO GANTANA,M,SC,56,IND,271,11
S01,Andhra Pradesh,5,2014,Vizianagaram,134,Cheepurupalle,GEN,PEERUBANDI PRAKASH RAO,M,SC,59,IND,243,12
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,APPALANAIDU KONDAPALLI,M,GEN,47,TDP,65117,1
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,KADUBANDI SRINIVASA RAO,M,GEN,48,YSRCP,45694,2
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,APPALANARASAYYA BOTCHA,M,GEN,50,INC,44325,3
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,AYIKA GNANESWARA RAO,M,GEN,38,PPOI,1136,4
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,DEVARA ESWARA RAO,M,GEN,49,LSP,974,5
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,None of the Above,NULL,NULL,NULL,NOTA,757,6
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,SUNNAPU RAMASWAMY,M,SC,37,IND,674,7
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,LAGUDU GOVINDA,M,GEN,33,JaSPa,622,8
S01,Andhra Pradesh,5,2014,Vizianagaram,135,Gajapathinagaram,GEN,MIDATANA RAVI KUMAR,M,GEN,27,AAAP,414,9
S01,Andhra Pradesh,5,2014,Vizianagaram,136,Nellimarla,GEN,NARAYANA SWAMY NAIDU PATHIVADA,M,GEN,75,TDP,71267,1
S01,Andhra Pradesh,5,2014,Vizianagaram,136,Nellimarla,GEN,P.V.V.SURYANARAYANA RAJU(SURESH BABU),M,GEN,48,YSRCP,64294,2
S01,Andhra Pradesh,5,2014,Vizianagaram,136,Nellimarla,GEN,APPALA NAIDU BADDU KONDA,M,GEN,40,INC,23884,3
S01,Andhra Pradesh,5,2014,Vizianagaram,136,Nellimarla,GEN,ARJI SIVA PRASAD,M,SC,38,BSP,2585,4
