ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,KONERU KONAPPA,M,GEN,58,BSP,49033,1
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,KAVETI SAMMAIAH,M,GEN,57,TRS,40196,2
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,KOKKIRALA PREM SAGAR RAO,M,GEN,50,INC,26955,3
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,RAAVI SRINIVAS RAO,M,GEN,40,TDP,19359,4
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,M.D RAZI HYDER.,M,GEN,59,MaSP,4675,5
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,MOHAMMAD JABBAR KHAN.,M,GEN,50,IND,3769,6
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1756,7
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,DURGAM. SHYAM RAO,M,SC,57,IND,1614,8
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,MURALI KRISHNA.R.,M,GEN,38,IND,1263,9
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,M.RAMCHANDER,M,SC,54,IND,933,10
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,LENDUGURE MENGAJI PATEL,M,GEN,62,BCUF,923,11
S01,Andhra Pradesh,5,2014,Adilabad,1,Sirpur,GEN,SHABBIR HUSSAIN,M,GEN,38,YSRCP,812,12
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,NALLALA ODELU,M,SC,50,TRS,64867,1
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,GADDAM VINOD,M,SC,57,INC,38703,2
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,RAM VENU,M,SC,39,BJP,7879,3
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,SOGALA SANJEEV,M,SC,34,RP(K),5711,4
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,None of the Above,NULL,NULL,NULL,NOTA,1616,5
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,THUNGAPINDI RAMESH,M,SC,34,BSP,1607,6
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,SEGGAM RAJESHWAR,M,SC,44,IND,1415,7
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,MEDAPAKA SATHISH,M,SC,29,IND,1069,8
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,THOGARI BANESH,M,SC,39,IND,1064,9
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,MEKALA PRAMEELA,F,SC,47,YSRCP,843,10
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,ANDUGULA SRINIVAS,M,SC,42,IND,571,11
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,MOYYA RAMBABU,M,SC,45,IND,568,12
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,RODDA MOHAN,M,SC,33,AAAP,536,13
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,ELPULA SRINIVAS,M,SC,37,RLD,500,14
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,RAMAGIRI VIKRAM SINGH,M,SC,27,NIP,404,15
S01,Andhra Pradesh,5,2014,Adilabad,2,Chennur ,SC,BIRUDULA PRADEEP,M,SC,29,IND,368,16
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,DURGAM CHINNAIAH,M,SC,43,TRS,73779,1
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,GUNDA MALLESH,M,SC,67,CPI,21251,2
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,PATI SUBHADRA,F,SC,59,TDP,9167,3
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,BADIKELA SAMPATH KUMAR,M,SC,51,IND,2648,4
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,JADI SHANKARAIAH,M,SC,41,IND,1940,5
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,SABBANI KRISHNA,M,SC,51,MCPI,1390,6
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,ERUKALA RAJ KIRAN,M,SC,35,YSRCP,1377,7
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,CHILUMULA SHANKAR,M,SC,49,IND,1257,8
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,None of the Above,NULL,NULL,NULL,NOTA,781,9
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,DANDU RAVINDER,M,SC,45,LSP,631,10
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,MADDALA SRINIVAS,M,SC,33,IND,618,11
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,GADDALA HYMAVATHI,F,SC,32,IND,545,12
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,MEKALA  VENKATESHAM,M,SC,44,IND,518,13
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,NEERLA PADMA,F,SC,34,IND,517,14
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,DUBASI PRABHAKAR,M,SC,29,IND,516,15
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,AMBALA MAHENDAR,M,SC,43,IND,503,16
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,GANDHAM SHANKAR,M,SC,48,IND,436,17
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,BANDARI SRINIVAS,M,SC,27,AAAP,385,18
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,BATHULA MADHU,M,SC,35,AIFB,366,19
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,MOGURAM KANNAIAH,M,SC,42,IND,359,20
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,RAJALINGU CHIPPAKURTHI,M,SC,28,IND,320,21
S01,Andhra Pradesh,5,2014,Adilabad,3,Bellampalli,SC,RATHNAM SRIKANTH,M,SC,27,IND,150,22
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,DIWAKAR RAO NADIPELLI,M,GEN,61,TRS,95171,1
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,GADDAM ARAVINDA REDDY,M,GEN,57,INC,35921,2
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,MULKALA MALLAREDDY,M,GEN,46,BJP,11584,3
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,AZMEERA LALKUMAR,M,ST,36,IND,5110,4
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,None of the Above,NULL,NULL,NULL,NOTA,1482,5
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,MITTAPALLI KIRAN KUMAR,M,SC,28,pjdl,1206,6
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,VEMULA KIRAN,M,GEN,30,BSP,970,7
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,SYED AFZALUDDIN,M,GEN,37,YSRCP,813,8
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,BAKAM MALLESH,M,GEN,34,IND,482,9
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,NAINALA VENKATESHWARLU,M,GEN,41,IND,359,10
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,MD.CHAND PASHA,M,GEN,46,IND,354,11
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,RAVIKANTI DASHARATHAM,M,GEN,56,IND,345,12
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,SHAIK MOHAMED,M,GEN,46,IND,336,13
S01,Andhra Pradesh,5,2014,Adilabad,4,Mancherial,GEN,RANGU MALLESHAM,M,GEN,44,AIFB,320,14
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,KOVA LAXMI,F,ST,45,TRS,59094,1
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,ATRAM SAKKU,M,ST,42,INC,40039,2
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,MARSUKOLA SARSWATHI,F,ST,42,TDP,25439,3
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,KOTNAKA VIJAY KUMAR,M,ST,44,MaSP,7735,4
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,ADE LEELARANI,F,ST,47,IND,4592,5
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,KANAKA RAMBABAI,F,ST,56,BSP,4022,6
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,None of the Above,NULL,NULL,NULL,NOTA,2833,7
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,PENDRAM GOPI,M,ST,48,IND,1370,8
S01,Andhra Pradesh,5,2014,Adilabad,5,Asifabad ,ST,SIDAM ARJU,M,ST,62,GGP,1314,9
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,AJMEERA REKHA,F,ST,39,TRS,67442,1
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,RATHOD RITESH,M,ST,29,TDP,28931,2
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,AJMEERA HARI NAIK,M,ST,45,INC,26087,3
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,JADHAV BHOJYA NAIK,M,ST,51,IND,5692,4
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,MESRAM ANAND RAO,M,ST,32,IND,5107,5
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,None of the Above,NULL,NULL,NULL,NOTA,2427,6
S01,Andhra Pradesh,5,2014,Adilabad,6,Khanapur ,ST,BANOTH BHEELSINGH NAIK,M,ST,34,RLD,1031,7
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,JOGU RAMANNA,M,GEN,51,TRS,58705,1
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,PAYAL SHANKER,M,GEN,42,BJP,43994,2
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,BHARGAV DESHPANDE,M,GEN,27,INC,30298,3
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,ISLAMUDDIN,M,GEN,37,MaSP,2878,4
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,BHUMA REDDY PATIL,M,SC,55,BSP,1701,5
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,LANKA RAGHAVULU,M,GEN,53,CPM,1120,6
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,None of the Above,NULL,NULL,NULL,NOTA,864,7
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,SHIRAZ KHAN,F,GEN,43,IND,631,8
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,UTLA NARSIMLU,M,GEN,54,IND,565,9
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,SS RASHEED UL HARQUE,M,GEN,26,AAAP,485,10
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,BEJJENKI ANIL KUMAR,M,GEN,37,YSRCP,449,11
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,MUNIGELA NARSING,M,GEN,51,IND,427,12
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,PANDITH RAO TAKBIDE,M,GEN,66,SHS,427,13
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,HARISH CHANDER,M,GEN,50,IND,355,14
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,SHAFI ULLA KHAN,M,GEN,44,WPOI,297,15
S01,Andhra Pradesh,5,2014,Adilabad,7,Adilabad,GEN,MOHD. RAFEEQ,M,GEN,37,IUML,283,16
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,RATHOD BAPURAO,M,ST,52,TRS,62870,1
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,JADHAV ANIL KUMAR,M,ST,41,INC,35877,2
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,SOYAM BAPURAO,M,ST,45,TDP,35218,3
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,None of the Above,NULL,NULL,NULL,NOTA,2246,4
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,GEDAM TULASI DAS,M,ST,62,YSRCP,1281,5
S01,Andhra Pradesh,5,2014,Adilabad,8,Boath ,ST,MESRAM NANDA KISHORE,M,ST,27,RLD,1007,6
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,ALLOLLA INDRA KARAN REDDY,M,GEN,65,BSP,61368,1
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,KUCHADI SRIHARIRAO,M,GEN,53,TRS,52871,2
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,ALLETI MAHESHWAR REDDY,M,GEN,46,INC,38951,3
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,MIRZA YASEEN BAIG,M,GEN,49,TDP,4567,4
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,None of the Above,NULL,NULL,NULL,NOTA,1365,5
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,ALLURI MALLAREDDY,M,GEN,55,YSRCP,946,6
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,N.T.RAJESHWAR,M,SC,48,BMUP,870,7
S01,Andhra Pradesh,5,2014,Adilabad,9,Nirmal,GEN,KAPURAPU PRAVEEN KUMAR,M,SC,32,IND,577,8
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,GADDIGARI VITTAL REDDY,M,GEN,59,INC,63322,1
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,DR. PADAKANTI RAMADEVI,F,GEN,52,BJP,48485,2
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,DR.S.VENUGOPALA CHARY,M,GEN,54,TRS,43540,3
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,JAGME DEVIDAS,M,SC,30,BSP,3683,4
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,None of the Above,NULL,NULL,NULL,NOTA,1792,5
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,PANDIT RAO TAKBIDE,M,GEN,66,SHS,1086,6
S01,Andhra Pradesh,5,2014,Adilabad,10,Mudhole,GEN,LALU TATIWAR,M,GEN,62,IND,964,7
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,ASHANNAGARI JEEVAN REDDY,M,GEN,38,TRS,67555,1
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,K.R.SURESH REDDY,M,GEN,54,INC,53591,2
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,RAJARAM DODOLLA,M,GEN,38,TDP,7528,3
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,KOPPU RAJAIAH,M,SC,64,BSP,1456,4
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1445,5
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,ANJAIAH KONDANI,M,GEN,32,PPOI,1362,6
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,LAXMI PRASANNA,F,GEN,25,IND,1271,7
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,TALARI SATYAM,M,SC,31,RPI(A),1135,8
S01,Andhra Pradesh,5,2014,Nizamabad,11,Armur,GEN,BASAR SAYANNA,M,GEN,39,IND,485,9
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,SHAKIL,M,GEN,38,TRS,67427,1
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,SUDARSHAN REDDY PODDUTURI,M,GEN,64,INC,51543,2
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,MEDAPATI PRAKASH REDDY,M,GEN,49,TDP,26558,3
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,KATPALLY SUDEEP REDDY,M,GEN,40,YSRCP,1656,4
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,SILUMULA GANESH,M,SC,29,BSP,1497,5
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,None of the Above,NULL,NULL,NULL,NOTA,1397,6
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,PANIGANTI RAJITHAVANI,F,SC,40,PPOI,1058,7
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,SATYANARAYANA,M,GEN,48,IND,641,8
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,WAJHIULLAH KHAN M.D.,M,GEN,38,BCUF,400,9
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,AMARNATH BABU. M,M,GEN,56,IND,392,10
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,BALASHOWRI BELLAMKONDA,M,GEN,60,AAAP,310,11
S01,Andhra Pradesh,5,2014,Nizamabad,12,Bodhan,GEN,YARLAGADDA SAIBABA,M,GEN,45,RSP,289,12
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,HANMANTH SHINDE,M,SC,40,TRS,72901,1
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,GANGARAM S,M,SC,62,INC,37394,2
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,T. ARUNA TARA,F,SC,41,IND,10324,3
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,MADDELA NAVEEN KUMAR,M,SC,26,TDP,7462,4
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,GANGARAM,M,SC,39,BSP,5211,5
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,PRAKASH NAIDU,M,SC,47,YSRCP,1771,6
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,AYYALA ANAND KUMAR,M,SC,33,DABAP,1622,7
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,None of the Above,NULL,NULL,NULL,NOTA,1430,8
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,E. THUKARAM,M,SC,49,IND,1105,9
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,B. PANDARI,M,SC,55,IND,688,10
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,RAJU,M,SC,33,IND,667,11
S01,Andhra Pradesh,5,2014,Nizamabad,13,Jukkal ,SC,K. NAGARAO,M,SC,42,IND,614,12
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,SRINIVAS REDDY PARIGE,M,GEN,62,TRS,65868,1
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,BALARAJU KASULA,M,GEN,52,INC,41938,2
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,BADYA NAIK RATHOD,M,ST,43,TDP,19692,3
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,NARAHARI GANGARAM,M,SC,53,BSP,3890,4
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,RAMESH CHANDRA BENARJI KAKI,M,GEN,52,IND,2861,5
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,None of the Above,NULL,NULL,NULL,NOTA,1316,6
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,ANJAIAH KONDANI,M,GEN,32,PPOI,944,7
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,RAVUTLA SOBHANA MAHENDER GOUD,F,GEN,41,YSRCP,788,8
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,R.SAILU,M,GEN,66,IND,493,9
S01,Andhra Pradesh,5,2014,Nizamabad,14,Banswada,GEN,MAJID ALI QURESHI,M,GEN,63,AAAP,361,10
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,EANUGU RAVINDER REDDY,M,GEN,49,TRS,70760,1
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,JAJALA SURENDER,M,GEN,41,INC,46751,2
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,BANALA LAXMA REDDY,M,GEN,42,BJP,33359,3
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,None of the Above,NULL,NULL,NULL,NOTA,2212,4
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,DR. MARRI RAMREDDY,M,GEN,45,LSP,1867,5
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,SIDHARTHA REDDY PEDDAPATLOLA,M,GEN,43,YSRCP,1642,6
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,NAGABUSHANAM BATTINI,M,GEN,50,IND,767,7
S01,Andhra Pradesh,5,2014,Nizamabad,15,Yellareddy,GEN,CHITYALA SAYANNA,M,SC,42,IND,657,8
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,GAMPA GOVARDHAN,M,GEN,52,TRS,71961,1
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,MOHD ALI SHABBIR,M,GEN,57,INC,63278,2
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,SIDDARAMULU ETTAM,M,GEN,59,BJP,13938,3
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,ERRA SHIVARAJU A,M,SC,47,BSP,3862,4
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,None of the Above,NULL,NULL,NULL,NOTA,1478,5
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,PAILA KRISHNA REDDY,M,GEN,43,YSRCP,785,6
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,MAHENDER GOUD KODIPYAKA,M,GEN,52,IND,691,7
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,KAIRAMKONDA YADAGIRI,M,GEN,40,RDHP,680,8
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,BHARTHWAJA VEDASHREE,F,GEN,37,LSP,547,9
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,NAGABHUSHANAM BATTINI,M,GEN,50,IND,417,10
S01,Andhra Pradesh,5,2014,Nizamabad,16,Kamareddy,GEN,K. KISHAN,M,SC,38,IND,409,11
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,BIGALA GANESH,M,GEN,44,TRS,42148,1
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,MIR MAJAZ ALI SHAIK,M,GEN,45,AIMIM,31840,2
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SURYANARAYANA DHANPAL,M,GEN,56,BJP,28301,3
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,MAHESH KUMAR GOUD BOMMA,M,GEN,47,INC,25742,4
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SRIDHAR REDDY ANANTHA,M,GEN,38,YSRCP,891,5
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,JAIPAL PULI,M,SC,29,BSP,753,6
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,CHAKRADHAR. ROTTE,M,GEN,34,IND,724,7
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,None of the Above,NULL,NULL,NULL,NOTA,708,8
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,MIRZA AFSAR BAIG,M,GEN,41,IND,591,9
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,DODLE SHEKHAR,M,GEN,40,LSP,504,10
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,RAMANA REDDY,M,GEN,37,AAAP,480,11
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SARITHA PITLA,F,GEN,27,IND,383,12
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,RAMCHANDRA REDDY. P,M,GEN,76,IND,332,13
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,GOVARDHAN D,M,GEN,46,PPOI,327,14
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,MAYAKALA SWAMY,M,GEN,47,IND,299,15
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,GIRIDHAR. R,M,GEN,39,SP,246,16
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,K.S. ANAND,M,GEN,63,IND,208,17
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SRINIVAS MUTYALA,M,GEN,35,IND,206,18
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SHAIK KHADER KHAN,M,GEN,67,IND,185,19
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,MOHAMMAD KHAJA MOINUDDIN,M,GEN,55,BCUF,130,20
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,ASHOK. L,M,GEN,51,IND,112,21
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,BAGWAN B,M,ST,49,IND,109,22
S01,Andhra Pradesh,5,2014,Nizamabad,17,Nizamabad (Urban),GEN,SYED ABDUL KHADER,M,GEN,54,IND,107,23
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,GOVERDHAN BAJI REDDY,M,GEN,59,TRS,78107,1
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,DHARMAPURI SRINIVAAS,M,GEN,66,INC,51560,2
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,ANAND REDDY GADDAM,M,GEN,56,BJP,25579,3
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,PEDDA PANCHAKSHARI BOKKALA,M,GEN,54,IND,3734,4
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,None of the Above,NULL,NULL,NULL,NOTA,2006,5
S01,Andhra Pradesh,5,2014,Nizamabad,18,Nizamabad (Rural),GEN,PITLA RAMA KRISHNA,M,GEN,35,IND,1696,6
