ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,YEAR,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,DIST_NAME,AC_TYPE,VOTES,,,,,,,,
S24,Uttar Pradesh,112,Bisauli ,SURENDRA,2017,M,50,SC,IND,,,1042,,,,,,,,
S24,Uttar Pradesh,112,Bisauli ,KM.YASHODA,2017,F,25,SC,JAM,,,632,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,OMKAR SINGH,2017,M,66,GEN,SP,,,77543,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,ARSHAD ALI,2017,M,46,GEN,BSP,,,73274,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,UMLESH YADAV,2017,F,59,GEN,RPD,,,57522,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,ASHTOSH VARSHNEY,2017,M,38,GEN,BJP,,,24152,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,None of the Above,2017,,,,NOTA,,,2902,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,ANIL KUMAR,2017,M,41,GEN,RLD,,,2117,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,RAJPAL SINGH,2017,M,64,GEN,BSRD,,,2048,,,,,,,,
S24,Uttar Pradesh,113,Sahaswan,RIYASAT KHAN,2017,M,60,GEN,BBPP,,,1242,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,PT. RADHA KRISHAN SHARMA,2017,M,50,GEN,BJP,,,82070,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,MUSARRAT ALI BITTAN,2017,M,45,GEN,BSP,,,55091,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,VIMAL KRISHAN AGARWAL ALIAS PAPPI,2017,M,57,GEN,SP,,,50848,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,None of the Above,2017,,,,NOTA,,,1930,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,RIZWAN ALI,2017,M,40,GEN,JAM,,,1846,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,SATPAL SINGH,2017,M,43,GEN,IND,,,1285,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,ARVIND SINGH,2017,M,44,GEN,RSHP,,,672,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,RAJENDRA SINGH,2017,M,47,GEN,IND,,,623,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,FAKIR CHANDRA MAURYA,2017,M,60,GEN,IND,,,540,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,CHANDRABHAN SINGH,2017,M,49,GEN,IND,,,413,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,FAQRUDDEN,2017,M,40,GEN,IND,,,378,,,,,,,,
S24,Uttar Pradesh,114,Bilsi,PAWAN GULATI,2017,M,49,GEN,IND,,,334,,,,,,,,
S24,Uttar Pradesh,115,Badaun,MAHESH CHANDRA GUPTA,2017,M,59,GEN,BJP,,,87314,,,,,,,,
S24,Uttar Pradesh,115,Badaun,ABID RAZA KHAN,2017,M,44,GEN,SP,,,70847,,,,,,,,
S24,Uttar Pradesh,115,Badaun,BHUPENDRA SINGH,2017,M,61,GEN,BSP,,,32641,,,,,,,,
S24,Uttar Pradesh,115,Badaun,RAMSEWAK SINGH PATEL,2017,M,62,GEN,SHS,,,14576,,,,,,,,
S24,Uttar Pradesh,115,Badaun,None of the Above,2017,,,,NOTA,,,1509,,,,,,,,
S24,Uttar Pradesh,115,Badaun,SATISH CHANDRA,2017,M,52,GEN,IND,,,1127,,,,,,,,
S24,Uttar Pradesh,115,Badaun,KHALID PERVAIZ,2017,M,59,GEN,AIMIM,,,883,,,,,,,,
S24,Uttar Pradesh,115,Badaun,HARINDRA SINGH YADAV,2017,M,61,GEN,IND,,,848,,,,,,,,
S24,Uttar Pradesh,115,Badaun,AMARJEET SINGH,2017,M,29,GEN,BHABHAPA,,,699,,,,,,,,
S24,Uttar Pradesh,115,Badaun,SACHIN PATHAK,2017,M,25,GEN,PPS,,,619,,,,,,,,
S24,Uttar Pradesh,115,Badaun,MUZAFFAR ALI KHAN,2017,M,39,GEN,IND,,,490,,,,,,,,
S24,Uttar Pradesh,115,Badaun,ABINAV RAJ,2017,M,27,GEN,IND,,,421,,,,,,,,
S24,Uttar Pradesh,115,Badaun,ARUN PRAKASH GUPTA,2017,M,36,GEN,IND,,,273,,,,,,,,
S24,Uttar Pradesh,115,Badaun,MAHESH KUMAR SHRIVASTAVA,2017,M,42,GEN,KAJP,,,258,,,,,,,,
S24,Uttar Pradesh,115,Badaun,KRISHAN PAL,2017,M,61,GEN,BSRD,,,240,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,DHARMENDRA KUMAR SINGH SHAKYA,2017,M,41,GEN,BJP,,,93702,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,ASHISH YADAV,2017,M,40,GEN,SP,,,70316,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,MOHD. RIZWAN,2017,M,42,GEN,BSP,,,64327,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,None of the Above,2017,,,,NOTA,,,1896,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,KM. SARVESHA DEVI,2017,F,31,SC,IND,,,1619,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,RAJENDRA,2017,M,38,GEN,BSRD,,,1101,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,KAMTA PRASAD,2017,M,38,GEN,MD,,,922,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,ANESH PAL,2017,M,36,GEN,PECP,,,899,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,PRITI KASHYAP,2017,F,26,GEN,RMEP,,,657,,,,,,,,
S24,Uttar Pradesh,116,Shekhupur,BANDEHASAN,2017,M,44,GEN,IEMC,,,467,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,RAJEEV KUMAR SINGH URF BABBU BHAIYA,2017,M,53,GEN,BJP,,,79110,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,SINOD KUMAR SHAKYA (DEEPU BHAIYA),2017,M,40,GEN,BSP,,,53351,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,CAPTAIN ARJUN SINGH,2017,M,31,GEN,LD,,,39029,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,PREM PAL SINGH YADAV,2017,M,61,GEN,INC,,,32243,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,DR SHAILESH PATHAK,2017,M,56,GEN,PECP,,,11064,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,None of the Above,2017,,,,NOTA,,,1971,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,JITENDRA SINGH YADAV,2017,M,37,GEN,RLD,,,1898,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,MAN SINGH,2017,M,64,GEN,DESP,,,1195,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,RAJVEER SHARMA,2017,M,35,GEN,BSRD,,,1181,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,RAJENDRA SINGH,2017,M,54,GEN,IND,,,1136,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,DR AJEET SINGH,2017,M,32,GEN,IND,,,995,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,VED BABU,2017,M,46,GEN,JASSP,,,903,,,,,,,,
S24,Uttar Pradesh,117,Dataganj,RAJKUMAR,2017,M,39,GEN,BHABHAPA,,,746,,,,,,,,
S24,Uttar Pradesh,118,Baheri,CHHATRA PAL SINGH,2017,M,54,GEN,BJP,,,108846,,,,,,,,
S24,Uttar Pradesh,118,Baheri,NASEEM AHMAD,2017,M,50,GEN,BSP,,,66009,,,,,,,,
S24,Uttar Pradesh,118,Baheri,ATA UR REHMAN,2017,M,49,GEN,SP,,,63841,,,,,,,,
S24,Uttar Pradesh,118,Baheri,UBAID ULLAH KHAN,2017,M,56,GEN,MD,,,2658,,,,,,,,
S24,Uttar Pradesh,118,Baheri,None of the Above,2017,,,,NOTA,,,1479,,,,,,,,
S24,Uttar Pradesh,118,Baheri,SATISH CHANDRA,2017,M,50,GEN,IND,,,977,,,,,,,,
S24,Uttar Pradesh,118,Baheri,MANJOOR AHMED,2017,M,52,GEN,IND,,,836,,,,,,,,
S24,Uttar Pradesh,118,Baheri,RAKESH KUMAR,2017,M,47,GEN,RKMP,,,718,,,,,,,,
S24,Uttar Pradesh,118,Baheri,PRIYAVAN GANGWAR,2017,M,27,GEN,RLD,,,618,,,,,,,,
S24,Uttar Pradesh,118,Baheri,FAUZUL,2017,F,46,GEN,IND,,,404,,,,,,,,
S24,Uttar Pradesh,118,Baheri,SMT ANUPAMA MAURYA,2017,F,48,GEN,JAM,,,335,,,,,,,,
S24,Uttar Pradesh,118,Baheri,DHARAM PAL,2017,M,46,GEN,BSRD,,,327,,,,,,,,
S24,Uttar Pradesh,118,Baheri,CHINTA MANI,2017,M,50,GEN,IND,,,316,,,,,,,,
S24,Uttar Pradesh,118,Baheri,JAMEER AHMAD,2017,M,41,GEN,JSEP,,,226,,,,,,,,
S24,Uttar Pradesh,118,Baheri,DUSHYANT KUMAR,2017,M,42,GEN,IND,,,195,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,DR. D.C. VERMA,2017,M,50,GEN,BJP,,,108789,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,SULTAN BEG,2017,M,60,GEN,BSP,,,54289,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,NARENDRA PAL SINGH,2017,M,69,GEN,INC,,,36938,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,BHANU PRATAP SINGH,2017,M,36,GEN,MD,,,2267,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,None of the Above,2017,,,,NOTA,,,1749,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,SHAKEEL AHMAD,2017,M,62,GEN,PECP,,,1696,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,GANGA SINGH VERMA,2017,M,39,GEN,RLD,,,1255,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,CHAMPAT RAM,2017,M,52,GEN,BSRD,,,1125,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,LAIK AHMAD MANSURI,2017,M,50,GEN,BHIP,,,746,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,AMIT SINGH,2017,M,39,GEN,IND,,,715,,,,,,,,
S24,Uttar Pradesh,119,Meerganj,CHANDRA BHOJ PATHAK,2017,M,48,GEN,IND,,,707,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,BAHORAN LAL MAURYA,2017,M,64,GEN,BJP,,,100381,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,SHAZIL ISLAM ANSARI,2017,M,42,GEN,SP,,,72617,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,SULEMAN BEG,2017,M,55,GEN,BSP,,,49882,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,SHER ALI ZAFRI,2017,M,46,GEN,IEMC,,,6494,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,None of the Above,2017,,,,NOTA,,,1763,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,GAJENDER KUMAR,2017,M,47,GEN,RLD,,,1388,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,MAHESH CHANDRA,2017,M,30,GEN,SARSAMP,,,1159,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,MUNENDRA KUMAR,2017,M,26,GEN,IND,,,1157,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,ANEES KHAN,2017,M,28,GEN,IND,,,1093,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,DORI LAL KASHYAP,2017,M,31,GEN,JSEP,,,911,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,NOOR JAHAN JAFRI,2017,F,42,GEN,IND,,,609,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,DEVDATT GANGWAR,2017,M,46,GEN,IND,,,602,,,,,,,,
S24,Uttar Pradesh,120,Bhojipura,RAJENDRA PAL,2017,M,39,GEN,BSRD,,,575,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,KESAR SINGH,2017,M,60,GEN,BJP,,,93711,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,BHAGWAT SARAN GANGWAR,2017,M,60,GEN,SP,,,54569,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,SHAILA TAHIR,2017,F,54,GEN,IEMC,,,36761,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,VIRENDERA SINGH GANGWAR,2017,M,60,GEN,BSP,,,18948,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,None of the Above,2017,,,,NOTA,,,1860,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,MOHD. ASLAM,2017,M,33,GEN,RLD,,,1783,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,RASHMI GANGWAR,2017,F,58,GEN,IND,,,1264,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,RATAN LAL,2017,M,66,GEN,BSRD,,,1260,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,MASTER CHHOTEY LAL GANGWAR,2017,M,69,GEN,PECP,,,1227,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,MOHD. TAHIR,2017,M,55,GEN,IND,,,1071,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,PRAHLAD RAM,2017,M,70,GEN,SKLP,,,1041,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,TASABBAR HUSAIN,2017,M,47,GEN,IND,,,986,,,,,,,,
S24,Uttar Pradesh,121,Nawabganj,NAIM AHMAD,2017,M,43,GEN,IND,,,858,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,DR. SHYAM BIHARI LAL,2017,M,47,SC,BJP,,,83656,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,DR. SIYA RAM SAGAR,2017,M,74,SC,SP,,,58935,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,VIJAY PAL SINGH,2017,M,52,SC,BSP,,,37680,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,POONAM SEN,2017,F,45,SC,RLD,,,3075,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,SHALINI SINGH,2017,F,36,SC,IND,,,1927,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,None of the Above,2017,,,,NOTA,,,1831,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,VIJENDRA PAL,2017,M,54,SC,LD,,,1208,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,ULFAT SINGH KATHERIYA,2017,M,55,SC,JASSP,,,990,,,,,,,,
S24,Uttar Pradesh,122,Faridpur,DAULAT RAM,2017,M,47,SC,PECP,,,907,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,RAJESH KUMAR MISHRA,2017,M,47,GEN,BJP,,,96397,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,VEER PAL SINGH YADAV,2017,M,61,GEN,SP,,,76886,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,VIRENDRA SINGH,2017,M,57,GEN,BSP,,,53286,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,None of the Above,2017,,,,NOTA,,,2647,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,MOHD SHAREEF,2017,M,46,GEN,RLD,,,1102,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,BHUVNESHWAR SINGH,2017,M,42,GEN,IEMC,,,1055,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,SEEMA SRIVASTAVA,2017,F,34,GEN,PPS,,,995,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,DHARMENDRA SINGH,2017,M,43,GEN,IND,,,844,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,HASRAT ALI,2017,M,44,GEN,PECP,,,827,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,MOHD HASAN,2017,M,32,GEN,BHIP,,,470,,,,,,,,
S24,Uttar Pradesh,123,Bithari Chainpur,RITIK,2017,M,34,GEN,LPSP,,,449,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,DR. ARUN KUMAR,2017,M,66,GEN,BJP,,,115270,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,PREM PRAKASH AGARWAL,2017,M,59,GEN,INC,,,86559,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,ER. ANEES AHAMAD KHAN,2017,M,59,GEN,BSP,,,14596,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,TARKESHWAR CHATURVEDI,2017,M,43,GEN,CPI,,,1755,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,None of the Above,2017,,,,NOTA,,,1427,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,AQEEL AHMAD KHAN,2017,M,35,GEN,PECP,,,1073,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,SYED RASHID ALI,2017,M,39,GEN,IND,,,802,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,IQTAIDAR UDDIN,2017,M,45,GEN,RLD,,,644,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,MADHVI SAHU,2017,F,30,GEN,IND,,,592,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,RANJIT,2017,M,29,GEN,IND,,,515,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,SARTAJ ALVI,2017,M,35,GEN,AIFB,,,416,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,ARSHAD ALI KHAN,2017,M,30,GEN,IND,,,383,,,,,,,,
S24,Uttar Pradesh,124,Bareilly,AMIT KHANDELWAL,2017,M,37,GEN,JSEP,,,346,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,RAJESH AGARWAL,2017,M,73,GEN,BJP,,,88441,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,MUJAHID HASSAN KHAN,2017,M,61,GEN,INC,,,75777,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,RAJENDRA PRASAD GUPTA,2017,M,48,GEN,BSP,,,14239,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,None of the Above,2017,,,,NOTA,,,1061,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,ATUL SAXENA,2017,M,45,GEN,RLD,,,819,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,RABIYA AKHTAR,2017,F,38,GEN,PECP,,,698,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,KAMAL KISHOR BALMEEKI,2017,M,46,SC,IND,,,619,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,JAI PRAKASH SAXENA,2017,M,44,GEN,PLM,,,488,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,MANJEET SINGH,2017,M,39,GEN,IEMC,,,459,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,VIJAY KUMAR,2017,M,33,SC,SHS,,,332,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,SUSHEEL KUMAR GAUTAM,2017,M,38,SC,BMUP,,,260,,,,,,,,
S24,Uttar Pradesh,125,Bareilly Cantt.,PRIYANKA KHANDELWAL,2017,F,30,GEN,JSEP,,,237,,,,,,,,
S24,Uttar Pradesh,126,Aonla,DHARM PAL SINGH,2017,M,64,GEN,BJP,,,63165,,,,,,,,
S24,Uttar Pradesh,126,Aonla,SIDHRAJ SINGH,2017,M,37,GEN,SP,,,59619,,,,,,,,
S24,Uttar Pradesh,126,Aonla,AGAM KUMAR MAURYA,2017,M,30,GEN,BSP,,,54192,,,,,,,,
S24,Uttar Pradesh,126,Aonla,None of the Above,2017,,,,NOTA,,,1794,,,,,,,,
S24,Uttar Pradesh,126,Aonla,PRADEEP SAXENA,2017,M,43,GEN,JANJAN,,,1005,,,,,,,,
S24,Uttar Pradesh,126,Aonla,RAKHI RANI,2017,F,41,SC,IND,,,735,,,,,,,,
S24,Uttar Pradesh,126,Aonla,HARI OM SINGH,2017,M,29,GEN,IND,,,730,,,,,,,,
S24,Uttar Pradesh,126,Aonla,RAJ PAL,2017,M,51,SC,BSRD,,,469,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,SANJAY SINGH GANGWAR,2017,M,43,GEN,BJP,,,136486,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,RIAZ AHMAD,2017,M,58,GEN,SP,,,93130,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,ARSHAD KHAN,2017,M,63,GEN,BSP,,,14532,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,None of the Above,2017,,,,NOTA,,,1818,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,CHANDARSEN,2017,M,25,SC,JSEP,,,1010,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,MOH YUSUF MALIK,2017,M,40,GEN,RKMP,,,989,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,RAJRANI,2017,F,32,GEN,IND,,,964,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,VIJAY SINGH GANGWAR,2017,M,38,GEN,IND,,,654,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,BHOOPRAM ALIAS BHAWANI PRASAD,2017,M,52,GEN,RLD,,,639,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,MUNESH SINGH,2017,M,44,GEN,IND,,,437,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,SHAILENDRA KUMAR GANGWAR,2017,M,36,GEN,JAM,,,433,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,SHARAD JAISWAL,2017,M,40,GEN,IND,,,420,,,,,,,,
S24,Uttar Pradesh,127,Pilibhit,CHOKHELAL,2017,M,62,GEN,BSRD,,,307,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,KISHAN LAL RAJPOOT,2017,M,55,GEN,BJP,,,104595,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,HEMRAJ VERMA,2017,M,41,GEN,SP,,,46665,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,DR. SHAILENDRA SINGH GANGWAR,2017,M,43,GEN,BSP,,,28674,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,JAIDRATH ALIAS PRABAKTANAND,2017,M,41,GEN,RLD,,,22631,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,None of the Above,2017,,,,NOTA,,,2307,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,NIRANJAN SINGH,2017,M,48,GEN,RKMP,,,1797,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,SURYA PRAKASH,2017,M,40,GEN,IND,,,1103,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,SANTRAM VERMA,2017,M,57,GEN,IND,,,1044,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,KISHAN LAL,2017,M,41,GEN,BSRD,,,822,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,NARAYAN LAL,2017,M,45,GEN,IND,,,643,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,SARBAZ AHMAD,2017,M,40,GEN,SARSAMP,,,633,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,AASHIF BEG,2017,M,62,GEN,IND,,,453,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,KEERAT PRASAD,2017,M,41,SC,BMUP,,,268,,,,,,,,
S24,Uttar Pradesh,128,Barkhera,PREM SWAROOP,2017,M,28,GEN,MANKP,,,243,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,BABU RAM PASWAN,2017,M,54,SC,BJP,,,128493,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,PEETAM RAM,2017,M,55,SC,SP,,,89251,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,ER.K.K. ARVIND,2017,M,60,SC,BSP,,,20139,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,None of the Above,2017,,,,NOTA,,,2246,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,AYASHA BEGUM,2017,F,28,SC,RLD,,,1658,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,NATTHO DEVI,2017,F,44,SC,SSKP,,,1502,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,SHYAM BIHARI,2017,M,47,SC,CPI(ML)(L),,,1322,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,MAHENDRA KUMAR RAJ,2017,M,43,SC,BSRD,,,1144,,,,,,,,
S24,Uttar Pradesh,129,Puranpur,RAMESHWAR DAYAL,2017,M,55,SC,IND,,,1064,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,AGYASH RAM SARAN VERMA,2017,M,68,GEN,BJP,,,103498,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,ANIS AHMAD KHAN ALIAS PHOOLBABU,2017,M,51,GEN,INC,,,62502,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,DIVYA GANGWAR,2017,F,45,GEN,BSP,,,45338,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,BHEEMSEN SHARMA,2017,M,55,GEN,CPI,,,2451,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,None of the Above,2017,,,,NOTA,,,2301,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,DR.NAGESH CHANDRA PATHAK,2017,M,53,GEN,RLD,,,2127,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,RAMRATAN VERMA,2017,M,44,GEN,RKMP,,,1906,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,DESHRAJ VERMA,2017,M,33,GEN,IND,,,1067,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,RAMPAL MISHRA,2017,M,56,GEN,IND,,,985,,,,,,,,
S24,Uttar Pradesh,130,Bisalpur,SHYAM KISHOR VERMA,2017,M,37,GEN,BSRD,,,749,,,,,,,,
S24,Uttar Pradesh,131,Katra,VEER VIKRAM SINGH PRINCE,2017,M,36,GEN,BJP,,,76509,,,,,,,,
S24,Uttar Pradesh,131,Katra,RAJESH YADAV,2017,M,46,GEN,SP,,,59779,,,,,,,,
S24,Uttar Pradesh,131,Katra,ADHIWAKTA RAJEEV KASHYAP,2017,M,44,GEN,BSP,,,47471,,,,,,,,
S24,Uttar Pradesh,131,Katra,None of the Above,2017,,,,NOTA,,,1830,,,,,,,,
S24,Uttar Pradesh,131,Katra,VIVIDH KUMAR,2017,M,36,GEN,RLD,,,1288,,,,,,,,
S24,Uttar Pradesh,131,Katra,SANJEEV KUMAR MISHRA,2017,M,26,GEN,IND,,,1243,,,,,,,,
S24,Uttar Pradesh,131,Katra,SUNEETA DEVI,2017,F,37,GEN,MD,,,1015,,,,,,,,
S24,Uttar Pradesh,131,Katra,SURAJ PAL,2017,M,49,SC,IND,,,837,,,,,,,,
S24,Uttar Pradesh,131,Katra,JAYVEER SINGH,2017,M,40,GEN,RAJAP,,,785,,,,,,,,
S24,Uttar Pradesh,131,Katra,RAJ KUMAR,2017,M,51,GEN,IND,,,624,,,,,,,,
S24,Uttar Pradesh,131,Katra,VEDRAM,2017,M,53,GEN,BSRD,,,594,,,,,,,,
S24,Uttar Pradesh,131,Katra,DINESH,2017,M,42,GEN,JAM,,,414,,,,,,,,
S24,Uttar Pradesh,131,Katra,CHOTEY LAL,2017,M,41,GEN,IND,,,360,,,,,,,,
S24,Uttar Pradesh,131,Katra,KRISHNA PAL SINGH,2017,M,26,SC,IND,,,243,,,,,,,,
S24,Uttar Pradesh,132,Jalalabad,SHARADVIR SINGH,2017,M,45,GEN,SP,,,75326,,,,,,,,
S24,Uttar Pradesh,132,Jalalabad,MANOJ KASHYAP,2017,M,41,GEN,BJP,,,66029,,,,,,,,
