ST_CODE,ST_NAME,AC_NO,AC_NAME,CANDIDATE,YEAR,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,DIST_NAME,AC_TYPE,VOTES,,,,,,,,
S24,Uttar Pradesh,187,Isauli,DR. SHAILENDRA TRIPATHI,2017,M,42,GEN,BSP,,,24961,,,,,,,,
S24,Uttar Pradesh,187,Isauli,SHIV KUMAR SINGH,2017,M,38,GEN,MBCOI,,,11445,,,,,,,,
S24,Uttar Pradesh,187,Isauli,HAJI MOHD. DAUD KHAN,2017,M,57,GEN,AIMIM,,,3865,,,,,,,,
S24,Uttar Pradesh,187,Isauli,None of the Above,2017,,,,NOTA,,,2256,,,,,,,,
S24,Uttar Pradesh,187,Isauli,SHAHABUDDIN,2017,M,40,GEN,IND,,,1809,,,,,,,,
S24,Uttar Pradesh,187,Isauli,HANSRAJ YADAV,2017,M,40,GEN,IND,,,1360,,,,,,,,
S24,Uttar Pradesh,187,Isauli,RAM SUMER YADAV,2017,M,60,GEN,IND,,,1233,,,,,,,,
S24,Uttar Pradesh,187,Isauli,MOHD. AKBAL,2017,M,57,GEN,IND,,,1178,,,,,,,,
S24,Uttar Pradesh,187,Isauli,RAM MURTI,2017,M,41,SC,BMUP,,,904,,,,,,,,
S24,Uttar Pradesh,187,Isauli,RIZWAN,2017,M,43,GEN,AIPJSP,,,547,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,SURYA BHAN SINGH,2017,M,66,GEN,BJP,,,86786,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,MUJEEB AHMAD,2017,M,42,GEN,BSP,,,54393,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,ANOOP SANDA,2017,M,48,GEN,SP,,,53238,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,RAM DULAR PATHAK,2017,M,57,GEN,SARSAMP,,,1859,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,None of the Above,2017,,,,NOTA,,,1234,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,ASHUTOSH PANDEY,2017,M,47,GEN,CPI,,,1201,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,LALJI SRIVASTAVA,2017,M,67,GEN,PMSP,,,1071,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,UMESH SHUKLA,2017,M,45,GEN,IND,,,982,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,ANUJ KUMAR,2017,M,36,GEN,RAJAP,,,962,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,BASANT LAL,2017,M,44,GEN,RLD,,,689,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,SATISH SINGH,2017,M,47,GEN,IND,,,477,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,POONAM,2017,F,30,GEN,BMUP,,,474,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,ABDUL MABOOD IDARISI,2017,M,48,GEN,ADPT,,,460,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,DARSHAN,2017,M,26,GEN,IND,,,436,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,RAKESH KUMAR,2017,M,26,SC,MBCOI,,,329,,,,,,,,
S24,Uttar Pradesh,188,Sultanpur,DEEPSHIKHA,2017,F,54,GEN,SATSHIP,,,267,,,,,,,,
S24,Uttar Pradesh,189,Sadar,SITARAM,2017,M,68,GEN,BJP,,,68950,,,,,,,,
S24,Uttar Pradesh,189,Sadar,RAJ PRASAD UPADHAYAY,2017,M,52,GEN,BSP,,,50177,,,,,,,,
S24,Uttar Pradesh,189,Sadar,ARUN VERMA,2017,M,31,GEN,SP,,,49692,,,,,,,,
S24,Uttar Pradesh,189,Sadar,SANATYA KUMAR URF BABLOO,2017,M,42,GEN,NINSHAD,,,10994,,,,,,,,
S24,Uttar Pradesh,189,Sadar,None of the Above,2017,,,,NOTA,,,1935,,,,,,,,
S24,Uttar Pradesh,189,Sadar,AWDHESH NARAYAN,2017,M,35,GEN,RLD,,,1219,,,,,,,,
S24,Uttar Pradesh,189,Sadar,CHHOTELAL,2017,M,43,GEN,MBCOI,,,1082,,,,,,,,
S24,Uttar Pradesh,189,Sadar,GHANSHYAM,2017,M,34,GEN,IND,,,959,,,,,,,,
S24,Uttar Pradesh,189,Sadar,ROHIT MAURYA,2017,M,26,GEN,IND,,,837,,,,,,,,
S24,Uttar Pradesh,189,Sadar,GOVIND KUMAR,2017,M,31,GEN,IND,,,837,,,,,,,,
S24,Uttar Pradesh,189,Sadar,ABHISHESH,2017,M,37,GEN,IND,,,742,,,,,,,,
S24,Uttar Pradesh,189,Sadar,PREMCHANDRA,2017,M,34,GEN,BMUP,,,699,,,,,,,,
S24,Uttar Pradesh,189,Sadar,SATISH,2017,M,34,GEN,IND,,,692,,,,,,,,
S24,Uttar Pradesh,189,Sadar,ASHOK KUMAR,2017,M,41,GEN,IND,,,434,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,DEOMANI DWIVEDI,2017,M,54,GEN,BJP,,,78627,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,VINOD SINGH,2017,M,59,GEN,BSP,,,65724,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,SANTOSH PANDEY,2017,M,41,GEN,SP,,,47633,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,None of the Above,2017,,,,NOTA,,,1785,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,ARVIND KUMAR YADAV,2017,M,25,GEN,RLD,,,1702,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,CHHOTE LAL,2017,M,48,GEN,IND,,,1513,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,JAI PRAKASH MAURYA,2017,M,42,GEN,SUCI,,,842,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,SANJEEV,2017,M,38,GEN,IND,,,836,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,BABULAL,2017,M,42,GEN,BMUP,,,790,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,KAMLESH SHUKLA,2017,M,40,GEN,IND,,,621,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,DR. H.R.YADAV,2017,M,59,GEN,SSSP,,,508,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,BHASKAR DEV,2017,M,61,GEN,PSAVKP,,,395,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,ARVIND KUMAR,2017,M,35,GEN,IND,,,364,,,,,,,,
S24,Uttar Pradesh,190,Lambhua,DR. SHIV SHANKAR INDIAN,2017,M,33,GEN,MBCOI,,,352,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,RAJESH GAUTAM,2017,M,40,SC,BJP,,,87353,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,BHAGELURAM,2017,M,59,SC,BSP,,,60749,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,ANGAD KUMAR,2017,M,36,SC,INC,,,32042,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,SHITALA PRASAD,2017,M,26,SC,NINSHAD,,,17266,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,HANSRAJ RAVI,2017,M,63,SC,IND,,,3057,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,None of the Above,2017,,,,NOTA,,,2718,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,RAMNAYAK,2017,M,49,SC,RLD,,,1738,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,RAM SINGAAR,2017,M,63,SC,IND,,,1644,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,RAM KEVAL,2017,M,39,SC,IND,,,1023,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,RAKESH KUMAR,2017,M,30,SC,BMUP,,,1000,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,MOTI,2017,M,42,SC,MNVP,,,981,,,,,,,,
S24,Uttar Pradesh,191,Kadipur ,BALIKARAN,2017,M,28,SC,MBCOI,,,967,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,AMAR SINGH,2017,M,72,SC,BJP,,,116304,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,DR. SURABHI,2017,F,32,SC,SP,,,79779,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,RAM SWAROOP GAUTAM,2017,M,63,SC,BSP,,,31437,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,None of the Above,2017,,,,NOTA,,,1964,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,COMRADE HARISH CHANDRA NAGAR,2017,M,52,SC,CPI,,,1270,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,VIMLA DEVI,2017,F,47,SC,IND,,,1145,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,MANI RAM,2017,M,62,SC,JAM,,,621,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,NITIN ANAND,2017,M,33,SC,IND,,,599,,,,,,,,
S24,Uttar Pradesh,192,Kaimganj ,RAM NIVASH,2017,M,39,SC,BSCP,,,564,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,SUSHIL KUMAR SHAKYA,2017,M,67,GEN,BJP,,,93502,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,NARENDRA SINGH YADAV,2017,M,67,GEN,SP,,,52995,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,ARUN KUMAR MISHRA,2017,M,49,GEN,BSP,,,16500,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,SHISHU PRATAP SINGH,2017,M,31,GEN,IND,,,3252,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,SANJAY SOMBANSHI,2017,M,41,GEN,JAM,,,2091,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,BRIJENDRA SINGH,2017,M,55,GEN,RLD,,,1286,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,None of the Above,2017,,,,NOTA,,,1250,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,ASIF MIRZA,2017,M,31,GEN,PSWAM,,,891,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,BANKELAL,2017,M,61,GEN,IND,,,641,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,PRADEEP KUMAR,2017,M,30,GEN,LD,,,613,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,PUNEET KUMAR,2017,M,32,GEN,IND,,,521,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,RAJEEV,2017,M,38,GEN,IND,,,423,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,RAGHUVEER SINGH GANGWAR,2017,M,61,GEN,ABHM,,,347,,,,,,,,
S24,Uttar Pradesh,193,Amritpur,UMESH KUMAR,2017,M,42,GEN,BSRD,,,328,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,MEJOR SUNIL DUTT DWIVEDI,2017,M,51,GEN,BJP,,,93626,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,MOHD. UMAR KHAN,2017,M,57,GEN,BSP,,,48199,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,VIJAY SINGH,2017,M,61,GEN,SP,,,36012,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,MANOJ AGARWAL,2017,M,52,GEN,IND,,,20656,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,VEENA KUREEL,2017,F,59,SC,IND,,,932,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SARVESH SHAKYA,2017,M,39,GEN,MD,,,878,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SHANTI SWAROOP,2017,M,38,GEN,IND,,,844,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,REHANA KHAN,2017,F,59,GEN,IND,,,839,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SARVENDRA SINGH,2017,M,53,GEN,IND,,,809,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,DEEPAK KUMAR,2017,M,48,GEN,IND,,,764,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SURESH,2017,M,45,GEN,IND,,,686,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SURENDRA KUMAR,2017,M,35,SC,RLD,,,660,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,VIJAY SINGH,2017,M,31,GEN,IND,,,639,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,JANARDAN DUTT,2017,M,40,GEN,PSWAM,,,456,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,SHYAM SREE,2017,F,41,GEN,BSCP,,,397,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,MANOJ KUMAR,2017,M,27,GEN,IND,,,372,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,None of the Above,2017,,,,NOTA,,,359,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,JAYVEER,2017,M,35,SC,RPI,,,231,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,HANSRAM,2017,M,38,GEN,IND,,,229,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,DHANANJIA,2017,M,46,GEN,BMUP,,,228,,,,,,,,
S24,Uttar Pradesh,194,Farrukhabad,GAURAV KUMAR,2017,M,39,GEN,IND,,,166,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,NAGENDRA SINGH RATHORE,2017,M,59,GEN,BJP,,,93673,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,ARSHAD JAMAL SIDDIQUI,2017,M,33,GEN,SP,,,58796,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,NITIN SINGH JAIMINI RAJPUT,2017,M,39,GEN,BSP,,,25838,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,URMILA,2017,F,56,GEN,LD,,,2116,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,DALGANJAN SINGH,2017,M,81,GEN,IND,,,994,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,JAGPAL,2017,M,31,GEN,IND,,,958,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,JALALUDDIN,2017,M,48,GEN,IND,,,769,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,AJAJ AHAMAD,2017,M,30,GEN,IND,,,686,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,DHARMENDRA SINGH PAL,2017,M,44,GEN,JAM,,,530,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,VISHRAM SINGH,2017,M,77,GEN,RLD,,,524,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,AVNEET KUMAR,2017,M,27,GEN,IND,,,501,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,REETA,2017,F,30,GEN,IND,,,449,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,MO. TAMJEED,2017,M,27,GEN,PECP,,,371,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,None of the Above,2017,,,,NOTA,,,299,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,ARVIND KUMAR,2017,M,44,GEN,IND,,,221,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,RAMTIRTH,2017,M,44,GEN,BSRD,,,193,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,ARVIND,2017,M,39,SC,IND,,,182,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,SAYED ANWAR ALI,2017,M,48,GEN,RSJNP,,,177,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,SHAILENDRA SINGH,2017,M,49,GEN,IND,,,154,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,SRINIVAS,2017,M,38,GEN,PSWAM,,,142,,,,,,,,
S24,Uttar Pradesh,195,Bhojpur,VIJAY LAXMI,2017,F,36,GEN,BMUP,,,135,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,ARCHANA PANDEY,2017,F,56,GEN,BJP,,,112209,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,TAHIR HUSSAIN SIDDIQUI,2017,M,46,GEN,BSP,,,74985,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,ARVIND SINGH,2017,M,48,GEN,SP,,,72663,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,None of the Above,2017,,,,NOTA,,,1861,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,MEERA DEVI,2017,F,49,GEN,IND,,,1287,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,TASKEEN,2017,M,37,GEN,IND,,,989,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,UMESH CHANDRA,2017,M,39,GEN,IND,,,968,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,SANJEEV KUMAR,2017,M,42,GEN,IND,,,837,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,UMASHANKAR,2017,M,55,GEN,MNVP,,,612,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,VIVEK KUMAR,2017,M,26,GEN,JAM,,,570,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,RAJESH KUMAR SINGH,2017,M,52,GEN,BSRD,,,523,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,ASHISH,2017,M,26,GEN,IND,,,500,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,KUSUM,2017,F,47,GEN,BMUP,,,292,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,ARCHANA,2017,F,36,SC,IND,,,263,,,,,,,,
S24,Uttar Pradesh,196,Chhibramau,SURENDRA SINGH,2017,M,27,GEN,SDU,,,195,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,KAILASH SINGH RAJPUT,2017,M,60,GEN,BJP,,,100426,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,VIJAY BAHADUR PAL,2017,M,76,GEN,SP,,,76217,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,VIJAY SINGH,2017,M,56,GEN,BSP,,,32036,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,None of the Above,2017,,,,NOTA,,,1872,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,SUDHIR KUMAR,2017,M,37,SC,IND,,,928,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,ADIM ALI SHAH,2017,M,30,GEN,VPI,,,607,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,VINAY KUMAR,2017,M,39,GEN,IND,,,574,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,RAJU KHAN,2017,M,32,GEN,SANVP,,,438,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,KARAN SINGH,2017,M,41,GEN,BSRD,,,434,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,RAHUL,2017,M,29,GEN,JAM,,,429,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,REETA,2017,F,28,GEN,IND,,,342,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,MOHD. NAYYAR KHAN,2017,M,31,GEN,IND,,,319,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,RAGHUVIR SINGH,2017,M,51,SC,IND,,,216,,,,,,,,
S24,Uttar Pradesh,197,Tirwa,PAWAN KUMAR BHANU,2017,M,45,SC,IND,,,181,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,ANIL KUMAR DOHARE,2017,M,55,SC,SP,,,99635,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,BANWARI LAL DOHARE,2017,M,65,SC,BJP,,,97181,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,ANURAG SINGH,2017,M,30,SC,BSP,,,44182,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,None of the Above,2017,,,,NOTA,,,1706,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,KRIPARAM,2017,M,51,SC,BSRD,,,1160,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,SHRIKANT SINGH,2017,M,33,SC,IND,,,946,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,SUNIL,2017,M,30,SC,IND,,,860,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,RAM PRAKASH SINGH,2017,M,61,SC,JAM,,,578,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,RAJ KATHERIA,2017,M,33,SC,IND,,,562,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,MUKESH KUMAR JATAV,2017,M,32,SC,AD,,,413,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,NEETU SINGH,2017,F,27,SC,BMUP,,,304,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,DEEPAK DOHARE,2017,M,27,SC,VPI,,,283,,,,,,,,
S24,Uttar Pradesh,198,Kannauj ,BIRENDRA,2017,M,33,SC,IND,,,246,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,SHIVPAL SINGH YADAV,2017,M,61,GEN,SP,,,126834,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,MANISH YADAV PATRE,2017,M,34,GEN,BJP,,,74218,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,DURVESH KUMAR SHAKYA,2017,M,44,GEN,BSP,,,24509,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,ASHOK KUMAR SHAKYA,2017,M,50,GEN,JAM,,,1838,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,None of the Above,2017,,,,NOTA,,,1327,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,JAGPAL SINGH YADAV,2017,M,59,GEN,RLD,,,1145,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,ANITA DEVI,2017,F,32,GEN,IND,,,822,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,DESHDEEP YADAV,2017,M,32,GEN,IND,,,622,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,ARUNA DEVI,2017,F,32,GEN,IND,,,601,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,BHANUPRATAP,2017,M,47,GEN,BSRD,,,585,,,,,,,,
S24,Uttar Pradesh,199,Jaswantnagar,RAGHUVEER SINGH,2017,M,70,GEN,IND,,,556,,,,,,,,
S24,Uttar Pradesh,200,Etawah,SARITA BHADAURIYA,2017,F,50,GEN,BJP,,,91234,,,,,,,,
S24,Uttar Pradesh,200,Etawah,KULDEEP GUPTA &#39,2017,SANTU&#39,,M,45,,,73454,,33.5263157894737,,,,,,
S24,Uttar Pradesh,200,Etawah,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,2017,M,66,GEN,BSP,,,43577,,,,,,,,
S24,Uttar Pradesh,200,Etawah,AMAR SINGH,2017,M,58,GEN,CPM,,,1431,,,,,,,,
S24,Uttar Pradesh,200,Etawah,AMAR SINGH URF SANJAY TOMAR,2017,M,40,GEN,VP,,,1251,,,,,,,,
S24,Uttar Pradesh,200,Etawah,ASHISH SINGH,2017,M,47,GEN,LD,,,1203,,,,,,,,
S24,Uttar Pradesh,200,Etawah,SATENDRA SINGH,2017,M,29,GEN,PECP,,,941,,,,,,,,
S24,Uttar Pradesh,200,Etawah,SUKHRANI,2017,F,43,GEN,MHP,,,793,,,,,,,,
S24,Uttar Pradesh,200,Etawah,SHYAM SINGH,2017,M,27,GEN,BNAVP,,,774,,,,,,,,
S24,Uttar Pradesh,200,Etawah,MANISH KUMAR BAJPAI,2017,M,30,GEN,IND,,,756,,,,,,,,
S24,Uttar Pradesh,200,Etawah,MANOJ KUMAR RAJPUT,2017,M,26,GEN,JAM,,,625,,,,,,,,
S24,Uttar Pradesh,200,Etawah,ANIL KUMAR,2017,M,53,GEN,IND,,,612,,,,,,,,
S24,Uttar Pradesh,200,Etawah,None of the Above,2017,,,,NOTA,,,594,,,,,,,,
S24,Uttar Pradesh,200,Etawah,PRADEEP SAXENA,2017,M,34,GEN,IND,,,578,,,,,,,,
S24,Uttar Pradesh,200,Etawah,RAJBAHADUR,2017,M,43,GEN,RSOSP,,,500,,,,,,,,
S24,Uttar Pradesh,200,Etawah,VIKAS BABU,2017,M,26,GEN,IND,,,477,,,,,,,,
S24,Uttar Pradesh,200,Etawah,VIJENDRA SINGH CHAUHAN,2017,M,37,GEN,RJAP,,,421,,,,,,,,
S24,Uttar Pradesh,200,Etawah,DEEPAK S. DSOUZA,2017,M,42,GEN,BMUP,,,361,,,,,,,,
S24,Uttar Pradesh,200,Etawah,RAVINDRA SINGH,2017,M,40,GEN,BSRD,,,323,,,,,,,,
S24,Uttar Pradesh,200,Etawah,HARENDRA KUMAR,2017,M,39,GEN,SWAJANPA,,,267,,,,,,,,
S24,Uttar Pradesh,200,Etawah,UPDESH KUMAR,2017,M,38,GEN,NASHMBP,,,233,,,,,,,,
S24,Uttar Pradesh,200,Etawah,BRAJRAM RATHAUR,2017,M,53,GEN,LRAP,,,151,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,SAVITRI KATHERIA,2017,F,49,SC,BJP,,,82005,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,KAMLESH KUMAR KATHERIA,2017,M,32,SC,SP,,,80037,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,RAGHVENDRA KUMAR GAUTAM,2017,M,47,SC,BSP,,,61838,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,None of the Above,2017,,,,NOTA,,,1608,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,DR. RAM BHAROSE LAL,2017,M,81,SC,NCP,,,1027,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,VIMAL GAUTAM &#39,2017,VIMAL KUMAR&#39,,M,31,,,950,,0.415696707682075,,,,,,
S24,Uttar Pradesh,201,Bharthana ,RAJARAM VERMA,2017,M,67,SC,JAM,,,847,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,ARVIND KUMAR,2017,M,37,SC,VIP,,,827,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,VIJAY SINGH,2017,M,30,SC,VP,,,522,,,,,,,,
S24,Uttar Pradesh,201,Bharthana ,DHEKENDRA,2017,M,26,SC,LD,,,479,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,VINAY SHAKYA,2017,M,47,GEN,BJP,,,81905,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,DINESH KUMAR VERMA,2017,M,39,GEN,SP,,,77995,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,SHIV PRASAD YADAV,2017,M,55,GEN,BSP,,,53366,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,None of the Above,2017,,,,NOTA,,,1270,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,SANJEEV KUMAR SHAKYA,2017,M,42,GEN,JAM,,,1147,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,UMAKANT,2017,M,47,GEN,DESP,,,964,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,RADHAKRISHNA,2017,M,44,GEN,IND,,,695,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,KRISHNAVEER SINGH,2017,M,34,GEN,IND,,,688,,,,,,,,
S24,Uttar Pradesh,202,Bidhuna,LAXMAN KUMAR,2017,M,32,GEN,JANADIP,,,346,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,LAKHAN SINGH,2017,M,60,GEN,BJP,,,71480,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,PRADEEP KUMAR YADAV,2017,M,59,GEN,SP,,,59386,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,RAM KUMAR AWASTHI,2017,M,46,GEN,BSP,,,51452,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,VAADSHAH RAJPUT,2017,M,42,GEN,NINSHAD,,,2761,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,ATAR SINGH KUSHWAHA,2017,M,54,GEN,CPI,,,1282,,,,,,,,
S24,Uttar Pradesh,203,Dibiyapur,MAHENDRA PRATAP SINGH,2017,M,39,GEN,IND,,,805,,,,,,,,
