ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,SHAHID,M,GEN,36,IND,503,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,467,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,DINESH PRASAD JAISWAL,M,GEN,35,SASAPT,323,16,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,SANDEEP KUMAR,M,GEN,25,IND,287,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,SUKHVIR SINGH,M,GEN,42,IND,241,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,PRADEEP CHAND,M,GEN,37,SAAFP,179,24,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,RAMAWATI,F,GEN,37,IND,146,27,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,PRAWEEN PRAKASH BHARDWAJ,M,GEN,40,PMPT,113,28,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,PRADEEP,M,GEN,29,HCP,90,30,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,NAZUKAR KHAN,M,GEN,41,IND,70,31,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,PRADEEP KUMAR,M,GEN,41,RBCP,60,33,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,RAMAASARE YADAV,M,GEN,30,NADP,36,34,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,SAURABH BHARADWAJ,M,GEN,33,AAAP,57589,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,RAKESH KUMAR GULLAIYA,M,GEN,45,BJP,43006,3,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,SHARMISTHA MUKHERJEE,F,GEN,49,INC,6102,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,None of the Above,NULL,NULL,NULL,NOTA,443,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,ADITYA,M,SC,27,BSP,239,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,ASHOK KUMAR,M,GEN,45,SaPP,238,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,SANJAY KHATRI,M,GEN,46,IND,228,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,ROHIT TYAGI,M,GEN,26,NCP,116,15,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,50,GREATER KAILASH,GEN,ASHOK KUMAR SHARMA,M,GEN,58,SHS,76,16,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,AVTAR SINGH KALKAJI,M,GEN,51,AAAP,55104,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,HARMEET SINGH KALKA,M,GEN,47,BJP,35335,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,SUBHASH CHOPRA,M,GEN,67,INC,13552,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,AVTAR SINGH,M,GEN,39,IND,666,9,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,None of the Above,NULL,NULL,NULL,NOTA,528,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,SHASHI PRATAP,M,GEN,49,BSP,491,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,SANJAY AGARWAL,M,GEN,45,IND,301,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,R. SINGH CHOUDHARY,M,GEN,42,IND,205,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,DR. ANIL KUMAR,M,GEN,32,SASAPT,181,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,GURDEEP SINGH,M,GEN,42,IND,118,20,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,51,KALKAJI,GEN,DR. KAILASH SHANKER TRIVEDI,M,GEN,65,IND,63,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,SAHI RAM,M,GEN,53,AAAP,64311,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,VIKRAM BIDHURI,M,GEN,38,BJP,30610,3,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,SACHIN,M,GEN,30,INC,4269,7,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,GIRRAJ SINGH,M,SC,54,BSP,2015,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,MANOJ KUMAR RAY,M,GEN,31,IND,549,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,383,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,ABDUL BASIT,M,GEN,36,RJD,236,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,SACHIN KUMAR,M,GEN,27,IND,223,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,SHALINI,F,GEN,47,RBCP,177,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,TEJPAL SINGH,M,SC,38,IND,173,19,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,52,TUGHLAKABAD,GEN,REKHA SINGH,F,GEN,43,IND,111,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,NARAYAN DUTT SHARMA,M,GEN,42,AAAP,94242,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,RAMVIR SINGH BIDHURI,M,GEN,62,BJP,46659,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,RAM SINGH NETAJI,M,GEN,59,INC,18930,7,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,NAR SINGH SHAH,M,GEN,42,BSP,8082,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,PRAKASH SINGH RAWAT,M,GEN,27,IND,1088,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,562,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,PHUL KUMAR JHA,M,GEN,38,SASAPT,350,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,PRAMOD KUMAR,M,GEN,30,IND,267,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,53,BADARPUR,GEN,OM PRAKASH GUPTA,M,GEN,62,IND,221,21,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,AMANATULLAH KHAN,M,GEN,41,AAAP,104271,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,BRAHAM SINGH,M,GEN,50,BJP,39739,3,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,ASIF MOHD. KHAN,M,GEN,51,INC,20135,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,ANZARUL HAQUE,M,GEN,44,INL,853,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,ASHRAF KAMAL,M,GEN,33,BSP,696,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,None of the Above,NULL,NULL,NULL,NOTA,519,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,MOHD. ASLAM,M,GEN,43,IND,153,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,BURHANUDDIN,M,GEN,54,IND,102,26,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,HUMA KAUSAR,F,GEN,44,IND,98,27,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,54,OKHLA,GEN,MOHD. NIZAMUDDIN,M,GEN,46,SASAPT,92,28,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,RAJU DHINGAN,M,SC,41,AAAP,74907,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,KIRAN VAIDYA,F,SC,40,BJP,45153,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,BRAHM PAL,M,SC,68,INC,4149,8,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,DR.GIRISH,M,SC,30,BSP,2217,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,None of the Above,NULL,NULL,NULL,NOTA,467,13,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,KHUBI RAM,M,SC,44,CPI,380,14,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,PADAM CHAND,M,SC,62,BMUP,271,15,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,RAKESH,M,SC,40,GaAP,134,21,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,55,TRILOKPURI,SC,MAHINDER SINGH,M,SC,74,SASAPT,100,22,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,MANOJ KUMAR,M,SC,35,AAAP,63185,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,HUKAM SINGH,M,SC,60,BJP,38426,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,AMRISH SINGH GAUTAM,M,SC,58,INC,13562,7,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,CHAMAN KUMAR,M,SC,39,BSP,8533,8,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,None of the Above,NULL,NULL,NULL,NOTA,458,11,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,MALA DEVI,F,SC,42,CPI(ML)(L),230,13,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,RAKESH,M,SC,28,IND,193,15,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,56,KONDLI,SC,SUNIL BABU,M,SC,41,IND,132,17,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,MANISH SISODIA,M,GEN,42,AAAP,75243,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,VINOD KUMAR BINNY,M,GEN,41,BJP,46452,3,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,ANIL KUMAR,M,GEN,38,INC,16177,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,NEM SINGH PREMI,M,SC,45,BSP,1191,8,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,None of the Above,NULL,NULL,NULL,NOTA,530,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,CHHAVI PRAKASH GUPTA,M,GEN,42,SHS,293,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,MAHESH PRAKASH,M,GEN,47,SASAPT,283,13,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,57,PATPARGANJ,GEN,BHUPENDRA KUMAR RAI,M,GEN,36,IND,98,18,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,NITIN TYAGI,M,GEN,41,AAAP,58229,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,B. B. TYAGI,M,GEN,56,BJP,53383,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,DR. ASHOK KUMAR WALIA,M,GEN,66,INC,23627,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,KAVITA NARAIN,F,GEN,45,BSP,687,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,420,11,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,VIMAL KUMAR SAXENA,M,GEN,55,IND,270,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,SARVENDRA SINGH PAL,M,GEN,41,NCP,165,14,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,58,LAXMI NAGAR,GEN,ZAHEER ABBASI,M,GEN,29,RPI(A),68,20,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,OM PRAKASH SHARMA,M,GEN,61,BJP,58124,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,DR. ATUL GUPTA,M,GEN,56,AAAP,47966,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,NASEEB SINGH,M,GEN,48,INC,20634,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,GIRISH CHOUDHARY,M,GEN,50,BSP,854,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,499,11,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,JAGDISH,M,SC,34,GaRPa,270,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,SHOKAT ALI,M,GEN,65,HCP,140,14,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,VIJAY KUMAR JHA,M,GEN,38,SASAPT,138,15,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,59,VISHWAS NAGAR,GEN,PRAVEEN KUMAR BHARAT,M,SC,34,BJM,95,16,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,"S K BAGGA, ADVOCATE",M,GEN,60,AAAP,65919,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,KIRAN BEDI,F,GEN,65,BJP,63642,3,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,BANSI LAL,M,GEN,60,INC,6189,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,YOGESH KUMAR,M,GEN,34,BSP,501,10,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,358,11,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,CHANDAN LAL PREMI,M,SC,76,CPI,339,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,PURNIMA JOHN,F,GEN,33,SPP,169,14,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,VIRENDR PRADHAN,M,GEN,36,IND,90,16,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,SAHRUR,F,GEN,39,HCP,73,18,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,ADVOCATE MANJEET SINGH,M,GEN,27,IND,53,20,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,60,KRISHNA NAGAR,GEN,JAGBIR SINGH,M,GEN,32,RAJP,32,21,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,ANIL KUMAR BAJPAI,M,GEN,57,AAAP,50946,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,JITENDER,M,GEN,39,BJP,43464,3,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,SURENDER PRAKASH SHARMA,M,GEN,59,INC,16228,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,MD. HAROON,M,GEN,48,IND,660,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,492,11,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,DHARMENDR KUMAR,M,SC,36,BSP,456,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,VIJAY SINGH,M,GEN,41,SHS,165,13,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,SHAINA,F,GEN,30,IND,80,17,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,JABBAR ALI,M,GEN,34,IND,65,20,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,61,GANDHI NAGAR,GEN,RAJESH KUMAR,M,SC,34,IND,47,24,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,RAM NIWAS GOEL,M,GEN,66,AAAP,58523,1,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,JITENDER SINGH SHUNTY,M,GEN,52,BJP,46792,2,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,NARENDER NATH,M,GEN,71,INC,9423,6,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,BEHEN PREETI,F,GEN,55,IND,1289,9,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,RAJPAL SINGH,M,GEN,54,BSP,1276,10,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,None of the Above,NULL,NULL,NULL,NOTA,368,12,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,HARPAL SINGH KUNDALIYA,M,GEN,62,GaRPa,235,13,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,MANISH GUPTA,M,GEN,41,IND,167,16,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,PREETI,F,GEN,34,IND,86,21,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,PREETI,F,GEN,27,IND,56,22,,,,,,,,
U05,NCT OF Delhi,2,2015,EAST                          ,62,SHAHDARA,GEN,ACHAL SHARMA,M,GEN,28,IND,41,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,RAJENDRA PAL GAUTAM,M,SC,46,AAAP,79777,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,KARAMVIR,M,SC,44,BJP,30956,4,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,VEER SINGH DHINGAN,M,SC,60,INC,10674,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,JAI SHREE,F,SC,31,BSP,4103,8,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,None of the Above,NULL,NULL,NULL,NOTA,499,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,AARTI,F,SC,26,GaRPa,304,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,63,SEEMA PURI,SC,RAVINDER KUMAR,M,SC,43,IND,228,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,SARITA SINGH,F,GEN,28,AAAP,62209,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,JITENDER MAHAJAN,M,GEN,45,BJP,54335,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,VIPIN SHARMA,M,GEN,37,INC,15548,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,PRAVEEN BANSAL,M,GEN,34,BSP,2115,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,409,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,ATUL KUMAR,M,SC,33,GaRPa,243,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,RAISUDDIN,M,GEN,47,IND,191,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,PAWAN KUMAR,M,SC,38,JKNPP,87,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,RAJENDRA KUMAR,M,GEN,41,RBCP,85,19,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,NARESH KUMAR,M,GEN,32,IND,67,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,64,ROHTAS NAGAR,GEN,RAJEEV SOHI,M,GEN,48,SHS,65,21,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,MOHD. ISHRAQUE,M,GEN,54,AAAP,57302,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,SANJAY JAIN,M,GEN,40,BJP,29415,3,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,CHAUDHARY MATEEN AHMAD,M,GEN,56,INC,23791,5,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,SANDEEP CHODHARY,M,GEN,25,BSP,629,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,329,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,MANOJ KUMAR,M,GEN,33,IND,146,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,SARFARAJ,M,GEN,42,IND,114,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,65,SEELAMPUR,GEN,AKBAR MALIK,M,GEN,28,IND,71,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,SHRI DUTT SHARMA,M,GEN,54,AAAP,60906,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,SAHAB SINGH CHAUHAN,M,GEN,65,BJP,52813,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,BHISHAM SHARMA,M,GEN,54,INC,18892,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,RANJEET SINGH CHAUDHARY,M,GEN,44,BSP,1314,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,ALTAF HUSAIN,M,GEN,41,JD(U),770,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,None of the Above,NULL,NULL,NULL,NOTA,500,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,RAJIV KUMAR,M,GEN,47,SASAPT,150,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,66,GHONDA,GEN,NAVEEN TIWARI,M,GEN,32,SHS,129,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,GOPAL RAI,M,GEN,39,AAAP,76179,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,NARESH GAUR,M,GEN,63,BJP,40908,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,ZAKIR KHAN,M,GEN,42,INC,9952,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,MOHD ABDUL HAQ,M,GEN,31,BSP,765,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,290,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,MOHD SHAHIN,M,GEN,32,IND,149,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,ANIL KUMAR SHARMA,M,GEN,44,RBCP,142,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,KESAR,F,GEN,35,PECP,96,20,,,,,,,,
