ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,VOTES,POSITION
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,SAHIDA KHAN,M,GEN,47,HaLP,1965,9
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,AFSEEL,M,GEN,36,IND,1914,10
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,TILAK RAJ SINGH,M,GEN,51,IND,1702,11
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,ADVOCATE PARAMJEET YADAV,M,GEN,31,IND,1122,12
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,BINDU BHARGAVA,F,GEN,42,IND,668,13
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,ROHTASH,M,GEN,48,IND,636,14
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,MUKESH SAINI,M,GEN,45,IND,561,15
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,TEJ PAL,M,GEN,29,IND,345,16
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,None of the Above,NULL,NULL,NULL,NOTA,290,17
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,SUBEDIN,M,GEN,38,NAJC,249,18
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,SABBIR,M,GEN,44,SMBHP,167,19
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,AKHTAR,M,GEN,58,SP,122,20
S07,Haryana,10,2014,Gurgaon,78,Sohna,GEN,AZHARUDDIN,M,GEN,26,IND,98,21
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,ZAKIR HUSSAIN,M,GEN,52,INLD,64221,1
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,AFTAB AHMED,M,GEN,49,INC,31425,2
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,SANJAY,M,GEN,39,BJP,24222,3
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,NIYAMAT PAHELWAN,M,GEN,47,HaLP,1536,4
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,BHAGAT KISHORE,M,GEN,28,BSP,460,5
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,None of the Above,NULL,NULL,NULL,NOTA,444,6
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,ABDUL RAHIM,M,GEN,47,HJCPV,240,7
S07,Haryana,10,2014,Mewat,79,Nuh,GEN,ISRAIL,M,GEN,44,SMBHP,120,8
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,NASEEM AHMED,M,GEN,39,INLD,40320,1
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,MAMMAN KHAN,M,GEN,47,IND,37075,2
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,AMAN AHMED,M,GEN,41,IND,18212,3
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,ALAM,M,GEN,47,BJP,16540,4
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,AZAD MOHAMMAD,M,GEN,46,INC,15943,5
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,FAKRUDDIN,M,GEN,50,IND,4517,6
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,FAKHRUDDIN,M,GEN,38,HJCBL,995,7
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,MOHD AHMED,M,GEN,48,IND,984,8
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,FAROOK,M,GEN,39,BSP,649,9
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,None of the Above,NULL,NULL,NULL,NOTA,405,10
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,WASEEM AQRAM,M,GEN,27,IND,358,11
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,SAHID KHAN,M,GEN,41,IND,280,12
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,JAKIR HUSSAIN,M,GEN,36,IND,158,13
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,HABIB-UR-REHMAN,M,GEN,57,HaLP,157,14
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,JAIBUN NISHA,F,GEN,56,IND,138,15
S07,Haryana,10,2014,Mewat,80,Ferozepur Jhirka,GEN,UMAR,M,GEN,38,SMBHP,107,16
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,RAHISH KHAN,M,GEN,46,IND,34281,1
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,MOHAMMED ILYAS,M,GEN,59,INLD,31140,2
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,IQBAL,M,GEN,50,BJP,25135,3
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,SUBHAN KHAN,M,GEN,60,INC,12809,4
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,DAYAWATI,F,GEN,53,BSP,10096,5
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,NOOR MOHAMMAD,M,GEN,42,IND,516,6
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,None of the Above,NULL,NULL,NULL,NOTA,437,7
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,SAHNAZ,F,GEN,37,IND,357,8
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,SAFAT KHAN,M,GEN,37,IND,294,9
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,HAKAM KHAN,M,GEN,36,HaLP,237,10
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,SUMEET SINGH,M,GEN,26,IND,204,11
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,SAJID,M,GEN,27,SP,178,12
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,ATTAR MOHD,M,GEN,52,HJCPV,157,13
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,ABDUL GAFFAR,M,GEN,43,IND,102,14
S07,Haryana,10,2014,Mewat,81,Punahana,GEN,JAKAR,M,GEN,47,IND,44,15
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,KEHAR SINGH,M,GEN,41,INLD,44703,1
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,HARSH KUMAR,M,GEN,59,BJP,38331,2
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,JALEB KHAN,M,GEN,74,INC,31270,3
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,TAYUB HUSAIN,M,GEN,47,BSP,31214,4
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,RAMESH CHAND,M,GEN,48,HJCBL,1719,5
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,BHOOP SINGH,M,GEN,60,IND,1422,6
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,MUKUT LAL,M,GEN,74,IND,665,7
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,None of the Above,NULL,NULL,NULL,NOTA,428,8
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,RASHID AHMED,M,GEN,64,IND,383,9
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,MOHD. ZAKRYA,M,GEN,56,IND,331,10
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,MAHINDER,M,GEN,34,IND,307,11
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,JAWAHAR DUTT,M,GEN,63,RMGP,304,12
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,NASRAT HUSSAIN,M,GEN,30,BMUP,108,13
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,PRIYANKAR,M,GEN,31,IND,72,14
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,PURAN SINGH,M,GEN,37,SMBHP,65,15
S07,Haryana,10,2014,Palwal,82,Hathin,GEN,SHAKIL AHMAD,M,GEN,27,HaLP,57,16
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,UDAI BHAN,M,SC,58,INC,50723,1
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,JAGDISH NAYAR,M,SC,44,INLD,39043,2
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,RAMRATTAN,M,SC,67,BJP,29170,3
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,SUBHASH SINGH,M,SC,40,HJCBL,1106,4
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,MAHESH RANA,M,SC,38,BSP,628,5
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,None of the Above,NULL,NULL,NULL,NOTA,535,6
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,K.P. SINGH,M,SC,56,IND,353,7
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,MANOHAR LAL,M,SC,40,SP,147,8
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,RAVINDER,M,SC,41,IND,125,9
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,SATISH KUMAR,M,SC,25,IND,110,10
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,DINESH KUMAR,M,SC,42,ToP,87,11
S07,Haryana,10,2014,Palwal,83,Hodal (SC),SC,JAGDISH,M,SC,46,IND,61,12
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,KARAN SINGH DALAL,M,GEN,55,INC,57423,1
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,DEEPAK MANGLA,M,GEN,40,BJP,51781,2
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,SUBHASH CHAUDHARY,M,GEN,62,INLD,32676,3
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,SUBHASH CHAND KATYAL,M,GEN,68,BSP,7375,4
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,None of the Above,NULL,NULL,NULL,NOTA,927,5
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,K.P. SINGH,M,SC,56,IND,558,6
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,MUKUL KUMAR,M,GEN,31,IND,476,7
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,RAJBIR SINGH,M,GEN,54,IND,445,8
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,SALENDER SINGLA,M,GEN,38,IND,327,9
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,NIHAL SINGH,M,SC,40,IND,238,10
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,ASHOK KUMAR CHUGH,M,GEN,52,HJCPV,231,11
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,RANJIT SINGH,M,GEN,40,IND,208,12
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,VIKASH CHAUHAN,M,GEN,31,HaLP,168,13
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,BIRPAL GHALOUT,M,GEN,33,RMGP,102,14
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,MANGE RAM SHARMA,M,GEN,44,RasLP,60,15
S07,Haryana,10,2014,Palwal,84,Palwal,GEN,THAKUR LAL DAGAR,M,SC,46,BMUP,52,16
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,TEK CHAND SHARMA,M,GEN,55,BSP,37178,1
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,NAYAN PAL RAWAT,M,GEN,43,BJP,35999,2
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,RAGHUBIR TEWATIA,M,GEN,56,INC,34753,3
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,RAJINDER SINGH BISLA,M,GEN,71,INLD,20969,4
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,RAKESH KUMAR,M,GEN,36,HJCBL,4060,5
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,None of the Above,NULL,NULL,NULL,NOTA,691,6
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,RAJESH TEWATIA,M,GEN,37,IND,506,7
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,ASHOK KAUSHIK,M,GEN,37,IND,315,8
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,JILEY SINGH SAINI,M,GEN,34,IND,247,9
S07,Haryana,10,2014,Faridabad,85,Prithla,GEN,SURENDER KUMAR,M,GEN,48,IND,196,10
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,NAGENDER BHADANA,M,GEN,43,INLD,45740,1
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,PANDIT SHIV CHARAN LAL SHARMA,M,GEN,80,IND,42826,2
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,YASHVIR SINGH,M,GEN,40,BJP,35760,3
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,LIYAKET ALI DHAUJ,M,GEN,52,BSP,12189,4
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,GULSHAN KUMAR BAGGA,M,GEN,64,INC,2904,5
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,HAPHIZ AHMED,M,GEN,62,IND,516,6
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,None of the Above,NULL,NULL,NULL,NOTA,499,7
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,RAVINDER GUPTA,M,GEN,38,IND,495,8
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,DESH RAJ SINGH RANA,M,GEN,48,IND,447,9
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,ANOOP SHARMA,M,GEN,31,IND,427,10
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,DAVINDER SINGH,M,GEN,43,IND,356,11
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,ATTAR SINGH,M,GEN,62,HJCPV,301,12
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,PRATIMA,F,GEN,48,IND,183,13
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,ABBAS KHAN,M,GEN,38,HaLP,161,14
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,NARESH PANCHAL,M,GEN,49,IND,157,15
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,DINESH RAI,M,GEN,37,IND,149,16
S07,Haryana,10,2014,Faridabad,86,Faridabad NIT,GEN,JAI PARKASH THAKUR,M,GEN,62,RND,56,17
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,SEEMA TRIKHA,F,GEN,47,BJP,70218,1
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,MAHENDER PARTAP SINGH,M,GEN,67,INC,33609,2
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,DHARMVEER BHADANA,M,GEN,51,BSP,16949,3
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,CHANDER BHATIA S/O KUNDAN LAL,M,GEN,48,INLD,8377,4
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,SANDEEP PURUSHBHAN,M,GEN,29,IND,990,5
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,None of the Above,NULL,NULL,NULL,NOTA,978,6
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,JAGRAM,M,GEN,42,CPI,899,7
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,AJIT SINGH,M,GEN,39,RARS,602,8
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,ALI HASSAN,M,GEN,57,IND,256,9
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,MANOHAR LAL GERA,M,GEN,46,HJCBL,238,10
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,MANIRAM,M,GEN,47,IND,205,11
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,CHANDER BHATIA S/O R.K.BHATIA,M,GEN,53,IND,169,12
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,PAWAN SHARMA,M,GEN,28,IND,167,13
S07,Haryana,10,2014,Faridabad,87,Badkhal,GEN,SHAILENDER,M,GEN,46,RasLP,63,14
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,MOOL CHAND SHARMA,M,GEN,50,BJP,69074,1
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,LAKHAN KUMAR SINGLA,M,GEN,48,INC,15976,2
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,LALIT KUMAR BANSAL,M,GEN,46,INLD,14072,3
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,DHIRENDER SINGH,M,GEN,36,BSP,9378,4
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,OMPAL,M,GEN,37,HJCBL,4570,5
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,DHARVEER KHATANA,M,GEN,49,IND,3281,6
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,VED PRAKASH YADAV,M,GEN,43,HaLP,1897,7
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,None of the Above,NULL,NULL,NULL,NOTA,942,8
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,IMRAN KHAN,M,GEN,34,SP,659,9
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,LALA MOOL CHAND AGGARWAL,M,GEN,52,IND,589,10
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,SUDHA SHARMA,F,GEN,41,IND,349,11
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,RAJESH,M,GEN,47,IND,247,12
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,SANJAY SHARMA,M,GEN,48,AVIRP,154,13
S07,Haryana,10,2014,Faridabad,88,Ballabhgarh,GEN,RADHA RAMAN MISHRA,M,GEN,54,NAJC,137,14
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,VIPUL GOEL,M,GEN,42,BJP,72679,1
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,ANAND KAUSHIK,M,GEN,63,INC,27898,2
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,PARVESH MEHTA,M,GEN,59,INLD,12237,3
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,SATVIR SINGH CHANDEELA,M,GEN,39,BSP,5052,4
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,None of the Above,NULL,NULL,NULL,NOTA,1031,5
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,BIJENDER MAVI,M,GEN,36,IND,546,6
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,AAS MOHAMMAD KHAN,M,GEN,46,HJCBL,262,7
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,RAKESH KUMAR MIGLANI,M,GEN,41,IND,176,8
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,SHAKEEL KHAN,M,GEN,40,BMUP,163,9
S07,Haryana,10,2014,Faridabad,89,Faridabad,GEN,RAMESHWAR,M,GEN,50,HaLP,136,10
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,LALIT NAGAR,M,GEN,49,INC,55408,1
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,RAJESH NAGAR,M,GEN,45,BJP,52470,2
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,GIRRAJ,M,GEN,46,BSP,29568,3
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,ARVIND BHARDWAJ,M,GEN,31,INLD,5730,4
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,BIRPAL GUJJAR,M,GEN,39,IND,2521,5
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,None of the Above,NULL,NULL,NULL,NOTA,1009,6
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,NAHAR SINGH CHAUHAN,M,GEN,49,IND,906,7
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,RAJESH NAGAR,M,GEN,41,IND,483,8
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,LAXMI,F,GEN,40,IND,430,9
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,BABLI,M,GEN,33,HaLP,278,10
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,VIJAY BHATTI,M,GEN,33,SP,148,11
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,JAGDISH BALMIK,M,GEN,50,IND,127,12
S07,Haryana,10,2014,Faridabad,90,Tigaon,GEN,LILU,M,GEN,41,HJCPV,102,13
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,PADAVI ADV. K.C.,M,ST,57,INC,64410,1
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,PARADAKE VIJAYSING RUPSING,M,ST,47,NCP,48635,2
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,PADAVI  NAGESH DILWARSING,M,ST,39,BJP,32701,3
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,AAMSHYA FULJI PADAVI,M,ST,46,SHS,10349,4
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,PADAVI NARENDRASING BHAGATSING,M,ST,55,IND,7905,5
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,None of the Above,NULL,NULL,NULL,NOTA,4161,6
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,MAMATA RAVINDRA VALAVI,F,ST,38,MNS,2026,7
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,MADAN JAHANGIR PADAVI,M,ST,41,IND,1961,8
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,PADAVI MADHUKAR SHAMSING,M,ST,43,IND,1766,9
S13,Maharashtra,10,2014,Nandurabar,1,Akkalkuwa ,ST,ADV. RANJIT JUGLA PADAVI,M,ST,35,BMUP,1178,10
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,PADVI UDESING KOCHARU,M,ST,66,BJP,58556,1
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,PADMAKAR VIJAYSING VALVI,M,ST,46,INC,57837,2
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,GAVIT RAJENDRAKUMAR KRUSHNARAO,M,ST,54,NCP,46966,3
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,NAIK SURESH SUMERSING,M,ST,42,SHS,6645,4
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,KISAN RUNJYA PAWAR,M,ST,59,MNS,4410,5
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,MALI JAYSING DEVCHAND,M,ST,61,CPM,2893,6
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,None of the Above,NULL,NULL,NULL,NOTA,2755,7
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,RAMAN BHALU NAVALE,M,ST,42,IND,1540,8
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,BHAVARLAL BABULAL TADVI,M,ST,25,IND,1504,9
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,AMARJIT PRATAPSING CHAVAN,M,ST,34,IND,1248,10
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,PADVI SAVITRI MAGAN,F,ST,32,BSP,1245,11
S13,Maharashtra,10,2014,Nandurabar,2,Shahada ,ST,VALVI CHANDRASING SURUPSING,M,ST,48,BMUP,1014,12
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,GAVIT VIJAYKUMAR KRUSHNARAO,M,ST,58,BJP,101328,1
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,VASAVE KUNAL BATESING,M,ST,30,INC,74210,2
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,VIRENDRA RAVJI VALVI,M,ST,41,SHS,8598,3
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,None of the Above,NULL,NULL,NULL,NOTA,2857,4
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,GULABSING DIVANSING VASAVE,M,ST,60,MNS,1955,5
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,VALVI VIKAS DULJI,M,ST,41,NCP,1784,6
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,BHIL BIRBAL SAKHARAM,M,ST,62,IND,1229,7
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,BHAVAN PAVANSING SHEWALE,M,ST,37,IND,1061,8
S13,Maharashtra,10,2014,Nandurabar,3,Nandurbar ,ST,VALVI NATWAR KELLA,M,ST,26,BMUP,611,9
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,NAIK SURUPSING HIRYA,M,ST,76,INC,93796,1
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,GAVIT SHARAD KRUSHNARAO,M,ST,51,NCP,71979,2
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,VALVI KUVARSING FULAJI,M,ST,61,BJP,11236,3
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,GAVIT JAGAN HURAJI,M,ST,44,PWPI,4096,4
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,None of the Above,NULL,NULL,NULL,NOTA,4088,5
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,JYOTSNA DILIP GAVIT,F,ST,28,SHS,3977,6
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,MOTILAL CHAPDU GANGURDE,M,ST,56,IND,2009,7
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,VASAVE AMIT SHEKLAL,M,ST,34,BSP,1746,8
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,ADV. SOBAJI DEVALYA GAVIT,M,ST,61,IND,1675,9
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,VASAVE MADHAV NATHU,M,ST,58,MNS,1115,10
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,URMILA MADHUKAR VALVI,F,ST,40,IND,871,11
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,ARJUNSING DIWANSING VASAVE,M,ST,48,BBM,634,12
S13,Maharashtra,10,2014,Nandurabar,4,Nawapur ,ST,BAKARAM DASHRATH VALVI,M,ST,42,LB,604,13
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,AHIRE DHANAJI SITARAM OR D.S.AHIRE,M,ST,61,INC,74760,1
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,GAVIT MANJULA TULSHIRAM,F,ST,50,BJP,71437,2
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,PAWAR CHUDAMAN DAGA,M,ST,59,SHS,12832,3
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,NAIKE DILIP SHASHIKUMAR,M,ST,61,NCP,12398,4
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,DIPAK MANGYA JAGTAP,M,ST,36,PWPI,6832,5
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,None of the Above,NULL,NULL,NULL,NOTA,3152,6
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,BHARUDE DIPAK BANDU,M,ST,28,MNS,2987,7
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,CHAVHAN SUKA BUDHA,M,ST,67,BBM,1980,8
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,ADV. MANUVEL J. VALAVI,M,ST,38,IND,1772,9
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,GAWALI DURGABAI HIRU,F,ST,57,IND,1328,10
S13,Maharashtra,10,2014,Dhule,5,Sakri ,ST,BAGUL PANDIT MAHARU,M,ST,37,IND,1291,11
