ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,VOTES,POSITION
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,PAITHANE SHIVRAJ PRABHAKAR,M,SC,35,BSP,3935,8
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,CHITRABAI KASHINATH DUDHATE,F,GEN,42,PWPI,2973,9
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,BHALERAO YASHWANT SANTRAM,M,SC,50,BBM,2315,10
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,KHAN JAFAR AHEMAD,M,GEN,53,MBT,2227,11
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,None of the Above,NULL,NULL,NULL,NOTA,2024,12
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,KALE VISHNU DNYANOBA,M,GEN,42,IND,1221,13
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,SANJEEV DEVRAO PRADHAN,M,SC,45,IND,1215,14
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,YUNUS SHAIKH SHAIKH ASHRAF ALI,M,GEN,36,IND,1189,15
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,RUKHMANAND SHAMRAO KALBANDE,M,GEN,33,IND,1111,16
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,MUNDE SHYAMSUNDAR RAGHUNATHRAO,M,GEN,68,IND,905,17
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,JONDHALE SATISH BABURAO,M,SC,28,IND,842,18
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,MILIND KISAN SALVE,M,SC,50,IND,601,19
S13,Maharashtra,10,2014,Parbhani,97,Gangakhed,GEN,SHAIKH SADIK SHAIKH KHADAR,M,GEN,61,IND,564,20
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,FAD MOHAN MADHAVRAO,M,GEN,38,IND,69081,1
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,WARPUDKAR SURESH AMBADASRAO,M,GEN,63,INC,55632,2
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,ABDULLAH KHAN A .LATIF KHAN DURRANI,M,GEN,56,NCP,46304,3
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,MEERA KALYANRAO RENGE,F,GEN,45,SHS,35408,4
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,COM. VILAS SAHEBRAO BABAR,M,GEN,38,CPM,5517,5
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,HARIBHAU VITTHALRAO LAHANE,M,GEN,56,MNS,5509,6
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,ARJUN RAMRAO SABLE BHOGAOKAR,M,GEN,31,BBM,2636,7
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,SITAFALE VIJAYKUMAR TULSHIRAM,M,GEN,55,SWP,2400,8
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,None of the Above,NULL,NULL,NULL,NOTA,1788,9
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,GUJAR SUBHASH YELAPPA,M,GEN,39,BSP,1665,10
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,RAMESH YAMAJI GHAGARE,M,SC,36,IND,1417,11
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,RUMALE TUKARAM DHONDIBA,M,SC,62,PRCP,1238,12
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,PATHAN TALEWARKHAN PATHAN SHERKHAN,M,GEN,65,IND,1034,13
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,ASHOK GANPATRAO GAIKWAD,M,GEN,32,IND,974,14
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,JANARDHAN SAMBHAJI HATAGALE,M,SC,57,IND,826,15
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,KALE BAJIRAO SHANKARRAO,M,GEN,38,IND,808,16
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,CHAVAN REVA HARI,M,GEN,65,IND,638,17
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,MRS. SHANTABAI MANOHARRAO SHAMKUWAR,F,SC,64,IND,554,18
S13,Maharashtra,10,2014,Parbhani,98,Pathri,GEN,JADHAV NARAYAN GULABRAO,M,GEN,37,IND,536,19
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,BABANRAO DATTATRAY YADAV LONIKAR,M,GEN,55,BJP,46937,1
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,JETHALIYA SURESHKUMAR KANHAIYYALAL,M,GEN,58,INC,42577,2
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,AKAT BABASAHEB APPARAO,M,GEN,50,MNS,37335,3
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,CHAVAN NIWAS DHARAMCHAND,M,GEN,41,IND,24371,4
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,SAKHARE SOMNATH VAIJANATH,M,GEN,50,SHS,18912,5
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,RAJESH ATMARAM SARKATE,M,GEN,47,NCP,4773,6
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,None of the Above,NULL,NULL,NULL,NOTA,2115,7
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,COM. KHANDARE MARUTI VITTHALRAO,M,GEN,38,CPM,2106,8
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,RATHOD RAMRAO BANDU,M,GEN,51,BBM,2063,9
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,DAWRE RATAN BHIKAJI,M,GEN,40,CPI,1996,10
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,VEDHEKAR VIJAY ABASAHEB,M,SC,35,BSP,1910,11
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,AKBAR KHA BANE KHA,M,GEN,57,SP,1696,12
S13,Maharashtra,10,2014,Jalna,99,Partur,GEN,PATOLE BHAGWAN ANANDA,M,GEN,30,IND,1124,13
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,RAJESHBHAIYYA TOPE,M,GEN,45,NCP,98030,1
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,KHARAT VILASRAO VITTHALRAO,M,GEN,55,BJP,54554,2
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,HIKMAT UDHAN,M,GEN,49,SHS,45657,3
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,ARDAD SUNIL KACHARUBAPPA,M,GEN,37,MNS,3583,4
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,DR. SANJAY NILKANTHRAO LAKHEPATIL,M,GEN,47,INC,2762,5
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,UGHADE DINKAR AMBADAS,M,SC,44,HJP,1476,6
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,IRFAN CAPTIAN,M,GEN,43,BSP,1394,7
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,MUNNEMANIK KISHOR BABURAO,M,SC,32,IND,1128,8
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,CHONDEKAR  MAHENDRA GANESHRAO,M,GEN,49,IND,1102,9
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,KOLE DEVIDAS BHAGUJI,M,SC,31,BBM,1052,10
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,None of the Above,NULL,NULL,NULL,NOTA,813,11
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,SHAIKH KHURSHID AHEMAD GULAM JILANI,M,GEN,50,IND,777,12
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,SARJERAO BABURAO JADHAV,M,SC,36,IND,558,13
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,GADHE ARJUN CHOKHAJI,M,SC,49,IND,459,14
S13,Maharashtra,10,2014,Jalna,100,Ghansawangi,GEN,SUNIL PATIRAO JADHAV,M,GEN,41,BMUP,317,15
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,ARJUN PANDITRAO KHOTKAR,M,GEN,52,SHS,45078,1
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,GORANTYAL KAILAS KISHANRAO,M,GEN,49,INC,44782,2
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,ARVIND BAJIRAO CHAVAN,M,GEN,58,BJP,37591,3
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,ABDUL RASHID AJIZ,M,GEN,52,BSP,36350,4
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,RAVI HARIBHAU RAUT,M,GEN,38,MNS,5500,5
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,THAKUR KHUSHALSINGH NANDKISHORSINGH,M,GEN,57,NCP,1611,6
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,None of the Above,NULL,NULL,NULL,NOTA,1346,7
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,SANDEEP UTTAMRAO KHARAT,M,SC,30,IND,1174,8
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,AD.DNYANESHWAR MANIKRAO WAGH,M,GEN,32,IND,1048,9
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,DNYANESHWAR NADE,M,SC,43,IND,1023,10
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,DADARAO VITTHALRAO LAHANE,M,SC,45,IND,758,11
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,FARUKH ELAHI KHAN,M,GEN,42,IND,397,12
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,DHANSING PRATAPSING SURYAVANSHI,M,GEN,30,ABHM,245,13
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,KAILAS KISANRAO GHORPADE,M,SC,46,IND,241,14
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,KOLTE BALIRAM ANKUSHRAO,M,GEN,25,PWPI,240,15
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,SUDAM SHANKARRAO BANSODE,M,SC,36,BMUP,208,16
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,KHALED BIN NASER CHAUS,M,GEN,47,BBM,189,17
S13,Maharashtra,10,2014,Jalna,101,Jalna,GEN,FERAJ KHAN SAMAD KHAN,M,GEN,47,NLP,128,18
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,KUCHE NARAYAN TILAKCHAND,M,SC,41,BJP,73560,1
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,CHAUDHARI ROOPKUMAR(BABLU) NEHRULAL,M,SC,48,NCP,50065,2
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,SANTOSH VASANTLAL SAMBRE,M,SC,41,SHS,30945,3
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,SUBHASH DAMODHAR MAGARE,M,SC,48,INC,13007,4
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,GAIKWAD DNYANESHWAR MAROTI (MAULI),M,SC,45,MNS,6645,5
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,ADMANE SHIVAJI JANARDHAN,M,SC,58,rpsn,4524,6
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,SALVE VISHVJEET CHAKRADHAR,M,SC,25,BSP,2187,7
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,None of the Above,NULL,NULL,NULL,NOTA,1331,8
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,GANESHDADA KHARAT,M,SC,25,IND,931,9
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,RAJESH ONKARRAO RAUT,M,SC,43,IND,824,10
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,DNYANESHWAR CHANDULAL KURIL,M,SC,29,IND,727,11
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,DILIP NANA ROKADE,M,SC,51,IND,630,12
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,JADHAV ARUN DEVIDAS,M,SC,32,BMUP,626,13
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,TUKARAM(SANT) SHANKARRAO HIVRALE,M,SC,61,BBM,620,14
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,BILHORE ISHWAR SHIVAJI,M,SC,26,ABHM,591,15
S13,Maharashtra,10,2014,Jalna,102,Badnapur ,SC,JADHAV SARJERAO BABURAO,M,SC,39,IND,389,16
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,DANAVE SANTOSH RAOSAHEB,M,GEN,31,BJP,69597,1
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,CHANDRAKANT PUNDLIKRAO DANAVE,M,GEN,46,NCP,62847,2
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,GAVHAD RAMESHRAO PATILBA,M,GEN,54,SHS,36298,3
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,GAVALI SURESH DAMODHAR,M,GEN,39,INC,5286,4
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,PATHAN SHAFIKHA MAHETABKHA,M,GEN,45,IND,4762,5
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,GOUTAM LAXMAN MHASKE,M,SC,33,BSP,4617,6
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,WAGH DILIP SHESHRAO,M,GEN,40,MNS,3163,7
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,DALVI LAXMANRAO KHANDUJI,M,GEN,54,IND,2587,8
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,None of the Above,NULL,NULL,NULL,NOTA,2041,9
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,KISAN BALWANTA BORDE,M,SC,66,RBS,1137,10
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,SURADKAR PRAKASH PANDURANG,M,ST,34,IND,924,11
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,SHANKAR SHESHRAO KSHIRSAGAR,M,SC,74,IND,881,12
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,BORHADE DIPAK BHIMRAO,M,GEN,31,IND,838,13
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,INGLE SHIVAJI RAMRAO,M,GEN,26,PWPI,637,14
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,SURADKAR MAHADU LAXMAN,M,SC,35,IND,523,15
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,BABASAHEB PATIL SHINDE,M,GEN,58,IND,463,16
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,ADV MILIND SHRIRAM DHIGE,M,SC,42,APoI,455,17
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,ADV SIRSAT FKIRA HARI,M,GEN,38,IND,452,18
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,ADV. VILASRAO SAKHARAM BORDE,M,SC,38,IND,394,19
S13,Maharashtra,10,2014,Jalna,103,Bhokardan,GEN,KASHINATH PATIL SAWANT,M,GEN,54,IND,308,20
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,ABDUL SATTAR ABDUL NABI,M,GEN,49,INC,96038,1
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,BANKAR SURESH PANDURANG,M,GEN,45,BJP,82117,2
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,MIRAKAR SUNIL PRABHAKARRAO,M,GEN,35,SHS,15909,3
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,KALE DIPALI MADHUKAR,F,GEN,27,MNS,3465,4
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,None of the Above,NULL,NULL,NULL,NOTA,3121,5
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,MANKAR RAJU DINKAR,M,GEN,37,NCP,1824,6
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,AALNE DADARAO SHRIRAM,M,GEN,35,BSP,1749,7
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,VINOD ASHOK PAGARE,M,SC,31,IND,1528,8
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,WANKHEDE DADRAO KISANRAO,M,SC,44,IND,1319,9
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,MOHMMADSHAH ANWARSHAH,M,GEN,44,IND,553,10
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,NAMDEV SHIVRAM RAUT,M,GEN,40,IND,482,11
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,DEVALE DADARAO RAMBHAU,M,GEN,38,BMUP,479,12
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,ADV. RATHOD YOGIRAJ DHANAJI,M,GEN,53,IND,382,13
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,DADARAO BHIKA SAWALE,M,GEN,42,IND,282,14
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,DASHRATH NARAYAN SURADKAR,M,SC,42,IND,229,15
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,GOVINDRAO SHAMRAO SONWANE,M,GEN,58,IND,225,16
S13,Maharashtra,10,2014,Aurangabad,104,Sillod,GEN,ASHOK VITTHAL SONWANE,M,SC,45,IND,179,17
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,JADHAV HARSHVARDHAN RAIBHAN,M,GEN,39,SHS,62542,1
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,UDAYSING SARDARSING RAJPUT,M,GEN,43,NCP,60981,2
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,DR. SANJAY GAVHANE,M,GEN,42,BJP,28037,3
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,NAMDEVRAO RAMRAO PAWAR,M,GEN,63,INC,21865,4
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,RATHOD MARUTI GULABRAO,M,GEN,51,RSPS,5732,5
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,SUBHASH PATIL,M,GEN,53,MNS,3602,6
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,RATHOD KESHAV MANSING,M,GEN,32,BSP,3522,7
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,None of the Above,NULL,NULL,NULL,NOTA,2094,8
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,KADUBA LAXMANRAO PAWAR,M,SC,38,BMUP,904,9
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,SAYYAD ISAQ YUSUF,M,GEN,34,IND,794,10
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,MUNJAL BAPU SUBHASH,M,GEN,37,IND,698,11
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,KAZI NASIRODDIN NAIMODIN,M,GEN,48,IND,511,12
S13,Maharashtra,10,2014,Aurangabad,105,Kannad,GEN,AVINASH LAXMIKANT CHAVAN,M,GEN,32,IND,499,13
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,BAGDE HARIBHAU KISANRAO,M,GEN,69,BJP,73294,1
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,DR. KALYAN VAIJINATHRAO KALE,M,GEN,51,INC,69683,2
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,ANURADHATAI ATUL CHAVHAN,F,GEN,42,NCP,31959,3
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,THOMBRE RAJENDRA GANGADHAR,M,GEN,48,SHS,17546,4
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,DAHIHANDE RAMESH GANGADHAR,M,GEN,51,IND,6502,5
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,SALVE VINOD AMBADAS,M,SC,28,BSP,4220,6
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,BHASKAR JAGNANATH GADEKAR,M,GEN,40,MNS,1752,7
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,None of the Above,NULL,NULL,NULL,NOTA,1661,8
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,SHRIMANT LAXMAN GADEKAR,M,GEN,44,IND,941,9
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,ROHIDAS SANDU JADHAV,M,SC,32,IND,775,10
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,BALASAHEB BHIMRAO GARUD,M,GEN,35,PWPI,488,11
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,MIRZA KAUSAR BEG AJIJ BEG,M,GEN,38,IND,430,12
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,AMARSINH SURESH DESHMUKH,M,GEN,29,IND,376,13
S13,Maharashtra,10,2014,Aurangabad,106,Phulambri,GEN,ADV.ASARAM DHUPAJI LAHANE  PATIL,M,GEN,55,JD(S),269,14
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,SAYED IMTIAZ JALIL,M,GEN,46,AIMIM,61843,1
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,PRADEEP JAISWAL,M,GEN,54,SHS,41861,2
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,TANWANI KISHANCHAND LEKHRAJ,M,GEN,54,BJP,40770,3
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,PATIL VINOD NARAYAN,M,GEN,33,NCP,11842,4
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,JAGTAP SANJAY UTTAMRAO,M,SC,44,BSP,11048,5
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,M.M. SHAIKH,M,GEN,55,INC,9093,6
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,RAJGAURAV HARIDAS WANKHEDE,M,GEN,32,MNS,6291,7
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,AFSAR KHAN YASIN KHAN,M,GEN,49,SP,2319,8
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,None of the Above,NULL,NULL,NULL,NOTA,833,9
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,BABANRAO UMAJI JAGTAP,M,GEN,43,IND,486,10
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,VIJAYKUMAR DEORAO KHOTKAR,M,SC,45,APoI,413,11
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,BANTY RAJU CHAVARIYA,M,SC,25,IND,379,12
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,DANDGE AMOL RATNAKAR,M,SC,33,IND,249,13
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,SONWANE BHIMRAO PRALHAD,M,SC,52,IND,197,14
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,UJWALA BABA JADHAV,F,GEN,35,IND,196,15
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,FARUQUI MOINODDIN HASNODDIN,M,GEN,50,IND,189,16
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,MUKESH SUKHBIR LAHOT,M,SC,35,IND,161,17
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,PATHAN AHEMAD KHAN PATHAN WAHED KHAN,M,GEN,43,IND,150,18
S13,Maharashtra,10,2014,Aurangabad,107,Aurangabad central,GEN,ANANDKUMAR NAMDEO MAGRE,M,SC,26,RPI,149,19
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,SANJAY SHIRSAT,M,SC,53,SHS,61282,1
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,MADHUKAR DAMODHAR SAWANT,M,SC,51,BJP,54355,2
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,GANGADHAR SUKHDEVRAO GADE,M,SC,65,PREP,35348,3
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,DR.JITENDRA ANKUSHRAO DEHADE,M,SC,35,INC,14798,4
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,MILIND YASHWANTRAO DABHADE,M,SC,45,NCP,5198,5
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,DABHADE SUGANDH SITARAM,M,SC,39,BSP,4399,6
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,JAYPRAKASH SHANKARRAO NARNAVRE,M,SC,41,BMUP,1871,7
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,GAUTAM RAMESH AAMRAO,M,SC,34,MNS,1858,8
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,None of the Above,NULL,NULL,NULL,NOTA,1131,9
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,ARJUN BHAGWANRAO GALPHADE,M,SC,47,IND,919,10
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,SHENDGE JALINDAR MAHADEO,M,SC,43,IND,870,11
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,SIDDHODHAN KACHRU MORE,M,SC,37,rpsn,788,12
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,EKHARE SANJIVKUMAR GANESH,M,SC,45,RP(K),635,13
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,ENGG.DIPAK SURESH RAUT,M,SC,35,BBM,554,14
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,BHAUSAHEB WAMANRAO NIKALJE,M,SC,38,IND,508,15
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,DIVEKAR RAJKUMAR PANDITRAO,M,SC,45,IND,431,16
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,GHAZI SAADUDDIN ZAHEER AHMED,M,SC,41,IND,413,17
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,SHIVAJI UATTAM BHARSKAR,M,SC,41,ssrd,261,18
S13,Maharashtra,10,2014,Aurangabad,108,Aurangabad West,SC,RANJANA DILIP SHINDE,F,SC,43,IND,191,19
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,ATUL MORESHWAR SAVE,M,GEN,52,BJP,64528,1
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,DR. ABDUL GAFFAR QUADRI,M,GEN,57,AIMIM,60268,2
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,DARDA RAJENDRA JAWAHARLAL,M,GEN,61,INC,21203,3
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,KALA  OZA,F,GEN,50,SHS,11409,4
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,KACHARU SHRIPAT SONAWANE,M,SC,60,BSP,5364,5
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,UTTAMSINGH  RAJDHARSINGH PAWAR,M,GEN,64,IND,2885,6
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,ZUBER AMANULLAH MOTIWALA,M,GEN,39,NCP,2121,7
S13,Maharashtra,10,2014,Aurangabad,109,Aurangabad East,GEN,DR.KANGO BHALCHANDRA KHANDERAO,M,GEN,63,CPI,1592,8
