ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,VOTES,POSITION
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,RAJA MANZOOR AHMAD,M,GEN,59,JKPDP,12371,1
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,KIFIL UR REHMAN KHAN,M,GEN,59,JKN,6596,2
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,ALI ASGAR KHAN,M,GEN,75,INC,2894,3
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,MOHAMMAD SALEEM MIR,M,GEN,38,JPC,2359,4
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,ISHFAQ UR REHMAN,M,GEN,42,BJP,654,5
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,JAHANGIR KHAN,M,GEN,41,JKNPP,453,6
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,AIJAZ AHMAD BADANA,M,GEN,61,AJKMP,339,7
S09,Jammu & Kashmir,12,2014,KUPWARA,1,Karnah,GEN,None of the Above,NULL,NULL,NULL,NOTA,244,8
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,BASHIR AHMAD DAR,M,GEN,52,JPC,24754,1
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,MIR MOHD FAYAZ,M,GEN,37,JKPDP,24603,2
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,MIR SAIFULLAH,M,GEN,54,JKN,17390,3
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,AB REHMAN LONE,M,GEN,49,BJP,790,4
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,WALI MOHD KHAN,M,GEN,38,JKNPP,672,5
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,None of the Above,NULL,NULL,NULL,NOTA,664,6
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,GH HASSAN SHEIKH,M,GEN,50,AJKMP,598,7
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,ADV. MOHD AMIN PEER,M,GEN,42,IND,582,8
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,GH RASOOL MALIK,M,GEN,65,INC,561,9
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,JAVID AHMAD WANI,M,GEN,38,IND,412,10
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,MUSHTAQ AHMAD SHIEKH,M,GEN,25,IND,352,11
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,SARDAR KHAN,M,SC,44,BSP,283,12
S09,Jammu & Kashmir,12,2014,KUPWARA,2,Kupwara,GEN,SAIFULLAH KHAN,M,GEN,60,NCP,157,13
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,ABDUL HAQ KHAN,M,GEN,61,JKPDP,29408,1
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,QAISER JAMSHEED LONE,M,GEN,39,JKN,26538,2
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,HAJI FAROOQ AHMAD MIR,M,GEN,51,INC,7629,3
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,ABDUL REHMAN WANI,M,GEN,60,JPC,3981,4
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,None of the Above,NULL,NULL,NULL,NOTA,1222,5
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,AB RASHID ZARGAR,M,GEN,39,BJP,1092,6
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,SURIAYA BANO,F,GEN,36,RPI,765,7
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,MOHAMMAD SULTAN MAGRAY,M,GEN,40,AJKMP,458,8
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,GHULAM AHMAD MALIK,M,GEN,37,JKNPP,268,9
S09,Jammu & Kashmir,12,2014,KUPWARA,3,Lolab,GEN,GH NABI SHAH,M,GEN,49,BSP,256,10
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,SAJAD GANI LONE,M,GEN,47,JPC,29355,1
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,CHOWDRY MOHAMAD RAMZAN,M,GEN,65,JKN,23932,2
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,GHULAM MOHI-UI-DIN SOFI,M,GEN,64,JKPDP,9849,3
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,MOHD YASEEN BHAT,M,GEN,70,INC,1119,4
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,None of the Above,NULL,NULL,NULL,NOTA,776,5
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,ABDUL RAHMAN TANTRY,M,GEN,65,IND,747,6
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,SAJAD AHMAD PIR,M,GEN,40,BSP,492,7
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,AJAZ AHMAD SOFI,M,GEN,44,IND,397,8
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,GH. QADIR MIRCHA,M,GEN,61,AJKMP,390,9
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,ANAYTULLAH LOHAR,M,GEN,39,IND,302,10
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,HILAL AHMAD TANTRY,M,GEN,34,IND,228,11
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,HANEEFA BEGUM,F,GEN,36,IND,198,12
S09,Jammu & Kashmir,12,2014,KUPWARA,4,Handwara,GEN,MOHD ABDULLAH BHAT,M,GEN,60,JKNPP,189,13
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,ABDUL RASHID SHEIKH,M,GEN,46,IND,18172,1
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,GHULAM NABI GANAI,M,GEN,53,JKPDP,15667,2
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,MOHD ABDULLAH MIR,M,GEN,63,JPC,10015,3
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,IRSHAD HUSSAIN GANAIE,M,GEN,32,IND,1819,4
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,WALI MOHD BHAT,M,GEN,61,JKN,1645,5
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,BASHIR AHMAD WANI,M,GEN,59,INC,983,6
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,MOHD AKBAR GANIE,M,GEN,40,IND,632,7
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,MOHD RAMZAN MALLA,M,GEN,59,IND,607,8
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,None of the Above,NULL,NULL,NULL,NOTA,532,9
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,MOHAMMAD MAQBOOL WAR,M,GEN,54,BJP,523,10
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,MUDASIR AHMAD TANTRY,M,GEN,28,IND,390,11
S09,Jammu & Kashmir,12,2014,KUPWARA,5,Langate,GEN,JAVID AHMAD NAJAR,M,GEN,39,JKNPP,211,12
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,MOHAMMAD SHAFI,M,GEN,71,JKN,24359,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,AIJAZ ALI KHAN,M,GEN,62,JKPDP,18567,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,TAJ MOHI-UD-DIN,M,GEN,69,INC,16588,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,MUSHTAQ AHMAD MIR,M,GEN,57,BJP,1269,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,None of the Above,NULL,NULL,NULL,NOTA,729,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,6,Uri,GEN,WASEEM RAJA,M,GEN,26,AJKMP,549,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,YAWAR AHMAD MIR,M,GEN,27,JKPDP,17918,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,ABDUL GANI VAKIL,M,GEN,56,INC,15584,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,JAVED AHMAD DAR,M,GEN,40,JKN,14980,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,KHURSHEED AHMAD KHAN,M,GEN,57,JPC,3080,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,FAYAZ  AHMAD MALIK,M,GEN,52,IND,776,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,DESH KUMAR NEHRU,M,GEN,56,BJP,634,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,None of the Above,NULL,NULL,NULL,NOTA,556,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,AB MAJEED DAR,M,GEN,51,JKNPP,483,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,MOHD MAQBOOL MIR,M,GEN,56,IND,331,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,GH MOHU DIN AHANGER,M,GEN,41,IND,318,10
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,MUDASIR RASOOL BHAT,M,GEN,25,IND,288,11
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,GH NABI PARAY,M,GEN,34,IND,283,12
S09,Jammu & Kashmir,12,2014,BARAMULLA,7,Rafiabad,GEN,MOHD MAQBOOL DAR,M,GEN,43,IND,220,13
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,ABDUL RASHID DAR,M,GEN,65,INC,8429,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,NAZIR AHMAD NAIKOO,M,GEN,60,JKPDP,5674,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,IRSHAD RASOOL KAR,M,GEN,43,IND,5324,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,MOHD. ASHRAF GANIE,M,GEN,73,JKN,4079,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,MOHMMAD RAMZAN BABA,M,GEN,56,JPC,1567,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,SHAHZAD AASIM,M,GEN,36,IND,1394,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,MOHAMAD ABDULLAH DAR,M,GEN,63,IND,1208,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,GH. MOHMAD WAR,M,GEN,36,IND,1182,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,ZAHID GANI MIRCHA,M,GEN,25,IND,1022,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,SAJAD MOHI UD DIN SHEIKH,M,GEN,29,IND,545,10
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,GH. RASOOL DAR,M,GEN,56,IND,511,11
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,None of the Above,NULL,NULL,NULL,NOTA,333,12
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,MUZAFAR AHMAD LONE,M,GEN,26,JKNPP,204,13
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,BASHIR AHMAD AZAD,M,GEN,66,IND,182,14
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,SYED IQBAL NAZKI,M,GEN,41,IND,178,15
S09,Jammu & Kashmir,12,2014,BARAMULLA,8,Sopore,GEN,ULFAT SABBA AHMAD KHAWAJA,M,GEN,42,IND,120,16
S09,Jammu & Kashmir,12,2014,BANDIPUR,9,Gurez,GEN,NAZIR AHMAD KHAN,M,GEN,49,JKN,6664,1
S09,Jammu & Kashmir,12,2014,BANDIPUR,9,Gurez,GEN,FAQIR MOHMAD KHAN,M,ST,56,INC,6523,2
S09,Jammu & Kashmir,12,2014,BANDIPUR,9,Gurez,GEN,MOHD. ISMAIL LONE,M,ST,47,JKPDP,448,3
S09,Jammu & Kashmir,12,2014,BANDIPUR,9,Gurez,GEN,GH. RASOOL BHAT,M,ST,41,IND,100,4
S09,Jammu & Kashmir,12,2014,BANDIPUR,9,Gurez,GEN,None of the Above,NULL,NULL,NULL,NOTA,66,5
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,USMAN ABDUL MAJID,M,GEN,53,INC,25084,1
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,NIZAM-U-DIN BHAT,M,GEN,67,JKPDP,21341,2
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,ABDULLAH WANI,M,GEN,55,JKN,6754,3
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,NAZIR AHMAD MALIK,M,GEN,52,IND,4200,4
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,None of the Above,NULL,NULL,NULL,NOTA,1641,5
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,MOHAMMAD ISMAIL BHAT,M,GEN,59,JPC,1580,6
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,MOHD SHAFI KHAN,M,GEN,36,IND,1137,7
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,MOHD. SHAFI MIR,M,GEN,61,IND,1123,8
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,JAVID AHMAD SHAH,M,GEN,46,BSP,816,9
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,SHEIKH WASEEM BARI,M,GEN,27,IND,796,10
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,GH AHMAD BHAT,M,GEN,61,IND,691,11
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,ABDUL REHMAN,M,ST,40,BJP,565,12
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,MOHMMAD IQBAL ZARGAR,M,GEN,29,AIFB,492,13
S09,Jammu & Kashmir,12,2014,BANDIPUR,10,Bandipora,GEN,MANZOOR AHMAD BABA,M,GEN,44,AJKMP,340,14
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,MOHAMMAD AKBAR LONE,M,GEN,67,JKN,32567,1
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,YASIR RESHI,M,GEN,39,JKPDP,32161,2
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,IMTIYAZ AHMAD PARRAY,M,GEN,29,INC,12065,3
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,QAWAMUDIN SHEIKH,M,GEN,52,JPC,1174,4
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,None of the Above,NULL,NULL,NULL,NOTA,1075,5
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,GH MOHAMMAD PARRAY,M,GEN,46,IND,529,6
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,NAZIR AHMAD WANI,M,GEN,35,IND,475,7
S09,Jammu & Kashmir,12,2014,BANDIPUR,11,Sonawari,GEN,GH RASOOL MALIK,M,GEN,55,JKNPP,313,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,SYED BASHARAT AHMED BUKHARI,M,GEN,52,JKPDP,12146,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,SHUIB NABI LONE,M,GEN,35,INC,10392,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,KHWAJA MOHAMMAD YAQOOB WANI,M,GEN,76,JKN,6696,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,IRFAN HAFIZ LONE,M,GEN,37,IND,3829,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,FAZAL MAHMOOD BAIG,M,GEN,54,IND,1970,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,GH. MOHI-UD-DIN BHAT,M,GEN,68,JPC,856,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,FAROOQ AHMAD BHAT,M,GEN,33,JKNPP,850,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,HILAL AHMAD BHAT,M,GEN,34,IND,796,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,GH. MOHI-UD-DIN SOFI,M,GEN,46,IND,575,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,None of the Above,NULL,NULL,NULL,NOTA,456,10
S09,Jammu & Kashmir,12,2014,BARAMULLA,12,Sangrama,GEN,NISAR AHMAD SHAH,M,GEN,42,AJKMP,156,11
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,JAVID HASSAN BAIG,M,GEN,50,JKPDP,14418,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,GH. HASSAN RAHI,M,GEN,57,JKN,7401,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,SALMAN ANEES SOZ,M,GEN,44,INC,6805,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,MOHD. YOUSF DAR,M,GEN,49,JPC,1164,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,GULAM UD DIN GULSHAN,M,GEN,52,IND,850,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,None of the Above,NULL,NULL,NULL,NOTA,758,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,MOHD. MAQBOOL MIR,M,GEN,56,IND,570,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,MOHD. ASLAM DEEDAR,M,GEN,58,IND,381,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,ALTAF JAMEEL LONE,M,GEN,30,IND,209,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,GULSHAN SANHOTRA,M,GEN,60,JKNPP,176,10
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,ASHIQ HUSSIAN GANAIE,M,GEN,26,IND,134,11
S09,Jammu & Kashmir,12,2014,BARAMULLA,13,Baramulla,GEN,MOHD AFSAR KHAN,M,GEN,42,AJKMP,88,12
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,MOHD. ABASS WANI,M,GEN,49,JKPDP,22957,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,GHULAM HASSAN MIR,M,GEN,64,JKDPN,20146,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,SHABIR AHMAD MIR,M,GEN,61,IND,11083,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,SHEIKH MUSTAFA KAMAL,M,GEN,71,JKN,9275,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,TEJINDER SINGH,M,GEN,36,IND,1939,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,None of the Above,NULL,NULL,NULL,NOTA,917,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,AB AHAD SHEIKH,M,GEN,62,AJKMP,645,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,MOHD. AKRAM MIR,M,GEN,70,IND,547,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,14,Gulmarg,GEN,GH. MOHI UD DIN MALLA,M,GEN,52,JKNPP,396,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,IMRAN RAZA ANSARI,M,GEN,42,JKPDP,21218,1
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,AGA SYED MEHMOOD AL MOSAVI,M,GEN,59,JKN,11884,2
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,REYAZ AHMAD,M,GEN,34,INC,6629,3
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,BASHARAT  HUSSAIN NAJAR,M,GEN,38,JKDPN,4666,4
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,AB. RASHID SHAHEEN,M,GEN,61,IND,2466,5
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,ABDUL AHAD YATOO,M,GEN,53,IND,2280,6
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,FAROOQ AHMAD GANIE,M,GEN,37,IND,1567,7
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,None of the Above,NULL,NULL,NULL,NOTA,567,8
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,ASHIQ HUSSAIN LONE,M,GEN,27,BSP,481,9
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,BASHIR AHMAD GANAI,M,GEN,51,IND,239,10
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,ASHIQ AHMAD DAR,M,GEN,26,IND,215,11
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,TARIQ AHMAD PARRY,M,GEN,26,IND,151,12
S09,Jammu & Kashmir,12,2014,BARAMULLA,15,Pattan,GEN,WALI MOHAMAD WANI,M,GEN,56,AJKMP,144,13
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,ALTAF AHMAD,M,GEN,57,JKN,25812,1
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,BASHIR AHMAD MIR,M,GEN,38,JKPDP,24380,2
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,AJAZ AHMAD SHEIKH,M,GEN,36,INC,889,3
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,None of the Above,NULL,NULL,NULL,NOTA,731,4
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,SHOWKAT HUSSAIN KHAN,M,GEN,34,IND,691,5
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,GHULAM HASSAN RATHER,M,GEN,43,IND,608,6
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,NAZIR AHMAD RAINA,M,GEN,47,BJP,583,7
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,ABDUL RASHID GANAIE,M,GEN,38,JKNPP,481,8
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,MUSHTAQ AHMAD SHAH,M,GEN,42,JPC,373,9
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,SHABIR AHMAD MIR,M,GEN,31,AJKMP,139,10
S09,Jammu & Kashmir,12,2014,GANDERBAL,16,Kangan,GEN,MOHD SULTAN LONE,M,GEN,44,BSP,97,11
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,ISHFAQ AHMAD SHEIKH,M,GEN,45,JKN,19478,1
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,QAZI MOHAMMAD AFZAL,M,GEN,71,JKPDP,18881,2
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,SHEIKH GHULAM AHMAD,M,GEN,62,IND,6009,3
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,MOHAMMAD YOUSUF BHAT,M,GEN,51,INC,3190,4
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,GH RASOOL MIR,M,GEN,54,IND,1236,5
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,BILAL AHMAD KHANDAY,M,GEN,28,IND,1057,6
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,None of the Above,NULL,NULL,NULL,NOTA,800,7
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,SHEIKH ABDUL RASHEED,M,GEN,51,BJP,671,8
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,JAVED AHMAD KHAN,M,GEN,35,IND,660,9
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,HILAL AHMAD DAR,M,GEN,34,IND,489,10
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,ABDUL MAJEED DHOBI,M,GEN,59,JPC,321,11
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,SYED ALI MOHAMMAD SHAH,M,GEN,46,IND,289,12
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,NAZIR AHMAD LONE,M,GEN,41,IND,230,13
S09,Jammu & Kashmir,12,2014,GANDERBAL,17,Ganderbal,GEN,ALI MOHAMMAD BABA,M,GEN,66,JKNPP,228,14
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,ASIEA,F,GEN,44,JKPDP,13234,1
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,MOHAMMAD SYED AKHOON,M,GEN,64,JKN,9834,2
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,MASOOD UL HASSAN,M,GEN,58,BJP,2635,3
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,ALTAF HUSSAIN DAR,M,GEN,32,IND,1089,4
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,SYED AHMAD,M,GEN,57,INC,921,5
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,None of the Above,NULL,NULL,NULL,NOTA,422,6
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,GHULAM NABI DAR,M,GEN,51,IND,348,7
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,MIRZA SAJAD HUSSAIN,M,GEN,34,RAJPA,272,8
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,JAVEED AHMAD TOTA,M,GEN,50,IND,226,9
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,ADIL MUSTAFA KHAN,M,GEN,35,JKNPP,179,10
S09,Jammu & Kashmir,12,2014,SRINAGAR,18,Hazratbal,GEN,GHULAM AHMAD SHALLA,M,GEN,61,ABHM,137,11
