ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S01,Andhra Pradesh,1,Aruku,Shruti Devi Vyricherla,F,46,ST,INC,17730
S01,Andhra Pradesh,1,Aruku,Kishore Chandra Deo,M,72,ST,TDP,338101
S01,Andhra Pradesh,1,Aruku,Goddeti.Madhavi,F,26,ST,YSRCP,562190
S01,Andhra Pradesh,1,Aruku,Swamula.Subrahmanyam,M,50,ST,JAJGP,4710
S01,Andhra Pradesh,1,Aruku,Dr.Kosuri Kasi Viswanadha Veera Venkata Satyanarayana Reddy,M,54,ST,BJP,17867
S01,Andhra Pradesh,1,Aruku,Gangulaiah Vampuru.,M,49,ST,JnP,42794
S01,Andhra Pradesh,1,Aruku,Biddika Ramayya.,M,57,ST,IND,7867
S01,Andhra Pradesh,1,Aruku,Kangala Baludora,M,61,ST,IND,13826
S01,Andhra Pradesh,1,Aruku,Anumula Vamsikrishna,M,41,ST,IND,10240
S01,Andhra Pradesh,1,Aruku,Narava Satyavathi,F,37,ST,IND,11236
S01,Andhra Pradesh,2,Srikakulam,Naidugari Rajasekhar,M,35,GEN,IND,5156
S01,Andhra Pradesh,2,Srikakulam,Kinjarapu Ram Mohan Naidu,M,32,GEN,TDP,534544
S01,Andhra Pradesh,2,Srikakulam,Metta Ramarao,M,53,GEN,JnP,31956
S01,Andhra Pradesh,2,Srikakulam,Dola Jagan,M,53,GEN,INC,13745
S01,Andhra Pradesh,2,Srikakulam,Betha Vivekananda Maharaj,M,33,GEN,IND,3818
S01,Andhra Pradesh,2,Srikakulam,Duvvada Srinivas,M,52,GEN,YSRCP,527891
S01,Andhra Pradesh,2,Srikakulam,Perla Samba Murthy,M,58,GEN,BJP,8390
S01,Andhra Pradesh,2,Srikakulam,Matta Satish Chakravarthy,M,37,GEN,PPOI,1448
S01,Andhra Pradesh,2,Srikakulam,Namballa Krishna Mohan,M,44,GEN,IND,4836
S01,Andhra Pradesh,3,Vizianagaram,Ashok Gajapathi Raju Pusapati,M,67,GEN,TDP,530382
S01,Andhra Pradesh,3,Vizianagaram,Adiraju Yedla,M,52,GEN,INC,15725
S01,Andhra Pradesh,3,Vizianagaram,Sanyasi Raju Pakalapati,M,60,GEN,BJP,7266
S01,Andhra Pradesh,3,Vizianagaram,Bellana Chandra Sekhar,M,57,GEN,YSRCP,578418
S01,Andhra Pradesh,3,Vizianagaram,Mukka Srinivas Rao,M,39,GEN,JnP,34192
S01,Andhra Pradesh,3,Vizianagaram,Yella Rao Siyyadula,M,37,SC,IND,1010
S01,Andhra Pradesh,3,Vizianagaram,Surya Bhavani.K,F,38,GEN,PPOI,830
S01,Andhra Pradesh,3,Vizianagaram,P.V.A.Ananda Sagar,M,55,GEN,SAPRP,4983
S01,Andhra Pradesh,3,Vizianagaram,Lagudu.Govinda Rao,M,39,GEN,JAJGP,791
S01,Andhra Pradesh,3,Vizianagaram,Pentapati Rajesh,M,39,GEN,IND,1462
S01,Andhra Pradesh,3,Vizianagaram,Venkata Trindha Rao Veluri,M,52,GEN,IND,6338
S01,Andhra Pradesh,3,Vizianagaram,Dhanalakoti Ramana,M,29,GEN,IND,1176
S01,Andhra Pradesh,3,Vizianagaram,Chiranjeevi Lingala,M,28,GEN,ACP,1263
S01,Andhra Pradesh,3,Vizianagaram,Ijjurouthu Ramunaidu,M,47,GEN,IND,4553
S01,Andhra Pradesh,,Visakhapatnam,Bharat Mathukumilli,M,29,GEN,TDP,432492
S01,Andhra Pradesh,,Visakhapatnam,V.V.Lakshmi Narayana,M,53,GEN,JnP,288874
S01,Andhra Pradesh,,Visakhapatnam,M V V Satyanarayana,M,52,GEN,YSRCP,436906
S01,Andhra Pradesh,,Visakhapatnam,Daggubati Purandeswari,F,58,GEN,BJP,33892
S01,Andhra Pradesh,,Visakhapatnam,B.Jaya Venu Gopal,M,30,GEN,PPOI,1627
S01,Andhra Pradesh,,Visakhapatnam,George Bangari,M,46,SC,VCK,3028
S01,Andhra Pradesh,,Visakhapatnam,Kothapalli Geetha,F,48,GEN,IND,1158
S01,Andhra Pradesh,,Visakhapatnam,Pedada.Ramanikumari,F,48,GEN,INC,14633
S01,Andhra Pradesh,,Visakhapatnam,Durgaprasad.Guntu,M,51,GEN,IND,2464
S01,Andhra Pradesh,,Visakhapatnam,Anmish Varma,M,26,GEN,IND,1915
S01,Andhra Pradesh,,Visakhapatnam,Gampala Somasundaram,M,76,GEN,IND,1128
S01,Andhra Pradesh,,Visakhapatnam,Pulapaka Raja Sekhar,M,40,GEN,IND,2294
S01,Andhra Pradesh,,Visakhapatnam,Gannu Mallayya,M,70,GEN,IND,1313
S01,Andhra Pradesh,,Visakhapatnam,R.Udaya Gowri,F,44,GEN,IND,1384
S01,Andhra Pradesh,,Anakapalli,Vadlamuri Krishna Swaroop,M,46,SC,DABAP,4444
S01,Andhra Pradesh,,Anakapalli,K B Swaroop,M,51,GEN,JAJGP,1621
S01,Andhra Pradesh,,Anakapalli,Adari Anand Kumar,M,43,GEN,TDP,497034
S01,Andhra Pradesh,,Anakapalli,Dr.Beesetti Venkata Satyavathi,F,52,GEN,YSRCP,586226
S01,Andhra Pradesh,,Anakapalli,P.S.Ajay Kumar,M,57,GEN,CPI(ML)(L),2716
S01,Andhra Pradesh,,Anakapalli,Dr.Gandi Venkata Satyanarayana Rao (Dr Vikram),M,65,GEN,BJP,13276
S01,Andhra Pradesh,,Anakapalli,Chintala Partha Sarathi,M,56,GEN,JnP,82588
S01,Andhra Pradesh,,Anakapalli,Ruthala Srirama Murthy,M,49,GEN,INC,10121
S01,Andhra Pradesh,,Anakapalli,Appala Naidu Tummagunta,M,37,GEN,IND,3765
S01,Andhra Pradesh,,Anakapalli,Taadi Veera Jagadeeshwari,F,65,GEN,PPOI,1803
S01,Andhra Pradesh,,Kakinada,Ankadi Sathibabu,M,45,GEN,IND,1381
S01,Andhra Pradesh,,Kakinada,Mallipudi Sri Ramachandra Murthy (Rambabu),M,66,GEN,INC,8640
S01,Andhra Pradesh,,Kakinada,Jyothula Venkateswara Rao,M,62,GEN,JnP,132648
S01,Andhra Pradesh,,Kakinada,Vanga Geethaviswanath,F,55,GEN,YSRCP,537630
S01,Andhra Pradesh,,Kakinada,Chalamalasetty Sunil,M,49,GEN,TDP,511892
S01,Andhra Pradesh,,Kakinada,Godugu Satyanarayana,M,40,SC,CPI(ML)(L),1724
S01,Andhra Pradesh,,Kakinada,Yalla Venkata Rama Mohan Rao (Dorababu),M,46,GEN,BJP,9596
S01,Andhra Pradesh,,Kakinada,Sathi Veeralakshmi,F,38,GEN,PPOI,1119
S01,Andhra Pradesh,,Kakinada,Kakileti Ravindra,M,41,SC,IND,3327
S01,Andhra Pradesh,,Kakinada,Donam Neelakantam,M,49,SC,AINPP,980
S01,Andhra Pradesh,,Kakinada,Peddimsetti.Venkateswararao,M,46,GEN,JAJGP,815
S01,Andhra Pradesh,,Kakinada,B.Geetha,F,34,GEN,PRSHP,1688
S01,Andhra Pradesh,,Kakinada,Medisetti Vijaya Kumar,M,53,GEN,IND,2051
S01,Andhra Pradesh,,Kakinada,Appalakonda Vangalapudi,M,28,SC,MPP,2997
S01,Andhra Pradesh,,Kakinada,Vasamsetty Venkataramana,M,56,GEN,AIFB,1014
S01,Andhra Pradesh,,Amalapuram,Revu Sudhakar,M,34,SC,IND,2775
S01,Andhra Pradesh,,Amalapuram,Ganti Harish Madhur (Balayogi),M,28,SC,TDP,446163
S01,Andhra Pradesh,,Amalapuram,D M R Sekhar,M,59,SC,JnP,255317
S01,Andhra Pradesh,,Amalapuram,Chinta Anuradha,F,46,SC,YSRCP,485958
S01,Andhra Pradesh,,Amalapuram,Janga Goutham,M,49,SC,INC,7887
S01,Andhra Pradesh,,Amalapuram,Mortha Siva Rama Krishna,M,29,SC,PPOI,1954
S01,Andhra Pradesh,,Amalapuram,Muralikrishna Kanderi,M,41,SC,IPBP,1804
S01,Andhra Pradesh,,Amalapuram,Chelle Rajani,M,30,SC,JAJGP,1231
S01,Andhra Pradesh,,Amalapuram,Ayyaji Vema Manepalli,M,58,SC,BJP,11534
S01,Andhra Pradesh,,Amalapuram,Panthagada Vijaya Chakravarthy,M,65,SC,RPI(KH),1804
S01,Andhra Pradesh,,Rajahmundry,Maganti Roopa,F,45,GEN,TDP,460390
S01,Andhra Pradesh,,Rajahmundry,Meda Srinivas,M,50,GEN,RPC(S),996
S01,Andhra Pradesh,,Rajahmundry,Margani Bharat,M,36,GEN,YSRCP,582024
S01,Andhra Pradesh,,Rajahmundry,Kuruvella Bhanuchandar,M,33,SC,IND,1242
S01,Andhra Pradesh,,Rajahmundry,Nalluri Vijaya Srinivasa Rao,M,55,GEN,INC,12725
S01,Andhra Pradesh,,Rajahmundry,Akula Satyanarayana,M,55,GEN,JnP,155807
S01,Andhra Pradesh,,Rajahmundry,Paravastu Satya Gopinath Das,M,47,GEN,BJP,12334
S01,Andhra Pradesh,,Rajahmundry,Sangisetti Srinivasa Rao,M,50,GEN,PPOI,1161
S01,Andhra Pradesh,,Rajahmundry,Geddam David Nelson Babu,M,60,GEN,APoI,1757
S01,Andhra Pradesh,,Rajahmundry,Kollapu Venu,M,41,SC,IND,2869
S01,Andhra Pradesh,,Rajahmundry,Bandaru Rajeswara Rao,M,59,GEN,JAJGP,1035
S01,Andhra Pradesh,,Narsapuram,Kanumuru Raghu Rama Krishna Raju,M,57,GEN,YSRCP,449234
S01,Andhra Pradesh,,Narsapuram,Yella Venu Gopal Rao,M,63,GEN,NVSP,4286
S01,Andhra Pradesh,,Narsapuram,Medapati Varahala Reddy,M,44,GEN,IND,2684
S01,Andhra Pradesh,,Narsapuram,Gottumukkala Shivaji,M,48,SC,IND,1275
S01,Andhra Pradesh,,Narsapuram,Pydikondala Manikyala Rao,M,59,GEN,BJP,12414
S01,Andhra Pradesh,,Narsapuram,V.V.Siva Rama Raju (Kalavapudi Siva),M,48,GEN,TDP,416558
S01,Andhra Pradesh,,Narsapuram,Nagababu Konidela,M,58,GEN,JnP,250802
S01,Andhra Pradesh,,Narsapuram,K.A.Paul,M,55,GEN,PRSHP,3046
S01,Andhra Pradesh,,Narsapuram,Nallam Surya Chandra Rao,M,59,GEN,PPOI,2210
S01,Andhra Pradesh,,Narsapuram,Nalli Rajesh,M,36,SC,IND,2653
S01,Andhra Pradesh,,Narsapuram,Gurugubilli Rambabu,M,52,GEN,MCPI,583
S01,Andhra Pradesh,,Narsapuram,Dasari Krishna Murthy,M,32,GEN,IPBP,1603
S01,Andhra Pradesh,,Narsapuram,Kanumuru Bapiraju,M,71,GEN,INC,13941
S01,Andhra Pradesh,,Narsapuram,G S Raju,M,51,GEN,SP,3471
S01,Andhra Pradesh,,Narsapuram,Ganji Purnima,F,36,GEN,RPI(A),869
S01,Andhra Pradesh,,Eluru,China Venkata Suryanarayana Josyula,M,62,GEN,PPOI,2935
S01,Andhra Pradesh,,Eluru,Kotagiri Sridhar,M,46,GEN,YSRCP,676809
S01,Andhra Pradesh,,Eluru,Magantti Venkateswara Rao Babu,M,59,GEN,TDP,510884
S01,Andhra Pradesh,,Eluru,Pentapati Pullarao,M,71,GEN,JnP,76827
S01,Andhra Pradesh,,Eluru,Chinnam Rama Kotayya,M,58,GEN,BJP,8412
S01,Andhra Pradesh,,Eluru,Dr.Mendem.Santhosh Kumar(Peddababu),M,46,SC,IND,3010
S01,Andhra Pradesh,,Eluru,Alaga.Ravi Kumar,M,49,SC,IND,1648
S01,Andhra Pradesh,,Eluru,Jetti Gurunadha Rao,M,55,GEN,INC,20378
S01,Andhra Pradesh,,Eluru,V.Siva Rama Krishna,M,55,GEN,JAJGP,1261
S01,Andhra Pradesh,,Eluru,Mathe.Bobby,M,29,SC,RPI(A),1879
S01,Andhra Pradesh,,Machilipatnam,Peram Siva Nageswara Rao,M,51,GEN,RPI(A),3627
S01,Andhra Pradesh,,Machilipatnam,Gudivaka Ramanjaneyulu (Anji Babu),M,35,GEN,BJP,6481
S01,Andhra Pradesh,,Machilipatnam,Gandhi Dhanekula,M,70,GEN,IND,846
S01,Andhra Pradesh,,Machilipatnam,Valluru Venkateswara Rao,M,66,GEN,PPOI,826
S01,Andhra Pradesh,,Machilipatnam,Balashowry Vallabhaneni,M,50,GEN,YSRCP,572850
S01,Andhra Pradesh,,Machilipatnam,Konakalla Narayana Rao,M,68,GEN,TDP,512612
S01,Andhra Pradesh,,Machilipatnam,Vijaya Lakshmi Chalapaka,F,39,GEN,IND,4789
S01,Andhra Pradesh,,Machilipatnam,Bandreddi Ramakrishna,M,44,GEN,JnP,113442
S01,Andhra Pradesh,,Machilipatnam,Gollu Krishna,M,55,GEN,INC,12310
S01,Andhra Pradesh,,Machilipatnam,Nadakuditi Naga Gayathri,F,38,GEN,IND,774
S01,Andhra Pradesh,,Machilipatnam,G.V.N.Basava Rao,M,26,GEN,IND,895
S01,Andhra Pradesh,,Machilipatnam,Yarlagadda Rama Mohana Rao,M,56,GEN,BAHUMP,1017
S01,Andhra Pradesh,,Vijayawada,Padala Siva Prasad,M,62,GEN,NRCP,480
S01,Andhra Pradesh,,Vijayawada,Sekhar,M,31,GEN,PPOI,685
S01,Andhra Pradesh,,Vijayawada,Bolisetty Hari Babu,M,60,GEN,IND,1739
S01,Andhra Pradesh,,Vijayawada,Potluri.V.Prasad ( P V P ),M,48,GEN,YSRCP,566772
S01,Andhra Pradesh,,Vijayawada,Kesineni Srinivas (Nani),M,53,GEN,TDP,575498
S01,Andhra Pradesh,,Vijayawada,Kilaru Dileep,M,48,GEN,BJP,18504
S01,Andhra Pradesh,,Vijayawada,Dhanekula Gandhi,M,70,GEN,IND,688
S01,Andhra Pradesh,,Vijayawada,Anil Kumar Maddineni,M,39,GEN,IND,1049
S01,Andhra Pradesh,,Vijayawada,Naraharisetty.Narasimharao.,M,58,GEN,INC,16261
S01,Andhra Pradesh,,Vijayawada,Nandini Nallaghatla,F,43,GEN,IND,953
S01,Andhra Pradesh,,Vijayawada,Sk.Riyaz,M,31,GEN,IUML,412
S01,Andhra Pradesh,,Vijayawada,Muttamsetty Prasad Babu,M,66,GEN,JnP,81650
S01,Andhra Pradesh,,Vijayawada,Datla Lurdu Mary,F,43,SC,MPP,434
S01,Andhra Pradesh,,Vijayawada,Andukuri Vijaya Bhaskar,M,49,SC,IPBP,2457
S01,Andhra Pradesh,,Vijayawada,Mohammad Ishaq,M,47,GEN,IND,1218
S01,Andhra Pradesh,,Guntur,Shaik Jaleel,M,43,GEN,NRCP,563
S01,Andhra Pradesh,,Guntur,Araveti Hazarath Rao,M,68,GEN,PPOI,810
S01,Andhra Pradesh,,Guntur,Jayadev Galla,M,53,GEN,TDP,587918
S01,Andhra Pradesh,,Guntur,Modugula Venugopala Reddy,M,52,GEN,YSRCP,583713
S01,Andhra Pradesh,,Guntur,Mannava Hariprasad,M,55,GEN,CPIM,3216
S01,Andhra Pradesh,,Guntur,Jayaprakash Narayana Valluru,M,44,GEN,BJP,11841
S01,Andhra Pradesh,,Guntur,Doppalapudi Veera Das,M,60,SC,IND,629
S01,Andhra Pradesh,,Guntur,Dasari Kiran Babu,M,37,SC,IND,2909
S01,Andhra Pradesh,,Guntur,Jeldi Raja Mohan,M,61,SC,AINPP,437
S01,Andhra Pradesh,,Guntur,Shaik Mastanvali,M,53,GEN,INC,14205
S01,Andhra Pradesh,,Guntur,Samudrala Chinna Kotaiah,M,41,SC,NDDHP,628
S01,Andhra Pradesh,,Guntur,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),M,50,GEN,JnP,129205
S01,Andhra Pradesh,,Guntur,Umar Basha Shaik,M,29,GEN,IND,2676
S01,Andhra Pradesh,,Guntur,Sarabandi Raju Sikhinam,M,35,SC,ILP(AP),1017
S01,Andhra Pradesh,,Guntur,Ullagi David Jayakumar (Dr.D J Kumar),M,61,GEN,HMRD,447
S01,Andhra Pradesh,,Guntur,Ramarao Simhadri,M,41,GEN,PRSHP,1746
S01,Andhra Pradesh,,Guntur,Y.V.Suresh,M,50,GEN,IND,1947
S01,Andhra Pradesh,,Guntur,N.J.Vidyasagar,M,51,SC,VCK,641
S01,Andhra Pradesh,,Guntur,Nagaraju Ekula,M,42,SC,RPI(A),920
S01,Andhra Pradesh,,Narasaraopet,Allu Venkatareddy,M,49,GEN,PPOI,2894
S01,Andhra Pradesh,,Narasaraopet,Lavu Sri Krishna Devarayalu,M,35,GEN,YSRCP,745557
S01,Andhra Pradesh,,Narasaraopet,Rayapati Sambasivarao,M,75,GEN,TDP,591555
S01,Andhra Pradesh,,Narasaraopet,Kante Sayanna,M,40,GEN,IND,365
S01,Andhra Pradesh,,Narasaraopet,Kanna Lakshmi Narayana,M,64,GEN,BJP,15486
S01,Andhra Pradesh,,Narasaraopet,Pakkala Suribabu,M,60,GEN,INC,11033
S01,Andhra Pradesh,,Narasaraopet,Durgampudi Ramireddy,M,66,GEN,IND,2685
S01,Andhra Pradesh,,Narasaraopet,Surabhi Devasahayam,M,46,SC,IUML,418
S01,Andhra Pradesh,,Narasaraopet,Nayub Kamal Shaik,M,52,GEN,JnP,51008
S01,Andhra Pradesh,,Narasaraopet,Parimi Narasimha Rao,M,32,GEN,IND,1000
S01,Andhra Pradesh,,Narasaraopet,Reddyboina Prasanna Kumar,M,50,SC,IND,1383
S01,Andhra Pradesh,,Narasaraopet,Gaddala Venu,M,28,SC,IND,622
S01,Andhra Pradesh,,Narasaraopet,Kanakam Srinivasarao,M,40,GEN,NNKP,887
S01,Andhra Pradesh,,Bapatla,Nuthakki Rama Rao,M,71,SC,AINPP,606
S01,Andhra Pradesh,,Bapatla,Kumar Kattepogu,M,53,SC,PPOI,885
S01,Andhra Pradesh,,Bapatla,J.D.Seelam,M,65,SC,INC,13155
S01,Andhra Pradesh,,Bapatla,Malyadri Sriram,M,65,SC,TDP,582192
S01,Andhra Pradesh,,Bapatla,Nandigam Suresh,M,42,SC,YSRCP,598257
S01,Andhra Pradesh,,Bapatla,China Nageswara Rao Sadhu,M,35,SC,MPP,466
S01,Andhra Pradesh,,Bapatla,K.Devanand,M,64,SC,BSP,42580
S01,Andhra Pradesh,,Bapatla,Challagali Kishore Kumar,M,43,SC,BJP,10351
S01,Andhra Pradesh,,Bapatla,Gadde Hari Babu,M,40,SC,NPT,530
S01,Andhra Pradesh,,Bapatla,Bussa Nagaraju,M,29,SC,IND,1951
S01,Andhra Pradesh,,Bapatla,Golla Baburao,M,46,SC,IND,1276
S01,Andhra Pradesh,,Bapatla,Gella Nagamalli,F,34,SC,IND,655
S01,Andhra Pradesh,,Bapatla,Thumati Ravi,M,46,SC,AlPP,370
S01,Andhra Pradesh,,Ongole,Magunta Sreenivasulu Reddy,M,65,GEN,YSRCP,739202
S01,Andhra Pradesh,,Ongole,Sidda Raghava Rao,M,61,GEN,TDP,524351
S01,Andhra Pradesh,,Ongole,Kavuri Venu Babu Naidu,M,41,GEN,IND,565
S01,Andhra Pradesh,,Ongole,Madhu Yattapu,M,33,GEN,IND,1160
S01,Andhra Pradesh,,Ongole,Dr Sirivella Prasad,M,51,GEN,INC,8139
S01,Andhra Pradesh,,Ongole,Billa Chennaiah,M,49,SC,IND,673
S01,Andhra Pradesh,,Ongole,Bellamkonda Saibabu,M,49,GEN,JnP,29379
S01,Andhra Pradesh,,Ongole,Thoganti Sreenivasulu,M,44,GEN,BJP,8229
S01,Andhra Pradesh,,Ongole,Konda Praveen Kumar,M,45,ST,NPT,811
S01,Andhra Pradesh,,Ongole,Venkatesan Baburao,M,34,GEN,IPBP,1073
S01,Andhra Pradesh,,Ongole,Venkatesh Vepuri,M,32,GEN,IND,3212
S01,Andhra Pradesh,,Ongole,Maram Srinivasa Reddy,M,27,GEN,PRSHP,3258
S01,Andhra Pradesh,,Ongole,Mohan Ayyappa,M,29,GEN,IND,1451
S01,Andhra Pradesh,,Nandyal,Mandra Sivananda Reddy,M,57,GEN,TDP,470769
S01,Andhra Pradesh,,Nandyal,Elluri.Bhupal.,M,39,SC,IND,668
S01,Andhra Pradesh,,Nandyal,S.P.Y.Reddy,M,69,GEN,JnP,38871
S01,Andhra Pradesh,,Nandyal,Adinarayana Inty,M,67,GEN,BJP,9066
S01,Andhra Pradesh,,Nandyal,Jangite Lakshmi Narasimha Yadav,M,33,GEN,INC,14420
S01,Andhra Pradesh,,Nandyal,Pocha .Brahmananda Reddy,M,60,GEN,YSRCP,720888
S01,Andhra Pradesh,,Nandyal,D.P.Jamal Basha.,M,48,GEN,AYSRCP,4089
S01,Andhra Pradesh,,Nandyal,K.P.Kambagiriswamy.,M,40,GEN,IND,767
S01,Andhra Pradesh,,Nandyal,Vangala Parameswara Reddy.,M,40,GEN,IND,2382
S01,Andhra Pradesh,,Nandyal,D.Mahammad Rafi .,M,29,GEN,BCUF,649
S01,Andhra Pradesh,,Nandyal,C.Surendra Nath Reddy,M,54,GEN,IND,1708
S01,Andhra Pradesh,,Nandyal,Jestadi Sudhakar,M,38,SC,IND,4542
S01,Andhra Pradesh,,Nandyal,Dr.Lakshmi Kantha Reddy Chitla,M,34,GEN,IND,1429
S01,Andhra Pradesh,,Nandyal,I.V.Pakkir Reddy,M,70,GEN,IND,3103
S01,Andhra Pradesh,,Nandyal,Bhuma Kishor Reddy,M,35,GEN,IND,4852
S01,Andhra Pradesh,,Nandyal,Poluru Guruvaiah,M,39,GEN,IND,6099
S01,Andhra Pradesh,,Nandyal,B.C.Ramanatha Reddy,M,54,GEN,IND,2543
S01,Andhra Pradesh,,Nandyal,Pula.Nagamaddilety,M,40,SC,ANC,937
S01,Andhra Pradesh,,Nandyal,Ruddireddy Radhakrishna,M,38,GEN,AIFB,673
S01,Andhra Pradesh,,Nandyal,S.A.Indumathi,F,42,SC,IND,847
S01,Andhra Pradesh,,Kurnool,G Sanjeeva Kumar,M,38,SC,SMFB,2107
S01,Andhra Pradesh,,Kurnool,H.Thomas,M,47,GEN,IND,1506
S01,Andhra Pradesh,,Kurnool,Kotla Jaya Surya Prakash Reddy,M,67,GEN,TDP,456395
S01,Andhra Pradesh,,Kurnool,Ahmed Ali Khan,M,42,GEN,INC,36500
S01,Andhra Pradesh,,Kurnool,Dr.Parthasarathi Valmiki,M,48,GEN,BJP,24418
S01,Andhra Pradesh,,Kurnool,K.Prabhakara Reddy,M,58,GEN,CPM,19065
S01,Andhra Pradesh,,Kurnool,Ayushman Doctor Sanjeev Kumar,M,52,GEN,YSRCP,605462
S01,Andhra Pradesh,,Kurnool,Dandu Seshu Yadav,M,39,GEN,SP,3282
S01,Andhra Pradesh,,Kurnool,Devarapogu Maddilety,M,45,SC,IND,1702
S01,Andhra Pradesh,,Kurnool,Abdul Waris,M,58,GEN,SDPI,7293
S01,Andhra Pradesh,,Kurnool,M.Naganna,M,66,SC,SUCI(C),1285
S01,Andhra Pradesh,,Kurnool,Kasula Rajasekhar,M,46,GEN,PPOI,1231
S01,Andhra Pradesh,,Kurnool,Srihari.P.V.,M,51,GEN,IND,6577
S01,Andhra Pradesh,,Kurnool,Balija.Shiva Kumar,M,40,GEN,IND,2751
S01,Andhra Pradesh,,Kurnool,S.Md.Shafath,M,30,GEN,RRS,1229
S01,Andhra Pradesh,,Kurnool,T.Beechupally,M,26,GEN,IND,9807
S01,Andhra Pradesh,,Anantapur,J.C.Pavan Reddy,M,45,GEN,TDP,553780
S01,Andhra Pradesh,,Anantapur,S.V.P.Yadav,M,51,GEN,IND,4398
S01,Andhra Pradesh,,Anantapur,Talari Rangaiah,M,48,GEN,YSRCP,695208
S01,Andhra Pradesh,,Anantapur,M.Venkatesulu,M,48,GEN,PPOI,1048
S01,Andhra Pradesh,,Anantapur,K.Rajiv Reddy,M,29,GEN,INC,30079
S01,Andhra Pradesh,,Anantapur,G.Lalitha,F,56,GEN,SUCI(C),899
S01,Andhra Pradesh,,Anantapur,D.Jagadeesh,M,58,GEN,CPI,20294
S01,Andhra Pradesh,,Anantapur,Vadde Kasinath,M,28,GEN,IND,2066
S01,Andhra Pradesh,,Anantapur,Gadidama Ranganayakulu,M,43,SC,VJNP,728
S01,Andhra Pradesh,,Anantapur,Hamsa Devineni,F,33,GEN,BJP,7604
S01,Andhra Pradesh,,Anantapur,P.Rangaiah,M,48,GEN,IND,3588
S01,Andhra Pradesh,,Anantapur,L.Rangaiah,M,70,GEN,IND,1691
S01,Andhra Pradesh,,Anantapur,Somanath Deshmukh,M,50,GEN,IND,3237
S01,Andhra Pradesh,,Anantapur,P.Radha Krishna,M,40,GEN,RD,1220
S01,Andhra Pradesh,,Hindupur,Ram Mohan Singamneni,M,33,GEN,PPOI,1313
S01,Andhra Pradesh,,Hindupur,Kamaganahalli Thippeswamy Sreedhar (K.T.Sreedhar),M,41,GEN,INC,27156
S01,Andhra Pradesh,,Hindupur,Kristappa .Nimmala,M,63,GEN,TDP,565854
S01,Andhra Pradesh,,Hindupur,Kuruva Gorantla Madhav,M,50,GEN,YSRCP,706602
S01,Andhra Pradesh,,Hindupur,Gogula Pulakunta Jayanth,M,61,GEN,IND,1582
S01,Andhra Pradesh,,Hindupur,S.R.Anjaneyulu,M,35,GEN,IND,1227
S01,Andhra Pradesh,,Hindupur,Mugi Surya Prakash,M,63,GEN,IND,1316
S01,Andhra Pradesh,,Hindupur,Mitta Parthasarathi,M,60,GEN,BJP,13805
S01,Andhra Pradesh,,Hindupur,Ramamohan D.G.,M,51,GEN,IND,2231
S01,Andhra Pradesh,,Kadapa,Ameen Peeran,M,48,GEN,ANC,573
S01,Andhra Pradesh,,Kadapa,Anna Siva Chandra Reddy,M,39,GEN,AYSRCP,1422
S01,Andhra Pradesh,,Kadapa,Y.S.Avinash Reddy,M,34,GEN,YSRCP,783499
S01,Andhra Pradesh,,Kadapa,Gundlakunta Sreeramulu,M,42,GEN,INC,8341
S01,Andhra Pradesh,,Kadapa,Pedakala Varalakshmi,F,43,GEN,PPOI,716
S01,Andhra Pradesh,,Kadapa,Adi Narayana Reddy Chadipirala,M,61,GEN,TDP,402773
S01,Andhra Pradesh,,Kadapa,Gujjula Eswaraiah,M,50,GEN,CPI,6242
S01,Andhra Pradesh,,Kadapa,Sri Rama Chandra Singareddy,M,50,GEN,BJP,4085
S01,Andhra Pradesh,,Kadapa,C S N Reddy,M,53,GEN,NRCP,446
S01,Andhra Pradesh,,Kadapa,R.Venu Gopal,M,39,GEN,IND,1748
S01,Andhra Pradesh,,Kadapa,Gona Purushottam Reddy,M,40,GEN,IND,1134
S01,Andhra Pradesh,,Kadapa,Jakku Chenna Krishna Reddy,M,44,GEN,IND,579
S01,Andhra Pradesh,,Kadapa,Nyamatulla Shaik,M,31,GEN,IND,759
S01,Andhra Pradesh,,Kadapa,P.S.S.Reddy,M,54,GEN,IND,865
S01,Andhra Pradesh,,Kadapa,Putha Lakshmi Reddy,M,32,GEN,RDHP,368
S01,Andhra Pradesh,,Nellore,Chandra Rajagopal,M,67,GEN,CPM,18830
S01,Andhra Pradesh,,Nellore,Chevuru Devakumar Reddy,M,61,GEN,INC,10021
S01,Andhra Pradesh,,Nellore,Adala Prabhakara Reddy,M,70,GEN,YSRCP,683830
S01,Andhra Pradesh,,Nellore,Butti Nagaraju,M,49,SC,IND,1101
S01,Andhra Pradesh,,Nellore,Kankanala Penchala Naidu,M,50,GEN,IND,668
S01,Andhra Pradesh,,Nellore,Sukapalli Naveen,M,33,GEN,IND,1014
S01,Andhra Pradesh,,Nellore,Chinni Venkateswarlu,M,67,GEN,PPOI,841
S01,Andhra Pradesh,,Nellore,Beeda Masthan Rao,M,60,GEN,TDP,535259
S01,Andhra Pradesh,,Nellore,Meda Malla Reddy,M,68,GEN,IND,598
