ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S24,Uttar Pradesh,,Machhlishahr,Dasharath,M,51,SC,PRJP,1310
S24,Uttar Pradesh,,Machhlishahr,Nandlal,M,38,SC,BHAPRAP,1491
S24,Uttar Pradesh,,Machhlishahr,Dr.Amarnath Paswan,M,42,SC,JANADIP,7622
S24,Uttar Pradesh,,Machhlishahr,Rajkeshar,M,39,SC,SJSMP,2041
S24,Uttar Pradesh,,Machhlishahr,Raj Nath,M,70,SC,SBSP,11223
S24,Uttar Pradesh,,Machhlishahr,Jitendra,M,37,SC,BMVSP,1425
S24,Uttar Pradesh,,Machhlishahr,Chanchal Kumar,M,27,SC,RSPS,2620
S24,Uttar Pradesh,,Machhlishahr,Ram Naresh,M,45,SC,MADP,4273
S24,Uttar Pradesh,,Machhlishahr,"Deepak Kumar ""Nanhe""",M,32,SC,IND,5019
S24,Uttar Pradesh,,Machhlishahr,Garib,M,49,SC,MHD,2477
S24,Uttar Pradesh,,Machhlishahr,Gangaram,M,54,SC,IND,3168
S24,Uttar Pradesh,,Ghazipur,Ishwari Prasad Kushwaha,M,58,GEN,CPI(ML)(L),4946
S24,Uttar Pradesh,,Ghazipur,Afzal Ansari,M,65,GEN,BSP,566082
S24,Uttar Pradesh,,Ghazipur,Bharat,M,49,GEN,JRPa,949
S24,Uttar Pradesh,,Ghazipur,Manoj Sinha,M,59,GEN,BJP,446690
S24,Uttar Pradesh,,Ghazipur,Bhanu Prakash Pandey,M,57,GEN,CPI,7844
S24,Uttar Pradesh,,Ghazipur,Ajit Pratap Kushawaha,M,46,GEN,INC,19834
S24,Uttar Pradesh,,Ghazipur,Brijendra Kumar Verma,M,35,GEN,KMSP,1019
S24,Uttar Pradesh,,Ghazipur,Rampravesh Sharma Alias Rinkoo,M,34,GEN,MADP,3392
S24,Uttar Pradesh,,Ghazipur,Ramji,M,59,GEN,SBSP,33877
S24,Uttar Pradesh,,Ghazipur,Ved Prakash,M,43,GEN,NJANP,2400
S24,Uttar Pradesh,,Ghazipur,Dr.Rajesh Kumar Singh,M,47,GEN,BJNP,1232
S24,Uttar Pradesh,,Ghazipur,Hridaya Narayan Singh,M,56,GEN,IND,6221
S24,Uttar Pradesh,,Ghazipur,Rajesh Kumar Yadav,M,36,GEN,PMSP,1822
S24,Uttar Pradesh,,Ghazipur,Santosh Kumar Yadav,M,38,GEN,PSPL,2448
S24,Uttar Pradesh,,Chandauli,Liyakat Ali,M,68,GEN,IND,5416
S24,Uttar Pradesh,,Chandauli,Ramgovind,M,32,GEN,SBSP,18985
S24,Uttar Pradesh,,Chandauli,Dr.Mahendra Nath Pandey,M,62,GEN,BJP,510733
S24,Uttar Pradesh,,Chandauli,Rajesh Vishwakarma,M,36,GEN,MADP,3081
S24,Uttar Pradesh,,Chandauli,Jangbahadur,M,25,GEN,BMVSP,1172
S24,Uttar Pradesh,,Chandauli,Shivkanya Kushwaha,F,52,GEN,JANADIP,22291
S24,Uttar Pradesh,,Chandauli,Sanjay Singh Chauhan,M,43,GEN,SP,496774
S24,Uttar Pradesh,,Chandauli,Arjun Pandey,M,66,GEN,ATBP,4096
S24,Uttar Pradesh,,Chandauli,Shivratri,M,67,GEN,PRJP,2261
S24,Uttar Pradesh,,Chandauli,Mahender Yadav,M,63,GEN,PMSP,4225
S24,Uttar Pradesh,,Chandauli,Krishna Pratap Singh,M,47,GEN,SGUP,2744
S24,Uttar Pradesh,,Chandauli,Byasmuni,M,35,SC,KBD,838
S24,Uttar Pradesh,,Chandauli,Mahendra Pratap Singh,M,67,GEN,ALHP,1127
S24,Uttar Pradesh,,Varanasi,Ashutosh Kumar Pandey,M,38,GEN,MARD,499
S24,Uttar Pradesh,,Varanasi,Ishwar Dayal Singh Seth,M,58,GEN,IND,657
S24,Uttar Pradesh,,Varanasi,Manohar Anandrao Patil,M,58,GEN,IND,2134
S24,Uttar Pradesh,,Varanasi,Aashin U.S.,M,32,GEN,igp,504
S24,Uttar Pradesh,,Varanasi,Advocate Prem Nath Sharma,M,57,GEN,MADP,1606
S24,Uttar Pradesh,,Varanasi,Surendra Rajbhar,M,35,GEN,SBSP,8892
S24,Uttar Pradesh,,Varanasi,Sunil Kumar,M,27,SC,IND,1097
S24,Uttar Pradesh,,Varanasi,Narendra Modi,M,68,GEN,BJP,674664
S24,Uttar Pradesh,,Varanasi,Chandrika Prasad,M,44,GEN,IND,331
S24,Uttar Pradesh,,Varanasi,Brajendra Dutt Tripathi,M,45,GEN,AACP,838
S24,Uttar Pradesh,,Varanasi,Umesh Chandra Katiyar,M,49,GEN,ALHP,637
S24,Uttar Pradesh,,Varanasi,Ramsharan,M,60,GEN,VIPty,1237
S24,Uttar Pradesh,,Varanasi,Anil Kumar Chaurasiya,M,37,GEN,JKiP,2758
S24,Uttar Pradesh,,Varanasi,Ajay Rai,M,49,GEN,INC,152548
S24,Uttar Pradesh,,Varanasi,Rajesh Bharti Surya,M,43,SC,RaAD,1258
S24,Uttar Pradesh,,Varanasi,Shalini Yadav,F,47,GEN,SP,195159
S24,Uttar Pradesh,,Varanasi,Ateek Ahmad,M,54,GEN,IND,855
S24,Uttar Pradesh,,Varanasi,Heena Shahid,F,30,GEN,JHBHP,1914
S24,Uttar Pradesh,,Varanasi,Dr.Shekh Siraj Baba,M,48,GEN,RMMP,1771
S24,Uttar Pradesh,,Varanasi,Maanav,M,31,GEN,IND,1435
S24,Uttar Pradesh,,Varanasi,Amresh Mishra,M,53,GEN,BHAPRAP,555
S24,Uttar Pradesh,,Varanasi,Tirbhuwan Sharma,M,64,GEN,BRSP,1695
S24,Uttar Pradesh,,Varanasi,Dr.Rakesh Pratap,M,62,GEN,BJKD,907
S24,Uttar Pradesh,,Varanasi,Hari Bhai Patel,M,42,GEN,AJPI,1340
S24,Uttar Pradesh,,Varanasi,Sunnam Istari,M,74,GEN,IND,798
S24,Uttar Pradesh,,Varanasi,Manish Shrivastava,M,45,GEN,IND,350
S24,Uttar Pradesh,,Bhadohi,Dr Rajesh Kumar Verma,M,51,GEN,PPID,4648
S24,Uttar Pradesh,,Bhadohi,Akhilesh,M,51,GEN,NCP,4570
S24,Uttar Pradesh,,Bhadohi,Vinod,M,42,GEN,HND,1943
S24,Uttar Pradesh,,Bhadohi,Ramesh Chand,M,44,GEN,BJP,510029
S24,Uttar Pradesh,,Bhadohi,Satish Bahadur,M,48,SC,IND,1819
S24,Uttar Pradesh,,Bhadohi,Rangnath Mishra,M,59,GEN,BSP,466414
S24,Uttar Pradesh,,Bhadohi,Ramakant,M,59,GEN,INC,25604
S24,Uttar Pradesh,,Bhadohi,Sushil,M,38,GEN,IND,4052
S24,Uttar Pradesh,,Bhadohi,Saiyyad Mohammad Arif,M,45,GEN,IND,5050
S24,Uttar Pradesh,,Bhadohi,Kuldeep,M,31,GEN,IND,1646
S24,Uttar Pradesh,,Bhadohi,Santlal,M,35,GEN,IND,2764
S24,Uttar Pradesh,,Bhadohi,Ram Sakha,M,60,GEN,IND,1764
S24,Uttar Pradesh,,Mirzapur,Jeera Bharti,F,51,SC,CPI(ML)(L),8553
S24,Uttar Pradesh,,Mirzapur,Ramcharitra Nishad,M,54,SC,SP,359556
S24,Uttar Pradesh,,Mirzapur,Archana Mishra,F,33,GEN,SatBP,9206
S24,Uttar Pradesh,,Mirzapur,Lalitesh Pati Tripathi,M,41,GEN,INC,91501
S24,Uttar Pradesh,,Mirzapur,Radheshyam Inshan,M,64,SC,BRPI,14142
S24,Uttar Pradesh,,Mirzapur,Dinesh Kumar Pal,M,34,GEN,RSPS,7145
S24,Uttar Pradesh,,Mirzapur,Adesh Tyagi,M,49,GEN,BHAPRAP,7921
S24,Uttar Pradesh,,Mirzapur,Anupriya Singh Patel,F,37,GEN,ADAL,591564
S24,Uttar Pradesh,,Mirzapur,Ashish Kumar Tripathi,M,27,GEN,PSPL,4024
S24,Uttar Pradesh,,Robertsganj,Ruby Prasad,F,45,SC,PSPL,9130
S24,Uttar Pradesh,,Robertsganj,Ashok Kumar Kanaujiya,M,55,SC,CPI,17466
S24,Uttar Pradesh,,Robertsganj,S R Darapuri,M,64,SC,AIPF,11032
S24,Uttar Pradesh,,Robertsganj,Kailash Nath,M,40,SC,SBSP,4817
S24,Uttar Pradesh,,Robertsganj,Pakauri Lal Kol,M,66,SC,ADAL,447914
S24,Uttar Pradesh,,Robertsganj,Bhagwati Prasad Chaudhari,M,64,SC,INC,35269
S24,Uttar Pradesh,,Robertsganj,Anuj Kumar Kanaujia,M,28,SC,BLRP,18338
S24,Uttar Pradesh,,Robertsganj,Prabhudayal,M,65,SC,IND,8358
S24,Uttar Pradesh,,Robertsganj,Bhai Lal,M,67,SC,SP,393578
S24,Uttar Pradesh,,Robertsganj,Anita Kol,F,38,SC,JD(U),6683
S24,Uttar Pradesh,,Robertsganj,Vidya Prakash Kureel,M,63,SC,IND,8791
S24,Uttar Pradesh,,Robertsganj,Sunil Kumar,M,42,SC,BHAPRAP,5793
S25,West Bengal,,Cooch behar,Prabhat Roy,M,52,SC,SUCI(C),3174
S25,West Bengal,,Cooch behar,Gobinda Chandra Roy,M,61,SC,AIFB,46810
S25,West Bengal,,Cooch behar,Harekrishna Sarkar,M,46,SC,IND,6145
S25,West Bengal,,Cooch behar,Adhikary Paresh Chandra,M,66,SC,AITC,677363
S25,West Bengal,,Cooch behar,Kangsa Raj Barman,M,49,SC,KPPU,2078
S25,West Bengal,,Cooch behar,Piya Roy Chowdhury,F,38,SC,INC,28215
S25,West Bengal,,Cooch behar,Nisith Pramanik,M,33,SC,BJP,731594
S25,West Bengal,,Cooch behar,Subodh Barman,M,62,SC,AMB,1935
S25,West Bengal,,Cooch behar,Dhananjoy Barman,M,33,SC,WPOI,1733
S25,West Bengal,,Cooch behar,Naresh Chandra Roy,M,46,SC,IND,4077
S25,West Bengal,,Cooch behar,Nirmal Kumar Roy,M,64,SC,IND,7069
S25,West Bengal,,Alipurduars,Mili Oraon,F,42,ST,RSP,54010
S25,West Bengal,,Alipurduars,Rabichan Rabha,M,49,ST,SUCI(C),4165
S25,West Bengal,,Alipurduars,Dasrath Tirkey,M,52,ST,AITC,506815
S25,West Bengal,,Alipurduars,Mohanlal Basumata,M,44,ST,INC,27427
S25,West Bengal,,Alipurduars,John Barla,M,43,ST,BJP,750804
S25,West Bengal,,Alipurduars,Gergory Trikey,M,36,ST,IND,4303
S25,West Bengal,,Alipurduars,Prasen Jayant Kindo,M,32,ST,IND,11518
S25,West Bengal,,Jalpaiguri,Haribhakta Sardar,M,63,SC,SUCI(C),4692
S25,West Bengal,,Jalpaiguri,Jiban Krishna Majumder,M,63,SC,BSP,8134
S25,West Bengal,,Jalpaiguri,Bijoy Chandra Barman,M,62,SC,AITC,576141
S25,West Bengal,,Jalpaiguri,Subal Chandra Roy,M,62,SC,KPPU,2685
S25,West Bengal,,Jalpaiguri,Sachimohan Barman,M,58,SC,IND,3413
S25,West Bengal,,Jalpaiguri,Ranjit Kumar Roy,M,53,SC,SWJP,1899
S25,West Bengal,,Jalpaiguri,Bhagirath Chandra Roy,M,62,SC,CPM,76166
S25,West Bengal,,Jalpaiguri,Dr.Jayanta Kumar Roy,M,51,SC,BJP,760145
S25,West Bengal,,Jalpaiguri,Mani Kumar Darnal,M,61,SC,INC,28562
S25,West Bengal,,Jalpaiguri,Khushi Ranjan Mondal,M,61,SC,AMB,2205
S25,West Bengal,,Jalpaiguri,Harekrishna Sarkar,M,46,SC,IND,6095
S25,West Bengal,,Jalpaiguri,Subhash Biswas,M,66,SC,IND,10857
S25,West Bengal,,Darjeeling,Sudip Mandal,M,40,SC,BSP,2259
S25,West Bengal,,Darjeeling,Bharat Dong,M,75,GEN,grac,2952
S25,West Bengal,,Darjeeling,Sankar Malakar,M,65,SC,INC,65186
S25,West Bengal,,Darjeeling,Rajesh Singh,M,49,GEN,IND,15973
S25,West Bengal,,Darjeeling,Amar Singh Rai,M,71,GEN,AITC,336624
S25,West Bengal,,Darjeeling,Saman Pathak,M,46,GEN,CPM,50524
S25,West Bengal,,Darjeeling,Dipak Kumar Roy,M,49,SC,KPPU,1539
S25,West Bengal,,Darjeeling,Tanmay Dutta,M,53,GEN,SUCI(C),1449
S25,West Bengal,,Darjeeling,Harka Bahadur Chhetri,M,62,GEN,AIJAP,6495
S25,West Bengal,,Darjeeling,Digbijay Mandal,M,57,SC,IND,4117
S25,West Bengal,,Darjeeling,Christopher Gahatraj,M,65,GEN,IDRP,1678
S25,West Bengal,,Darjeeling,Reseeka Chettri,F,29,GEN,IND,3359
S25,West Bengal,,Darjeeling,Ajay Dahal,M,46,GEN,IND,2199
S25,West Bengal,,Darjeeling,Raju Bista,M,33,GEN,BJP,750067
S25,West Bengal,,Darjeeling,Sunil Pandit,M,39,GEN,RJNP,1505
S25,West Bengal,,Darjeeling,Nirode Chandra Adhikary,M,66,SC,IND,10719
S25,West Bengal,,Raiganj,Sujan Krishna Paul,M,40,GEN,SUCI(C),1632
S25,West Bengal,,Raiganj,Raju Paul,M,30,GEN,IND,2638
S25,West Bengal,,Raiganj,Churka Murmu,M,63,ST,BSP,4091
S25,West Bengal,,Raiganj,Binoy Kumar Das,M,73,GEN,IND,6925
S25,West Bengal,,Raiganj,Akik Hossain Chowdhury,M,49,GEN,KPPU,2959
S25,West Bengal,,Raiganj,Advocate Anjay Debsarma,M,38,SC,IND,2371
S25,West Bengal,,Raiganj,Md.Salim,M,61,GEN,CPM,182035
S25,West Bengal,,Raiganj,Deepa Dasmunsi,F,58,GEN,INC,83662
S25,West Bengal,,Raiganj,Agarwal Kanaialal,M,64,GEN,AITC,451078
S25,West Bengal,,Raiganj,Debasree Chaudhuri,F,48,GEN,BJP,511652
S25,West Bengal,,Raiganj,Md.Sahajan Badsha,M,34,GEN,IND,5054
S25,West Bengal,,Raiganj,Lakshman Murmu,M,30,ST,APoI,3269
S25,West Bengal,,Raiganj,Kumaresh Sarkar,M,44,SC,IND,3163
S25,West Bengal,,Raiganj,Santhapan Hasdak,M,43,ST,JMM,2831
S25,West Bengal,,Balurghat,Biren Mahanta,M,43,GEN,SUCI(C),1526
S25,West Bengal,,Balurghat,Arpita Ghosh,F,52,GEN,AITC,506024
S25,West Bengal,,Balurghat,Manas Chakraborty,M,55,GEN,CPIM,1349
S25,West Bengal,,Balurghat,Nalin Chandra Murmu,M,62,ST,BSP,3320
S25,West Bengal,,Balurghat,Sukanta Majumdar,M,39,GEN,BJP,539317
S25,West Bengal,,Balurghat,Nubash Chandra Barman,M,57,SC,KPPU,1763
S25,West Bengal,,Balurghat,Bibhuti Tudu,M,42,ST,IND,4719
S25,West Bengal,,Balurghat,Abdus Sadek Sarkar,M,40,GEN,INC,36783
S25,West Bengal,,Balurghat,Ranendra Nath Mali,M,65,SC,BMUP,2007
S25,West Bengal,,Balurghat,Ranen Barman,M,50,SC,RSP,72990
S25,West Bengal,,Balurghat,Ranjit Kumar Mohanta,M,61,GEN,SHS,3300
S25,West Bengal,,Balurghat,Naran Tudu,M,25,ST,JMM,6387
S25,West Bengal,,Balurghat,Muslima Khatun,F,32,GEN,IND,4950
S25,West Bengal,,Maldaha uttar,Subhash Sarkar,M,35,SC,SUCI(C),2030
S25,West Bengal,,Maldaha uttar,Nitish Kumar Mandal,M,54,SC,BSP,6347
S25,West Bengal,,Maldaha uttar,Khagen Murmu,M,59,ST,BJP,509524
S25,West Bengal,,Maldaha uttar,Joseph Kisku,M,26,ST,JMM,1920
S25,West Bengal,,Maldaha uttar,Alam Noorsed,M,27,GEN,IND,2535
S25,West Bengal,,Maldaha uttar,Isha Khan Choudhury,M,47,GEN,INC,305270
S25,West Bengal,,Maldaha uttar,Biswanath Ghosh,M,69,GEN,CPM,50401
S25,West Bengal,,Maldaha uttar,Monatan Hembram,M,35,ST,BMUP,5985
S25,West Bengal,,Maldaha uttar,Md.Dulal Hoque,M,40,GEN,IND,5534
S25,West Bengal,,Maldaha uttar,Mausam Noor,F,39,GEN,AITC,425236
S25,West Bengal,,Maldaha uttar,Subhash Barman,M,59,SC,KPPU,1642
S25,West Bengal,,Maldaha uttar,Mohan Hasda,M,30,ST,IND,13473
S25,West Bengal,,Maldaha uttar,Nimai Besara,M,67,ST,IND,3090
S25,West Bengal,,Maldaha uttar,Arjun Keshari,M,27,GEN,SHS,4985
S25,West Bengal,,Maldaha uttar,Nitya Das,M,30,GEN,AHNP,1470
S25,West Bengal,,Maldaha uttar,Al Monowara Begam,F,44,GEN,IND,7225
S25,West Bengal,,Maldaha dakshin,Angshudhar Mandal,M,45,SC,SUCI(C),5605
S25,West Bengal,,Maldaha dakshin,Fulchand Mandal,M,52,SC,BSP,6190
S25,West Bengal,,Maldaha dakshin,Sreerupa Mitra Chaudhury,F,54,GEN,BJP,436048
S25,West Bengal,,Maldaha dakshin,Abu Hasem Khan Chowdhury (Dalu),M,72,GEN,INC,444270
S25,West Bengal,,Maldaha dakshin,Manjur Alahi Munshi,M,54,GEN,IND,5543
S25,West Bengal,,Maldaha dakshin,Hasim Akhtar,M,40,GEN,IND,3869
S25,West Bengal,,Maldaha dakshin,Md.Moazzem Hossain,M,63,GEN,AITC,351353
S25,West Bengal,,Maldaha dakshin,Nasmul Hoque,M,40,GEN,PDS,2417
S25,West Bengal,,Maldaha dakshin,Pappu Ahamed,M,43,GEN,AHNP,2415
S25,West Bengal,,Maldaha dakshin,Ratan Mandal,M,47,SC,IND,9430
S25,West Bengal,,Jangipur,Taiedul Islam,M,57,GEN,SDPI,11696
S25,West Bengal,,Jangipur,Samiruddin,M,48,GEN,SUCI(C),3857
S25,West Bengal,,Jangipur,Dr.S.Q.R.Ilyas,M,65,GEN,WPOI,21302
S25,West Bengal,,Jangipur,Md.Zulfikar Ali,M,53,GEN,CPM,95501
S25,West Bengal,,Jangipur,Abhijit Mukherjee,M,59,GEN,INC,255836
S25,West Bengal,,Jangipur,Shamimul Islam,M,42,GEN,BSP,3498
S25,West Bengal,,Jangipur,Khalilur Rahaman,M,58,GEN,AITC,562838
S25,West Bengal,,Jangipur,Mafuja Khatun,F,48,GEN,BJP,317056
S25,West Bengal,,Jangipur,Avijit Khamaru,M,35,GEN,IND,5790
S25,West Bengal,,Jangipur,Dhananjoy Banerjee,M,44,GEN,PUJP,2936
S25,West Bengal,,Jangipur,Prasad Halder,M,44,SC,IND,12839
S25,West Bengal,,Baharampur,Anisul Ambia,M,56,GEN,SUCI(C),2642
S25,West Bengal,,Baharampur,Md Ezaruddin,M,79,GEN,JeSM,3046
S25,West Bengal,,Baharampur,Apurba Sarkar (David),M,55,GEN,AITC,510410
S25,West Bengal,,Baharampur,Id Mohammad,M,66,GEN,RSP,13362
S25,West Bengal,,Baharampur,Krishna Joyardar,M,55,GEN,BJP,143038
S25,West Bengal,,Baharampur,Kushadhaj Bala,M,48,SC,BSP,2914
S25,West Bengal,,Baharampur,Adhir Ranjan Chowdhury,M,63,GEN,INC,591106
S25,West Bengal,,Baharampur,Asish Singha,M,30,GEN,SHS,1217
S25,West Bengal,,Baharampur,Kashinath Dutta,M,68,GEN,RPI(A),1803
S25,West Bengal,,Baharampur,Samir Biswas,M,38,SC,IND,13682
S25,West Bengal,,Baharampur,Durbadal Das,M,43,SC,IND,2691
S25,West Bengal,,Murshidabad,Kamarujjaman (Bakul) Khandekar,M,60,GEN,SUCI(C),5655
S25,West Bengal,,Murshidabad,Md.Habibur Rahaman,M,61,GEN,JeSM,2839
S25,West Bengal,,Murshidabad,Badaruddoza Khan,M,64,GEN,CPM,180793
S25,West Bengal,,Murshidabad,"Abu Hena, S/O - Late Abdus Sattar",M,69,GEN,INC,377929
S25,West Bengal,,Murshidabad,Mijanul Haque,M,36,GEN,BSP,4521
S25,West Bengal,,Murshidabad,Abu Taher Khan,M,57,GEN,AITC,604346
S25,West Bengal,,Murshidabad,Humayun Kabir,M,56,GEN,BJP,247809
S25,West Bengal,,Murshidabad,"Abu Hena, S/O - Sazzad Ali",M,26,GEN,IND,2503
S25,West Bengal,,Murshidabad,Humayun Kabir Sekh,M,36,GEN,IND,7180
S25,West Bengal,,Murshidabad,Dhananjoy Sarkar,M,39,SC,BMUP,1115
S25,West Bengal,,Murshidabad,Md.Jalaluddin Mondal,M,59,GEN,IND,4040
S25,West Bengal,,Krishnanagar,Khodabox Shaikh,M,74,GEN,SUCI(C),8112
S25,West Bengal,,Krishnanagar,Uddhab Roy,M,54,SC,BSP,4199
S25,West Bengal,,Krishnanagar,Subimal Sengupta,M,60,GEN,CPI(ML)(L),7585
S25,West Bengal,,Krishnanagar,Bhaskar Paul,M,32,GEN,IND,2282
S25,West Bengal,,Krishnanagar,Mahua Moitra,F,44,GEN,AITC,614872
S25,West Bengal,,Krishnanagar,Jha Shantanu,M,57,GEN,CPM,120222
S25,West Bengal,,Krishnanagar,Jayanto Debnath,M,47,GEN,AHNP,2225
S25,West Bengal,,Krishnanagar,Intaj Ali Shah,M,70,GEN,INC,38305
S25,West Bengal,,Krishnanagar,Kalyan Chaubey,M,40,GEN,BJP,551654
S25,West Bengal,,Krishnanagar,Ashok Agarwala (Lalu Da),M,52,GEN,IND,2967
S25,West Bengal,,Krishnanagar,Nirapada Modak,M,56,GEN,IND,6512
S25,West Bengal,,Ranaghat,Haldar Paresh,M,58,SC,SUCI(C),6454
S25,West Bengal,,Ranaghat,Rupali Biswas,F,25,SC,AITC,549825
S25,West Bengal,,Ranaghat,Biswas Rama,F,56,SC,CPM,97771
S25,West Bengal,,Ranaghat,Gautam Ray,M,39,SC,BSP,8569
S25,West Bengal,,Ranaghat,Bidyut Biswas,M,37,SC,IND,5729
S25,West Bengal,,Ranaghat,Minati Biswas,F,56,SC,INC,23297
S25,West Bengal,,Ranaghat,Jagannath Sarkar,M,56,SC,BJP,783253
S25,West Bengal,,Bangaon,Swapan Mondal,M,48,SC,SUCI(C),4544
S25,West Bengal,,Bangaon,Chandan Mallick,M,48,SC,BSP,4707
S25,West Bengal,,Bangaon,Samaresh Biswas,M,53,SC,PDS,1913
S25,West Bengal,,Bangaon,Mamata Thakur,F,51,SC,AITC,576028
S25,West Bengal,,Bangaon,Alakesh Das,M,55,SC,CPM,90122
S25,West Bengal,,Bangaon,Sourav Prosad,M,28,SC,INC,22618
S25,West Bengal,,Bangaon,Shantanu Thakur,M,37,SC,BJP,687622
S25,West Bengal,,Bangaon,Animesh Chandra Halder,M,40,SC,IND,9524
S25,West Bengal,,Bangaon,Subrata Biswas,M,45,SC,BMUP,1291
S25,West Bengal,,Bangaon,Swapan Kumar Roy,M,49,SC,IND,1859
S25,West Bengal,,Barrackpore,Pradip Chaudhuri,M,65,GEN,SUCI(C),1632
S25,West Bengal,,Barrackpore,Gopal Raut,M,26,GEN,IND,1042
S25,West Bengal,,Barrackpore,Tapash Sarkar,M,48,SC,BSP,3838
S25,West Bengal,,Barrackpore,Sourav Singh,M,26,GEN,IND,3534
S25,West Bengal,,Barrackpore,Kundan Singh,M,35,GEN,IND,713
S25,West Bengal,,Barrackpore,Dinesh Trivedi,M,68,GEN,AITC,458137
S25,West Bengal,,Barrackpore,Md.Shyead Ahamed,M,55,GEN,IND,2984
S25,West Bengal,,Barrackpore,Ganesh Das,M,57,GEN,IND,1705
S25,West Bengal,,Barrackpore,Gargi Chatterjee,F,47,GEN,CPM,117456
S25,West Bengal,,Barrackpore,Krishanpal Balmiki,M,43,SC,IND,858
S25,West Bengal,,Barrackpore,Uday Veer Choudhury,M,41,SC,IND,670
S25,West Bengal,,Barrackpore,Arjun Singh,M,57,GEN,BJP,472994
S25,West Bengal,,Barrackpore,Md.Alam,M,44,GEN,INC,15816
S25,West Bengal,,Barrackpore,Shampa Sil,F,41,GEN,IND,2271
S25,West Bengal,,Barrackpore,Ramu Mandi,M,40,ST,IND,8136
S25,West Bengal,,Dum dum,Sougata Ray,M,71,GEN,AITC,512062
S25,West Bengal,,Dum dum,Tarun Kumar Das,M,61,GEN,SUCI(C),2437
S25,West Bengal,,Dum dum,Jhuma Saha,F,41,GEN,PDS,1705
S25,West Bengal,,Dum dum,Saurav Saha,M,37,GEN,INC,29097
S25,West Bengal,,Dum dum,Indranil Banerjee,M,44,GEN,SHS,2395
S25,West Bengal,,Dum dum,Nepaldeb Bhattacharya,M,67,GEN,CPM,167590
S25,West Bengal,,Dum dum,Shankar Das,M,60,GEN,CPIM,4379
S25,West Bengal,,Dum dum,Amit Sengupta,M,67,GEN,RJNP,1186
S25,West Bengal,,Dum dum,Naresh Chandra Barui,M,47,SC,BSP,4974
S25,West Bengal,,Dum dum,Samik Bhattacharya,M,53,SC,BJP,459060
S25,West Bengal,,Dum dum,Satya Brata Bandyopadhyay,M,57,GEN,RaJSP,2964
S25,West Bengal,,Dum dum,Subir Das,M,50,SC,NDPOI,2320
S25,West Bengal,,Barasat,Tushar Ghosh,M,56,GEN,SUCI(C),1756
S25,West Bengal,,Barasat,Sukumar Bala,M,44,SC,BSP,9748
S25,West Bengal,,Barasat,Haripada Biswas,M,61,SC,AIFB,124068
S25,West Bengal,,Barasat,Subrata Dutta,F,57,GEN,INC,37277
S25,West Bengal,,Barasat,Oli Mahammad Mallick,M,49,GEN,CPIM,1307
S25,West Bengal,,Barasat,Mrinal Kanti Debnath,M,68,GEN,BJP,538275
S25,West Bengal,,Barasat,Dr.Kakoli Ghoshdastidar,F,60,GEN,AITC,648444
S25,West Bengal,,Barasat,Saurav Basu,M,36,GEN,RaJSP,4428
S25,West Bengal,,Barasat,Debasish Biswas,M,53,GEN,AMB,2349
S25,West Bengal,,Barasat,Dipankar Baidya,M,39,SC,RJNP,1277
S25,West Bengal,,Barasat,Bani Chakraborty,F,46,GEN,SHS,3119
S25,West Bengal,,Barasat,Mrinal Kanti Bhattacharjee,M,57,GEN,IND,5602
S25,West Bengal,,Basirhat,Mizanoor Rahaman,M,45,GEN,IND,2375
S25,West Bengal,,Basirhat,Nusrat Jahan Ruhi,F,28,GEN,AITC,782078
S25,West Bengal,,Basirhat,Ajay Kumar Bain,M,54,SC,SUCI(C),3824
S25,West Bengal,,Basirhat,Md.Tabarok Hossain Molla,M,28,GEN,ALINLBP,2707
S25,West Bengal,,Basirhat,Pallab Sengupta,M,70,GEN,CPI,68316
S25,West Bengal,,Basirhat,Parimal Mistri,M,70,SC,IND,10953
S25,West Bengal,,Basirhat,Imamul Hasan Mallik,M,44,GEN,BNARP,1609
S25,West Bengal,,Basirhat,Amiya Sarkar,M,51,SC,IND,4065
S25,West Bengal,,Basirhat,Abul Kashem Dhali,M,56,GEN,BSP,4680
S25,West Bengal,,Basirhat,Sayantan Basu,M,42,GEN,BJP,431709
S25,West Bengal,,Basirhat,Subhasis Kumar Bhowmik,M,55,GEN,IND,4301
S25,West Bengal,,Basirhat,Quazi Abdur Rahim,M,51,GEN,INC,104183
S25,West Bengal,,Basirhat,Abdul Hannan Sardar,M,63,GEN,IND,3433
S25,West Bengal,,Jaynagar,Jaykrishna Haldar,M,64,SC,SUCI(C),38261
S25,West Bengal,,Jaynagar,Sankar Deb Mondal,M,64,SC,BSP,8533
S25,West Bengal,,Jaynagar,Pratima Mondal,F,53,SC,AITC,761202
S25,West Bengal,,Jaynagar,Subhas Naskar,M,67,SC,RSP,67913
S25,West Bengal,,Jaynagar,Tapan Mondal,M,50,SC,INC,18758
S25,West Bengal,,Jaynagar,Dr.Ashok Kandary,M,43,SC,BJP,444427
S25,West Bengal,,Jaynagar,Ashoke Bairagi,M,31,SC,NDPOI,3267
S25,West Bengal,,Jaynagar,Swapan Kumar Mandal,M,49,SC,RJNP,3298
S25,West Bengal,,Mathurapur,Purna Chandra Naiya,M,49,SC,SUCI(C),6692
