ST_NAME,PC_NAME,PC_NO,CANDIDATE,PARTY,VOTES
Andhra Pradesh,Rajahmundry,8,GIDUGU RUDRARAJU,INC,32508
Andhra Pradesh,Rajahmundry,8,GANESWARA RAO PARAMATA,BSP,20409
Andhra Pradesh,Rajahmundry,8,BATTULA BALARAMAKRISHNA,OTH,17008
Andhra Pradesh,Rajahmundry,8,SALOPANTULA RAGHAVENDRA RAO,IND,3278
Andhra Pradesh,Rajahmundry,8,DR. MEDISI RATNARAO ALIAS VINAY,IND,3115
Andhra Pradesh,Rajahmundry,8,MOHANARAO SINGULURI,OTH,2833
Andhra Pradesh,Rajahmundry,8,MEDA SRINIVASA RAO,OTH,2429
Andhra Pradesh,Rajahmundry,8,BOMMANABOINA VSR MURTHY,IND,2179
Andhra Pradesh,Rajahmundry,8,BHANU CHANDAR KURUVELLA,IND,1958
Andhra Pradesh,Rajahmundry,8,JALLI BALA NAVEENA,IND,1254
Andhra Pradesh,Rajahmundry,8,NOTA,NOTA,24435
Andhra Pradesh,Rajampet,24,P V MIDHUN REDDY,YSRCP,644844
Andhra Pradesh,Rajampet,24,NALLARI KIRAN KUMAR REDDY,BJP,568773
Andhra Pradesh,Rajampet,24,SHAIK BASHEED,INC,53300
Andhra Pradesh,Rajampet,24,ABBAVARAM UGENDRA,BSP,12363
Andhra Pradesh,Rajampet,24,POOLA REDDY SEKHAR,IND,6100
Andhra Pradesh,Rajampet,24,NAGARAJU JETTI,IND,5999
Andhra Pradesh,Rajampet,24,PRADEEP PENAMADU,AIFB,5672
Andhra Pradesh,Rajampet,24,CHOUDVARAM SUBBANARASAIAH,IND,4735
Andhra Pradesh,Rajampet,24,PULI SREENIVASULU,IND,4616
Andhra Pradesh,Rajampet,24,SREENIVASULU MARRIPATI,IND,4443
Andhra Pradesh,Rajampet,24,AKBAR M BASHA,OTH,2411
Andhra Pradesh,Rajampet,24,SANGARAJU NAGESWARA RAJU,IND,1535
Andhra Pradesh,Rajampet,24,MADA RAJA,OTH,1415
Andhra Pradesh,Rajampet,24,BATTHALA RAMANAIAH,OTH,1366
Andhra Pradesh,Rajampet,24,DODDAPANENI RAJA NAIDU,IND,1318
Andhra Pradesh,Rajampet,24,MAYANA MOHAMMED SALMAN KHAN,OTH,1071
Andhra Pradesh,Rajampet,24,KASTURI OBAIAH NAIDU,IND,887
Andhra Pradesh,Rajampet,24,ASADI VENKATADRI,IND,691
Andhra Pradesh,Rajampet,24,NOTA,NOTA,11400
Andhra Pradesh,Srikakulam,2,KINJARAPU RAMMOHAN NAIDU,TDP,754328
Andhra Pradesh,Srikakulam,2,TILAK PERADA,YSRCP,426427
Andhra Pradesh,Srikakulam,2,PEDADA PARAMESWARA RAO,INC,7172
Andhra Pradesh,Srikakulam,2,SANAPALA SRAVAN KUMAR,IND,5958
Andhra Pradesh,Srikakulam,2,NAIDUGARI RAJASEKHAR,BSP,4742
Andhra Pradesh,Srikakulam,2,VABA YOGESWARA RAO,IND,3598
Andhra Pradesh,Srikakulam,2,BETHA VIVEKANANDA MAHARAJ,IND,2536
Andhra Pradesh,Srikakulam,2,YEDDU LAKSHMINARAYANA,IND,1605
Andhra Pradesh,Srikakulam,2,BORUBADRA CHANDRAKALA,OTH,1357
Andhra Pradesh,Srikakulam,2,IPPILI SEETHARAJU,OTH,1130
Andhra Pradesh,Srikakulam,2,KAYA DURGARAO,OTH,818
Andhra Pradesh,Srikakulam,2,CHELLURI DANIYAL,IND,816
Andhra Pradesh,Srikakulam,2,BOMMALI TIRUPATI RAO,OTH,594
Andhra Pradesh,Srikakulam,2,NOTA,NOTA,24605
Andhra Pradesh,Thirupathi(SC),23,GURUMOORTHY MADDILA,YSRCP,632228
Andhra Pradesh,Thirupathi(SC),23,VARA PRASAD RAO VELAGAPALLI,BJP,617659
Andhra Pradesh,Thirupathi(SC),23,CHINTA MOHAN,INC,65523
Andhra Pradesh,Thirupathi(SC),23,PENUMURU. GURAPPA,BSP,10506
Andhra Pradesh,Thirupathi(SC),23,KATTAMANCHI. PRABHAKAR,IND,5802
Andhra Pradesh,Thirupathi(SC),23,M UMADEVI,OTH,5425
Andhra Pradesh,Thirupathi(SC),23,ALLAM.RAJA,IND,4970
Andhra Pradesh,Thirupathi(SC),23,VIJAY KUMAR G.SRKR,OTH,4302
Andhra Pradesh,Thirupathi(SC),23,ANJAIAH.P,OTH,3666
Andhra Pradesh,Thirupathi(SC),23,V.C. NAVEEN GUPTA,IND,1731
Andhra Pradesh,Thirupathi(SC),23,A. VARAPRASAD,OTH,1698
Andhra Pradesh,Thirupathi(SC),23,SYAMDHAN KURAPATI,OTH,1568
Andhra Pradesh,Thirupathi(SC),23,C. PUNYAMURTHY,OTH,1515
Andhra Pradesh,Thirupathi(SC),23,KARRA SIVA,OTH,1510
Andhra Pradesh,Thirupathi(SC),23,VELURU. THEJOVATHI,SP,1389
Andhra Pradesh,Thirupathi(SC),23,C. DAVID,OTH,1239
Andhra Pradesh,Thirupathi(SC),23,K. JEEVARATHNAM,IND,1204
Andhra Pradesh,Thirupathi(SC),23,DASARI. GOWTHAM,IND,1087
Andhra Pradesh,Thirupathi(SC),23,VIJAYA KUMAR.G,IND,801
Andhra Pradesh,Thirupathi(SC),23,A. MADHU,OTH,711
Andhra Pradesh,Thirupathi(SC),23,B. BHARANI BAS,OTH,688
Andhra Pradesh,Thirupathi(SC),23,Y. MAHESH,IND,622
Andhra Pradesh,Thirupathi(SC),23,PRASAD PATIBANDLA,IND,608
Andhra Pradesh,Thirupathi(SC),23,NOTA,NOTA,16118
Andhra Pradesh,Vijayawada,12,KESINENI SIVANATH (CHINNI),TDP,794154
Andhra Pradesh,Vijayawada,12,KESINENI SRINIVAS  (NANI),YSRCP,512069
Andhra Pradesh,Vijayawada,12,BHARGAV VALLURU,INC,24106
Andhra Pradesh,Vijayawada,12,KRISHNA KISHORE YANAMANDRA,OTH,7878
Andhra Pradesh,Vijayawada,12,VENKATA ASHOK PAPPURI,IND,6672
Andhra Pradesh,Vijayawada,12,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),IND,3199
Andhra Pradesh,Vijayawada,12,MEKA VENKATESWARA RAO,BSP,2233
Andhra Pradesh,Vijayawada,12,ANIL KUMAR MADDINENI,IND,1240
Andhra Pradesh,Vijayawada,12,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),OTH,615
Andhra Pradesh,Vijayawada,12,SYED KHAMURUNNISA,OTH,601
Andhra Pradesh,Vijayawada,12,CHAGANTIPATI GANGADHAR GANDHI,OTH,489
Andhra Pradesh,Vijayawada,12,DATLA LURTHU MERI,OTH,417
Andhra Pradesh,Vijayawada,12,PERAM SIVA NAGESWARA RAO,RPIA,368
Andhra Pradesh,Vijayawada,12,DEVARASETTY RAVEENDRA BABU,OTH,331
Andhra Pradesh,Vijayawada,12,GUJJULA LALITHA,OTH,327
Andhra Pradesh,Vijayawada,12,N DASARADHA RAMI REDDY,OTH,269
Andhra Pradesh,Vijayawada,12,CHINTHALACHERUVU HEMALATHA,OTH,244
Andhra Pradesh,Vijayawada,12,NOTA,NOTA,9193
Andhra Pradesh,Visakhapatnam,4,SRIBHARAT MATHUKUMILI,TDP,907467
Andhra Pradesh,Visakhapatnam,4,JHANSI LAKSHMI. BOTCHA.,YSRCP,403220
Andhra Pradesh,Visakhapatnam,4,P. SATYA REDDY,INC,30267
Andhra Pradesh,Visakhapatnam,4,K.A. PAUL,OTH,7696
Andhra Pradesh,Visakhapatnam,4,PEDAPENKI SIVA PRASADA RAO,BSP,6091
Andhra Pradesh,Visakhapatnam,4,BIKKAVOLU. CHALAMAJI,OTH,4884
Andhra Pradesh,Visakhapatnam,4,V.N. SATYA NARAYANA,OTH,2537
Andhra Pradesh,Visakhapatnam,4,ARUNA SRI MURALA,IND,1993
Andhra Pradesh,Visakhapatnam,4,VASUPILLI SURESH,IND,1933
Andhra Pradesh,Visakhapatnam,4,SONDI KRISHNA.,IND,1818
Andhra Pradesh,Visakhapatnam,4,ANDUKURI VIJAYA BHASKAR,OTH,1109
Andhra Pradesh,Visakhapatnam,4,DR. GANAPATHI KONGARAPU.,OTH,950
Andhra Pradesh,Visakhapatnam,4,BANNA. RAMESH,OTH,948
Andhra Pradesh,Visakhapatnam,4,P. SATYA VANI,OTH,882
Andhra Pradesh,Visakhapatnam,4,DURGA PRASAD. GUNTU,OTH,767
Andhra Pradesh,Visakhapatnam,4,CHAPPIDI RAMU,IND,757
Andhra Pradesh,Visakhapatnam,4,M.G.M. KHAN,IND,742
Andhra Pradesh,Visakhapatnam,4,SHANKAR DEVARA YADAV,IND,661
Andhra Pradesh,Visakhapatnam,4,VENU MADHAV KARRI,IND,647
Andhra Pradesh,Visakhapatnam,4,DR. ACHUTHA BALAJI YADAV (MURAPALA),OTH,638
Andhra Pradesh,Visakhapatnam,4,THOTA VENKATA SAI MUKUND,OTH,633
Andhra Pradesh,Visakhapatnam,4,PIDIDHI APPARAO,IND,580
Andhra Pradesh,Visakhapatnam,4,G.A.N. ANAND,IND,543
Andhra Pradesh,Visakhapatnam,4,VADDI. HARI GANESH,IND,520
Andhra Pradesh,Visakhapatnam,4,JANARDHAN PONNADA.,IND,500
Andhra Pradesh,Visakhapatnam,4,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),OTH,500
Andhra Pradesh,Visakhapatnam,4,JALADI VIJAYA KUMARI,SP,466
Andhra Pradesh,Visakhapatnam,4,CHINTADA SURYAM,OTH,448
Andhra Pradesh,Visakhapatnam,4,GANDIKOTA RAJESH,OTH,393
Andhra Pradesh,Visakhapatnam,4,KOLLI NAGA RAJU,IND,329
Andhra Pradesh,Visakhapatnam,4,METTA RAMA RAO,IND,326
Andhra Pradesh,Visakhapatnam,4,LAGUDU. GOVINDA RAO,IND,294
Andhra Pradesh,Visakhapatnam,4,MALLA SRAVANI,IND,273
Andhra Pradesh,Visakhapatnam,4,NOTA,NOTA,5313
Andhra Pradesh,Vizianagaram,3,APPALANAIDU KALISETTI,TDP,743113
Andhra Pradesh,Vizianagaram,3,BELLANA CHANDRASEKHAR,YSRCP,493762
Andhra Pradesh,Vizianagaram,3,BOBBILI SRINU,INC,10623
Andhra Pradesh,Vizianagaram,3,PEERUBANDI PRAKASH RAO,BSP,8038
Andhra Pradesh,Vizianagaram,3,VELURI VENKATA TRINADHARAO,IND,4152
Andhra Pradesh,Vizianagaram,3,ALLU SRIRAMULU,IND,3401
Andhra Pradesh,Vizianagaram,3,SIYYADULA YELLA RAO,IND,3107
Andhra Pradesh,Vizianagaram,3,SRINIVASA RAO SAMBHANA,OTH,1761
Andhra Pradesh,Vizianagaram,3,MARISERLA KRISHNAMURTHY NAIDU,IND,1629
Andhra Pradesh,Vizianagaram,3,VANGAPANDU MAHESWARA RAO,OTH,1553
Andhra Pradesh,Vizianagaram,3,CHINNAM ARUNA KUMAR,OTH,1411
Andhra Pradesh,Vizianagaram,3,ATCHIYYA NAIDU SAMIREDDY,SP,1070
Andhra Pradesh,Vizianagaram,3,ADINARAYANA TADDI,IND,856
Andhra Pradesh,Vizianagaram,3,P V A ANANDA SAGAR,IND,791
Andhra Pradesh,Vizianagaram,3,SAKHINETI ANANTHA RAJU,OTH,725
Andhra Pradesh,Vizianagaram,3,NOTA,NOTA,23250
Arunachal Pradesh,Arunachal East,2,TAPIR GAO,BJP,145581
Arunachal Pradesh,Arunachal East,2,BOSIRAM SIRAM,INC,115160
Arunachal Pradesh,Arunachal East,2,TAMAT GAMOH,IND,27603
Arunachal Pradesh,Arunachal East,2,SOTAI KRI,IND,14213
Arunachal Pradesh,Arunachal East,2,OMAK NITIK,IND,9369
Arunachal Pradesh,Arunachal East,2,BANDEY MILI,OTH,6622
Arunachal Pradesh,Arunachal East,2,NOTA,NOTA,4895
Arunachal Pradesh,Arunachal West,1,KIREN RIJIJU,BJP,205417
Arunachal Pradesh,Arunachal West,1,NABAM TUKI,INC,104679
Arunachal Pradesh,Arunachal West,1,TECHI RANA,IND,33314
Arunachal Pradesh,Arunachal West,1,TOKO SHEETAL,OTH,30530
Arunachal Pradesh,Arunachal West,1,BIMPAK SIGA,IND,11518
Arunachal Pradesh,Arunachal West,1,RUHI TAGUNG,IND,7821
Arunachal Pradesh,Arunachal West,1,LEKI NORBU,IND,2271
Arunachal Pradesh,Arunachal West,1,TANIA JUNE,IND,1958
Arunachal Pradesh,Arunachal West,1,NOTA,NOTA,2296
Assam,Barpeta,3,PHANI BHUSAN CHOUDHURY,OTH,860113
Assam,Barpeta,3,DEEP BAYAN,INC,637762
Assam,Barpeta,3,MANORANJAN TALUKDAR,CPM,96138
Assam,Barpeta,3,ABUL KALAM AZAD,AITC,16432
Assam,Barpeta,3,DEWAN MOHIBUL ISLAM,IND,9941
Assam,Barpeta,3,SAMEJ UDDIN,OTH,9692
Assam,Barpeta,3,DULU AHMED,IND,9338
Assam,Barpeta,3,MATIAR RAHMAN,IND,7935
Assam,Barpeta,3,JAGANNATH RAY,IND,5548
Assam,Barpeta,3,SHAJAHAN ALI KHAN,OTH,4448
Assam,Barpeta,3,AYNAL HAQUE,IND,3192
Assam,Barpeta,3,CHITRALEKHA DAS,OTH,3131
Assam,Barpeta,3,AMZAD ALI,RPIA,2679
Assam,Barpeta,3,ABUBAKKAR SIDDIQUE,OTH,2477
Assam,Barpeta,3,NOTA,NOTA,17117
Assam,Darrang-Udalguri,4,DILIP SAIKIA,BJP,868387
Assam,Darrang-Udalguri,4,MADHAB RAJBANGSHI,INC,539375
Assam,Darrang-Udalguri,4,DURGADAS BORO,OTH,310574
Assam,Darrang-Udalguri,4,DANIEL MARDI,IND,14291
Assam,Darrang-Udalguri,4,AROON BAROOA,OTH,12563
Assam,Darrang-Udalguri,4,SWARNA DEVI,OTH,11112
Assam,Darrang-Udalguri,4,LALIT PEGU,OTH,10915
Assam,Darrang-Udalguri,4,JITENDRA CHALIHA,OTH,7452
Assam,Darrang-Udalguri,4,ABUL KASEM,RPIA,4973
Assam,Darrang-Udalguri,4,BIREN BASAK,OTH,4623
Assam,Darrang-Udalguri,4,ABDUL HAMED,OTH,3731
Assam,Darrang-Udalguri,4,NOTA,NOTA,23204
Assam,Dhubri,2,RAKIBUL HUSSAIN,INC,1471885
Assam,Dhubri,2,MOHAMMED BADRUDDIN AJMAL,AIUDF,459409
Assam,Dhubri,2,ZABED ISLAM,OTH,438594
Assam,Dhubri,2,S. M. JIAUL HAQUE,OTH,12106
Assam,Dhubri,2,FARUK KHAN,IND,10994
Assam,Dhubri,2,BISWAJIT RAY,IND,7703
Assam,Dhubri,2,ALAKESH ROY,IND,6990
Assam,Dhubri,2,HAFIZ BURHANUDDIN,OTH,6940
Assam,Dhubri,2,RADHARANI BISWAS,OTH,6287
Assam,Dhubri,2,TAHIDUR RAHMAN,OTH,5392
Assam,Dhubri,2,SHUKUR ALI,OTH,4792
Assam,Dhubri,2,SURAT ZAMAN MONDAL,OTH,4015
Assam,Dhubri,2,REJAUL KARIM,RPIA,3486
Assam,Dhubri,2,NOTA,NOTA,15015
Assam,Dibrugarh,13,SARBANANDA SONOWAL,BJP,693762
Assam,Dibrugarh,13,LURINJYOTI GOGOI,OTH,414441
Assam,Dibrugarh,13,MANOJ DHANOWAR,AAAP,137864
Assam,Dibrugarh,13,NOTA,NOTA,32255
Assam,Diphu,6,AMARSING TISSO,BJP,334620
Assam,Diphu,6,J. I. KATHAR,IND,187017
Assam,Diphu,6,JOY RAM ENGLENG,INC,124019
Assam,Diphu,6,JOHN BARNARD SANGMA,OTH,11279
Assam,Diphu,6,JOTSON BEY,OTH,9633
Assam,Diphu,6,NOTA,NOTA,16259
Assam,Guwahati,5,BIJULI KALITA  MEDHI,BJP,894887
Assam,Guwahati,5,MIRA BORTHAKUR GOSWAMI,INC,643797
Assam,Guwahati,5,DIPAK KR BORO,OTH,8548
Assam,Guwahati,5,COLONEL GOKUL CHANDRA SINGHA,IND,7678
Assam,Guwahati,5,AMITABH SARMA,OTH,7527
Assam,Guwahati,5,KAZI NEKIB  AHMED,IND,6761
Assam,Guwahati,5,SAMAD CHOUDHURY,OTH,5095
Assam,Guwahati,5,SHEJON GOYARY,OTH,4847
Assam,Guwahati,5,NOTA,NOTA,20249
Assam,Jorhat,14,GAURAV GOGOI,INC,751771
Assam,Jorhat,14,TOPON KUMAR GOGOI,BJP,607378
Assam,Jorhat,14,ARUN CHANDRA HANDIQUE,OTH,9086
Assam,Jorhat,14,RAJ KUMAR DUWARA,IND,8370
Assam,Jorhat,14,NOTA,NOTA,14555
Assam,Karimganj,7,KRIPANATH MALLAH,BJP,545093
Assam,Karimganj,7,HAFIZ RASHID AHMED CHOUDHURY,INC,526733
Assam,Karimganj,7,SAHABUL ISLAM CHOUDHURY,AIUDF,29205
Assam,Karimganj,7,JIBESH DEB,IND,7109
Assam,Karimganj,7,DEBOJYOTI NATH,IND,5907
Assam,Karimganj,7,AHAD UDDIN,OTH,4192
Assam,Karimganj,7,BINAY KRISHNA ROY,IND,3628
Assam,Karimganj,7,DILIP KUMAR,IND,2630
Assam,Karimganj,7,ROSID AHMED LASKAR,IND,2601
Assam,Karimganj,7,MUZAKKIR HASAN LASKAR,IND,2291
Assam,Karimganj,7,ABDUL BASIT TAPADAR,IND,1923
Assam,Karimganj,7,GOPAL CHANDRA PAUL,IND,1657
Assam,Karimganj,7,MD. NAZRUL ISLAM LASKAR,IND,1382
Assam,Karimganj,7,SAHEL AHMED,IND,1111
Assam,Karimganj,7,ABDUL GOFFAR TALUKDAR,IND,1095
Assam,Karimganj,7,SAFIKUR RAHMAN HAZARI,IND,1031
Assam,Karimganj,7,PRAJJWAL SUDIP DEB,OTH,1001
Assam,Karimganj,7,ABDUL KALAM MAZUMDER,IND,975
Assam,Karimganj,7,ALIM UDDIN MAZUMDER,IND,882
Assam,Karimganj,7,ABDUL HAMEED,IND,842
Assam,Karimganj,7,DEBASHISH GHOSH,OTH,817
Assam,Karimganj,7,RASHID AHMED CHOUDHURY,IND,721
Assam,Karimganj,7,ABDUS  SUBHAN TAPADAR,IND,571
Assam,Karimganj,7,ROKIBUL HUSSAIN CHOUDHURY,IND,545
Assam,Karimganj,7,NOTA,NOTA,2940
Assam,Kaziranga,10,KAMAKHYA PRASAD TASA,BJP,897043
Assam,Kaziranga,10,ROSELINA TIRKEY,INC,648096
Assam,Kaziranga,10,DILUWARA BEGUM CHOWDHURY,IND,11743
Assam,Kaziranga,10,BINOD GOGOI,IND,10679
Assam,Kaziranga,10,ANIMA DEKA GUPTA,OTH,8673
Assam,Kaziranga,10,TRIDIV JYOTI BHUYAN,IND,8128
Assam,Kaziranga,10,ABDUL HOQUE,IND,6441
Assam,Kaziranga,10,JYOTISKA RANJAN GOSWAMI,IND,4538
Assam,Kaziranga,10,SAILEN CH MALAKAR,OTH,3720
Assam,Kaziranga,10,SALIM AHMED,OTH,3266
Assam,Kaziranga,10,SALEH AHMED MAZUMDAR,RPIA,3179
Assam,Kaziranga,10,NOTA,NOTA,24431
Assam,Kokrajhar,1,JOYANTA BASUMATARY,OTH,488995
Assam,Kokrajhar,1,KAMPA BORGOYARI,OTH,437412
Assam,Kokrajhar,1,GARJAN MASHAHARY,INC,113736
Assam,Kokrajhar,1,BINITA DEKA,OTH,94189
Assam,Kokrajhar,1,PRITHVIRAJ NARAYAN DEV MECH,IND,33737
Assam,Kokrajhar,1,GAURI SANKAR SARANIA,AITC,23519
Assam,Kokrajhar,1,RANJAY KR BRAHMA,IND,8830
Assam,Kokrajhar,1,LALIT PEGU,OTH,7932
Assam,Kokrajhar,1,JYOTISH KUMAR DAS,IND,6106
Assam,Kokrajhar,1,PANKAJ ISLARY,IND,4508
Assam,Kokrajhar,1,TRIPTINA RABHA,IND,4540
Assam,Kokrajhar,1,AJOY NARZARY,IND,4080
Assam,Kokrajhar,1,NOTA,NOTA,13912
Assam,Lakhimpur,12,PRADAN BARUAH,BJP,663122
Assam,Lakhimpur,12,UDAY SHANKAR HAZARIKA,INC,461865
Assam,Lakhimpur,12,DHIREN KACHARI,CPI,19631
Assam,Lakhimpur,12,GHANA KANTA CHUTIA,AITC,14197
Assam,Lakhimpur,12,BIKRAM RAMCHIARY,IND,10293
Assam,Lakhimpur,12,GOBIN BISWAKARMA,IND,7526
Assam,Lakhimpur,12,DEBA NATH PAIT,IND,6163
Assam,Lakhimpur,12,PALLAB PEGU,OTH,6137
Assam,Lakhimpur,12,BIREN BAILUNG,OTH,5359
Assam,Lakhimpur,12,NOTA,NOTA,16921
Assam,Nagaon,9,PRADYUT BORDOLOI,INC,788850
Assam,Nagaon,9,SURESH BORAH,BJP,576619
Assam,Nagaon,9,AMINUL ISLAM,AIUDF,137340
Assam,Nagaon,9,SIKHA SARMA,IND,6620
Assam,Nagaon,9,SAMSUL ALAM,IND,5069
Assam,Nagaon,9,BIPAD BHANJAN SARKAR,IND,4885
Assam,Nagaon,9,ANUPAM BARUAH,OTH,4319
Assam,Nagaon,9,NIKHIL DEKARAJA,IND,3627
Assam,Nagaon,9,RABBUL HAQUE,OTH,2559
Assam,Nagaon,9,ABU SHAMA,IND,2238
Assam,Nagaon,9,ABU EUSUF MD RAIHAN UDDIN,IND,2030
Assam,Nagaon,9,SANTANU MUKHERJEE,OTH,2010
Assam,Nagaon,9,SAIFUL ISLAM CHOUDHURY,OTH,1837
Assam,Nagaon,9,NOTA,NOTA,11995
Assam,Silchar,8,PARIMAL SUKLABAIDYA,BJP,652405
Assam,Silchar,8,SURYA KANTA SARKAR,INC,388094
Assam,Silchar,8,RADHESHYAM BISWAS,AITC,20493
Assam,Silchar,8,RAJU DAS,IND,4597
Assam,Silchar,8,PROBASH CHANDRA SARKAR,OTH,4534
Assam,Silchar,8,ANANTA MOHAN ROY,IND,3143
Assam,Silchar,8,RAJIB DAS,OTH,1867
Assam,Silchar,8,BARINDRA KUMAR DAS,OTH,1593
Assam,Silchar,8,NOTA,NOTA,12700
Assam,Sonitpur,11,RANJIT DUTTA,BJP,775788
Assam,Sonitpur,11,PREMLAL GANJU,INC,414380
Assam,Sonitpur,11,RISHIRAJ KAUNDINYA,AAAP,33048
Assam,Sonitpur,11,RAJU DEURI,OTH,19892
Assam,Sonitpur,11,PRADIP BHANDARI,IND,8205
Assam,Sonitpur,11,KAMESWAR SWARGIARY,OTH,7382
Assam,Sonitpur,11,RINKU ROY,OTH,6823
Assam,Sonitpur,11,ALAM ALI,OTH,4202
Assam,Sonitpur,11,NOTA,NOTA,18748
Bihar,Araria,9,PRADEEP KUMAR SINGH,BJP,600146
Bihar,Araria,9,SHAHNAWAZ,RJD,580052
Bihar,Araria,9,SHATRUGHAN PRASAD SUMAN,IND,13746
Bihar,Araria,9,MD GHOUSUL AZAM,BSP,12690
Bihar,Araria,9,MD. MOBINUL HAQUE,IND,12008
Bihar,Araria,9,MD. ISMAIL,OTH,7354
Bihar,Araria,9,AKHILESH KUMAR,IND,5120
Bihar,Araria,9,MUSHTAK ALAM,IND,4899
Bihar,Araria,9,ZAWED AKHTAR,OTH,3041
Bihar,Araria,9,NOTA,NOTA,13504
Bihar,Arrah,32,SUDAMA PRASAD,CPI(ML)(L),529382
Bihar,Arrah,32,R. K. SINGH,BJP,469574
Bihar,Arrah,32,VIRENDRA KUMAR SINGH,IND,23635
Bihar,Arrah,32,SHIV DAS SINGH,IND,13379
Bihar,Arrah,32,LAL BADSAH SINGH,BSP,10826
Bihar,Arrah,32,KRISHNA PASWAN,OTH,8749
Bihar,Arrah,32,RANDHIR LAL,IND,5766
Bihar,Arrah,32,NAVNIT KUMAR,IND,4773
Bihar,Arrah,32,RAM SARE SINGH,OTH,2541
Bihar,Arrah,32,DHARMATMA SHARMA,OTH,2467
Bihar,Arrah,32,RAMJEE SINGH,OTH,2440
Bihar,Arrah,32,ASHOK TIWARY,IND,2295
Bihar,Arrah,32,MANMOHAN SINGH,OTH,2097
Bihar,Arrah,32,SUMITRA DEVI,OTH,1674
Bihar,Arrah,32,NOTA,NOTA,16963
Bihar,Aurangabad,37,ABHAY KUMAR SINHA,RJD,465567
Bihar,Aurangabad,37,SUSHIL KUMAR SINGH,BJP,386456
Bihar,Aurangabad,37,SUNESH KUMAR,BSP,20309
Bihar,Aurangabad,37,PRATIBHA RANI,OTH,12308
Bihar,Aurangabad,37,RAJ BALLABH SINGH,IND,11159
Bihar,Aurangabad,37,RAMJIT SINGH,OTH,9243
Bihar,Aurangabad,37,SURESH PRASAD VERMA,IND,6711
Bihar,Aurangabad,37,MOHAMMAD WALIULLAH KHAN,IND,6604
Bihar,Aurangabad,37,SHAILESH RAHI,OTH,4896
Bihar,Aurangabad,37,NOTA,NOTA,22627
Bihar,Banka,27,GIRIDHARI YADAV,JD(U),506678
Bihar,Banka,27,JAI PRAKASH NARAYAN YADAV,RJD,402834
Bihar,Banka,27,NARESH YADAV,IND,14939
Bihar,Banka,27,JAY PRAKASH YADAV,OTH,12277
Bihar,Banka,27,AMRIT TANTI,OTH,9670
Bihar,Banka,27,NARESH KUMAR PRIYADARSHI,IND,8125
Bihar,Banka,27,GANESH KUMAR KUSHAWAHA,OTH,7645
Bihar,Banka,27,UTTAM KUMAR SINGH,OTH,6911
Bihar,Banka,27,KAVINDRA PANDIT,OTH,5246
Bihar,Banka,27,UMAKANT YADAV,IND,4941
Bihar,Banka,27,NOTA,NOTA,34889
Bihar,Begusarai,24,GIRIRAJ SINGH,BJP,649331
Bihar,Begusarai,24,ABDHESH KUMAR ROY,CPI,567851
Bihar,Begusarai,24,INDRAJEET KUMAR ROY,IND,12953
Bihar,Begusarai,24,RAJNISH KUMAR MUKHIYA,OTH,10872
Bihar,Begusarai,24,ADV CHANDAN KUMAR DAS,BSP,8453
Bihar,Begusarai,24,RAM BADAN RAI,OTH,6644
Bihar,Begusarai,24,MD SHAHNAWAZ HASSAN,IND,6152
Bihar,Begusarai,24,ARUN KUMAR,IND,4045
Bihar,Begusarai,24,RAJ KUMAR SAH,OTH,3350
Bihar,Begusarai,24,RAMUDGAR,OTH,2640
Bihar,Begusarai,24,NOTA,NOTA,22382
Bihar,Bhagalpur,26,AJAY KUMAR MANDAL,JD(U),536031
Bihar,Bhagalpur,26,AJEET SHARMA,INC,431163
Bihar,Bhagalpur,26,POONAM SINGH,BSP,12646
Bihar,Bhagalpur,26,HARERAM YADAV,IND,12258
Bihar,Bhagalpur,26,DEEPAK KUMAR SINGH,OTH,7670
Bihar,Bhagalpur,26,CHHOTE LAL KUMAR,IND,6683
Bihar,Bhagalpur,26,RAMESH TUDU,IND,6634
Bihar,Bhagalpur,26,UMESH PRASAD YADAV,OTH,5126
Bihar,Bhagalpur,26,DEEPAK KUMAR,OTH,3763
Bihar,Bhagalpur,26,MUKESH KUMAR,OTH,3681
Bihar,Bhagalpur,26,DAYARAM MANDAL,OTH,3519
Bihar,Bhagalpur,26,OM PRAKASH PODDAR,IND,3104
Bihar,Bhagalpur,26,NOTA,NOTA,31803
Bihar,Buxar,33,SUDHAKAR SINGH,RJD,438345
Bihar,Buxar,33,MITHILESH TIWARI,BJP,408254
Bihar,Buxar,33,ANIL KUMAR,BSP,114714
Bihar,Buxar,33,ANAND MISHRA S/O- PARAM HANS MISHRA,IND,47409
Bihar,Buxar,33,DADAN YADAV,IND,15836
Bihar,Buxar,33,SUDHAKAR MISHRA,IND,12749
Bihar,Buxar,33,SUNIL KUMAR DUBY,IND,7759
Bihar,Buxar,33,RAM SWAROOP CHAUHAN,IND,5516
Bihar,Buxar,33,RAJU SINGH,OTH,4339
Bihar,Buxar,33,AANAND MISRA S/O MADAN KUMAR MISRA,IND,2834
Bihar,Buxar,33,BHAGWAN SINGH YADAV,IND,2053
Bihar,Buxar,33,NIRANJAN KUMAR RAY,IND,1669
Bihar,Buxar,33,HEM LATA,OTH,1570
