ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CATEGORY,PARTY,VOTES
S20,Rajasthan,21,Chittorgarh,SHANTI LAL TRIVEDI,M,77,GEN,CPI(ML)(L),1564
S20,Rajasthan,21,Chittorgarh,GULAB CHAND SAHLOT,M,63,GEN,IND,1692
S20,Rajasthan,21,Chittorgarh,BABU MEGHWAL,M,46,SC,IND,3069
S20,Rajasthan,21,Chittorgarh,BHANWAR LAL,M,42,GEN,IND,3263
S20,Rajasthan,21,Chittorgarh,MOHAMMAD IMTIYAZ,M,30,GEN,IND,4971
S20,Rajasthan,21,Chittorgarh,YASHWANT PURI,M,47,GEN,IND,12675
S20,Rajasthan,22,Rajsamand,GOPAL SINGH SHEKHAWAT,M,63,GEN,INC,249089
S20,Rajasthan,22,Rajsamand,NEERU RAM JAT,M,44,GEN,BSP,14579
S20,Rajasthan,22,Rajsamand,HARIOM SINGH RATHORE,M,56,GEN,BJP,644794
S20,Rajasthan,22,Rajsamand,IDRISH MOHAMMAD,M,40,GEN,JGP,10407
S20,Rajasthan,22,Rajsamand,GULAM FARID,M,49,GEN,SP,2977
S20,Rajasthan,22,Rajsamand,PRADEEP SINGH BHATNAGAR,M,58,GEN,AAAP,4897
S20,Rajasthan,22,Rajsamand,LAXMAN,M,30,GEN,JMBP,1392
S20,Rajasthan,22,Rajsamand,KHIMARAM SALVI,M,43,SC,IND,2559
S20,Rajasthan,22,Rajsamand,BHANWAR LAL MALI,M,50,GEN,IND,6418
S20,Rajasthan,22,Rajsamand,SANJAY CHOUDHARY,M,45,GEN,IND,12479
S20,Rajasthan,22,Rajsamand,SURYA BHAWANI SINGH CHAWARA,M,35,GEN,IND,10160
S20,Rajasthan,22,Rajsamand,HEERA KATHAT,M,54,GEN,IND,5186
S20,Rajasthan,23,Bhilwara,ASHOK CHANDNA,M,29,GEN,INC,384053
S20,Rajasthan,23,Bhilwara,GOVIND KUMAR BAIRWA,M,45,SC,BSP,15088
S20,Rajasthan,23,Bhilwara,SUBHASH BAHERIA,M,57,GEN,BJP,630317
S20,Rajasthan,23,Bhilwara,CHANDRA PRAKASH GOCHER,M,42,GEN,BYS,10344
S20,Rajasthan,23,Bhilwara,RADHY SHYAM VAISHNAV,M,42,GEN,BA S D,5684
S20,Rajasthan,23,Bhilwara,SUNIL AGIWAL,M,47,GEN,AAAP,5909
S20,Rajasthan,23,Bhilwara,ASLAM SHEKH ADVOCATE,M,38,GEN,IND,1794
S20,Rajasthan,23,Bhilwara,RATAN LAL DHOBI,M,46,SC,IND,7110
S20,Rajasthan,23,Bhilwara,SHYAM LAL SALVI,M,29,SC,IND,5374
S20,Rajasthan,23,Bhilwara,SATYA PRAKASH SHARMA,M,41,GEN,IND,11982
S20,Rajasthan,23,Bhilwara,SURENDAR SINGH RANAWAT,M,55,GEN,IND,6737
S20,Rajasthan,24,Kota,ASHOK KUMAR,M,34,ST,BSP,10862
S20,Rajasthan,24,Kota,IJYARAJ SINGH,M,49,GEN,INC,444040
S20,Rajasthan,24,Kota,OM BIRLA,M,51,GEN,BJP,644822
S20,Rajasthan,24,Kota,AJMAT ALI,M,38,GEN,BYS,7559
S20,Rajasthan,24,Kota,ASHOK KUMAR JAIN,M,61,GEN,AAAP,16981
S20,Rajasthan,24,Kota,MAHESH KUMAR RANIWAL,M,41,SC,AVIRP,1010
S20,Rajasthan,24,Kota,RAJESH KUMAR,M,47,SC,JMBP,1168
S20,Rajasthan,24,Kota,ASFAK ALI,M,53,GEN,IND,1713
S20,Rajasthan,24,Kota,TEJPAL,M,51,GEN,IND,1825
S20,Rajasthan,24,Kota,MAHENDRA KUMAR,M,46,GEN,IND,2307
S20,Rajasthan,24,Kota,MOHAN LAL MAHAWAR,M,73,SC,IND,4822
S20,Rajasthan,24,Kota,SHYAM SUNDER SHARMA,M,57,GEN,IND,5091
S20,Rajasthan,25,JHALAWAR-BARAN,CHANDRA SINGH,M,48,GEN,BSP,23587
S20,Rajasthan,25,JHALAWAR-BARAN,DUSHYANT SINGH,M,43,GEN,BJP,676102
S20,Rajasthan,25,JHALAWAR-BARAN,PRAMOD BHAYA,M,49,GEN,INC,394556
S20,Rajasthan,25,JHALAWAR-BARAN,JAVED KHAN,M,26,GEN,BYS,13617
S20,Rajasthan,25,JHALAWAR-BARAN,BALDAR,M,44,GEN,IND,7836
S20,Rajasthan,25,JHALAWAR-BARAN,SULEMAN PUTA,M,46,GEN,IND,11602
S21,Sikkim,1,Sikkim,AKAR DHOJ LIMBU,M,49,ST,INC,7189
S21,Sikkim,1,Sikkim,NAR BAHADUR KHATIWADA,M,66,GEN,BJP,7279
S21,Sikkim,1,Sikkim,PREM DAS RAI,M,59,GEN,SDF,163698
S21,Sikkim,1,Sikkim,KAUSHAL RAI,M,30,GEN,AAAP,2541
S21,Sikkim,1,Sikkim,NAKUL DAS RAI,M,54,GEN,AITC,1972
S21,Sikkim,1,Sikkim,TEK NATH DHAKAL,M,61,GEN,SKM,121956
S22,Tamil Nadu,1,Thiruvallur,KANNAN A.S,M,72,SC,CPI,13794
S22,Tamil Nadu,1,Thiruvallur,SATHYAMURTHY.C,M,34,SC,BSP,11137
S22,Tamil Nadu,1,Thiruvallur,YUVARAJ.V,M,49,SC,DMDK,204734
S22,Tamil Nadu,1,Thiruvallur,VENUGOPAL.P.(DR),M,61,SC,ADMK,628499
S22,Tamil Nadu,1,Thiruvallur,JAYAKUMAR.M,M,34,SC,INC,43960
S22,Tamil Nadu,1,Thiruvallur,SRINIVASAN.D,M,48,SC,SP,2642
S22,Tamil Nadu,1,Thiruvallur,BALAMURUGAN.B,M,38,SC,AAAP,8260
S22,Tamil Nadu,1,Thiruvallur,RAVIKUMAR.D,M,53,SC,VCK,305069
S22,Tamil Nadu,1,Thiruvallur,CHANDRASEKARAN.M,M,65,SC,IND,1597
S22,Tamil Nadu,1,Thiruvallur,SURESH KUMAR.S,M,34,SC,IND,1062
S22,Tamil Nadu,1,Thiruvallur,DOSS.R,M,45,SC,IND,1596
S22,Tamil Nadu,1,Thiruvallur,RAVIKUMAR.M,M,35,SC,IND,2966
S22,Tamil Nadu,1,Thiruvallur,VETRISELVAM.K,M,29,SC,IND,2441
S22,Tamil Nadu,1,Thiruvallur,VENUGOPAL.P,M,66,SC,IND,3085
S22,Tamil Nadu,2,Chennai North,GIRIRAJAN.R,M,52,GEN,DMK,307000
S22,Tamil Nadu,2,Chennai North,SOUNDARAPANDIAN.M,M,51,GEN,DMDK,86989
S22,Tamil Nadu,2,Chennai North,BIJU CHACKO,M,44,GEN,INC,24190
S22,Tamil Nadu,2,Chennai North,VASUKI.U,F,58,GEN,CPM,23751
S22,Tamil Nadu,2,Chennai North,VENKATESH BABU.T.G,M,53,GEN,ADMK,406704
S22,Tamil Nadu,2,Chennai North,JANARTHANAN.J,M,50,SC,BSP,4960
S22,Tamil Nadu,2,Chennai North,SIVAKUMAR.V,M,50,SC,SUCI,502
S22,Tamil Nadu,2,Chennai North,NIJAM MOHAIDEEN.M,M,37,GEN,SDPI,14585
S22,Tamil Nadu,2,Chennai North,BABU MAILAN.A,M,42,GEN,LSP,569
S22,Tamil Nadu,2,Chennai North,PAULRAJ.T,M,33,GEN,MMKA,387
S22,Tamil Nadu,2,Chennai North,RAMESH KANNAN.G,M,41,SC,RPI,257
S22,Tamil Nadu,2,Chennai North,VIJAYA KUMAR.K,M,44,GEN,TNMC,1145
S22,Tamil Nadu,2,Chennai North,SRINIVASON.S,M,48,GEN,AAAP,6819
S22,Tamil Nadu,2,Chennai North,ANBAZHAGAN.G,M,49,GEN,IND,208
S22,Tamil Nadu,2,Chennai North,GIRIRAJ.D,M,47,GEN,IND,414
S22,Tamil Nadu,2,Chennai North,KESAVAN.L,M,48,GEN,IND,1198
S22,Tamil Nadu,2,Chennai North,KOLANGI.M,M,43,SC,IND,1494
S22,Tamil Nadu,2,Chennai North,CHARAVANAN.M.P.,M,53,GEN,IND,475
S22,Tamil Nadu,2,Chennai North,SIVASHANMUGA PERUMAL.S,M,62,GEN,IND,712
S22,Tamil Nadu,2,Chennai North,SEETHA MALLAR.A,F,40,SC,IND,469
S22,Tamil Nadu,2,Chennai North,SRINIVASAN.J,M,36,GEN,IND,964
S22,Tamil Nadu,2,Chennai North,SUNDAR.G,M,35,SC,IND,870
S22,Tamil Nadu,2,Chennai North,SENTHIL KUMAR.K,M,59,GEN,IND,472
S22,Tamil Nadu,2,Chennai North,DEEPAK.C,M,34,GEN,IND,475
S22,Tamil Nadu,2,Chennai North,DURAI BABU.R,M,37,GEN,IND,297
S22,Tamil Nadu,2,Chennai North,DEVARAJ.G,M,32,SC,IND,386
S22,Tamil Nadu,2,Chennai North,PAUL KANAGARAJ.R.C,M,49,GEN,IND,1589
S22,Tamil Nadu,2,Chennai North,BALAJI.E,M,40,SC,IND,311
S22,Tamil Nadu,2,Chennai North,PRABHAKARAN.K,M,31,SC,IND,457
S22,Tamil Nadu,2,Chennai North,PONRAJ.P,M,43,GEN,IND,208
S22,Tamil Nadu,2,Chennai North,MAHENDRAN.K.P.P.,M,47,GEN,IND,343
S22,Tamil Nadu,2,Chennai North,MARIMUTHU.P,M,57,GEN,IND,777
S22,Tamil Nadu,2,Chennai North,MARIRAJ.T.R,M,45,GEN,IND,559
S22,Tamil Nadu,2,Chennai North,MOHAMED MAJASUDDIN,M,34,GEN,IND,302
S22,Tamil Nadu,2,Chennai North,YOGARAJ.S,M,27,GEN,IND,206
S22,Tamil Nadu,2,Chennai North,RAVIKUMAR.T,M,43,SC,IND,211
S22,Tamil Nadu,2,Chennai North,RAVI PARIYANAR.D,M,37,SC,IND,600
S22,Tamil Nadu,2,Chennai North,RAMASAMY.M.D.,M,55,GEN,IND,234
S22,Tamil Nadu,2,Chennai North,RAJ.N,M,42,SC,IND,216
S22,Tamil Nadu,2,Chennai North,RAJA.B,M,29,GEN,IND,337
S22,Tamil Nadu,3,Chennai South,GANESAN  S,M,57,GEN,SUCI,1708
S22,Tamil Nadu,3,Chennai South,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,80,GEN,IND,1647
S22,Tamil Nadu,3,Chennai South,(KUPPAL)G.DEVADOSS,M,61,GEN,IND,511
S22,Tamil Nadu,3,Chennai South,A.JAIGANESH,M,29,GEN,LSP,518
S22,Tamil Nadu,3,Chennai South,LA.GANESAN,M,69,GEN,BJP,258262
S22,Tamil Nadu,3,Chennai South,S.BALU,M,49,GEN,IND,259
S22,Tamil Nadu,3,Chennai South,COLONEL KADAR BASHA,M,70,GEN,IND,427
S22,Tamil Nadu,3,Chennai South,DR.J.JAYAVARDHAN,M,26,GEN,ADMK,434540
S22,Tamil Nadu,3,Chennai South,T.DHANASEKAR,M,62,GEN,NOC,328
S22,Tamil Nadu,3,Chennai South,RAJINI NIVETHA,F,43,GEN,IND,140
S22,Tamil Nadu,3,Chennai South,R.RAVICHANDRAN,M,48,SC,IND,215
S22,Tamil Nadu,3,Chennai South,V.BALAJI,M,33,SC,BSP,1529
S22,Tamil Nadu,3,Chennai South,S.S.RADHAKRISHNAN,M,65,GEN,IND,373
S22,Tamil Nadu,3,Chennai South,THANGARAJ,M,26,SC,IND,188
S22,Tamil Nadu,3,Chennai South,S.DEVADOSS,M,49,GEN,IND,233
S22,Tamil Nadu,3,Chennai South,S.SEETHALAKSHMI,F,45,GEN,TNMC,1289
S22,Tamil Nadu,3,Chennai South,JAHIR HUSSAIN.M,M,47,GEN,AAAP,17208
S22,Tamil Nadu,3,Chennai South,S.PARTHIBAN,M,48,GEN,IND,174
S22,Tamil Nadu,3,Chennai South,LOGANATHAN,M,46,GEN,IND,117
S22,Tamil Nadu,3,Chennai South,A.IRUDAYADASS,M,53,GEN,IND,976
S22,Tamil Nadu,3,Chennai South,T.K.S.ELANGOVAN,M,59,GEN,DMK,298965
S22,Tamil Nadu,3,Chennai South,J.S.MAHALINGAM,M,53,GEN,IND,267
S22,Tamil Nadu,3,Chennai South,M.ARUMUGAM,M,55,GEN,IND,221
S22,Tamil Nadu,3,Chennai South,K.MANI,M,61,GEN,JD(U),274
S22,Tamil Nadu,3,Chennai South,KANTHAVEL  D,M,37,SC,IND,865
S22,Tamil Nadu,3,Chennai South,S.BALAMURALI,M,31,GEN,IND,416
S22,Tamil Nadu,3,Chennai South,S.RAJESHWARI,F,29,SC,IND,157
S22,Tamil Nadu,3,Chennai South,S.VEERAMANI,M,63,GEN,IND,105
S22,Tamil Nadu,3,Chennai South,S.V.RAMANI,M,57,GEN,INC,24276
S22,Tamil Nadu,3,Chennai South,B.KUMAR SRI SRI,M,37,GEN,IND,232
S22,Tamil Nadu,3,Chennai South,BHAVANI JANAKIRAM,F,57,GEN,IND,244
S22,Tamil Nadu,3,Chennai South,S.PRAGASAM,M,40,SC,IND,636
S22,Tamil Nadu,3,Chennai South,T.PONNUSAMY,M,48,GEN,IND,533
S22,Tamil Nadu,3,Chennai South,A.MAGESH,M,31,GEN,IND,121
S22,Tamil Nadu,3,Chennai South,PON.SIVA KUMAR,M,39,SC,IND,271
S22,Tamil Nadu,3,Chennai South,S.CHARUMATHI,F,39,SC,IND,257
S22,Tamil Nadu,3,Chennai South,S.SESU RAJ,M,44,GEN,IND,203
S22,Tamil Nadu,3,Chennai South,K.SHANKAR,M,61,GEN,IND,498
S22,Tamil Nadu,3,Chennai South,JOSEPH GUNASEKAR,M,41,GEN,IND,253
S22,Tamil Nadu,3,Chennai South,R.KANDASAMY@BABU,M,47,GEN,APM,372
S22,Tamil Nadu,3,Chennai South,M.JAYARAMAN,M,41,GEN,IND,192
S22,Tamil Nadu,3,Chennai South,T.K.RAMAJAYAM,M,74,GEN,IND,1180
S22,Tamil Nadu,4,Chennai central,S.D.KRISHNAKUMAR,M,39,GEN,RPI(A),1528
S22,Tamil Nadu,4,Chennai central,S.R.VIJAYAKUMAR,M,40,GEN,ADMK,333296
S22,Tamil Nadu,4,Chennai central,J.PRABHAKAR,M,58,GEN,AAAP,19553
S22,Tamil Nadu,4,Chennai central,B.AMBETH VENKATESH,M,52,SC,IND,390
S22,Tamil Nadu,4,Chennai central,J.CONSTANDINE RAVINDRAN,M,46,GEN,DMDK,114798
S22,Tamil Nadu,4,Chennai central,MURALIKRISHNAN (A) SAMARAN,M,27,SC,BSP,2531
S22,Tamil Nadu,4,Chennai central,D.BABU,M,36,SC,IND,261
S22,Tamil Nadu,4,Chennai central,C.D.MEYYAPPAN,M,51,GEN,INC,25981
S22,Tamil Nadu,4,Chennai central,DAYANIDHI MARAN,M,47,GEN,DMK,287455
S22,Tamil Nadu,4,Chennai central,M.PRABAKARAN,M,40,GEN,IND,336
S22,Tamil Nadu,4,Chennai central,M.MURUGAN,M,40,SC,IND,697
S22,Tamil Nadu,4,Chennai central,P.MANIMARAN,M,49,SC,IND,391
S22,Tamil Nadu,4,Chennai central,K.RAVEENDRAN,M,26,GEN,IND,369
S22,Tamil Nadu,4,Chennai central,D.RAMESH,M,52,GEN,IND,259
S22,Tamil Nadu,4,Chennai central,M.MOHAMED RASIK,M,29,GEN,IND,2019
S22,Tamil Nadu,4,Chennai central,V.CHANDRAMOHAN,M,44,SC,IND,324
S22,Tamil Nadu,4,Chennai central,T.RAVIKUMAR,M,51,SC,IND,973
S22,Tamil Nadu,4,Chennai central,AUDITOR GOPINARAYANAN,M,58,GEN,MMKA,805
S22,Tamil Nadu,4,Chennai central,P.AHILA,F,62,GEN,IND,579
S22,Tamil Nadu,4,Chennai central,ARUNDHATHI JAIGANESH (A) S.JAIGANESH,M,42,SC,IND,390
S22,Tamil Nadu,5,Sriperumbudur,ARUL ANBARASU,M,42,GEN,INC,39015
S22,Tamil Nadu,5,Sriperumbudur,"RAMACHANDRAN, K.N.THIRU",M,59,GEN,ADMK,545820
S22,Tamil Nadu,5,Sriperumbudur,"MOHAMED ABBAS, S.THIRU",M,35,GEN,BSP,4977
S22,Tamil Nadu,5,Sriperumbudur,"JAGATHRAKSHAKAN, S.THIRU",M,66,GEN,DMK,443174
S22,Tamil Nadu,5,Sriperumbudur,"BHARATHI, K.THIRU",M,33,SC,CPI(ML)(L),4743
S22,Tamil Nadu,5,Sriperumbudur,PULAVAR.E.SU.MANI.THIRU,M,68,GEN,NOC,870
S22,Tamil Nadu,5,Sriperumbudur,"MASILAMANI, R.(DR).",M,63,GEN,MDMK,187094
S22,Tamil Nadu,5,Sriperumbudur,"VASIGARAN, S.A.N.THIRU",M,50,GEN,AAAP,18963
S22,Tamil Nadu,5,Sriperumbudur,"SRIDHAR, C.THIRU",M,33,GEN,UMK,497
S22,Tamil Nadu,5,Sriperumbudur,"AYODHI, L.( DR).",M,49,GEN,IND,699
S22,Tamil Nadu,5,Sriperumbudur,"SHANMUGAM, K.THIRU",M,36,GEN,IND,291
S22,Tamil Nadu,5,Sriperumbudur,"SHANMUGAM, G.THIRU",M,70,SC,IND,372
S22,Tamil Nadu,5,Sriperumbudur,SAMPATH.K.THIRU,M,43,GEN,IND,1301
S22,Tamil Nadu,5,Sriperumbudur,"PALANI, A.THIRU",M,34,SC,IND,781
S22,Tamil Nadu,5,Sriperumbudur,BHARATHIDASAN R.THIRU.,M,30,GEN,IND,811
S22,Tamil Nadu,5,Sriperumbudur,"PUGAZHENDI, A.THIRU",M,36,GEN,IND,1726
S22,Tamil Nadu,5,Sriperumbudur,"MADHAVARAJ, K.V.THIRU.",M,47,GEN,IND,1165
S22,Tamil Nadu,5,Sriperumbudur,"RAMESH, THIRU",M,46,GEN,IND,2782
S22,Tamil Nadu,5,Sriperumbudur,"RAMACHANDIRAN, K.THIRU",M,42,SC,IND,791
S22,Tamil Nadu,5,Sriperumbudur,"RAJAGOPAL MALLAR, P.THIRU",M,64,SC,IND,2622
S22,Tamil Nadu,5,Sriperumbudur,"SRIDHAR,M.THIRU",M,41,GEN,IND,477
S22,Tamil Nadu,6,Kancheepuram,SATHIYARAJ  J.S,M,34,SC,BSP,6807
S22,Tamil Nadu,6,Kancheepuram,SELVAM  G,M,40,SC,DMK,352529
S22,Tamil Nadu,6,Kancheepuram,MARAGATHAM  K,F,32,SC,ADMK,499395
S22,Tamil Nadu,6,Kancheepuram,VISWANATHAN  P,M,49,SC,INC,33313
S22,Tamil Nadu,6,Kancheepuram,SATHYA  C.E.,M,50,SC,MDMK,207080
S22,Tamil Nadu,6,Kancheepuram,ULAGANATHAN.A,M,43,SC,IND,1479
S22,Tamil Nadu,6,Kancheepuram,"SATHIYANATHAN, N.",M,51,SC,IND,1089
S22,Tamil Nadu,6,Kancheepuram,SRINIVASAN C.,M,61,SC,IND,1090
S22,Tamil Nadu,6,Kancheepuram,PARGUNAN  A.,M,27,SC,IND,1368
S22,Tamil Nadu,6,Kancheepuram,"BALAMURUGAN, R",M,29,SC,IND,2895
S22,Tamil Nadu,6,Kancheepuram,MARAGATHAM M,F,37,SC,IND,3618
S22,Tamil Nadu,7,Arakkonam,"HARI, G.",M,53,GEN,ADMK,493534
S22,Tamil Nadu,7,Arakkonam,"ELANGO, N.R",M,47,GEN,DMK,252768
S22,Tamil Nadu,7,Arakkonam,"DASS, D.",M,43,SC,BSP,7354
S22,Tamil Nadu,7,Arakkonam,"RAJESH, R",M,34,GEN,INC,56337
S22,Tamil Nadu,7,Arakkonam,"RAJESH, S.",M,28,GEN,AAAP,4021
S22,Tamil Nadu,7,Arakkonam,"VELU, R.",M,73,GEN,PMK,233762
S22,Tamil Nadu,7,Arakkonam,"HARI, S.",M,25,GEN,IND,1458
S22,Tamil Nadu,7,Arakkonam,"HARI, S.",M,40,GEN,IND,599
S22,Tamil Nadu,7,Arakkonam,"HARIKRISHNAN, P.",M,28,GEN,IND,541
S22,Tamil Nadu,7,Arakkonam,"ARUN, N.",M,56,SC,IND,610
S22,Tamil Nadu,7,Arakkonam,"RAVI, V.",M,48,SC,IND,2198
S22,Tamil Nadu,7,Arakkonam,"ELANGO, D.",M,49,GEN,IND,517
S22,Tamil Nadu,7,Arakkonam,"ELANGO, N.",M,43,GEN,IND,918
S22,Tamil Nadu,7,Arakkonam,"ELANGOVAN, A.",M,33,GEN,IND,804
S22,Tamil Nadu,7,Arakkonam,"ELANGOVAN, D.",M,28,GEN,IND,1556
S22,Tamil Nadu,7,Arakkonam,PANCHU.UDAYAKUMAR,M,35,SC,IND,6025
S22,Tamil Nadu,7,Arakkonam,"GAJENDRAN, S.",M,36,GEN,IND,6570
S22,Tamil Nadu,7,Arakkonam,"GOPINATHAN, G.",M,55,SC,IND,1955
S22,Tamil Nadu,7,Arakkonam,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",M,53,SC,IND,484
S22,Tamil Nadu,7,Arakkonam,"SHETTU, S.",M,41,SC,IND,570
S22,Tamil Nadu,7,Arakkonam,"RAVI, N.D.",M,50,GEN,IND,471
S22,Tamil Nadu,7,Arakkonam,"VADIVEL, A.",M,34,SC,IND,1023
S22,Tamil Nadu,7,Arakkonam,"VISWANATHAN, P.",M,42,GEN,IND,1434
S22,Tamil Nadu,7,Arakkonam,"VELU, R.",M,31,SC,IND,747
S22,Tamil Nadu,7,Arakkonam,"VELU, D.",M,53,GEN,IND,920
S22,Tamil Nadu,7,Arakkonam,"VELU, V.",M,47,SC,IND,783
S22,Tamil Nadu,7,Arakkonam,"SRIDHAR, R.S",M,53,GEN,IND,723
S22,Tamil Nadu,8,Vellore,"SHANMUGAM, A.C.",M,63,GEN,BJP,324326
S22,Tamil Nadu,8,Vellore,"SENGUTTUVAN, B.",M,57,GEN,ADMK,383719
S22,Tamil Nadu,8,Vellore,"VIJAY ELANCHEZIAN, J.",M,32,GEN,INC,21650
S22,Tamil Nadu,8,Vellore,JAYAPRAKASH,M,35,SC,BSP,2791
S22,Tamil Nadu,8,Vellore,"ABDUL RAHMAN, M.",M,54,GEN,IUML,205896
S22,Tamil Nadu,8,Vellore,"IMDAD SHARIFF, A.",M,34,GEN,AAAP,3742
S22,Tamil Nadu,8,Vellore,"GANGADHARAN, K.",M,40,GEN,TNMC,430
S22,Tamil Nadu,8,Vellore,"NANDHA KUMAR, V.",M,32,GEN,SP,745
S22,Tamil Nadu,8,Vellore,"GEORGE, V.A.",M,57,GEN,BDBRAJP,491
S22,Tamil Nadu,8,Vellore,"SHAREEF BASHA, H.",M,36,GEN,SAP,496
S22,Tamil Nadu,8,Vellore,"ABDUL RAHMAN, N.",M,57,GEN,IND,581
S22,Tamil Nadu,8,Vellore,"ABDUL RAHMAN, B.",M,57,GEN,IND,1052
S22,Tamil Nadu,8,Vellore,"ESWARAN, R.",M,49,GEN,IND,790
S22,Tamil Nadu,8,Vellore,"GANGADARAN, K.",M,70,SC,IND,991
S22,Tamil Nadu,8,Vellore,"KESAVAN, M.",M,46,GEN,IND,1708
S22,Tamil Nadu,8,Vellore,"GOPU, C.",M,58,GEN,IND,6056
S22,Tamil Nadu,8,Vellore,"GOVINDAN, C.",M,44,ST,IND,4169
S22,Tamil Nadu,8,Vellore,"SIVAPRAKASAM, R.S.",M,58,GEN,IND,3603
S22,Tamil Nadu,8,Vellore,"SUGUMAR, K.",M,62,GEN,IND,828
S22,Tamil Nadu,8,Vellore,"DHANDAPANI, M.",M,66,GEN,IND,558
S22,Tamil Nadu,8,Vellore,"THIRUPATHY, T.",M,66,GEN,IND,1293
S22,Tamil Nadu,8,Vellore,"MANIMARAN, M.",M,26,SC,IND,430
S22,Tamil Nadu,8,Vellore,"LALITHA, K.",F,49,GEN,IND,561
S22,Tamil Nadu,8,Vellore,"VENKATESAN, R.",M,42,GEN,IND,764
S22,Tamil Nadu,9,Krishnagiri,ASHOK KUMAR.K,M,60,GEN,ADMK,480491
S22,Tamil Nadu,9,Krishnagiri,CHANBASHA.M,M,50,GEN,BSP,8618
S22,Tamil Nadu,9,Krishnagiri,CHINNA PILLAPPA.P,M,54,GEN,DMK,273900
S22,Tamil Nadu,9,Krishnagiri,CHELLAKUMAR.DR.A,M,54,GEN,INC,38885
S22,Tamil Nadu,9,Krishnagiri,GOWDA.NSM,M,44,GEN,JD(S),3033
S22,Tamil Nadu,9,Krishnagiri,SUNDARAM.S,M,56,GEN,UCPI,3665
S22,Tamil Nadu,9,Krishnagiri,MANI.G.K,M,65,GEN,PMK,224963
S22,Tamil Nadu,9,Krishnagiri,MUNIRAJ.K,M,38,GEN,UMK,2135
S22,Tamil Nadu,9,Krishnagiri,ASHOK KUMAR.A,M,29,GEN,IND,3875
S22,Tamil Nadu,9,Krishnagiri,GANDHI.TVS,M,41,GEN,IND,1519
S22,Tamil Nadu,9,Krishnagiri,SARAVANAN.V,M,51,GEN,IND,2737
S22,Tamil Nadu,9,Krishnagiri,SOUNDARAJAN.M,M,33,GEN,IND,1744
S22,Tamil Nadu,9,Krishnagiri,PATTABIRAMA.C,M,41,SC,IND,2015
S22,Tamil Nadu,9,Krishnagiri,VIRGINIYA BENATIN FRANCILES,F,42,GEN,IND,2530
S22,Tamil Nadu,9,Krishnagiri,VINOTHKUMAR.P,M,29,SC,IND,2261
S22,Tamil Nadu,10,Dharmapuri,THAMARAISELVAN.R,M,50,GEN,DMK,180297
S22,Tamil Nadu,10,Dharmapuri,MOHAN.P.S,M,62,GEN,ADMK,391048
S22,Tamil Nadu,10,Dharmapuri,RAJINIKANTH.S,M,36,SC,BSP,8180
S22,Tamil Nadu,10,Dharmapuri,RAMA SUGANTHAN,M,43,GEN,INC,15455
S22,Tamil Nadu,10,Dharmapuri,ANBUMANI RAMADOSS,M,45,GEN,PMK,468194
S22,Tamil Nadu,10,Dharmapuri,SAVITHIRI.K,F,42,GEN,UMK,3164
S22,Tamil Nadu,10,Dharmapuri,ANGURAJ.P,M,44,GEN,IND,3905
S22,Tamil Nadu,10,Dharmapuri,ARIVAZHAGAN.P,M,44,GEN,IND,2802
S22,Tamil Nadu,10,Dharmapuri,ARIVUDAINAMBI.M,M,50,GEN,IND,1403
S22,Tamil Nadu,10,Dharmapuri,ANBUMANI.G,F,28,GEN,IND,1370
S22,Tamil Nadu,10,Dharmapuri,ANANDKUMAR.K,M,46,GEN,IND,1978
S22,Tamil Nadu,10,Dharmapuri,KUMARAN.V,M,44,GEN,IND,2413
S22,Tamil Nadu,10,Dharmapuri,SAMBATH.M,M,46,GEN,IND,1310
S22,Tamil Nadu,10,Dharmapuri,NATARAJAN.R,M,46,GEN,IND,2199
S22,Tamil Nadu,10,Dharmapuri,PADMARAJAN.K.DR,M,55,GEN,IND,4934
S22,Tamil Nadu,11,Tiruvannamalai,ANNADURAI C N,M,41,GEN,DMK,332145
S22,Tamil Nadu,11,Tiruvannamalai,SUBRAMANIYAN A,M,55,GEN,INC,17854
S22,Tamil Nadu,11,Tiruvannamalai,BASKARAN  M R,M,49,SC,BSP,4328
S22,Tamil Nadu,11,Tiruvannamalai,VANAROJA R,F,55,GEN,ADMK,500751
S22,Tamil Nadu,11,Tiruvannamalai,ARUMUGAM C,M,38,GEN,SP,6278
S22,Tamil Nadu,11,Tiruvannamalai,EDIROLI MANIAN G,M,51,GEN,PMK,157954
S22,Tamil Nadu,11,Tiruvannamalai,MANIKKAVEL M R,M,72,GEN,JD(S),1555
S22,Tamil Nadu,11,Tiruvannamalai,RAVINDRAN T,M,35,GEN,TNMC,1999
S22,Tamil Nadu,11,Tiruvannamalai,ANNADURAI A,M,45,GEN,IND,865
S22,Tamil Nadu,11,Tiruvannamalai,ANNADURAI B,M,46,SC,IND,1693
S22,Tamil Nadu,11,Tiruvannamalai,ARUNACHALAM P,M,41,GEN,IND,736
S22,Tamil Nadu,11,Tiruvannamalai,ARULJOTHI A,F,34,GEN,IND,904
S22,Tamil Nadu,11,Tiruvannamalai,ANBALAGAN D,M,38,GEN,IND,1686
