ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CATEGORY,PARTY,VOTES
S01,Andhra Pradesh,1,Araku,KISHORE CHANDRA DEO,M,67,ST,INC,52884
S01,Andhra Pradesh,1,Araku,GUMMIDI SANDHYARANI,F,41,ST,TDP,321793
S01,Andhra Pradesh,1,Araku,MIDIYAM BABURAO,M,63,ST,CPM,38898
S01,Andhra Pradesh,1,Araku,KOTHAPALLI GEETHA,F,43,ST,YSRCP,413191
S01,Andhra Pradesh,1,Araku,BURJABARIKI DHANARAJU,M,32,ST,AAAP,8569
S01,Andhra Pradesh,1,Araku,IILLA RAMI REDDY,M,60,ST,IND,5692
S01,Andhra Pradesh,1,Araku,KANGALA BALUDORA,M,58,ST,IND,23215
S01,Andhra Pradesh,1,Araku,CHETTI SANKARARAO,M,32,ST,IND,8951
S01,Andhra Pradesh,1,Araku,BIDDIKA RAMAIAH,M,52,ST,IND,7587
S01,Andhra Pradesh,1,Araku,VANUGU SANKARARAO,M,39,ST,IND,4614
S01,Andhra Pradesh,1,Araku,SALLANGI RATNAM,F,35,ST,IND,7688
S01,Andhra Pradesh,2,Srikakulam,KILLI KRUPARANI,F,52,GEN,INC,24171
S01,Andhra Pradesh,2,Srikakulam,BODDEPALLI RAJARAO,M,47,GEN,BSP,8049
S01,Andhra Pradesh,2,Srikakulam,RAMMOHAN NAIDU KINJARAPU,M,27,GEN,TDP,556545
S01,Andhra Pradesh,2,Srikakulam,KADIYAM JAYALAKSHMI,F,32,GEN,PPOI,5026
S01,Andhra Pradesh,2,Srikakulam,JAIDEV INJARAPU,M,41,GEN,AAAP,2559
S01,Andhra Pradesh,2,Srikakulam,PAIDI RAJA RAO,M,40,GEN,JaSPa,11423
S01,Andhra Pradesh,2,Srikakulam,REDDY SHANTHI,F,45,GEN,YSRCP,428853
S01,Andhra Pradesh,2,Srikakulam,VASUDEVA RAO BODDU,M,41,GEN,CPI(ML)(L),5132
S01,Andhra Pradesh,2,Srikakulam,KINJARAPU TEJESWARA RAO,M,31,GEN,IND,2075
S01,Andhra Pradesh,2,Srikakulam,TOTA TEJESWARA RAO,M,36,GEN,IND,2144
S01,Andhra Pradesh,3,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,M,62,GEN,TDP,536549
S01,Andhra Pradesh,3,Vizianagaram,JHANSI LAKSHMI BOTCHA,F,50,GEN,INC,122487
S01,Andhra Pradesh,3,Vizianagaram,BONU KRISHNA,M,50,SC,BSP,4092
S01,Andhra Pradesh,3,Vizianagaram,TADIVAKA RAMESH NAIDU,M,44,GEN,JaSPa,3388
S01,Andhra Pradesh,3,Vizianagaram,NARU SIMHADRI NAIDU,M,58,GEN,AAAP,2505
S01,Andhra Pradesh,3,Vizianagaram,PRASADA RAO NANDA,M,42,GEN,PPOI,6401
S01,Andhra Pradesh,3,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,M,33,GEN,YSRCP,429638
S01,Andhra Pradesh,3,Vizianagaram,YELLA RAO SIYYADULA,M,33,SC,IND,5125
S01,Andhra Pradesh,3,Vizianagaram,HARIKISHAN KUPPILI,M,37,GEN,IND,3603
S01,Andhra Pradesh,4,Visakhapatnam,IMANDI VENKATA KURMARAO,M,43,GEN,BSP,14947
S01,Andhra Pradesh,4,Visakhapatnam,KAMBHAMPATI HARI BABU,M,60,GEN,BJP,566832
S01,Andhra Pradesh,4,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),M,57,GEN,INC,50632
S01,Andhra Pradesh,4,Visakhapatnam,KUNA RAMAM,M,51,GEN,AAAP,6175
S01,Andhra Pradesh,4,Visakhapatnam,DADI JYOTHI BHAVANI,F,43,GEN,PPOI,2717
S01,Andhra Pradesh,4,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,M,49,GEN,ICSP,1910
S01,Andhra Pradesh,4,Visakhapatnam,JT RAMARAO,M,42,GEN,sps,4323
S01,Andhra Pradesh,4,Visakhapatnam,Y.S VIJAYAMMA,F,58,GEN,YSRCP,476344
S01,Andhra Pradesh,4,Visakhapatnam,SABBAM HARI,M,60,GEN,JaSPa,6644
S01,Andhra Pradesh,4,Visakhapatnam,UMAMAHESWARARAO ARETI,M,33,SC,IND,1751
S01,Andhra Pradesh,4,Visakhapatnam,KUTIKUPPALA SURYA RAO,M,60,GEN,IND,1889
S01,Andhra Pradesh,4,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,M,50,GEN,IND,1927
S01,Andhra Pradesh,4,Visakhapatnam,GEDELA KRISHNARAO,M,60,ST,IND,1118
S01,Andhra Pradesh,4,Visakhapatnam,CHANDRASEKHAR BUDDA,M,35,GEN,IND,1348
S01,Andhra Pradesh,4,Visakhapatnam,CHALAPATHIRAO RONANKI,M,60,GEN,IND,1594
S01,Andhra Pradesh,4,Visakhapatnam,TANUKU DIVAKAR,M,46,GEN,IND,5418
S01,Andhra Pradesh,4,Visakhapatnam,DURGAPRASAD GUNTU,M,45,GEN,IND,2611
S01,Andhra Pradesh,4,Visakhapatnam,NAGENDRA SAIRAM,M,27,GEN,IND,2377
S01,Andhra Pradesh,4,Visakhapatnam,J.PADMAJA,F,34,GEN,IND,1540
S01,Andhra Pradesh,4,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,M,46,GEN,IND,994
S01,Andhra Pradesh,4,Visakhapatnam,SREENADH REDDY,M,39,GEN,IND,1379
S01,Andhra Pradesh,4,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,41,GEN,IND,1759
S01,Andhra Pradesh,5,Anakapalli,KARANAM TIRUPATHI RAO,M,45,GEN,BSP,14834
S01,Andhra Pradesh,5,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,47,GEN,TDP,568463
S01,Andhra Pradesh,5,Anakapalli,VIJAYA LAKSHMI THOTA,F,44,GEN,INC,17770
S01,Andhra Pradesh,5,Anakapalli,KONDARAJU JAMPANA,M,47,GEN,JaSPa,6261
S01,Andhra Pradesh,5,Anakapalli,GUDIVADA AMARNADH,M,30,GEN,YSRCP,520531
S01,Andhra Pradesh,5,Anakapalli,VADLAMURI KRISHNA SWAROOP,M,41,SC,DABAP,5506
S01,Andhra Pradesh,5,Anakapalli,SARISA LEELA PRASANNA KUMARI,F,43,GEN,PPOI,2875
S01,Andhra Pradesh,5,Anakapalli,APPALARAJU SADARAM,M,60,GEN,IND,3228
S01,Andhra Pradesh,6,Kakinada,THOTA NARASIMHAM,M,53,GEN,TDP,514402
S01,Andhra Pradesh,6,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,M,51,GEN,INC,19754
S01,Andhra Pradesh,6,Kakinada,MUTHABATHULA RATNA KUMAR,M,37,SC,BSP,2511
S01,Andhra Pradesh,6,Kakinada,ARJUNARAO YEGUPATI,M,57,SC,CPI(ML)(L),1495
S01,Andhra Pradesh,6,Kakinada,KOLA VENKATA PRASAD VARMA,M,48,GEN,RJD,3473
S01,Andhra Pradesh,6,Kakinada,CHALAMALASETTY SUNIL,M,44,GEN,YSRCP,510971
S01,Andhra Pradesh,6,Kakinada,TEKUMUDI VENKATA RAO,M,55,GEN,PPOI,3826
S01,Andhra Pradesh,6,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,M,38,GEN,JaSPa,6442
S01,Andhra Pradesh,6,Kakinada,MOTHA SARADA,F,33,SC,RPI(KH),6836
S01,Andhra Pradesh,6,Kakinada,ROKKAM DAYAKAR,M,45,SC,RP(K),1837
S01,Andhra Pradesh,6,Kakinada,SRINIVAS DANGETI,M,44,GEN,AAAP,2356
S01,Andhra Pradesh,6,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,M,45,GEN,IND,1907
S01,Andhra Pradesh,6,Kakinada,KUNCHE RAMADAS,M,69,SC,IND,1122
S01,Andhra Pradesh,6,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),M,53,GEN,IND,1417
S01,Andhra Pradesh,6,Kakinada,CHAGANTI SURYANARAYANA MURTY,M,49,GEN,IND,1236
S01,Andhra Pradesh,6,Kakinada,JALLURI VENKATESWARLU (J.V),M,47,SC,IND,6636
S01,Andhra Pradesh,6,Kakinada,DONKA LEELAVATHI,F,62,GEN,IND,3756
S01,Andhra Pradesh,6,Kakinada,DONAM NEELAKANTAM,M,42,SC,IND,1697
S01,Andhra Pradesh,6,Kakinada,PEPAKAYALA SUBHA RAJENDRA,M,48,GEN,IND,1161
S01,Andhra Pradesh,6,Kakinada,PRABHAKARA RAO MADIKI,M,45,SC,IND,496
S01,Andhra Pradesh,6,Kakinada,MERLA BHAVANI SANKARA PRASAD,M,54,GEN,IND,910
S01,Andhra Pradesh,6,Kakinada,VINJAMALLA CHITTI BABU,M,40,SC,IND,1400
S01,Andhra Pradesh,7,Amalapuram,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,63,SC,INC,12182
S01,Andhra Pradesh,7,Amalapuram,GEDDAM SAMPADA RAO,M,44,SC,BSP,7219
S01,Andhra Pradesh,7,Amalapuram,DR PANDULA RAVINDRA BABU,M,58,SC,TDP,594547
S01,Andhra Pradesh,7,Amalapuram,KUNCHE PEDASATYANARAYANA,M,43,SC,PPOI,4560
S01,Andhra Pradesh,7,Amalapuram,KONKI VENKATA RAO,M,33,SC,RP(K),3233
S01,Andhra Pradesh,7,Amalapuram,PINIPE VISWARUPU,M,51,SC,YSRCP,473971
S01,Andhra Pradesh,7,Amalapuram,VIJAYA CHAKRAVARTHY PANTHAGADA,M,61,SC,RPI(KH),2867
S01,Andhra Pradesh,7,Amalapuram,G.V.HARSHA KUMAR,M,54,SC,JaSPa,9931
S01,Andhra Pradesh,7,Amalapuram,UNDRU GANI RAJU,M,32,SC,IND,862
S01,Andhra Pradesh,7,Amalapuram,KASI CHANDRAMOULI,M,28,SC,IND,1110
S01,Andhra Pradesh,7,Amalapuram,KOMMU SATYAVATHI,F,41,SC,IND,625
S01,Andhra Pradesh,7,Amalapuram,BHASKARA RAO BUNGA,M,65,SC,IND,824
S01,Andhra Pradesh,7,Amalapuram,YALANGI RAMESH,M,50,SC,IND,1171
S01,Andhra Pradesh,7,Amalapuram,VADDI WINSTON CHURCHILL,M,46,SC,IND,1684
S01,Andhra Pradesh,8,Rajahmundry,DURGESH KANDULA,M,55,GEN,INC,21243
S01,Andhra Pradesh,8,Rajahmundry,MARRE BABJI,M,47,SC,BSP,6079
S01,Andhra Pradesh,8,Rajahmundry,MURALI MOHAN MAGANTI,M,73,GEN,TDP,630573
S01,Andhra Pradesh,8,Rajahmundry,KOLLABATHULA RICHMOND CAREY,M,40,GEN,GaAP,5481
S01,Andhra Pradesh,8,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,M,39,GEN,YSRCP,463139
S01,Andhra Pradesh,8,Rajahmundry,MULLAPUDI SATYANARAYANA,M,43,GEN,JaSPa,11718
S01,Andhra Pradesh,8,Rajahmundry,MEDA SRINIVAS,M,44,GEN,RPC(S),991
S01,Andhra Pradesh,8,Rajahmundry,SANGISETTI SRINIVASA RAO,M,47,GEN,PPOI,1329
S01,Andhra Pradesh,8,Rajahmundry,ANNAMDEVULA DHARMA RAO,M,52,GEN,IND,590
S01,Andhra Pradesh,8,Rajahmundry,CHEEKATLA VENKATESWARA RAO,M,46,GEN,IND,1356
S01,Andhra Pradesh,8,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),M,47,GEN,IND,989
S01,Andhra Pradesh,8,Rajahmundry,POLU PEDA VENGALA REDDY,M,66,GEN,IND,765
S01,Andhra Pradesh,8,Rajahmundry,MUTYALA RAMBABU,M,30,GEN,IND,1282
S01,Andhra Pradesh,8,Rajahmundry,ILLA GOVINDA RAJAN,M,36,GEN,IND,1390
S01,Andhra Pradesh,9,Narsapuram,KANUMURU BAPI RAJU,M,66,GEN,INC,27083
S01,Andhra Pradesh,9,Narsapuram,GOKARAJU GANGA RAJU,M,69,GEN,BJP,540306
S01,Andhra Pradesh,9,Narsapuram,CHINTAPALLI KANAKA RAO,M,55,GEN,BSP,8491
S01,Andhra Pradesh,9,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,M,48,GEN,PPOI,4232
S01,Andhra Pradesh,9,Narsapuram,GITADAS DAS,F,28,GEN,pjdl,23260
S01,Andhra Pradesh,9,Narsapuram,NALLI RAJESH,M,31,SC,RP(K),6708
S01,Andhra Pradesh,9,Narsapuram,VANKA RAVINDRANATH,M,53,GEN,YSRCP,454955
S01,Andhra Pradesh,9,Narsapuram,SAROJA  POLASAPALLI,F,33,GEN,JaSPa,6838
S01,Andhra Pradesh,9,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,M,44,GEN,IND,1350
S01,Andhra Pradesh,9,Narsapuram,BADAMPUDI SIVA,M,27,GEN,IND,1605
S01,Andhra Pradesh,9,Narsapuram,MEDAPATI  VARAHALA REDDY,M,38,GEN,IND,1250
S01,Andhra Pradesh,9,Narsapuram,VANGALAPUDI YASHYAA,M,40,SC,IND,1281
S01,Andhra Pradesh,9,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,M,49,GEN,IND,1298
S01,Andhra Pradesh,9,Narsapuram,SHIVAJI GOTTUMUKKALA,M,43,SC,IND,2286
S01,Andhra Pradesh,10,Eluru,NETALA RAMESH BABU,M,51,SC,BSP,11670
S01,Andhra Pradesh,10,Eluru,MAGANTI VENKATESWARA RAO (BABU),M,54,GEN,TDP,623471
S01,Andhra Pradesh,10,Eluru,MUSUNURI NAGESWARA RAO,M,61,GEN,INC,11770
S01,Andhra Pradesh,10,Eluru,ASHOK YANTRAPATI,M,52,SC,MaSP,1212
S01,Andhra Pradesh,10,Eluru,GOVADA VIJAYA KUMARI,F,38,SC,pjdl,4483
S01,Andhra Pradesh,10,Eluru,THOTA CHANDRA SEKHAR,M,52,GEN,YSRCP,521545
S01,Andhra Pradesh,10,Eluru,MENDEM SANTOSH KUMAR ( PEDABABULU),M,39,SC,ILP(AP),3423
S01,Andhra Pradesh,10,Eluru,U.V.RAMA RAO,M,47,GEN,PPOI,1323
S01,Andhra Pradesh,10,Eluru,SAVANAPUDI NAGARAJU,M,55,SC,MCPI,2318
S01,Andhra Pradesh,10,Eluru,K.V.V.SATYANARAYANA,M,68,GEN,JaSPa,2873
S01,Andhra Pradesh,10,Eluru,GANGADHARA RAO NANNAPANENI,M,65,GEN,IND,1302
S01,Andhra Pradesh,10,Eluru,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,M,34,GEN,IND,751
S01,Andhra Pradesh,10,Eluru,K.VIJAYA LAKSHMI PANDIT,F,50,GEN,IND,1320
S01,Andhra Pradesh,10,Eluru,U VENKATESWARARAO (U.V),M,48,GEN,IND,3971
S01,Andhra Pradesh,10,Eluru,C.V.SARADA DEVI,F,53,GEN,IND,2721
S01,Andhra Pradesh,11,Machilipatnam,KONAKALLA NARAYANA RAO,M,64,GEN,TDP,587280
S01,Andhra Pradesh,11,Machilipatnam,PRASADA RAO PEGGEM,M,37,SC,BSP,4085
S01,Andhra Pradesh,11,Machilipatnam,SISTLA RAMESH,M,51,GEN,INC,14111
S01,Andhra Pradesh,11,Machilipatnam,KAMMILI SRINIVAS,M,42,GEN,JaSPa,7692
S01,Andhra Pradesh,11,Machilipatnam,KOLUSU PARTHA SARATHY,M,48,GEN,YSRCP,506223
S01,Andhra Pradesh,11,Machilipatnam,VADAPALLI RAGHUNADH,M,63,GEN,PPOI,4401
S01,Andhra Pradesh,11,Machilipatnam,JAMPANA SRINIVASA GOUD,M,48,GEN,IND,931
S01,Andhra Pradesh,11,Machilipatnam,PARASA SRINIVASA RAO,M,35,GEN,IND,3399
S01,Andhra Pradesh,11,Machilipatnam,MOHAMMAD ISHAQ,M,41,GEN,IND,1770
S01,Andhra Pradesh,11,Machilipatnam,YUNDURI SUBRAMANYASWARA RAO (MANI),M,55,GEN,IND,1597
S01,Andhra Pradesh,11,Machilipatnam,YARLAGADDA RAMA MOHAN RAO,M,51,GEN,IND,1405
S01,Andhra Pradesh,12,Vijayawada,AVINASH DEVINENI,M,26,GEN,INC,39760
S01,Andhra Pradesh,12,Vijayawada,KESINENI SRINIVAS (NANI),M,48,GEN,TDP,592953
S01,Andhra Pradesh,12,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,M,37,GEN,BSP,3582
S01,Andhra Pradesh,12,Vijayawada,ISHWARYA LAKSHMI CHINNAM,F,35,GEN,JaSPa,5296
S01,Andhra Pradesh,12,Vijayawada,KAMBALA.SUBRAHMANYAM (SASTRY),M,39,GEN,WPOI,7539
S01,Andhra Pradesh,12,Vijayawada,KONERU RAJENDRA PRASAD,M,63,GEN,YSRCP,518239
S01,Andhra Pradesh,12,Vijayawada,RAJA KUMARI GUNDAPANENI,F,54,GEN,PPOI,2571
S01,Andhra Pradesh,12,Vijayawada,SUNKARA KRISHNA MURTHY,M,51,GEN,ARPS,803
S01,Andhra Pradesh,12,Vijayawada,HAR MOHINDER SINGH SAHANI,M,62,GEN,AAAP,3088
S01,Andhra Pradesh,12,Vijayawada,ALTAF ALI MOHAMED,M,36,GEN,IND,1168
S01,Andhra Pradesh,12,Vijayawada,AHMED ANSARI SYED,M,58,GEN,IND,504
S01,Andhra Pradesh,12,Vijayawada,P.V.KRISHNAIAH,M,56,GEN,IND,423
S01,Andhra Pradesh,12,Vijayawada,KONERU RAJENDRA PRASAD,M,42,GEN,IND,1014
S01,Andhra Pradesh,12,Vijayawada,KONERU RAMACHANDRA PRASAD,M,42,GEN,IND,1099
S01,Andhra Pradesh,12,Vijayawada,CHATRAGADDA PRATAP,M,25,GEN,IND,950
S01,Andhra Pradesh,12,Vijayawada,TATINENI SRINIVASA RAO,M,55,GEN,IND,2460
S01,Andhra Pradesh,12,Vijayawada,DASARI VENKATA NAGESH,M,50,GEN,IND,1874
S01,Andhra Pradesh,12,Vijayawada,M.PHANI PRAKASH,M,61,GEN,IND,2809
S01,Andhra Pradesh,12,Vijayawada,BOLISETTY HARIBABU,M,55,GEN,IND,667
S01,Andhra Pradesh,12,Vijayawada,V.R.K.MURTHY.,M,72,GEN,IND,749
S01,Andhra Pradesh,12,Vijayawada,YARAM KATAM RAJU,M,52,SC,IND,1402
S01,Andhra Pradesh,12,Vijayawada,SURAPANENI SARATBABU,M,64,GEN,IND,1521
S01,Andhra Pradesh,13,Guntur,ABDUL WAHEED SHAIK,M,44,GEN,INC,46818
S01,Andhra Pradesh,13,Guntur,JAYADEV GALLA,M,48,GEN,TDP,618417
S01,Andhra Pradesh,13,Guntur,MALLELA BABU RAO,M,60,SC,BSP,4223
S01,Andhra Pradesh,13,Guntur,ABBURI KOTESWARA RAO,M,49,GEN,PPOI,1636
S01,Andhra Pradesh,13,Guntur,EMANI CHANDRA SEKHAR RAO,M,47,SC,NPT,1455
S01,Andhra Pradesh,13,Guntur,UDAIA KUMAR MUSUKU,M,57,GEN,ICSP,2852
S01,Andhra Pradesh,13,Guntur,KATA VEERA VARA PRASAD,M,44,GEN,AAAP,2344
S01,Andhra Pradesh,13,Guntur,DR.KOUTHARAPU RAVINDRA,M,50,GEN,GRIP,2594
S01,Andhra Pradesh,13,Guntur,BALASHOWRY VALLABHANENI,M,45,GEN,YSRCP,549306
S01,Andhra Pradesh,13,Guntur,MALLELA VENKATA RAO,M,48,SC,JaSPa,5608
S01,Andhra Pradesh,13,Guntur,ARUDALA VENKATESWARA RAO,M,41,GEN,IND,908
S01,Andhra Pradesh,13,Guntur,BITRA VENKATA SIVANNARAYANA,M,36,GEN,IND,1169
S01,Andhra Pradesh,14,Narasaraopet,KONDAPALLI VENKATESWARLU,M,58,GEN,INC,22943
S01,Andhra Pradesh,14,Narasaraopet,MEKALA HANUMANTHA RAO YADAV,M,35,GEN,BSP,4911
S01,Andhra Pradesh,14,Narasaraopet,SAMBASIVA RAO RAYAPATI,M,70,GEN,TDP,632464
S01,Andhra Pradesh,14,Narasaraopet,AKKI REDDY BHIMANADULA,M,33,GEN,PPOI,7032
S01,Andhra Pradesh,14,Narasaraopet,AYODHYA RAMIREDDY ALLA,M,50,GEN,YSRCP,597184
S01,Andhra Pradesh,14,Narasaraopet,YELURI SRILATHA,F,28,GEN,JaSPa,5142
S01,Andhra Pradesh,14,Narasaraopet,ROSAIAH SIVAPARAPU,M,42,GEN,MCPI,1877
S01,Andhra Pradesh,14,Narasaraopet,KANUMURI KOTESWARA RAO,M,45,SC,IND,1404
S01,Andhra Pradesh,14,Narasaraopet,JANGALA SINGARAIAH YADAV,M,38,GEN,IND,973
S01,Andhra Pradesh,14,Narasaraopet,PARUVURI RAMESH,M,29,GEN,IND,1118
S01,Andhra Pradesh,14,Narasaraopet,RAVU SUBRAHMANYAM,M,37,GEN,IND,1025
S01,Andhra Pradesh,15,Bapatla,DWARAPALLI PHILIP,M,45,SC,BSP,8113
S01,Andhra Pradesh,15,Bapatla,PANABAKA LAKSHMI,F,55,SC,INC,23072
S01,Andhra Pradesh,15,Bapatla,MALYADRI SRIRAM,M,60,SC,TDP,578145
S01,Andhra Pradesh,15,Bapatla,EDA CHENNAIAH,M,39,SC,AAAP,3948
S01,Andhra Pradesh,15,Bapatla,PERLI PRASANNA DEEVENA KUMAR (PRASANNA),M,48,SC,ILP(AP),2967
S01,Andhra Pradesh,15,Bapatla,YALLAMATI RAMESH,M,25,SC,PPOI,8414
S01,Andhra Pradesh,15,Bapatla,VARIKUTI AMRUTHAPANI,M,54,SC,YSRCP,545391
S01,Andhra Pradesh,15,Bapatla,R.D.WILSON,M,47,SC,JaSPa,3657
S01,Andhra Pradesh,15,Bapatla,GADDE THYAGARAJU,M,44,SC,IND,749
S01,Andhra Pradesh,15,Bapatla,GOGULAMUDI NARASIMHA RAO,M,34,SC,IND,720
S01,Andhra Pradesh,15,Bapatla,NAKKALA VEERANJANEYULU,M,39,SC,IND,615
S01,Andhra Pradesh,15,Bapatla,BANDELA NAGESWARA RAO,M,31,SC,IND,668
S01,Andhra Pradesh,15,Bapatla,BABURAO GOLLA,M,41,SC,IND,823
S01,Andhra Pradesh,15,Bapatla,RATNABABU MAMIDI,M,29,SC,IND,1206
S01,Andhra Pradesh,16,Ongole,KRISHNA RAO VEMULA,M,34,GEN,BSP,5864
S01,Andhra Pradesh,16,Ongole,DARISI PAVAN KUMAR,M,52,GEN,INC,13356
S01,Andhra Pradesh,16,Ongole,MAGUNTA SREENIVASULU REDDY,M,60,GEN,TDP,574302
S01,Andhra Pradesh,16,Ongole,GOLLAPALLI KISHORE KUMAR REDDY,M,35,GEN,JaSPa,3724
S01,Andhra Pradesh,16,Ongole,PAMMI VENKA REDDY,M,39,GEN,PPOI,1392
S01,Andhra Pradesh,16,Ongole,S.S.N.RAJA YADAV,M,55,GEN,AAAP,4393
S01,Andhra Pradesh,16,Ongole,Y.V.SUBBA REDDY,M,53,GEN,YSRCP,589861
S01,Andhra Pradesh,16,Ongole,KAVURI VENUBABU NAIDU,M,37,GEN,IND,3207
S01,Andhra Pradesh,16,Ongole,KIRAN DASARANNA MATTEGUNTA,M,32,GEN,IND,756
S01,Andhra Pradesh,16,Ongole,CHAPALA VENKATA RAO,M,30,GEN,IND,879
S01,Andhra Pradesh,16,Ongole,DAMA MOHAN RAO,M,58,GEN,IND,492
S01,Andhra Pradesh,16,Ongole,PIDAPARTHI MADHUSUDHANA REDDY,M,34,GEN,IND,625
S01,Andhra Pradesh,16,Ongole,B.BALAJEE RAO,M,44,GEN,IND,658
S01,Andhra Pradesh,16,Ongole,BELLAMKONDA VENKATRAO,M,46,GEN,IND,999
S01,Andhra Pradesh,16,Ongole,RADHAKRISHNA SOMISETTY,M,43,GEN,IND,1936
S01,Andhra Pradesh,17,Nandyal,OBULESU THUDUM,M,38,SC,BSP,11784
S01,Andhra Pradesh,17,Nandyal,N.MD.FAROOK,M,62,GEN,TDP,516645
S01,Andhra Pradesh,17,Nandyal,B.Y.RAMAIAH,M,48,GEN,INC,16378
S01,Andhra Pradesh,17,Nandyal,ULLAGI DAVID JAYA KUMAR,M,56,GEN,AAAP,2499
S01,Andhra Pradesh,17,Nandyal,NOSSAM MALLIKARJUNA REDDY,M,30,GEN,JaSPa,7189
S01,Andhra Pradesh,17,Nandyal,S.P.Y REDDY,M,64,GEN,YSRCP,622411
S01,Andhra Pradesh,17,Nandyal,P.V.N.REDDY,M,36,GEN,AIMIM,5598
S01,Andhra Pradesh,17,Nandyal,K.P.KAMBAGIRI SWAMI,M,33,GEN,IND,2708
S01,Andhra Pradesh,17,Nandyal,GADDALA BALASWAMY,M,42,SC,IND,1495
S01,Andhra Pradesh,17,Nandyal,P.NARENDRA DEV,M,49,SC,IND,936
S01,Andhra Pradesh,17,Nandyal,I.V PAKKIRA REDDY,M,62,GEN,IND,1036
S01,Andhra Pradesh,17,Nandyal,PIDISELA VIJAY KUMAR,M,37,SC,IND,1325
S01,Andhra Pradesh,17,Nandyal,M RAMANA REDDY,M,50,GEN,IND,5400
S01,Andhra Pradesh,17,Nandyal,VANGALA SREENIVASA REDDY,M,44,GEN,IND,2437
S01,Andhra Pradesh,18,Kurnool,KOTLA JAYASURYAPRAKASH REDDY,M,62,GEN,INC,116603
S01,Andhra Pradesh,18,Kurnool,B.T.NAIDU,M,42,GEN,TDP,428651
S01,Andhra Pradesh,18,Kurnool,R.J.MALLIKAL,M,43,SC,BSP,5746
S01,Andhra Pradesh,18,Kurnool,KONDIPARTHI.VENKAT  PRASAD,M,37,GEN,RPI,1614
S01,Andhra Pradesh,18,Kurnool,G.JAKEER HUSSAIN,M,35,GEN,JaSPa,3600
S01,Andhra Pradesh,18,Kurnool,NAGELLA ELIA,M,76,GEN,WPOI,1990
S01,Andhra Pradesh,18,Kurnool,NOOR AHMED MADANI,M,55,GEN,SDP,11393
S01,Andhra Pradesh,18,Kurnool,BUTTA RENUKA,F,42,GEN,YSRCP,472782
S01,Andhra Pradesh,18,Kurnool,VISSA KIRAN KUMAR,M,40,GEN,AAAP,6522
S01,Andhra Pradesh,18,Kurnool,KOTHURU.SATYANARAYANA GUPTA,M,47,GEN,IND,2021
S01,Andhra Pradesh,18,Kurnool,D CHAND BASHA,M,37,GEN,IND,2605
S01,Andhra Pradesh,18,Kurnool,D YUGANDHAR,M,45,GEN,IND,2820
S01,Andhra Pradesh,19,Anantapur,ANIL CHOWDARY.P,M,46,GEN,INC,16719
S01,Andhra Pradesh,19,Anantapur,KASANI NAGARAJU,M,40,SC,BSP,6227
S01,Andhra Pradesh,19,Anantapur,J.C.DIVAKAR REDDI,M,70,GEN,TDP,610288
S01,Andhra Pradesh,19,Anantapur,ANANTHA VENKATARAMIREDDY,M,57,GEN,YSRCP,548297
S01,Andhra Pradesh,19,Anantapur,T.KULDEEP CHOWDARY,M,60,GEN,STR,6542
S01,Andhra Pradesh,19,Anantapur,PAVAN KUMAR,M,27,GEN,PPOI,2076
S01,Andhra Pradesh,19,Anantapur,BUZIREDDY VENUGOPAL REDDY,M,51,GEN,ICSP,1388
S01,Andhra Pradesh,19,Anantapur,BOYA ANIL KUMAR,M,26,GEN,JaSPa,2800
S01,Andhra Pradesh,19,Anantapur,G.LALITHA,F,51,GEN,SUCI,952
S01,Andhra Pradesh,19,Anantapur,G.NAGARAJU,M,37,ST,IND,1095
S01,Andhra Pradesh,19,Anantapur,B.SRINIVASULU,M,47,GEN,IND,1599
S01,Andhra Pradesh,19,Anantapur,SHAIK.MOHAMMAD SHAFI.,M,54,GEN,IND,3031
S01,Andhra Pradesh,19,Anantapur,D.SOMANATH,M,46,GEN,IND,2274
S01,Andhra Pradesh,20,Hindupur,KRISTAPPA NIMMALA,M,57,GEN,TDP,604291
